Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,San Mateo,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,San Mateo,15 - 19 years,14,06/10/2021
Death,2014,Place of Residence,San Mateo,20 - 24 years,12,06/10/2021
Death,2014,Place of Residence,San Mateo,25 - 29 years,23,06/10/2021
Death,2014,Place of Residence,San Mateo,30 - 34 years,27,06/10/2021
Death,2014,Place of Residence,San Mateo,35 - 39 years,40,06/10/2021
Death,2014,Place of Residence,San Mateo,40 - 44 years,58,06/10/2021
Death,2014,Place of Residence,San Mateo,45 - 49 years,74,06/10/2021
Death,2014,Place of Residence,San Mateo,50 - 54 years,135,06/10/2021
Death,2014,Place of Residence,San Mateo,55 - 59 years,209,06/10/2021
Death,2014,Place of Residence,San Mateo,60 - 64 years,262,06/10/2021
Death,2014,Place of Residence,San Mateo,65 - 69 years,340,06/10/2021
Death,2014,Place of Residence,San Mateo,70 - 74 years,354,06/10/2021
Death,2014,Place of Residence,San Mateo,75 - 79 years,452,06/10/2021
Death,2014,Place of Residence,San Mateo,80 - 84 years,633,06/10/2021
Death,2014,Place of Residence,San Mateo,85 - 89 years,768,06/10/2021
Death,2014,Place of Residence,San Mateo,90 - 94 years,712,06/10/2021
Death,2014,Place of Residence,San Mateo,95 - 99 years,305,06/10/2021
Death,2014,Place of Residence,San Mateo,100 years and over,80,06/10/2021
Death,2014,Place of Residence,Santa Barbara,Less than 1 year,22,06/10/2021
Death,2014,Place of Residence,Santa Barbara,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Barbara,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Barbara,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Barbara,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Barbara,20 - 24 years,21,06/10/2021
Death,2014,Place of Residence,Santa Barbara,25 - 29 years,20,06/10/2021
Death,2014,Place of Residence,Santa Barbara,30 - 34 years,29,06/10/2021
Death,2014,Place of Residence,Santa Barbara,35 - 39 years,29,06/10/2021
Death,2014,Place of Residence,Santa Barbara,40 - 44 years,41,06/10/2021
Death,2014,Place of Residence,Santa Barbara,45 - 49 years,61,06/10/2021
Death,2014,Place of Residence,Santa Barbara,50 - 54 years,121,06/10/2021
Death,2014,Place of Residence,Santa Barbara,55 - 59 years,139,06/10/2021
Death,2014,Place of Residence,Santa Barbara,60 - 64 years,193,06/10/2021
Death,2014,Place of Residence,Santa Barbara,65 - 69 years,191,06/10/2021
Death,2014,Place of Residence,Santa Barbara,70 - 74 years,234,06/10/2021
Death,2014,Place of Residence,Santa Barbara,75 - 79 years,267,06/10/2021
Death,2014,Place of Residence,Santa Barbara,80 - 84 years,426,06/10/2021
Death,2014,Place of Residence,Santa Barbara,85 - 89 years,485,06/10/2021
Death,2014,Place of Residence,Santa Barbara,90 - 94 years,452,06/10/2021
Death,2014,Place of Residence,Santa Barbara,95 - 99 years,199,06/10/2021
Death,2014,Place of Residence,Santa Barbara,100 years and over,45,06/10/2021
Death,2014,Place of Residence,Santa Clara,Less than 1 year,66,06/10/2021
Death,2014,Place of Residence,Santa Clara,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Clara,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Clara,10 - 14 years,11,06/10/2021
Death,2014,Place of Residence,Santa Clara,15 - 19 years,34,06/10/2021
Death,2014,Place of Residence,Santa Clara,20 - 24 years,63,06/10/2021
Death,2014,Place of Residence,Santa Clara,25 - 29 years,66,06/10/2021
Death,2014,Place of Residence,Santa Clara,30 - 34 years,67,06/10/2021
Death,2014,Place of Residence,Santa Clara,35 - 39 years,84,06/10/2021
Death,2014,Place of Residence,Santa Clara,40 - 44 years,123,06/10/2021
Death,2014,Place of Residence,Santa Clara,45 - 49 years,233,06/10/2021
Death,2014,Place of Residence,Santa Clara,50 - 54 years,406,06/10/2021
Death,2014,Place of Residence,Santa Clara,55 - 59 years,512,06/10/2021
Death,2014,Place of Residence,Santa Clara,60 - 64 years,622,06/10/2021
Death,2014,Place of Residence,Santa Clara,65 - 69 years,741,06/10/2021
Death,2014,Place of Residence,Santa Clara,70 - 74 years,777,06/10/2021
Death,2014,Place of Residence,Santa Clara,75 - 79 years,916,06/10/2021
Death,2014,Place of Residence,Santa Clara,80 - 84 years,1292,06/10/2021
Death,2014,Place of Residence,Santa Clara,85 - 89 years,1573,06/10/2021
Death,2014,Place of Residence,Santa Clara,90 - 94 years,1347,06/10/2021
Death,2014,Place of Residence,Santa Clara,95 - 99 years,591,06/10/2021
Death,2014,Place of Residence,Santa Clara,100 years and over,128,06/10/2021
Death,2014,Place of Residence,Santa Cruz,Less than 1 year,13,06/10/2021
Death,2014,Place of Residence,Santa Cruz,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Cruz,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Cruz,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Santa Cruz,15 - 19 years,15,06/10/2021
Death,2014,Place of Residence,Santa Cruz,20 - 24 years,15,06/10/2021
Death,2014,Place of Residence,Santa Cruz,25 - 29 years,13,06/10/2021
Death,2014,Place of Residence,Santa Cruz,30 - 34 years,16,06/10/2021
Death,2014,Place of Residence,Santa Cruz,35 - 39 years,19,06/10/2021
Death,2014,Place of Residence,Santa Cruz,40 - 44 years,29,06/10/2021
Death,2014,Place of Residence,Santa Cruz,45 - 49 years,43,06/10/2021
Death,2014,Place of Residence,Santa Cruz,50 - 54 years,68,06/10/2021
Death,2014,Place of Residence,Santa Cruz,55 - 59 years,85,06/10/2021
Death,2014,Place of Residence,Santa Cruz,60 - 64 years,133,06/10/2021
Death,2014,Place of Residence,Santa Cruz,65 - 69 years,157,06/10/2021
Death,2014,Place of Residence,Santa Cruz,70 - 74 years,130,06/10/2021
Death,2014,Place of Residence,Santa Cruz,75 - 79 years,135,06/10/2021
Death,2014,Place of Residence,Santa Cruz,80 - 84 years,204,06/10/2021
Death,2014,Place of Residence,Santa Cruz,85 - 89 years,246,06/10/2021
Death,2014,Place of Residence,Santa Cruz,90 - 94 years,249,06/10/2021
Death,2014,Place of Residence,Santa Cruz,95 - 99 years,107,06/10/2021
Death,2014,Place of Residence,Santa Cruz,100 years and over,27,06/10/2021
Death,2014,Place of Residence,Shasta,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Shasta,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Shasta,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Shasta,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Shasta,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Shasta,20 - 24 years,11,06/10/2021
Death,2014,Place of Residence,Shasta,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Shasta,30 - 34 years,18,06/10/2021
Death,2014,Place of Residence,Shasta,35 - 39 years,20,06/10/2021
Death,2014,Place of Residence,Shasta,40 - 44 years,26,06/10/2021
Death,2014,Place of Residence,Shasta,45 - 49 years,53,06/10/2021
Death,2014,Place of Residence,Shasta,50 - 54 years,80,06/10/2021
Death,2014,Place of Residence,Shasta,55 - 59 years,140,06/10/2021
Death,2014,Place of Residence,Shasta,60 - 64 years,190,06/10/2021
Death,2014,Place of Residence,Shasta,65 - 69 years,206,06/10/2021
Death,2014,Place of Residence,Shasta,70 - 74 years,195,06/10/2021
Death,2014,Place of Residence,Shasta,75 - 79 years,215,06/10/2021
Death,2014,Place of Residence,Shasta,80 - 84 years,282,06/10/2021
Death,2014,Place of Residence,Shasta,85 - 89 years,282,06/10/2021
Death,2014,Place of Residence,Shasta,90 - 94 years,224,06/10/2021
Death,2014,Place of Residence,Shasta,95 - 99 years,89,06/10/2021
Death,2014,Place of Residence,Shasta,100 years and over,15,06/10/2021
Death,2014,Place of Residence,Sierra,Less than 1 year,0,06/10/2021
Death,2014,Place of Residence,Sierra,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,20 - 24 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,25 - 29 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,30 - 34 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,35 - 39 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,40 - 44 years,0,06/10/2021
Death,2014,Place of Residence,Sierra,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,50 - 54 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,55 - 59 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,60 - 64 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,65 - 69 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,70 - 74 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,75 - 79 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,80 - 84 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,85 - 89 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,90 - 94 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,95 - 99 years,<11,06/10/2021
Death,2014,Place of Residence,Sierra,100 years and over,0,06/10/2021
Death,2014,Place of Residence,Siskiyou,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Siskiyou,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Siskiyou,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Siskiyou,15 - 19 years,0,06/10/2021
Death,2014,Place of Residence,Siskiyou,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,45 - 49 years,<11,06/10/2021
Death,2014,Place of Residence,Siskiyou,50 - 54 years,33,06/10/2021
Death,2014,Place of Residence,Siskiyou,55 - 59 years,35,06/10/2021
Death,2014,Place of Residence,Siskiyou,60 - 64 years,44,06/10/2021
Death,2014,Place of Residence,Siskiyou,65 - 69 years,56,06/10/2021
Death,2014,Place of Residence,Siskiyou,70 - 74 years,60,06/10/2021
Death,2014,Place of Residence,Siskiyou,75 - 79 years,54,06/10/2021
Death,2014,Place of Residence,Siskiyou,80 - 84 years,64,06/10/2021
Death,2014,Place of Residence,Siskiyou,85 - 89 years,72,06/10/2021
Death,2014,Place of Residence,Siskiyou,90 - 94 years,63,06/10/2021
Death,2014,Place of Residence,Siskiyou,95 - 99 years,21,06/10/2021
Death,2014,Place of Residence,Siskiyou,100 years and over,<11,06/10/2021
Death,2014,Place of Residence,Solano,Less than 1 year,38,06/10/2021
Death,2014,Place of Residence,Solano,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Solano,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Solano,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Solano,15 - 19 years,18,06/10/2021
Death,2014,Place of Residence,Solano,20 - 24 years,32,06/10/2021
Death,2014,Place of Residence,Solano,25 - 29 years,34,06/10/2021
Death,2014,Place of Residence,Solano,30 - 34 years,27,06/10/2021
Death,2014,Place of Residence,Solano,35 - 39 years,34,06/10/2021
Death,2014,Place of Residence,Solano,40 - 44 years,57,06/10/2021
Death,2014,Place of Residence,Solano,45 - 49 years,101,06/10/2021
Death,2014,Place of Residence,Solano,50 - 54 years,149,06/10/2021
Death,2014,Place of Residence,Solano,55 - 59 years,198,06/10/2021
Death,2014,Place of Residence,Solano,60 - 64 years,253,06/10/2021
Death,2014,Place of Residence,Solano,65 - 69 years,311,06/10/2021
Death,2014,Place of Residence,Solano,70 - 74 years,303,06/10/2021
Death,2014,Place of Residence,Solano,75 - 79 years,322,06/10/2021
Death,2014,Place of Residence,Solano,80 - 84 years,387,06/10/2021
Death,2014,Place of Residence,Solano,85 - 89 years,365,06/10/2021
Death,2014,Place of Residence,Solano,90 - 94 years,324,06/10/2021
Death,2014,Place of Residence,Solano,95 - 99 years,106,06/10/2021
Death,2014,Place of Residence,Solano,100 years and over,23,06/10/2021
Death,2014,Place of Residence,Sonoma,Less than 1 year,11,06/10/2021
Death,2014,Place of Residence,Sonoma,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Sonoma,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Sonoma,15 - 19 years,15,06/10/2021
Death,2014,Place of Residence,Sonoma,20 - 24 years,24,06/10/2021
Death,2014,Place of Residence,Sonoma,25 - 29 years,21,06/10/2021
Death,2014,Place of Residence,Sonoma,30 - 34 years,24,06/10/2021
Death,2014,Place of Residence,Sonoma,35 - 39 years,33,06/10/2021
Death,2014,Place of Residence,Sonoma,40 - 44 years,35,06/10/2021
Death,2014,Place of Residence,Sonoma,45 - 49 years,72,06/10/2021
Death,2014,Place of Residence,Sonoma,50 - 54 years,142,06/10/2021
Death,2014,Place of Residence,Sonoma,55 - 59 years,187,06/10/2021
Death,2014,Place of Residence,Sonoma,60 - 64 years,268,06/10/2021
Death,2014,Place of Residence,Sonoma,65 - 69 years,329,06/10/2021
Death,2014,Place of Residence,Sonoma,70 - 74 years,343,06/10/2021
Death,2014,Place of Residence,Sonoma,75 - 79 years,364,06/10/2021
Death,2014,Place of Residence,Sonoma,80 - 84 years,468,06/10/2021
Death,2014,Place of Residence,Sonoma,85 - 89 years,643,06/10/2021
Death,2014,Place of Residence,Sonoma,90 - 94 years,587,06/10/2021
Death,2014,Place of Residence,Sonoma,95 - 99 years,256,06/10/2021
Death,2014,Place of Residence,Sonoma,100 years and over,61,06/10/2021
Death,2014,Place of Residence,Stanislaus,Less than 1 year,36,06/10/2021
Death,2014,Place of Residence,Stanislaus,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Stanislaus,15 - 19 years,20,06/10/2021
Death,2014,Place of Residence,Stanislaus,20 - 24 years,26,06/10/2021
Death,2014,Place of Residence,Stanislaus,25 - 29 years,30,06/10/2021
Death,2014,Place of Residence,Stanislaus,30 - 34 years,45,06/10/2021
Death,2014,Place of Residence,Stanislaus,35 - 39 years,56,06/10/2021
Death,2014,Place of Residence,Stanislaus,40 - 44 years,77,06/10/2021
Death,2014,Place of Residence,Stanislaus,45 - 49 years,108,06/10/2021
Death,2014,Place of Residence,Stanislaus,50 - 54 years,158,06/10/2021
Death,2014,Place of Residence,Stanislaus,55 - 59 years,278,06/10/2021
Death,2014,Place of Residence,Stanislaus,60 - 64 years,312,06/10/2021
Death,2014,Place of Residence,Stanislaus,65 - 69 years,328,06/10/2021
Death,2014,Place of Residence,Stanislaus,70 - 74 years,355,06/10/2021
Death,2014,Place of Residence,Stanislaus,75 - 79 years,444,06/10/2021
Death,2014,Place of Residence,Stanislaus,80 - 84 years,484,06/10/2021
Death,2014,Place of Residence,Stanislaus,85 - 89 years,533,06/10/2021
Death,2014,Place of Residence,Stanislaus,90 - 94 years,372,06/10/2021
Death,2014,Place of Residence,Stanislaus,95 - 99 years,156,06/10/2021
Death,2014,Place of Residence,Stanislaus,100 years and over,39,06/10/2021
Death,2014,Place of Residence,Sutter,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Sutter,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Sutter,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Sutter,10 - 14 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Sutter,40 - 44 years,15,06/10/2021
Death,2014,Place of Residence,Sutter,45 - 49 years,19,06/10/2021
Death,2014,Place of Residence,Sutter,50 - 54 years,29,06/10/2021
Death,2014,Place of Residence,Sutter,55 - 59 years,55,06/10/2021
Death,2014,Place of Residence,Sutter,60 - 64 years,61,06/10/2021
Death,2014,Place of Residence,Sutter,65 - 69 years,69,06/10/2021
Death,2014,Place of Residence,Sutter,70 - 74 years,66,06/10/2021
Death,2014,Place of Residence,Sutter,75 - 79 years,89,06/10/2021
Death,2014,Place of Residence,Sutter,80 - 84 years,107,06/10/2021
Death,2014,Place of Residence,Sutter,85 - 89 years,86,06/10/2021
Death,2014,Place of Residence,Sutter,90 - 94 years,78,06/10/2021
Death,2014,Place of Residence,Sutter,95 - 99 years,30,06/10/2021
Death,2014,Place of Residence,Sutter,100 years and over,<11,06/10/2021
Death,2014,Place of Residence,Tehama,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Tehama,1 - 4 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,5 - 9 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Tehama,15 - 19 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,30 - 34 years,13,06/10/2021
Death,2014,Place of Residence,Tehama,35 - 39 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,40 - 44 years,<11,06/10/2021
Death,2014,Place of Residence,Tehama,45 - 49 years,18,06/10/2021
Death,2014,Place of Residence,Tehama,50 - 54 years,30,06/10/2021
Death,2014,Place of Residence,Tehama,55 - 59 years,49,06/10/2021
Death,2014,Place of Residence,Tehama,60 - 64 years,50,06/10/2021
Death,2014,Place of Residence,Tehama,65 - 69 years,73,06/10/2021
Death,2014,Place of Residence,Tehama,70 - 74 years,90,06/10/2021
Death,2014,Place of Residence,Tehama,75 - 79 years,96,06/10/2021
Death,2014,Place of Residence,Tehama,80 - 84 years,87,06/10/2021
Death,2014,Place of Residence,Tehama,85 - 89 years,87,06/10/2021
Death,2014,Place of Residence,Tehama,90 - 94 years,52,06/10/2021
Death,2014,Place of Residence,Tehama,95 - 99 years,25,06/10/2021
Death,2014,Place of Residence,Tehama,100 years and over,<11,06/10/2021
Death,2014,Place of Residence,Trinity,Less than 1 year,<11,06/10/2021
Death,2014,Place of Residence,Trinity,1 - 4 years,0,06/10/2021
Death,2014,Place of Residence,Trinity,5 - 9 years,0,06/10/2021
Death,2014,Place of Residence,Trinity,10 - 14 years,0,06/10/2021
Death,2014,Place of Residence,Trinity,15 - 19 years,0,06/10/2021
Death,2014,Place of Residence,Trinity,20 - 24 years,<11,06/10/2021
Death,2014,Place of Residence,Trinity,25 - 29 years,<11,06/10/2021
Death,2014,Place of Residence,Trinity,30 - 34 years,<11,06/10/2021
Death,2014,Place of Residence,Trinity,35 - 39 years,<11,06/10/2021
