Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths,Last_Data_Refresh
Death,2019,Place of Residence,San Diego,Less than 1 year,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Diego,1 - 4 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,1 - 4 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Diego,1 - 4 years,Never Married,29,06/10/2021
Death,2019,Place of Residence,San Diego,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Diego,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Diego,5 - 9 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,5 - 9 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Diego,5 - 9 years,Never Married,18,06/10/2021
Death,2019,Place of Residence,San Diego,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Diego,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Diego,10 - 14 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,10 - 14 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Diego,10 - 14 years,Never Married,20,06/10/2021
Death,2019,Place of Residence,San Diego,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Diego,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Diego,15 - 19 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,15 - 19 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Diego,15 - 19 years,Never Married,59,06/10/2021
Death,2019,Place of Residence,San Diego,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Diego,20 - 24 years,Married (including SRDP),<11,06/10/2021
Death,2019,Place of Residence,San Diego,20 - 24 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,20 - 24 years,Divorced,<11,06/10/2021
Death,2019,Place of Residence,San Diego,20 - 24 years,Never Married,144,06/10/2021
Death,2019,Place of Residence,San Diego,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Diego,25 - 29 years,Married (including SRDP),32,06/10/2021
Death,2019,Place of Residence,San Diego,25 - 29 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Diego,25 - 29 years,Divorced,<11,06/10/2021
Death,2019,Place of Residence,San Diego,25 - 29 years,Never Married,163,06/10/2021
Death,2019,Place of Residence,San Diego,25 - 29 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,30 - 34 years,Married (including SRDP),56,06/10/2021
Death,2019,Place of Residence,San Diego,30 - 34 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Diego,30 - 34 years,Divorced,19,06/10/2021
Death,2019,Place of Residence,San Diego,30 - 34 years,Never Married,162,06/10/2021
Death,2019,Place of Residence,San Diego,30 - 34 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,35 - 39 years,Married (including SRDP),89,06/10/2021
Death,2019,Place of Residence,San Diego,35 - 39 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Diego,35 - 39 years,Divorced,31,06/10/2021
Death,2019,Place of Residence,San Diego,35 - 39 years,Never Married,133,06/10/2021
Death,2019,Place of Residence,San Diego,35 - 39 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,40 - 44 years,Married (including SRDP),119,06/10/2021
Death,2019,Place of Residence,San Diego,40 - 44 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Diego,40 - 44 years,Divorced,54,06/10/2021
Death,2019,Place of Residence,San Diego,40 - 44 years,Never Married,136,06/10/2021
Death,2019,Place of Residence,San Diego,40 - 44 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,45 - 49 years,Married (including SRDP),160,06/10/2021
Death,2019,Place of Residence,San Diego,45 - 49 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Diego,45 - 49 years,Divorced,96,06/10/2021
Death,2019,Place of Residence,San Diego,45 - 49 years,Never Married,159,06/10/2021
Death,2019,Place of Residence,San Diego,45 - 49 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,50 - 54 years,Married (including SRDP),249,06/10/2021
Death,2019,Place of Residence,San Diego,50 - 54 years,Widowed,19,06/10/2021
Death,2019,Place of Residence,San Diego,50 - 54 years,Divorced,145,06/10/2021
Death,2019,Place of Residence,San Diego,50 - 54 years,Never Married,223,06/10/2021
Death,2019,Place of Residence,San Diego,50 - 54 years,Unknown,29,06/10/2021
Death,2019,Place of Residence,San Diego,55 - 59 years,Married (including SRDP),445,06/10/2021
Death,2019,Place of Residence,San Diego,55 - 59 years,Widowed,34,06/10/2021
Death,2019,Place of Residence,San Diego,55 - 59 years,Divorced,256,06/10/2021
Death,2019,Place of Residence,San Diego,55 - 59 years,Never Married,315,06/10/2021
Death,2019,Place of Residence,San Diego,55 - 59 years,Unknown,38,06/10/2021
Death,2019,Place of Residence,San Diego,60 - 64 years,Married (including SRDP),574,06/10/2021
Death,2019,Place of Residence,San Diego,60 - 64 years,Widowed,84,06/10/2021
Death,2019,Place of Residence,San Diego,60 - 64 years,Divorced,428,06/10/2021
Death,2019,Place of Residence,San Diego,60 - 64 years,Never Married,337,06/10/2021
Death,2019,Place of Residence,San Diego,60 - 64 years,Unknown,70,06/10/2021
Death,2019,Place of Residence,San Diego,65 - 69 years,Married (including SRDP),797,06/10/2021
Death,2019,Place of Residence,San Diego,65 - 69 years,Widowed,154,06/10/2021
Death,2019,Place of Residence,San Diego,65 - 69 years,Divorced,476,06/10/2021
Death,2019,Place of Residence,San Diego,65 - 69 years,Never Married,264,06/10/2021
Death,2019,Place of Residence,San Diego,65 - 69 years,Unknown,59,06/10/2021
Death,2019,Place of Residence,San Diego,70 - 74 years,Married (including SRDP),1043,06/10/2021
Death,2019,Place of Residence,San Diego,70 - 74 years,Widowed,299,06/10/2021
Death,2019,Place of Residence,San Diego,70 - 74 years,Divorced,515,06/10/2021
Death,2019,Place of Residence,San Diego,70 - 74 years,Never Married,241,06/10/2021
Death,2019,Place of Residence,San Diego,70 - 74 years,Unknown,57,06/10/2021
Death,2019,Place of Residence,San Diego,75 - 79 years,Married (including SRDP),1101,06/10/2021
Death,2019,Place of Residence,San Diego,75 - 79 years,Widowed,532,06/10/2021
Death,2019,Place of Residence,San Diego,75 - 79 years,Divorced,509,06/10/2021
Death,2019,Place of Residence,San Diego,75 - 79 years,Never Married,162,06/10/2021
Death,2019,Place of Residence,San Diego,75 - 79 years,Unknown,47,06/10/2021
Death,2019,Place of Residence,San Diego,80 - 84 years,Married (including SRDP),1217,06/10/2021
Death,2019,Place of Residence,San Diego,80 - 84 years,Widowed,906,06/10/2021
Death,2019,Place of Residence,San Diego,80 - 84 years,Divorced,434,06/10/2021
Death,2019,Place of Residence,San Diego,80 - 84 years,Never Married,121,06/10/2021
Death,2019,Place of Residence,San Diego,80 - 84 years,Unknown,26,06/10/2021
Death,2019,Place of Residence,San Diego,85 - 89 years,Married (including SRDP),1175,06/10/2021
Death,2019,Place of Residence,San Diego,85 - 89 years,Widowed,1500,06/10/2021
Death,2019,Place of Residence,San Diego,85 - 89 years,Divorced,439,06/10/2021
Death,2019,Place of Residence,San Diego,85 - 89 years,Never Married,139,06/10/2021
Death,2019,Place of Residence,San Diego,85 - 89 years,Unknown,14,06/10/2021
Death,2019,Place of Residence,San Diego,90 - 94 years,Married (including SRDP),702,06/10/2021
Death,2019,Place of Residence,San Diego,90 - 94 years,Widowed,1894,06/10/2021
Death,2019,Place of Residence,San Diego,90 - 94 years,Divorced,300,06/10/2021
Death,2019,Place of Residence,San Diego,90 - 94 years,Never Married,86,06/10/2021
Death,2019,Place of Residence,San Diego,90 - 94 years,Unknown,13,06/10/2021
Death,2019,Place of Residence,San Diego,95 - 99 years,Married (including SRDP),216,06/10/2021
Death,2019,Place of Residence,San Diego,95 - 99 years,Widowed,1112,06/10/2021
Death,2019,Place of Residence,San Diego,95 - 99 years,Divorced,98,06/10/2021
Death,2019,Place of Residence,San Diego,95 - 99 years,Never Married,31,06/10/2021
Death,2019,Place of Residence,San Diego,95 - 99 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Diego,100 years and over,Married (including SRDP),21,06/10/2021
Death,2019,Place of Residence,San Diego,100 years and over,Widowed,309,06/10/2021
Death,2019,Place of Residence,San Diego,100 years and over,Divorced,14,06/10/2021
Death,2019,Place of Residence,San Diego,100 years and over,Never Married,<11,06/10/2021
Death,2019,Place of Residence,San Diego,100 years and over,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,Less than 1 year,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,Less than 1 year,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,Less than 1 year,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,Less than 1 year,Never Married,28,06/10/2021
Death,2019,Place of Residence,San Francisco,Less than 1 year,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,1 - 4 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,1 - 4 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,1 - 4 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,1 - 4 years,Never Married,0,06/10/2021
Death,2019,Place of Residence,San Francisco,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,5 - 9 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,5 - 9 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,5 - 9 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,5 - 9 years,Never Married,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,10 - 14 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,10 - 14 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,10 - 14 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,10 - 14 years,Never Married,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,15 - 19 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,15 - 19 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,15 - 19 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,15 - 19 years,Never Married,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,20 - 24 years,Married (including SRDP),0,06/10/2021
Death,2019,Place of Residence,San Francisco,20 - 24 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,20 - 24 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,20 - 24 years,Never Married,24,06/10/2021
Death,2019,Place of Residence,San Francisco,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,San Francisco,25 - 29 years,Married (including SRDP),<11,06/10/2021
Death,2019,Place of Residence,San Francisco,25 - 29 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,25 - 29 years,Divorced,0,06/10/2021
Death,2019,Place of Residence,San Francisco,25 - 29 years,Never Married,40,06/10/2021
Death,2019,Place of Residence,San Francisco,25 - 29 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,30 - 34 years,Married (including SRDP),<11,06/10/2021
Death,2019,Place of Residence,San Francisco,30 - 34 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,30 - 34 years,Divorced,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,30 - 34 years,Never Married,47,06/10/2021
Death,2019,Place of Residence,San Francisco,30 - 34 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,35 - 39 years,Married (including SRDP),13,06/10/2021
Death,2019,Place of Residence,San Francisco,35 - 39 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,35 - 39 years,Divorced,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,35 - 39 years,Never Married,62,06/10/2021
Death,2019,Place of Residence,San Francisco,35 - 39 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,40 - 44 years,Married (including SRDP),20,06/10/2021
Death,2019,Place of Residence,San Francisco,40 - 44 years,Widowed,0,06/10/2021
Death,2019,Place of Residence,San Francisco,40 - 44 years,Divorced,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,40 - 44 years,Never Married,58,06/10/2021
Death,2019,Place of Residence,San Francisco,40 - 44 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,45 - 49 years,Married (including SRDP),28,06/10/2021
Death,2019,Place of Residence,San Francisco,45 - 49 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,45 - 49 years,Divorced,29,06/10/2021
Death,2019,Place of Residence,San Francisco,45 - 49 years,Never Married,63,06/10/2021
Death,2019,Place of Residence,San Francisco,45 - 49 years,Unknown,13,06/10/2021
Death,2019,Place of Residence,San Francisco,50 - 54 years,Married (including SRDP),65,06/10/2021
Death,2019,Place of Residence,San Francisco,50 - 54 years,Widowed,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,50 - 54 years,Divorced,38,06/10/2021
Death,2019,Place of Residence,San Francisco,50 - 54 years,Never Married,93,06/10/2021
Death,2019,Place of Residence,San Francisco,50 - 54 years,Unknown,26,06/10/2021
Death,2019,Place of Residence,San Francisco,55 - 59 years,Married (including SRDP),72,06/10/2021
Death,2019,Place of Residence,San Francisco,55 - 59 years,Widowed,11,06/10/2021
Death,2019,Place of Residence,San Francisco,55 - 59 years,Divorced,68,06/10/2021
Death,2019,Place of Residence,San Francisco,55 - 59 years,Never Married,113,06/10/2021
Death,2019,Place of Residence,San Francisco,55 - 59 years,Unknown,31,06/10/2021
Death,2019,Place of Residence,San Francisco,60 - 64 years,Married (including SRDP),118,06/10/2021
Death,2019,Place of Residence,San Francisco,60 - 64 years,Widowed,13,06/10/2021
Death,2019,Place of Residence,San Francisco,60 - 64 years,Divorced,81,06/10/2021
Death,2019,Place of Residence,San Francisco,60 - 64 years,Never Married,118,06/10/2021
Death,2019,Place of Residence,San Francisco,60 - 64 years,Unknown,43,06/10/2021
Death,2019,Place of Residence,San Francisco,65 - 69 years,Married (including SRDP),140,06/10/2021
Death,2019,Place of Residence,San Francisco,65 - 69 years,Widowed,42,06/10/2021
Death,2019,Place of Residence,San Francisco,65 - 69 years,Divorced,87,06/10/2021
Death,2019,Place of Residence,San Francisco,65 - 69 years,Never Married,142,06/10/2021
Death,2019,Place of Residence,San Francisco,65 - 69 years,Unknown,54,06/10/2021
Death,2019,Place of Residence,San Francisco,70 - 74 years,Married (including SRDP),205,06/10/2021
Death,2019,Place of Residence,San Francisco,70 - 74 years,Widowed,45,06/10/2021
Death,2019,Place of Residence,San Francisco,70 - 74 years,Divorced,103,06/10/2021
Death,2019,Place of Residence,San Francisco,70 - 74 years,Never Married,106,06/10/2021
Death,2019,Place of Residence,San Francisco,70 - 74 years,Unknown,40,06/10/2021
Death,2019,Place of Residence,San Francisco,75 - 79 years,Married (including SRDP),186,06/10/2021
Death,2019,Place of Residence,San Francisco,75 - 79 years,Widowed,87,06/10/2021
Death,2019,Place of Residence,San Francisco,75 - 79 years,Divorced,109,06/10/2021
Death,2019,Place of Residence,San Francisco,75 - 79 years,Never Married,96,06/10/2021
Death,2019,Place of Residence,San Francisco,75 - 79 years,Unknown,23,06/10/2021
Death,2019,Place of Residence,San Francisco,80 - 84 years,Married (including SRDP),285,06/10/2021
Death,2019,Place of Residence,San Francisco,80 - 84 years,Widowed,208,06/10/2021
Death,2019,Place of Residence,San Francisco,80 - 84 years,Divorced,83,06/10/2021
Death,2019,Place of Residence,San Francisco,80 - 84 years,Never Married,90,06/10/2021
Death,2019,Place of Residence,San Francisco,80 - 84 years,Unknown,15,06/10/2021
Death,2019,Place of Residence,San Francisco,85 - 89 years,Married (including SRDP),321,06/10/2021
Death,2019,Place of Residence,San Francisco,85 - 89 years,Widowed,370,06/10/2021
Death,2019,Place of Residence,San Francisco,85 - 89 years,Divorced,76,06/10/2021
Death,2019,Place of Residence,San Francisco,85 - 89 years,Never Married,100,06/10/2021
Death,2019,Place of Residence,San Francisco,85 - 89 years,Unknown,18,06/10/2021
Death,2019,Place of Residence,San Francisco,90 - 94 years,Married (including SRDP),184,06/10/2021
Death,2019,Place of Residence,San Francisco,90 - 94 years,Widowed,542,06/10/2021
Death,2019,Place of Residence,San Francisco,90 - 94 years,Divorced,58,06/10/2021
Death,2019,Place of Residence,San Francisco,90 - 94 years,Never Married,67,06/10/2021
Death,2019,Place of Residence,San Francisco,90 - 94 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,San Francisco,95 - 99 years,Married (including SRDP),61,06/10/2021
Death,2019,Place of Residence,San Francisco,95 - 99 years,Widowed,316,06/10/2021
Death,2019,Place of Residence,San Francisco,95 - 99 years,Divorced,32,06/10/2021
