Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Sex,Total_Deaths,Last_Data_Refresh
Death,2019,Place of Residence,Santa Barbara,10 - 14 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,10 - 14 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,15 - 19 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,15 - 19 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,20 - 24 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,20 - 24 years,Male,11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,25 - 29 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,25 - 29 years,Male,18,06/10/2021
Death,2019,Place of Residence,Santa Barbara,30 - 34 years,Female,13,06/10/2021
Death,2019,Place of Residence,Santa Barbara,30 - 34 years,Male,29,06/10/2021
Death,2019,Place of Residence,Santa Barbara,35 - 39 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,35 - 39 years,Male,29,06/10/2021
Death,2019,Place of Residence,Santa Barbara,40 - 44 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Barbara,40 - 44 years,Male,18,06/10/2021
Death,2019,Place of Residence,Santa Barbara,45 - 49 years,Female,20,06/10/2021
Death,2019,Place of Residence,Santa Barbara,45 - 49 years,Male,35,06/10/2021
Death,2019,Place of Residence,Santa Barbara,50 - 54 years,Female,39,06/10/2021
Death,2019,Place of Residence,Santa Barbara,50 - 54 years,Male,57,06/10/2021
Death,2019,Place of Residence,Santa Barbara,55 - 59 years,Female,47,06/10/2021
Death,2019,Place of Residence,Santa Barbara,55 - 59 years,Male,82,06/10/2021
Death,2019,Place of Residence,Santa Barbara,60 - 64 years,Female,80,06/10/2021
Death,2019,Place of Residence,Santa Barbara,60 - 64 years,Male,139,06/10/2021
Death,2019,Place of Residence,Santa Barbara,65 - 69 years,Female,97,06/10/2021
Death,2019,Place of Residence,Santa Barbara,65 - 69 years,Male,117,06/10/2021
Death,2019,Place of Residence,Santa Barbara,70 - 74 years,Female,118,06/10/2021
Death,2019,Place of Residence,Santa Barbara,70 - 74 years,Male,173,06/10/2021
Death,2019,Place of Residence,Santa Barbara,75 - 79 years,Female,141,06/10/2021
Death,2019,Place of Residence,Santa Barbara,75 - 79 years,Male,172,06/10/2021
Death,2019,Place of Residence,Santa Barbara,80 - 84 years,Female,176,06/10/2021
Death,2019,Place of Residence,Santa Barbara,80 - 84 years,Male,216,06/10/2021
Death,2019,Place of Residence,Santa Barbara,85 - 89 years,Female,271,06/10/2021
Death,2019,Place of Residence,Santa Barbara,85 - 89 years,Male,229,06/10/2021
Death,2019,Place of Residence,Santa Barbara,90 - 94 years,Female,286,06/10/2021
Death,2019,Place of Residence,Santa Barbara,90 - 94 years,Male,224,06/10/2021
Death,2019,Place of Residence,Santa Barbara,95 - 99 years,Female,168,06/10/2021
Death,2019,Place of Residence,Santa Barbara,95 - 99 years,Male,98,06/10/2021
Death,2019,Place of Residence,Santa Barbara,100 years and over,Female,42,06/10/2021
Death,2019,Place of Residence,Santa Barbara,100 years and over,Male,13,06/10/2021
Death,2019,Place of Residence,Santa Clara,Less than 1 year,Female,19,06/10/2021
Death,2019,Place of Residence,Santa Clara,Less than 1 year,Male,36,06/10/2021
Death,2019,Place of Residence,Santa Clara,1 - 4 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,1 - 4 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,5 - 9 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,5 - 9 years,Male,11,06/10/2021
Death,2019,Place of Residence,Santa Clara,10 - 14 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,10 - 14 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,15 - 19 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Clara,15 - 19 years,Male,24,06/10/2021
Death,2019,Place of Residence,Santa Clara,20 - 24 years,Female,12,06/10/2021
Death,2019,Place of Residence,Santa Clara,20 - 24 years,Male,40,06/10/2021
Death,2019,Place of Residence,Santa Clara,25 - 29 years,Female,16,06/10/2021
Death,2019,Place of Residence,Santa Clara,25 - 29 years,Male,52,06/10/2021
Death,2019,Place of Residence,Santa Clara,30 - 34 years,Female,24,06/10/2021
Death,2019,Place of Residence,Santa Clara,30 - 34 years,Male,64,06/10/2021
Death,2019,Place of Residence,Santa Clara,35 - 39 years,Female,37,06/10/2021
Death,2019,Place of Residence,Santa Clara,35 - 39 years,Male,70,06/10/2021
Death,2019,Place of Residence,Santa Clara,40 - 44 years,Female,44,06/10/2021
Death,2019,Place of Residence,Santa Clara,40 - 44 years,Male,89,06/10/2021
Death,2019,Place of Residence,Santa Clara,45 - 49 years,Female,79,06/10/2021
Death,2019,Place of Residence,Santa Clara,45 - 49 years,Male,124,06/10/2021
Death,2019,Place of Residence,Santa Clara,50 - 54 years,Female,107,06/10/2021
Death,2019,Place of Residence,Santa Clara,50 - 54 years,Male,210,06/10/2021
Death,2019,Place of Residence,Santa Clara,55 - 59 years,Female,166,06/10/2021
Death,2019,Place of Residence,Santa Clara,55 - 59 years,Male,318,06/10/2021
Death,2019,Place of Residence,Santa Clara,60 - 64 years,Female,238,06/10/2021
Death,2019,Place of Residence,Santa Clara,60 - 64 years,Male,428,06/10/2021
Death,2019,Place of Residence,Santa Clara,65 - 69 years,Female,261,06/10/2021
Death,2019,Place of Residence,Santa Clara,65 - 69 years,Male,429,06/10/2021
Death,2019,Place of Residence,Santa Clara,70 - 74 years,Female,357,06/10/2021
Death,2019,Place of Residence,Santa Clara,70 - 74 years,Male,485,06/10/2021
Death,2019,Place of Residence,Santa Clara,75 - 79 years,Female,457,06/10/2021
Death,2019,Place of Residence,Santa Clara,75 - 79 years,Male,552,06/10/2021
Death,2019,Place of Residence,Santa Clara,80 - 84 years,Female,622,06/10/2021
Death,2019,Place of Residence,Santa Clara,80 - 84 years,Male,695,06/10/2021
Death,2019,Place of Residence,Santa Clara,85 - 89 years,Female,860,06/10/2021
Death,2019,Place of Residence,Santa Clara,85 - 89 years,Male,748,06/10/2021
Death,2019,Place of Residence,Santa Clara,90 - 94 years,Female,878,06/10/2021
Death,2019,Place of Residence,Santa Clara,90 - 94 years,Male,612,06/10/2021
Death,2019,Place of Residence,Santa Clara,95 - 99 years,Female,532,06/10/2021
Death,2019,Place of Residence,Santa Clara,95 - 99 years,Male,263,06/10/2021
Death,2019,Place of Residence,Santa Clara,100 years and over,Female,145,06/10/2021
Death,2019,Place of Residence,Santa Clara,100 years and over,Male,40,06/10/2021
Death,2019,Place of Residence,Santa Cruz,Less than 1 year,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,Less than 1 year,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,1 - 4 years,Female,0,06/10/2021
Death,2019,Place of Residence,Santa Cruz,1 - 4 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,5 - 9 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,5 - 9 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,10 - 14 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,10 - 14 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,15 - 19 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,15 - 19 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,20 - 24 years,Female,0,06/10/2021
Death,2019,Place of Residence,Santa Cruz,20 - 24 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,25 - 29 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,25 - 29 years,Male,14,06/10/2021
Death,2019,Place of Residence,Santa Cruz,30 - 34 years,Female,11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,30 - 34 years,Male,12,06/10/2021
Death,2019,Place of Residence,Santa Cruz,35 - 39 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,35 - 39 years,Male,14,06/10/2021
Death,2019,Place of Residence,Santa Cruz,40 - 44 years,Female,14,06/10/2021
Death,2019,Place of Residence,Santa Cruz,40 - 44 years,Male,21,06/10/2021
Death,2019,Place of Residence,Santa Cruz,45 - 49 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Santa Cruz,45 - 49 years,Male,25,06/10/2021
Death,2019,Place of Residence,Santa Cruz,50 - 54 years,Female,19,06/10/2021
Death,2019,Place of Residence,Santa Cruz,50 - 54 years,Male,34,06/10/2021
Death,2019,Place of Residence,Santa Cruz,55 - 59 years,Female,28,06/10/2021
Death,2019,Place of Residence,Santa Cruz,55 - 59 years,Male,45,06/10/2021
Death,2019,Place of Residence,Santa Cruz,60 - 64 years,Female,56,06/10/2021
Death,2019,Place of Residence,Santa Cruz,60 - 64 years,Male,93,06/10/2021
Death,2019,Place of Residence,Santa Cruz,65 - 69 years,Female,51,06/10/2021
Death,2019,Place of Residence,Santa Cruz,65 - 69 years,Male,117,06/10/2021
Death,2019,Place of Residence,Santa Cruz,70 - 74 years,Female,81,06/10/2021
Death,2019,Place of Residence,Santa Cruz,70 - 74 years,Male,108,06/10/2021
Death,2019,Place of Residence,Santa Cruz,75 - 79 years,Female,75,06/10/2021
Death,2019,Place of Residence,Santa Cruz,75 - 79 years,Male,103,06/10/2021
Death,2019,Place of Residence,Santa Cruz,80 - 84 years,Female,88,06/10/2021
Death,2019,Place of Residence,Santa Cruz,80 - 84 years,Male,117,06/10/2021
Death,2019,Place of Residence,Santa Cruz,85 - 89 years,Female,132,06/10/2021
Death,2019,Place of Residence,Santa Cruz,85 - 89 years,Male,103,06/10/2021
Death,2019,Place of Residence,Santa Cruz,90 - 94 years,Female,171,06/10/2021
Death,2019,Place of Residence,Santa Cruz,90 - 94 years,Male,69,06/10/2021
Death,2019,Place of Residence,Santa Cruz,95 - 99 years,Female,90,06/10/2021
Death,2019,Place of Residence,Santa Cruz,95 - 99 years,Male,32,06/10/2021
Death,2019,Place of Residence,Santa Cruz,100 years and over,Female,26,06/10/2021
Death,2019,Place of Residence,Santa Cruz,100 years and over,Male,<11,06/10/2021
Death,2019,Place of Residence,Shasta,Less than 1 year,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,Less than 1 year,Male,13,06/10/2021
Death,2019,Place of Residence,Shasta,1 - 4 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,1 - 4 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Shasta,5 - 9 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,5 - 9 years,Male,0,06/10/2021
Death,2019,Place of Residence,Shasta,10 - 14 years,Female,0,06/10/2021
Death,2019,Place of Residence,Shasta,10 - 14 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Shasta,15 - 19 years,Female,0,06/10/2021
Death,2019,Place of Residence,Shasta,15 - 19 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Shasta,20 - 24 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,20 - 24 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Shasta,25 - 29 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,25 - 29 years,Male,14,06/10/2021
Death,2019,Place of Residence,Shasta,30 - 34 years,Female,11,06/10/2021
Death,2019,Place of Residence,Shasta,30 - 34 years,Male,20,06/10/2021
Death,2019,Place of Residence,Shasta,35 - 39 years,Female,13,06/10/2021
Death,2019,Place of Residence,Shasta,35 - 39 years,Male,11,06/10/2021
Death,2019,Place of Residence,Shasta,40 - 44 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Shasta,40 - 44 years,Male,15,06/10/2021
Death,2019,Place of Residence,Shasta,45 - 49 years,Female,13,06/10/2021
Death,2019,Place of Residence,Shasta,45 - 49 years,Male,28,06/10/2021
Death,2019,Place of Residence,Shasta,50 - 54 years,Female,12,06/10/2021
Death,2019,Place of Residence,Shasta,50 - 54 years,Male,36,06/10/2021
Death,2019,Place of Residence,Shasta,55 - 59 years,Female,34,06/10/2021
Death,2019,Place of Residence,Shasta,55 - 59 years,Male,79,06/10/2021
Death,2019,Place of Residence,Shasta,60 - 64 years,Female,73,06/10/2021
Death,2019,Place of Residence,Shasta,60 - 64 years,Male,110,06/10/2021
Death,2019,Place of Residence,Shasta,65 - 69 years,Female,89,06/10/2021
Death,2019,Place of Residence,Shasta,65 - 69 years,Male,131,06/10/2021
Death,2019,Place of Residence,Shasta,70 - 74 years,Female,118,06/10/2021
Death,2019,Place of Residence,Shasta,70 - 74 years,Male,136,06/10/2021
Death,2019,Place of Residence,Shasta,75 - 79 years,Female,132,06/10/2021
Death,2019,Place of Residence,Shasta,75 - 79 years,Male,161,06/10/2021
Death,2019,Place of Residence,Shasta,80 - 84 years,Female,125,06/10/2021
Death,2019,Place of Residence,Shasta,80 - 84 years,Male,152,06/10/2021
Death,2019,Place of Residence,Shasta,85 - 89 years,Female,168,06/10/2021
Death,2019,Place of Residence,Shasta,85 - 89 years,Male,145,06/10/2021
Death,2019,Place of Residence,Shasta,90 - 94 years,Female,138,06/10/2021
Death,2019,Place of Residence,Shasta,90 - 94 years,Male,90,06/10/2021
Death,2019,Place of Residence,Shasta,95 - 99 years,Female,67,06/10/2021
Death,2019,Place of Residence,Shasta,95 - 99 years,Male,29,06/10/2021
Death,2019,Place of Residence,Shasta,100 years and over,Female,15,06/10/2021
Death,2019,Place of Residence,Shasta,100 years and over,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,Less than 1 year,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,Less than 1 year,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,1 - 4 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,1 - 4 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,5 - 9 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,5 - 9 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,10 - 14 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,10 - 14 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,15 - 19 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,15 - 19 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,20 - 24 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,20 - 24 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,25 - 29 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,25 - 29 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,30 - 34 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,30 - 34 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,35 - 39 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,35 - 39 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,40 - 44 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,40 - 44 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,45 - 49 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,45 - 49 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,50 - 54 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,50 - 54 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,55 - 59 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,55 - 59 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,60 - 64 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,60 - 64 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,65 - 69 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,65 - 69 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,70 - 74 years,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,70 - 74 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,75 - 79 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,75 - 79 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,80 - 84 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,80 - 84 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,85 - 89 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,85 - 89 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,90 - 94 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,90 - 94 years,Male,0,06/10/2021
Death,2019,Place of Residence,Sierra,95 - 99 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Sierra,95 - 99 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Sierra,100 years and over,Female,0,06/10/2021
Death,2019,Place of Residence,Sierra,100 years and over,Male,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,Less than 1 year,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,Less than 1 year,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,1 - 4 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,1 - 4 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,5 - 9 years,Female,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,5 - 9 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,10 - 14 years,Female,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,10 - 14 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,15 - 19 years,Female,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,15 - 19 years,Male,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,20 - 24 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,20 - 24 years,Male,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,25 - 29 years,Female,0,06/10/2021
Death,2019,Place of Residence,Siskiyou,25 - 29 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,30 - 34 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,30 - 34 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,35 - 39 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,35 - 39 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,40 - 44 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,40 - 44 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,45 - 49 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,45 - 49 years,Male,11,06/10/2021
Death,2019,Place of Residence,Siskiyou,50 - 54 years,Female,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,50 - 54 years,Male,<11,06/10/2021
Death,2019,Place of Residence,Siskiyou,55 - 59 years,Female,17,06/10/2021
Death,2019,Place of Residence,Siskiyou,55 - 59 years,Male,18,06/10/2021
