County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
San Joaquin,75 - 79 years,17,314,168,1312,794,831,114,377,271,534,36,36,36,36,2251,739,2767,43,722,1629,176,36,973,1580,1953,2627,36,867,urban,1,0,0
San Joaquin,80 - 84 years,18,336,201,1375,944,774,108,411,253,622,36,30,36,36,2374,826,2880,36,520,1484,167,36,1544,1847,1891,2704,36,1002,urban,1,0,0
San Joaquin,85 - 89 years,19,369,208,1535,1159,779,83,395,199,694,36,36,36,30,2753,782,3322,36,411,1336,122,36,2246,2236,1896,2928,36,1182,urban,1,0,0
San Joaquin,90 - 94 years,20,299,180,1282,1010,625,66,360,129,459,36,18,36,18,2457,681,2754,30,268,698,92,18,2380,2120,1326,2498,24,944,urban,1,0,0
San Joaquin,95 - 99 years,21,109,75,539,459,246,60,170,49,160,30,6,6,12,1056,251,1195,30,57,147,42,18,1199,1016,440,1139,18,312,urban,1,0,0
San Joaquin,100 years and over,22,50,60,96,122,60,30,41,30,36,12,0,0,0,213,68,226,0,30,36,18,6,271,243,51,280,0,36,urban,1,0,0
San Luis Obispo,Less than 1 year,1,0,0,0,68,0,0,12,0,36,6,0,6,0,36,0,64,0,0,0,64,0,0,36,36,64,0,0,suburban,0,0,1
San Luis Obispo,1 - 4 years,2,0,0,0,50,0,0,0,0,18,0,0,0,0,18,0,30,0,0,0,30,0,0,24,30,30,0,0,suburban,0,0,1
San Luis Obispo,5 - 9 years,3,0,0,0,40,0,0,0,0,6,6,0,0,0,12,0,24,0,0,0,24,0,0,18,6,24,0,0,suburban,0,0,1
San Luis Obispo,10 - 14 years,4,0,0,0,60,0,0,6,0,24,0,0,0,0,12,6,36,0,0,0,36,0,0,18,24,36,0,0,suburban,0,0,1
San Luis Obispo,15 - 19 years,5,0,0,60,60,30,0,0,0,24,0,0,0,0,36,12,36,0,0,0,36,0,0,30,36,36,6,0,suburban,0,0,1
San Luis Obispo,20 - 24 years,6,30,0,60,60,60,0,6,6,36,12,6,0,6,41,24,64,0,0,6,66,0,0,36,41,68,6,6,suburban,0,0,1
San Luis Obispo,25 - 29 years,7,50,10,65,50,60,20,18,0,36,18,0,0,0,56,36,88,0,18,36,81,0,0,36,69,95,6,18,suburban,0,0,1
San Luis Obispo,30 - 34 years,8,40,20,60,60,60,0,0,12,36,18,0,0,0,64,30,91,0,30,36,57,12,0,36,70,99,0,18,suburban,0,0,1
San Luis Obispo,35 - 39 years,9,60,40,64,60,60,30,18,12,36,6,0,6,0,91,24,129,12,36,36,78,12,6,42,77,129,12,24,suburban,0,0,1
San Luis Obispo,40 - 44 years,10,60,30,65,60,62,0,18,6,36,6,12,0,0,109,24,135,0,36,44,50,0,12,52,95,142,0,24,suburban,0,0,1
San Luis Obispo,45 - 49 years,11,60,60,89,60,71,20,24,12,36,18,12,0,0,187,36,204,18,61,97,62,18,24,95,142,223,18,24,suburban,0,0,1
San Luis Obispo,50 - 54 years,12,64,60,151,65,128,40,36,12,47,24,12,6,6,334,36,365,36,127,164,99,30,36,163,248,366,24,41,suburban,0,0,1
San Luis Obispo,55 - 59 years,13,86,60,272,78,193,60,30,36,67,18,18,12,0,559,54,605,24,223,258,135,30,36,248,424,576,30,80,suburban,0,0,1
San Luis Obispo,60 - 64 years,14,138,80,325,96,294,60,30,30,89,18,18,18,6,809,63,866,36,298,407,151,36,70,371,574,784,36,143,suburban,0,0,1
San Luis Obispo,65 - 69 years,15,185,125,351,71,415,60,36,36,88,30,18,18,12,1011,85,1062,36,333,615,103,36,94,467,695,883,30,267,suburban,0,0,1
San Luis Obispo,70 - 74 years,16,240,160,376,79,416,60,24,36,79,36,12,12,0,1150,92,1174,36,345,661,86,30,178,543,744,915,36,359,suburban,0,0,1
San Luis Obispo,75 - 79 years,17,203,179,494,105,370,50,36,18,75,18,6,18,0,1250,105,1248,36,274,709,72,18,309,583,786,930,24,426,suburban,0,0,1
San Luis Obispo,80 - 84 years,18,301,248,631,161,496,50,36,24,107,36,36,24,6,1672,166,1682,36,299,851,43,24,649,924,934,1189,36,659,suburban,0,0,1
San Luis Obispo,85 - 89 years,19,395,288,814,225,610,60,57,30,115,36,18,6,0,2155,206,2144,30,249,892,62,18,1149,1227,1134,1493,30,858,suburban,0,0,1
San Luis Obispo,90 - 94 years,20,341,211,901,226,553,60,36,30,102,30,12,0,6,2083,225,2012,30,172,528,36,0,1510,1383,867,1498,24,747,suburban,0,0,1
San Luis Obispo,95 - 99 years,21,124,93,423,111,244,40,36,0,36,24,18,0,6,943,79,907,18,63,133,36,6,778,675,322,720,0,277,suburban,0,0,1
San Luis Obispo,100 years and over,22,50,60,76,60,64,10,24,0,36,6,6,0,0,188,36,178,0,24,36,18,0,176,156,36,177,0,36,suburban,0,0,1
San Mateo,Less than 1 year,1,0,0,0,163,0,10,46,30,60,36,0,12,24,36,0,164,0,0,0,164,0,0,41,117,164,0,0,urban,1,0,0
San Mateo,1 - 4 years,2,0,0,0,60,0,0,18,0,36,0,0,0,0,12,6,36,0,0,0,36,6,0,36,30,36,0,0,urban,1,0,0
San Mateo,5 - 9 years,3,0,0,0,60,0,0,24,6,18,6,0,0,0,18,18,36,0,0,0,36,0,0,36,30,36,0,0,urban,1,0,0
San Mateo,10 - 14 years,4,0,0,0,60,0,10,24,6,30,12,0,6,12,36,12,36,0,0,0,36,0,0,30,30,36,0,0,urban,1,0,0
San Mateo,15 - 19 years,5,0,0,50,60,60,0,24,18,36,24,0,0,0,36,36,47,0,0,0,63,0,0,30,36,63,0,0,urban,1,0,0
San Mateo,20 - 24 years,6,50,10,65,60,68,10,36,30,43,18,6,0,18,49,36,107,0,0,30,127,0,0,36,100,133,0,6,urban,1,0,0
San Mateo,25 - 29 years,7,60,40,66,60,64,0,36,36,41,24,0,6,24,56,36,126,0,18,36,134,0,0,36,118,155,6,6,urban,1,0,0
San Mateo,30 - 34 years,8,60,60,69,60,66,0,36,30,46,36,0,0,18,77,43,140,0,36,41,133,0,0,61,129,188,0,30,urban,1,0,0
San Mateo,35 - 39 years,9,65,50,70,60,68,20,52,36,50,24,12,6,30,87,84,150,12,36,86,127,0,12,68,157,229,0,30,urban,1,0,0
San Mateo,40 - 44 years,10,63,60,92,50,81,10,51,30,90,24,0,18,24,108,119,161,12,36,122,123,6,0,102,181,273,6,30,urban,1,0,0
San Mateo,45 - 49 years,11,94,62,127,67,112,60,79,36,115,30,6,24,24,215,171,283,18,76,215,158,6,24,157,302,427,30,36,urban,1,0,0
San Mateo,50 - 54 years,12,151,71,251,81,195,60,152,36,135,24,18,18,36,383,270,478,24,138,344,257,24,36,302,456,734,30,36,urban,1,0,0
San Mateo,55 - 59 years,13,227,117,381,131,354,60,226,78,197,36,24,24,43,662,410,811,36,279,575,335,30,42,475,765,1159,30,65,urban,1,0,0
San Mateo,60 - 64 years,14,287,151,541,127,439,60,315,105,194,30,18,36,36,902,526,1030,36,374,704,392,30,97,573,1006,1442,36,119,urban,1,0,0
San Mateo,65 - 69 years,15,422,239,631,175,563,64,427,114,243,36,24,30,36,1212,701,1344,36,442,1067,348,36,202,829,1249,1761,30,298,urban,1,0,0
San Mateo,70 - 74 years,16,495,302,645,182,585,70,429,110,214,36,30,30,43,1429,731,1489,42,473,1188,269,36,317,964,1303,1784,43,442,urban,1,0,0
San Mateo,75 - 79 years,17,540,369,926,314,670,63,564,156,321,36,30,30,41,1746,1090,1759,36,454,1470,259,24,684,1342,1532,2279,24,579,urban,1,0,0
San Mateo,80 - 84 years,18,705,463,1221,442,767,74,724,172,384,36,30,30,36,2297,1430,2195,36,516,1640,240,36,1246,1793,1868,2725,30,907,urban,1,0,0
San Mateo,85 - 89 years,19,905,566,1620,634,887,67,812,150,448,30,18,24,36,3183,1682,2965,36,452,1654,248,12,2314,2518,2152,3424,30,1236,urban,1,0,0
San Mateo,90 - 94 years,20,804,485,1732,635,887,65,687,104,385,36,24,36,36,3370,1436,3131,36,306,1063,195,24,3026,2816,1779,3350,36,1231,urban,1,0,0
San Mateo,95 - 99 years,21,340,189,874,355,460,60,325,36,173,18,0,6,12,1694,675,1566,30,129,327,79,12,1714,1568,684,1784,30,461,urban,1,0,0
San Mateo,100 years and over,22,71,61,228,104,113,50,80,36,53,6,0,18,0,406,155,410,12,36,36,36,6,471,447,120,504,6,52,urban,1,0,0
Santa Barbara,Less than 1 year,1,0,0,0,156,0,0,18,18,107,18,0,24,0,36,0,155,6,0,0,156,0,0,70,80,156,0,0,suburban,0,0,1
Santa Barbara,1 - 4 years,2,0,0,0,60,0,0,0,0,36,6,0,0,0,24,0,36,0,0,0,36,0,0,24,36,36,0,0,suburban,0,0,1
Santa Barbara,5 - 9 years,3,0,0,0,60,0,0,12,0,36,0,0,0,6,18,12,36,0,0,0,36,0,0,30,36,36,0,0,suburban,0,0,1
Santa Barbara,10 - 14 years,4,0,0,0,60,0,0,0,0,30,0,0,0,0,30,30,36,0,0,0,36,0,0,18,36,36,0,0,suburban,0,0,1
Santa Barbara,15 - 19 years,5,0,0,60,60,60,0,6,6,56,12,6,0,0,36,30,56,0,0,0,73,0,0,30,47,73,0,0,suburban,0,0,1
Santa Barbara,20 - 24 years,6,50,0,67,50,62,10,18,24,56,24,0,0,0,41,36,107,6,12,18,128,0,0,36,98,130,0,18,suburban,0,0,1
Santa Barbara,25 - 29 years,7,60,30,65,60,66,10,12,30,72,6,6,0,6,71,36,131,0,24,36,136,0,6,49,101,150,6,24,suburban,0,0,1
Santa Barbara,30 - 34 years,8,50,30,73,61,62,20,24,24,75,18,12,0,0,78,44,134,6,36,36,120,6,6,48,125,174,12,24,suburban,0,0,1
Santa Barbara,35 - 39 years,9,50,60,60,63,61,0,24,6,81,18,12,0,0,70,42,116,0,36,46,81,12,0,52,102,154,0,24,suburban,0,0,1
Santa Barbara,40 - 44 years,10,60,40,82,73,68,20,6,30,95,36,30,6,6,100,46,171,6,36,72,100,0,12,83,143,219,12,30,suburban,0,0,1
Santa Barbara,45 - 49 years,11,60,60,116,88,93,40,24,36,137,24,12,12,0,189,86,268,12,62,140,142,18,6,128,230,335,24,30,suburban,0,0,1
Santa Barbara,50 - 54 years,12,70,60,206,120,141,30,30,36,182,18,30,6,12,343,120,450,18,126,245,179,18,36,224,351,539,18,36,suburban,0,0,1
Santa Barbara,55 - 59 years,13,85,66,310,130,224,60,41,36,226,30,30,12,24,506,169,626,36,227,319,207,30,48,332,482,721,36,82,suburban,0,0,1
Santa Barbara,60 - 64 years,14,159,100,399,165,373,60,36,36,287,30,36,6,6,862,194,1017,36,360,542,235,30,71,449,780,1061,36,153,suburban,0,0,1
Santa Barbara,65 - 69 years,15,199,129,383,163,362,60,41,36,255,30,30,12,6,913,201,1044,36,367,569,203,36,117,527,737,992,36,259,suburban,0,0,1
Santa Barbara,70 - 74 years,16,241,224,427,218,394,60,41,36,292,36,30,18,12,1144,272,1237,36,409,747,141,30,225,687,844,1153,30,366,suburban,0,0,1
Santa Barbara,75 - 79 years,17,258,203,568,261,448,60,43,36,292,24,18,12,6,1350,333,1410,36,383,867,117,24,387,842,921,1303,36,440,suburban,0,0,1
Santa Barbara,80 - 84 years,18,408,287,728,346,595,60,60,36,391,24,30,12,12,1868,434,1938,36,341,1107,107,24,830,1135,1256,1575,24,805,suburban,0,0,1
Santa Barbara,85 - 89 years,19,578,404,990,433,677,60,101,41,458,30,30,0,24,2487,558,2534,36,376,1159,110,24,1461,1700,1410,2124,30,974,suburban,0,0,1
Santa Barbara,90 - 94 years,20,535,343,976,424,695,60,81,36,369,12,24,12,12,2505,542,2445,30,271,736,105,18,1885,1825,1175,2042,36,948,suburban,0,0,1
Santa Barbara,95 - 99 years,21,263,183,468,185,333,60,36,36,133,12,6,0,0,1265,242,1203,18,117,212,36,6,1080,960,489,1057,12,390,suburban,0,0,1
Santa Barbara,100 years and over,22,65,60,109,62,62,20,36,18,36,6,6,0,0,247,60,231,0,30,36,36,0,249,226,63,260,12,36,suburban,0,0,1
Santa Clara,Less than 1 year,1,0,0,0,415,0,0,134,36,151,36,0,36,18,68,6,413,6,0,0,415,0,0,161,254,415,0,0,urban,1,0,0
Santa Clara,1 - 4 years,2,0,0,0,74,0,0,36,24,36,12,0,6,0,36,24,60,0,0,0,62,0,0,30,36,62,0,0,urban,1,0,0
Santa Clara,5 - 9 years,3,0,0,0,64,0,0,36,12,36,18,0,6,0,36,18,36,0,0,0,48,0,0,36,41,48,0,0,urban,1,0,0
Santa Clara,10 - 14 years,4,0,0,0,63,0,0,36,6,30,24,0,6,0,24,24,46,0,0,0,51,0,0,36,36,51,6,0,urban,1,0,0
Santa Clara,15 - 19 years,5,0,0,65,117,60,20,49,18,87,30,6,12,0,41,41,156,0,0,6,193,0,0,51,142,193,6,0,urban,1,0,0
Santa Clara,20 - 24 years,6,62,10,148,68,147,0,69,36,195,24,18,12,18,108,72,330,12,12,24,398,0,0,93,311,398,6,30,urban,1,0,0
Santa Clara,25 - 29 years,7,78,60,131,67,110,20,80,30,134,36,12,24,12,143,92,303,18,30,46,332,6,12,101,302,391,6,30,urban,1,0,0
Santa Clara,30 - 34 years,8,72,62,139,86,98,50,96,30,167,24,18,12,12,150,147,298,12,36,128,292,18,12,140,314,440,12,30,urban,1,0,0
Santa Clara,35 - 39 years,9,108,78,184,126,141,50,144,30,243,30,12,24,24,199,233,395,24,63,222,338,12,6,202,434,617,30,30,urban,1,0,0
Santa Clara,40 - 44 years,10,130,91,228,146,174,50,215,36,239,36,18,18,18,255,331,439,36,115,326,323,24,24,281,501,753,18,36,urban,1,0,0
Santa Clara,45 - 49 years,11,218,144,384,209,252,61,309,57,332,36,24,24,36,496,516,701,36,222,568,414,30,36,479,761,1200,18,36,urban,1,0,0
Santa Clara,50 - 54 years,12,370,197,720,297,479,67,452,121,554,30,36,36,30,933,765,1321,36,473,945,637,36,36,768,1359,1988,36,126,urban,1,0,0
Santa Clara,55 - 59 years,13,512,294,949,423,749,112,628,157,670,41,36,36,36,1472,1041,1929,59,682,1365,814,56,113,1065,1974,2797,36,213,urban,1,0,0
Santa Clara,60 - 64 years,14,699,388,1203,449,921,154,803,223,771,36,36,36,36,1911,1241,2465,108,896,1799,804,79,236,1434,2380,3394,36,377,urban,1,0,0
Santa Clara,65 - 69 years,15,821,576,1263,462,1148,141,1023,191,730,43,36,36,36,2356,1513,2797,97,978,2307,681,63,379,1782,2629,3692,36,687,urban,1,0,0
Santa Clara,70 - 74 years,16,985,753,1341,624,1143,146,1072,190,768,36,36,36,36,2851,1716,3183,87,1079,2610,492,55,750,2173,2819,4029,36,925,urban,1,0,0
Santa Clara,75 - 79 years,17,1194,902,1715,875,1230,100,1367,188,842,42,36,36,36,3499,2199,3738,74,1108,3084,375,41,1415,2808,3208,4798,36,1190,urban,1,0,0
Santa Clara,80 - 84 years,18,1571,1185,2249,1319,1445,93,1780,149,1105,36,36,36,36,4712,2864,4946,49,1067,3648,382,36,2747,3864,3998,5936,36,1901,urban,1,0,0
Santa Clara,85 - 89 years,19,1824,1359,2855,1747,1613,111,2061,152,1155,41,36,48,36,6010,3327,6119,59,922,3479,353,30,4734,5183,4326,7097,36,2389,urban,1,0,0
Santa Clara,90 - 94 years,20,1571,1178,2881,1623,1418,103,1793,102,876,36,24,36,12,5931,2874,5862,46,607,2181,273,30,5705,5315,3459,6574,30,2180,urban,1,0,0
Santa Clara,95 - 99 years,21,675,485,1500,864,677,65,928,42,355,36,12,30,12,2882,1313,2913,30,223,610,107,24,3303,2878,1372,3372,30,869,urban,1,0,0
Santa Clara,100 years and over,22,140,82,323,257,142,50,215,30,77,18,0,18,6,629,317,624,18,41,60,36,0,803,734,213,849,0,96,urban,1,0,0
Santa Cruz,Less than 1 year,1,0,0,0,70,0,0,12,0,36,24,0,0,0,36,0,62,0,0,0,62,0,0,36,36,62,0,0,suburban,0,0,1
Santa Cruz,1 - 4 years,2,0,0,0,50,0,0,0,0,18,0,0,0,0,12,0,30,0,0,0,30,0,0,12,24,30,0,0,suburban,0,0,1
Santa Cruz,5 - 9 years,3,0,0,0,60,0,0,0,0,24,0,0,0,0,18,6,36,0,0,0,36,0,0,36,12,36,0,0,suburban,0,0,1
Santa Cruz,10 - 14 years,4,0,0,0,60,0,0,0,6,18,6,0,0,0,24,6,36,0,0,0,36,0,0,30,24,36,0,0,suburban,0,0,1
Santa Cruz,15 - 19 years,5,0,0,40,61,40,0,6,0,36,12,0,0,0,36,24,50,0,0,6,52,0,0,30,36,53,0,0,suburban,0,0,1
Santa Cruz,20 - 24 years,6,50,0,60,40,60,0,6,6,36,6,0,0,0,36,24,51,0,0,6,51,0,0,30,47,52,0,0,suburban,0,0,1
Santa Cruz,25 - 29 years,7,40,20,60,60,60,10,12,0,36,0,0,0,0,46,30,68,0,12,18,72,0,0,36,68,84,0,6,suburban,0,0,1
Santa Cruz,30 - 34 years,8,30,40,63,60,60,10,18,12,36,6,0,0,0,64,30,95,0,18,36,82,0,0,41,79,106,6,12,suburban,0,0,1
Santa Cruz,35 - 39 years,9,40,50,60,50,60,0,18,12,47,6,0,0,0,64,36,96,0,30,41,58,0,6,36,88,122,6,24,suburban,0,0,1
Santa Cruz,40 - 44 years,10,60,20,60,60,60,0,18,24,49,12,6,0,0,82,36,114,0,36,52,68,0,6,44,110,148,6,18,suburban,0,0,1
Santa Cruz,45 - 49 years,11,60,60,74,61,61,40,30,18,66,12,6,0,0,138,63,159,12,49,79,76,12,12,72,148,213,12,36,suburban,0,0,1
Santa Cruz,50 - 54 years,12,66,50,119,65,93,30,24,30,78,24,6,0,0,265,63,296,0,95,123,137,12,18,136,228,339,12,36,suburban,0,0,1
Santa Cruz,55 - 59 years,13,72,60,184,67,126,60,36,24,85,30,18,0,6,384,72,420,12,140,193,134,30,36,203,296,459,18,36,suburban,0,0,1
Santa Cruz,60 - 64 years,14,144,77,241,121,253,60,36,24,154,36,12,6,6,656,147,703,36,233,373,182,36,43,318,540,756,36,76,suburban,0,0,1
Santa Cruz,65 - 69 years,15,169,100,260,101,291,61,36,36,142,30,36,24,0,752,144,806,24,284,424,145,36,86,361,597,767,36,168,suburban,0,0,1
Santa Cruz,70 - 74 years,16,188,145,246,105,263,60,36,36,135,30,18,6,18,780,139,823,30,274,453,97,30,130,398,571,738,30,216,suburban,0,0,1
Santa Cruz,75 - 79 years,17,163,134,258,102,217,60,36,24,118,30,12,12,0,738,146,745,18,248,411,51,12,175,393,503,658,36,226,suburban,0,0,1
Santa Cruz,80 - 84 years,18,250,193,306,146,266,60,48,24,139,18,12,0,18,977,225,948,24,227,491,41,12,419,564,616,815,30,358,suburban,0,0,1
Santa Cruz,85 - 89 years,19,250,228,449,204,312,60,42,24,179,18,12,6,24,1212,242,1208,18,216,467,36,6,722,808,646,1010,12,442,suburban,0,0,1
Santa Cruz,90 - 94 years,20,269,193,498,192,331,50,44,30,119,18,12,6,0,1301,232,1251,24,161,292,41,6,989,946,544,1042,6,447,suburban,0,0,1
Santa Cruz,95 - 99 years,21,121,89,247,104,178,40,36,6,47,18,6,0,0,659,110,636,6,44,85,30,0,590,530,217,570,0,177,suburban,0,0,1
Santa Cruz,100 years and over,22,60,50,70,50,60,10,30,0,30,0,0,0,0,145,36,151,0,18,24,30,6,154,139,36,152,0,36,suburban,0,0,1
Shasta,Less than 1 year,1,0,0,0,73,0,0,12,12,30,36,24,0,0,36,0,61,0,0,0,61,0,0,36,43,61,0,0,suburban,0,0,1
Shasta,1 - 4 years,2,0,0,0,50,0,0,0,0,6,6,0,0,0,30,6,30,0,0,0,30,0,0,30,24,30,0,0,suburban,0,0,1
Shasta,5 - 9 years,3,0,0,0,20,0,0,0,6,0,0,0,0,0,12,0,12,0,0,0,12,0,0,6,6,12,0,0,suburban,0,0,1
Shasta,10 - 14 years,4,0,0,0,50,0,0,0,0,6,12,0,0,0,24,0,30,0,0,0,30,0,0,18,24,30,0,0,suburban,0,0,1
Shasta,15 - 19 years,5,0,0,60,60,20,0,0,0,12,12,6,0,0,36,0,36,0,0,0,36,0,0,30,36,36,0,6,suburban,0,0,1
Shasta,20 - 24 years,6,0,0,61,60,60,0,24,0,30,30,24,0,6,53,18,70,0,6,24,62,6,6,36,50,71,0,12,suburban,0,0,1
Shasta,25 - 29 years,7,40,30,64,60,60,0,6,6,30,24,18,6,0,78,24,98,0,30,36,77,6,0,41,68,92,0,30,suburban,0,0,1
Shasta,30 - 34 years,8,40,20,71,60,60,10,30,6,36,30,24,0,0,102,30,128,6,36,36,80,6,0,41,104,129,12,24,suburban,0,0,1
Shasta,35 - 39 years,9,30,10,73,60,60,50,12,6,36,24,12,6,0,115,24,130,18,36,36,52,18,18,48,86,124,18,24,suburban,0,0,1
Shasta,40 - 44 years,10,30,50,75,60,61,40,24,12,24,30,30,6,0,131,18,155,12,41,44,42,12,18,42,107,149,12,36,suburban,0,0,1
Shasta,45 - 49 years,11,40,20,126,62,74,60,24,24,30,36,30,0,0,236,30,255,36,79,87,78,36,24,88,182,237,30,36,suburban,0,0,1
Shasta,50 - 54 years,12,60,40,211,85,112,60,24,18,36,36,36,0,0,405,36,426,36,145,163,110,36,36,189,271,404,30,36,suburban,0,0,1
Shasta,55 - 59 years,13,62,60,348,133,196,65,24,36,36,36,36,18,0,696,30,733,41,275,271,156,36,44,297,489,655,36,97,suburban,0,0,1
Shasta,60 - 64 years,14,72,62,483,119,293,70,30,36,36,36,36,12,6,957,46,985,43,384,412,149,36,85,416,651,854,44,171,suburban,0,0,1
Shasta,65 - 69 years,15,106,68,533,116,389,70,36,18,36,41,36,12,6,1141,36,1179,45,415,547,101,42,165,520,748,909,36,322,suburban,0,0,1
Shasta,70 - 74 years,16,164,71,600,164,399,63,36,36,36,36,36,18,12,1317,49,1362,36,398,670,63,36,283,648,804,1010,36,403,suburban,0,0,1
Shasta,75 - 79 years,17,137,70,646,213,417,60,36,36,36,36,36,6,0,1394,47,1424,36,317,711,46,24,420,696,813,1047,36,443,suburban,0,0,1
Shasta,80 - 84 years,18,153,82,691,275,423,60,30,18,41,36,36,12,0,1539,67,1567,36,276,685,36,30,653,813,852,1076,30,574,suburban,0,0,1
Shasta,85 - 89 years,19,179,105,785,305,416,60,30,24,36,36,36,0,0,1724,68,1733,30,222,594,36,24,971,980,839,1170,24,644,suburban,0,0,1
Shasta,90 - 94 years,20,146,84,673,253,294,60,30,30,30,36,36,12,6,1395,94,1375,36,120,294,36,18,1053,919,563,977,30,497,suburban,0,0,1
Shasta,95 - 99 years,21,65,61,244,109,129,50,24,6,36,24,12,0,6,559,46,556,12,41,56,24,0,493,421,174,442,12,152,suburban,0,0,1
Shasta,100 years and over,22,60,40,61,60,60,0,0,0,12,0,12,0,0,105,18,104,6,24,24,18,0,96,87,36,98,6,30,suburban,0,0,1
Sierra,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,15 - 19 years,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
Sierra,20 - 24 years,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,25 - 29 years,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,30 - 34 years,8,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,0,12,12,0,0,rural,0,1,0
Sierra,35 - 39 years,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
Sierra,40 - 44 years,10,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Sierra,45 - 49 years,11,0,0,30,0,10,0,0,0,6,0,0,0,0,18,6,24,0,6,0,18,0,0,12,18,24,0,0,rural,0,1,0
Sierra,50 - 54 years,12,0,0,10,0,30,0,0,0,0,0,0,0,0,24,0,24,0,18,6,0,0,0,12,18,24,0,0,rural,0,1,0
Sierra,55 - 59 years,13,0,0,30,0,40,0,0,6,0,0,6,0,0,30,0,30,0,18,24,6,0,0,18,24,30,0,12,rural,0,1,0
Sierra,60 - 64 years,14,20,10,50,10,60,0,0,0,12,6,0,0,0,36,6,36,0,18,30,12,0,0,18,36,30,0,6,rural,0,1,0
Sierra,65 - 69 years,15,20,10,50,10,60,0,0,0,6,0,0,0,0,36,6,36,0,24,36,12,0,6,30,36,36,0,30,rural,0,1,0
Sierra,70 - 74 years,16,10,10,50,10,40,0,0,0,0,0,0,0,0,30,0,30,0,12,24,6,0,12,18,24,30,0,18,rural,0,1,0
Sierra,75 - 79 years,17,20,10,50,10,40,10,0,0,6,0,0,0,0,36,0,36,6,24,30,6,12,24,36,36,36,12,24,rural,0,1,0
Sierra,80 - 84 years,18,20,30,60,20,40,0,0,0,12,0,0,0,0,36,12,36,0,30,36,6,0,36,30,36,36,0,30,rural,0,1,0
Sierra,85 - 89 years,19,50,20,50,50,40,0,0,0,18,0,0,0,0,36,12,36,0,12,24,12,0,36,36,36,36,0,36,rural,0,1,0
Sierra,90 - 94 years,20,10,0,40,10,20,0,0,0,0,0,0,0,0,36,6,36,0,12,12,0,0,30,36,18,36,0,12,rural,0,1,0
Sierra,95 - 99 years,21,30,0,50,30,0,0,0,6,0,0,0,0,0,24,0,30,0,0,6,6,0,30,30,18,30,0,12,rural,0,1,0
Sierra,100 years and over,22,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,0,6,rural,0,1,0
Siskiyou,Less than 1 year,1,0,0,0,50,0,0,0,0,12,6,0,0,0,30,0,30,0,0,0,30,0,0,24,24,30,0,0,rural,0,1,0
Siskiyou,1 - 4 years,2,0,0,0,30,0,0,0,0,6,0,0,0,0,18,0,18,0,0,0,18,0,0,12,12,18,0,0,rural,0,1,0
Siskiyou,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
Siskiyou,10 - 14 years,4,0,0,0,30,0,0,0,0,6,0,0,0,0,12,0,18,0,0,0,18,0,0,6,12,18,0,0,rural,0,1,0
Siskiyou,15 - 19 years,5,0,0,10,30,0,0,0,0,6,0,0,0,0,18,0,18,0,0,0,18,0,0,6,12,18,0,0,rural,0,1,0
Siskiyou,20 - 24 years,6,0,0,40,10,60,0,0,6,6,0,0,0,0,30,6,36,0,6,6,36,0,0,18,30,36,0,0,rural,0,1,0
Siskiyou,25 - 29 years,7,0,0,50,20,30,0,0,0,6,12,12,0,0,36,0,36,0,18,6,36,0,6,12,36,36,0,18,rural,0,1,0
Siskiyou,30 - 34 years,8,30,10,60,40,50,0,18,0,0,0,12,6,12,36,12,36,0,18,36,30,0,6,30,36,36,0,0,rural,0,1,0
