Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran,age_cat,veteran_cat,Description
2020,San Luis Obispo,65 - 69 years,Unknown,6,15,2,suburban
2020,San Luis Obispo,65 - 69 years,Yes,34,15,3,suburban
2020,San Luis Obispo,70 - 74 years,No,152,16,1,suburban
2020,San Luis Obispo,70 - 74 years,Unknown,6,16,2,suburban
2020,San Luis Obispo,70 - 74 years,Yes,66,16,3,suburban
2020,San Luis Obispo,75 - 79 years,No,215,17,1,suburban
2020,San Luis Obispo,75 - 79 years,Unknown,6,17,2,suburban
2020,San Luis Obispo,75 - 79 years,Yes,76,17,3,suburban
2020,San Luis Obispo,80 - 84 years,No,220,18,1,suburban
2020,San Luis Obispo,80 - 84 years,Unknown,6,18,2,suburban
2020,San Luis Obispo,80 - 84 years,Yes,92,18,3,suburban
2020,San Luis Obispo,85 - 89 years,No,239,19,1,suburban
2020,San Luis Obispo,85 - 89 years,Unknown,6,19,2,suburban
2020,San Luis Obispo,85 - 89 years,Yes,129,19,3,suburban
2020,San Luis Obispo,90 - 94 years,No,239,20,1,suburban
2020,San Luis Obispo,90 - 94 years,Unknown,6,20,2,suburban
2020,San Luis Obispo,90 - 94 years,Yes,120,20,3,suburban
2020,San Luis Obispo,95 - 99 years,No,135,21,1,suburban
2020,San Luis Obispo,95 - 99 years,Unknown,6,21,2,suburban
2020,San Luis Obispo,95 - 99 years,Yes,60,21,3,suburban
2020,San Luis Obispo,100 years and over,No,32,22,1,suburban
2020,San Luis Obispo,100 years and over,Unknown,0,22,2,suburban
2020,San Luis Obispo,100 years and over,Yes,6,22,3,suburban
2020,San Mateo,Less than 1 year,No,23,1,1,urban
2020,San Mateo,Less than 1 year,Unknown,6,1,2,urban
2020,San Mateo,Less than 1 year,Yes,0,1,3,urban
2020,San Mateo,1 - 4 years,No,6,2,1,urban
2020,San Mateo,1 - 4 years,Unknown,0,2,2,urban
2020,San Mateo,1 - 4 years,Yes,0,2,3,urban
2020,San Mateo,5 - 9 years,No,6,3,1,urban
2020,San Mateo,5 - 9 years,Unknown,0,3,2,urban
2020,San Mateo,5 - 9 years,Yes,0,3,3,urban
2020,San Mateo,10 - 14 years,No,6,4,1,urban
2020,San Mateo,10 - 14 years,Unknown,0,4,2,urban
2020,San Mateo,10 - 14 years,Yes,0,4,3,urban
2020,San Mateo,15 - 19 years,No,13,5,1,urban
2020,San Mateo,15 - 19 years,Unknown,0,5,2,urban
2020,San Mateo,15 - 19 years,Yes,0,5,3,urban
2020,San Mateo,20 - 24 years,No,22,6,1,urban
2020,San Mateo,20 - 24 years,Unknown,0,6,2,urban
2020,San Mateo,20 - 24 years,Yes,0,6,3,urban
2020,San Mateo,25 - 29 years,No,37,7,1,urban
2020,San Mateo,25 - 29 years,Unknown,0,7,2,urban
2020,San Mateo,25 - 29 years,Yes,6,7,3,urban
2020,San Mateo,30 - 34 years,No,36,8,1,urban
2020,San Mateo,30 - 34 years,Unknown,6,8,2,urban
2020,San Mateo,30 - 34 years,Yes,0,8,3,urban
2020,San Mateo,35 - 39 years,No,49,9,1,urban
2020,San Mateo,35 - 39 years,Unknown,0,9,2,urban
2020,San Mateo,35 - 39 years,Yes,6,9,3,urban
2020,San Mateo,40 - 44 years,No,53,10,1,urban
2020,San Mateo,40 - 44 years,Unknown,0,10,2,urban
2020,San Mateo,40 - 44 years,Yes,6,10,3,urban
2020,San Mateo,45 - 49 years,No,90,11,1,urban
2020,San Mateo,45 - 49 years,Unknown,6,11,2,urban
2020,San Mateo,45 - 49 years,Yes,6,11,3,urban
2020,San Mateo,50 - 54 years,No,133,12,1,urban
2020,San Mateo,50 - 54 years,Unknown,0,12,2,urban
2020,San Mateo,50 - 54 years,Yes,6,12,3,urban
2020,San Mateo,55 - 59 years,No,222,13,1,urban
2020,San Mateo,55 - 59 years,Unknown,6,13,2,urban
2020,San Mateo,55 - 59 years,Yes,6,13,3,urban
2020,San Mateo,60 - 64 years,No,273,14,1,urban
2020,San Mateo,60 - 64 years,Unknown,6,14,2,urban
2020,San Mateo,60 - 64 years,Yes,21,14,3,urban
2020,San Mateo,65 - 69 years,No,318,15,1,urban
2020,San Mateo,65 - 69 years,Unknown,6,15,2,urban
2020,San Mateo,65 - 69 years,Yes,24,15,3,urban
2020,San Mateo,70 - 74 years,No,360,16,1,urban
2020,San Mateo,70 - 74 years,Unknown,6,16,2,urban
2020,San Mateo,70 - 74 years,Yes,63,16,3,urban
2020,San Mateo,75 - 79 years,No,402,17,1,urban
2020,San Mateo,75 - 79 years,Unknown,6,17,2,urban
2020,San Mateo,75 - 79 years,Yes,95,17,3,urban
2020,San Mateo,80 - 84 years,No,480,18,1,urban
2020,San Mateo,80 - 84 years,Unknown,6,18,2,urban
2020,San Mateo,80 - 84 years,Yes,120,18,3,urban
2020,San Mateo,85 - 89 years,No,582,19,1,urban
2020,San Mateo,85 - 89 years,Unknown,6,19,2,urban
2020,San Mateo,85 - 89 years,Yes,201,19,3,urban
2020,San Mateo,90 - 94 years,No,574,20,1,urban
2020,San Mateo,90 - 94 years,Unknown,6,20,2,urban
2020,San Mateo,90 - 94 years,Yes,187,20,3,urban
2020,San Mateo,95 - 99 years,No,354,21,1,urban
2020,San Mateo,95 - 99 years,Unknown,0,21,2,urban
2020,San Mateo,95 - 99 years,Yes,87,21,3,urban
2020,San Mateo,100 years and over,No,109,22,1,urban
2020,San Mateo,100 years and over,Unknown,0,22,2,urban
2020,San Mateo,100 years and over,Yes,24,22,3,urban
2020,Santa Barbara,Less than 1 year,No,19,1,1,suburban
2020,Santa Barbara,Less than 1 year,Unknown,0,1,2,suburban
2020,Santa Barbara,Less than 1 year,Yes,0,1,3,suburban
2020,Santa Barbara,1 - 4 years,No,6,2,1,suburban
2020,Santa Barbara,1 - 4 years,Unknown,0,2,2,suburban
2020,Santa Barbara,1 - 4 years,Yes,0,2,3,suburban
2020,Santa Barbara,5 - 9 years,No,6,3,1,suburban
2020,Santa Barbara,5 - 9 years,Unknown,0,3,2,suburban
2020,Santa Barbara,5 - 9 years,Yes,0,3,3,suburban
2020,Santa Barbara,10 - 14 years,No,6,4,1,suburban
2020,Santa Barbara,10 - 14 years,Unknown,0,4,2,suburban
2020,Santa Barbara,10 - 14 years,Yes,0,4,3,suburban
2020,Santa Barbara,15 - 19 years,No,16,5,1,suburban
2020,Santa Barbara,15 - 19 years,Unknown,0,5,2,suburban
2020,Santa Barbara,15 - 19 years,Yes,0,5,3,suburban
2020,Santa Barbara,20 - 24 years,No,22,6,1,suburban
2020,Santa Barbara,20 - 24 years,Unknown,0,6,2,suburban
2020,Santa Barbara,20 - 24 years,Yes,0,6,3,suburban
2020,Santa Barbara,25 - 29 years,No,34,7,1,suburban
2020,Santa Barbara,25 - 29 years,Unknown,0,7,2,suburban
2020,Santa Barbara,25 - 29 years,Yes,6,7,3,suburban
2020,Santa Barbara,30 - 34 years,No,41,8,1,suburban
2020,Santa Barbara,30 - 34 years,Unknown,0,8,2,suburban
2020,Santa Barbara,30 - 34 years,Yes,6,8,3,suburban
2020,Santa Barbara,35 - 39 years,No,49,9,1,suburban
2020,Santa Barbara,35 - 39 years,Unknown,0,9,2,suburban
2020,Santa Barbara,35 - 39 years,Yes,0,9,3,suburban
2020,Santa Barbara,40 - 44 years,No,43,10,1,suburban
2020,Santa Barbara,40 - 44 years,Unknown,0,10,2,suburban
2020,Santa Barbara,40 - 44 years,Yes,6,10,3,suburban
2020,Santa Barbara,45 - 49 years,No,53,11,1,suburban
2020,Santa Barbara,45 - 49 years,Unknown,0,11,2,suburban
2020,Santa Barbara,45 - 49 years,Yes,6,11,3,suburban
2020,Santa Barbara,50 - 54 years,No,84,12,1,suburban
2020,Santa Barbara,50 - 54 years,Unknown,0,12,2,suburban
2020,Santa Barbara,50 - 54 years,Yes,6,12,3,suburban
2020,Santa Barbara,55 - 59 years,No,142,13,1,suburban
2020,Santa Barbara,55 - 59 years,Unknown,6,13,2,suburban
2020,Santa Barbara,55 - 59 years,Yes,11,13,3,suburban
2020,Santa Barbara,60 - 64 years,No,178,14,1,suburban
2020,Santa Barbara,60 - 64 years,Unknown,6,14,2,suburban
2020,Santa Barbara,60 - 64 years,Yes,25,14,3,suburban
2020,Santa Barbara,65 - 69 years,No,198,15,1,suburban
2020,Santa Barbara,65 - 69 years,Unknown,6,15,2,suburban
2020,Santa Barbara,65 - 69 years,Yes,41,15,3,suburban
2020,Santa Barbara,70 - 74 years,No,222,16,1,suburban
2020,Santa Barbara,70 - 74 years,Unknown,6,16,2,suburban
2020,Santa Barbara,70 - 74 years,Yes,58,16,3,suburban
2020,Santa Barbara,75 - 79 years,No,270,17,1,suburban
2020,Santa Barbara,75 - 79 years,Unknown,6,17,2,suburban
2020,Santa Barbara,75 - 79 years,Yes,78,17,3,suburban
2020,Santa Barbara,80 - 84 years,No,293,18,1,suburban
2020,Santa Barbara,80 - 84 years,Unknown,6,18,2,suburban
2020,Santa Barbara,80 - 84 years,Yes,124,18,3,suburban
2020,Santa Barbara,85 - 89 years,No,366,19,1,suburban
2020,Santa Barbara,85 - 89 years,Unknown,6,19,2,suburban
2020,Santa Barbara,85 - 89 years,Yes,175,19,3,suburban
2020,Santa Barbara,90 - 94 years,No,347,20,1,suburban
2020,Santa Barbara,90 - 94 years,Unknown,6,20,2,suburban
2020,Santa Barbara,90 - 94 years,Yes,158,20,3,suburban
2020,Santa Barbara,95 - 99 years,No,224,21,1,suburban
2020,Santa Barbara,95 - 99 years,Unknown,6,21,2,suburban
2020,Santa Barbara,95 - 99 years,Yes,81,21,3,suburban
2020,Santa Barbara,100 years and over,No,56,22,1,suburban
2020,Santa Barbara,100 years and over,Unknown,6,22,2,suburban
2020,Santa Barbara,100 years and over,Yes,11,22,3,suburban
2020,Santa Clara,Less than 1 year,No,46,1,1,urban
2020,Santa Clara,Less than 1 year,Unknown,0,1,2,urban
2020,Santa Clara,Less than 1 year,Yes,0,1,3,urban
2020,Santa Clara,1 - 4 years,No,6,2,1,urban
2020,Santa Clara,1 - 4 years,Unknown,0,2,2,urban
2020,Santa Clara,1 - 4 years,Yes,0,2,3,urban
2020,Santa Clara,5 - 9 years,No,6,3,1,urban
2020,Santa Clara,5 - 9 years,Unknown,0,3,2,urban
2020,Santa Clara,5 - 9 years,Yes,0,3,3,urban
2020,Santa Clara,10 - 14 years,No,14,4,1,urban
2020,Santa Clara,10 - 14 years,Unknown,0,4,2,urban
2020,Santa Clara,10 - 14 years,Yes,0,4,3,urban
2020,Santa Clara,15 - 19 years,No,49,5,1,urban
2020,Santa Clara,15 - 19 years,Unknown,0,5,2,urban
2020,Santa Clara,15 - 19 years,Yes,0,5,3,urban
2020,Santa Clara,20 - 24 years,No,71,6,1,urban
2020,Santa Clara,20 - 24 years,Unknown,0,6,2,urban
2020,Santa Clara,20 - 24 years,Yes,6,6,3,urban
2020,Santa Clara,25 - 29 years,No,86,7,1,urban
2020,Santa Clara,25 - 29 years,Unknown,0,7,2,urban
2020,Santa Clara,25 - 29 years,Yes,6,7,3,urban
2020,Santa Clara,30 - 34 years,No,97,8,1,urban
2020,Santa Clara,30 - 34 years,Unknown,0,8,2,urban
2020,Santa Clara,30 - 34 years,Yes,6,8,3,urban
2020,Santa Clara,35 - 39 years,No,142,9,1,urban
2020,Santa Clara,35 - 39 years,Unknown,6,9,2,urban
2020,Santa Clara,35 - 39 years,Yes,6,9,3,urban
2020,Santa Clara,40 - 44 years,No,177,10,1,urban
2020,Santa Clara,40 - 44 years,Unknown,6,10,2,urban
2020,Santa Clara,40 - 44 years,Yes,6,10,3,urban
2020,Santa Clara,45 - 49 years,No,209,11,1,urban
2020,Santa Clara,45 - 49 years,Unknown,6,11,2,urban
2020,Santa Clara,45 - 49 years,Yes,6,11,3,urban
2020,Santa Clara,50 - 54 years,No,347,12,1,urban
2020,Santa Clara,50 - 54 years,Unknown,6,12,2,urban
2020,Santa Clara,50 - 54 years,Yes,6,12,3,urban
2020,Santa Clara,55 - 59 years,No,502,13,1,urban
2020,Santa Clara,55 - 59 years,Unknown,6,13,2,urban
2020,Santa Clara,55 - 59 years,Yes,28,13,3,urban
2020,Santa Clara,60 - 64 years,No,633,14,1,urban
2020,Santa Clara,60 - 64 years,Unknown,6,14,2,urban
2020,Santa Clara,60 - 64 years,Yes,51,14,3,urban
2020,Santa Clara,65 - 69 years,No,757,15,1,urban
2020,Santa Clara,65 - 69 years,Unknown,6,15,2,urban
2020,Santa Clara,65 - 69 years,Yes,71,15,3,urban
2020,Santa Clara,70 - 74 years,No,840,16,1,urban
2020,Santa Clara,70 - 74 years,Unknown,6,16,2,urban
2020,Santa Clara,70 - 74 years,Yes,146,16,3,urban
2020,Santa Clara,75 - 79 years,No,991,17,1,urban
2020,Santa Clara,75 - 79 years,Unknown,6,17,2,urban
2020,Santa Clara,75 - 79 years,Yes,185,17,3,urban
2020,Santa Clara,80 - 84 years,No,1184,18,1,urban
2020,Santa Clara,80 - 84 years,Unknown,6,18,2,urban
2020,Santa Clara,80 - 84 years,Yes,276,18,3,urban
2020,Santa Clara,85 - 89 years,No,1337,19,1,urban
2020,Santa Clara,85 - 89 years,Unknown,6,19,2,urban
2020,Santa Clara,85 - 89 years,Yes,362,19,3,urban
2020,Santa Clara,90 - 94 years,No,1234,20,1,urban
2020,Santa Clara,90 - 94 years,Unknown,6,20,2,urban
2020,Santa Clara,90 - 94 years,Yes,375,20,3,urban
2020,Santa Clara,95 - 99 years,No,649,21,1,urban
2020,Santa Clara,95 - 99 years,Unknown,6,21,2,urban
2020,Santa Clara,95 - 99 years,Yes,184,21,3,urban
2020,Santa Clara,100 years and over,No,198,22,1,urban
2020,Santa Clara,100 years and over,Unknown,0,22,2,urban
2020,Santa Clara,100 years and over,Yes,32,22,3,urban
2020,Santa Cruz,Less than 1 year,No,6,1,1,suburban
2020,Santa Cruz,Less than 1 year,Unknown,0,1,2,suburban
2020,Santa Cruz,Less than 1 year,Yes,0,1,3,suburban
2020,Santa Cruz,1 - 4 years,No,0,2,1,suburban
2020,Santa Cruz,1 - 4 years,Unknown,0,2,2,suburban
2020,Santa Cruz,1 - 4 years,Yes,0,2,3,suburban
2020,Santa Cruz,5 - 9 years,No,6,3,1,suburban
2020,Santa Cruz,5 - 9 years,Unknown,0,3,2,suburban
2020,Santa Cruz,5 - 9 years,Yes,0,3,3,suburban
2020,Santa Cruz,10 - 14 years,No,6,4,1,suburban
2020,Santa Cruz,10 - 14 years,Unknown,0,4,2,suburban
2020,Santa Cruz,10 - 14 years,Yes,0,4,3,suburban
2020,Santa Cruz,15 - 19 years,No,6,5,1,suburban
2020,Santa Cruz,15 - 19 years,Unknown,0,5,2,suburban
2020,Santa Cruz,15 - 19 years,Yes,0,5,3,suburban
2020,Santa Cruz,20 - 24 years,No,15,6,1,suburban
2020,Santa Cruz,20 - 24 years,Unknown,0,6,2,suburban
2020,Santa Cruz,20 - 24 years,Yes,0,6,3,suburban
2020,Santa Cruz,25 - 29 years,No,17,7,1,suburban
2020,Santa Cruz,25 - 29 years,Unknown,0,7,2,suburban
2020,Santa Cruz,25 - 29 years,Yes,0,7,3,suburban
2020,Santa Cruz,30 - 34 years,No,23,8,1,suburban
2020,Santa Cruz,30 - 34 years,Unknown,0,8,2,suburban
2020,Santa Cruz,30 - 34 years,Yes,6,8,3,suburban
2020,Santa Cruz,35 - 39 years,No,23,9,1,suburban
2020,Santa Cruz,35 - 39 years,Unknown,6,9,2,suburban
2020,Santa Cruz,35 - 39 years,Yes,0,9,3,suburban
2020,Santa Cruz,40 - 44 years,No,39,10,1,suburban
2020,Santa Cruz,40 - 44 years,Unknown,0,10,2,suburban
2020,Santa Cruz,40 - 44 years,Yes,6,10,3,suburban
2020,Santa Cruz,45 - 49 years,No,40,11,1,suburban
2020,Santa Cruz,45 - 49 years,Unknown,6,11,2,suburban
2020,Santa Cruz,45 - 49 years,Yes,6,11,3,suburban
2020,Santa Cruz,50 - 54 years,No,39,12,1,suburban
2020,Santa Cruz,50 - 54 years,Unknown,6,12,2,suburban
2020,Santa Cruz,50 - 54 years,Yes,6,12,3,suburban
2020,Santa Cruz,55 - 59 years,No,81,13,1,suburban
2020,Santa Cruz,55 - 59 years,Unknown,6,13,2,suburban
2020,Santa Cruz,55 - 59 years,Yes,6,13,3,suburban
2020,Santa Cruz,60 - 64 years,No,122,14,1,suburban
2020,Santa Cruz,60 - 64 years,Unknown,6,14,2,suburban
2020,Santa Cruz,60 - 64 years,Yes,11,14,3,suburban
2020,Santa Cruz,65 - 69 years,No,174,15,1,suburban
2020,Santa Cruz,65 - 69 years,Unknown,6,15,2,suburban
2020,Santa Cruz,65 - 69 years,Yes,15,15,3,suburban
2020,Santa Cruz,70 - 74 years,No,145,16,1,suburban
2020,Santa Cruz,70 - 74 years,Unknown,6,16,2,suburban
2020,Santa Cruz,70 - 74 years,Yes,33,16,3,suburban
2020,Santa Cruz,75 - 79 years,No,141,17,1,suburban
2020,Santa Cruz,75 - 79 years,Unknown,6,17,2,suburban
2020,Santa Cruz,75 - 79 years,Yes,66,17,3,suburban
2020,Santa Cruz,80 - 84 years,No,166,18,1,suburban
2020,Santa Cruz,80 - 84 years,Unknown,0,18,2,suburban
2020,Santa Cruz,80 - 84 years,Yes,52,18,3,suburban
2020,Santa Cruz,85 - 89 years,No,171,19,1,suburban
2020,Santa Cruz,85 - 89 years,Unknown,6,19,2,suburban
2020,Santa Cruz,85 - 89 years,Yes,65,19,3,suburban
2020,Santa Cruz,90 - 94 years,No,191,20,1,suburban
2020,Santa Cruz,90 - 94 years,Unknown,6,20,2,suburban
2020,Santa Cruz,90 - 94 years,Yes,60,20,3,suburban
2020,Santa Cruz,95 - 99 years,No,82,21,1,suburban
2020,Santa Cruz,95 - 99 years,Unknown,6,21,2,suburban
2020,Santa Cruz,95 - 99 years,Yes,36,21,3,suburban
2020,Santa Cruz,100 years and over,No,19,22,1,suburban
2020,Santa Cruz,100 years and over,Unknown,6,22,2,suburban
2020,Santa Cruz,100 years and over,Yes,6,22,3,suburban
2020,Shasta,Less than 1 year,No,6,1,1,suburban
2020,Shasta,Less than 1 year,Unknown,0,1,2,suburban
2020,Shasta,Less than 1 year,Yes,0,1,3,suburban
2020,Shasta,1 - 4 years,No,6,2,1,suburban
2020,Shasta,1 - 4 years,Unknown,0,2,2,suburban
2020,Shasta,1 - 4 years,Yes,0,2,3,suburban
2020,Shasta,5 - 9 years,No,6,3,1,suburban
2020,Shasta,5 - 9 years,Unknown,0,3,2,suburban
2020,Shasta,5 - 9 years,Yes,0,3,3,suburban
2020,Shasta,10 - 14 years,No,6,4,1,suburban
2020,Shasta,10 - 14 years,Unknown,0,4,2,suburban
2020,Shasta,10 - 14 years,Yes,0,4,3,suburban
2020,Shasta,15 - 19 years,No,6,5,1,suburban
2020,Shasta,15 - 19 years,Unknown,0,5,2,suburban
2020,Shasta,15 - 19 years,Yes,0,5,3,suburban
2020,Shasta,20 - 24 years,No,12,6,1,suburban
2020,Shasta,20 - 24 years,Unknown,0,6,2,suburban
2020,Shasta,20 - 24 years,Yes,0,6,3,suburban
2020,Shasta,25 - 29 years,No,6,7,1,suburban
2020,Shasta,25 - 29 years,Unknown,6,7,2,suburban
2020,Shasta,25 - 29 years,Yes,6,7,3,suburban
2020,Shasta,30 - 34 years,No,30,8,1,suburban
2020,Shasta,30 - 34 years,Unknown,0,8,2,suburban
2020,Shasta,30 - 34 years,Yes,0,8,3,suburban
2020,Shasta,35 - 39 years,No,31,9,1,suburban
2020,Shasta,35 - 39 years,Unknown,0,9,2,suburban
2020,Shasta,35 - 39 years,Yes,6,9,3,suburban
2020,Shasta,40 - 44 years,No,29,10,1,suburban
2020,Shasta,40 - 44 years,Unknown,6,10,2,suburban
2020,Shasta,40 - 44 years,Yes,6,10,3,suburban
2020,Shasta,45 - 49 years,No,48,11,1,suburban
2020,Shasta,45 - 49 years,Unknown,6,11,2,suburban
2020,Shasta,45 - 49 years,Yes,0,11,3,suburban
2020,Shasta,50 - 54 years,No,73,12,1,suburban
2020,Shasta,50 - 54 years,Unknown,6,12,2,suburban
2020,Shasta,50 - 54 years,Yes,6,12,3,suburban
2020,Shasta,55 - 59 years,No,107,13,1,suburban
2020,Shasta,55 - 59 years,Unknown,6,13,2,suburban
2020,Shasta,55 - 59 years,Yes,16,13,3,suburban
2020,Shasta,60 - 64 years,No,176,14,1,suburban
2020,Shasta,60 - 64 years,Unknown,6,14,2,suburban
2020,Shasta,60 - 64 years,Yes,26,14,3,suburban
2020,Shasta,65 - 69 years,No,175,15,1,suburban
2020,Shasta,65 - 69 years,Unknown,16,15,2,suburban
2020,Shasta,65 - 69 years,Yes,46,15,3,suburban
2020,Shasta,70 - 74 years,No,159,16,1,suburban
2020,Shasta,70 - 74 years,Unknown,6,16,2,suburban
2020,Shasta,70 - 74 years,Yes,86,16,3,suburban
2020,Shasta,75 - 79 years,No,215,17,1,suburban
2020,Shasta,75 - 79 years,Unknown,6,17,2,suburban
2020,Shasta,75 - 79 years,Yes,101,17,3,suburban
2020,Shasta,80 - 84 years,No,221,18,1,suburban
2020,Shasta,80 - 84 years,Unknown,6,18,2,suburban
2020,Shasta,80 - 84 years,Yes,102,18,3,suburban
2020,Shasta,85 - 89 years,No,212,19,1,suburban
2020,Shasta,85 - 89 years,Unknown,6,19,2,suburban
2020,Shasta,85 - 89 years,Yes,108,19,3,suburban
2020,Shasta,90 - 94 years,No,144,20,1,suburban
2020,Shasta,90 - 94 years,Unknown,6,20,2,suburban
2020,Shasta,90 - 94 years,Yes,68,20,3,suburban
2020,Shasta,95 - 99 years,No,77,21,1,suburban
2020,Shasta,95 - 99 years,Unknown,6,21,2,suburban
2020,Shasta,95 - 99 years,Yes,38,21,3,suburban
2020,Shasta,100 years and over,No,18,22,1,suburban
2020,Shasta,100 years and over,Unknown,0,22,2,suburban
2020,Shasta,100 years and over,Yes,6,22,3,suburban
2020,Sierra,Less than 1 year,No,0,1,1,rural
2020,Sierra,Less than 1 year,Unknown,0,1,2,rural
2020,Sierra,Less than 1 year,Yes,0,1,3,rural
2020,Sierra,1 - 4 years,No,0,2,1,rural
2020,Sierra,1 - 4 years,Unknown,0,2,2,rural
2020,Sierra,1 - 4 years,Yes,0,2,3,rural
2020,Sierra,5 - 9 years,No,0,3,1,rural
2020,Sierra,5 - 9 years,Unknown,0,3,2,rural
2020,Sierra,5 - 9 years,Yes,0,3,3,rural
2020,Sierra,10 - 14 years,No,0,4,1,rural
2020,Sierra,10 - 14 years,Unknown,0,4,2,rural
2020,Sierra,10 - 14 years,Yes,0,4,3,rural
2020,Sierra,15 - 19 years,No,0,5,1,rural
2020,Sierra,15 - 19 years,Unknown,0,5,2,rural
2020,Sierra,15 - 19 years,Yes,0,5,3,rural
2020,Sierra,20 - 24 years,No,0,6,1,rural
2020,Sierra,20 - 24 years,Unknown,0,6,2,rural
2020,Sierra,20 - 24 years,Yes,0,6,3,rural
2020,Sierra,25 - 29 years,No,6,7,1,rural
2020,Sierra,25 - 29 years,Unknown,0,7,2,rural
2020,Sierra,25 - 29 years,Yes,0,7,3,rural
2020,Sierra,30 - 34 years,No,0,8,1,rural
2020,Sierra,30 - 34 years,Unknown,0,8,2,rural
2020,Sierra,30 - 34 years,Yes,0,8,3,rural
2020,Sierra,35 - 39 years,No,0,9,1,rural
2020,Sierra,35 - 39 years,Unknown,0,9,2,rural
2020,Sierra,35 - 39 years,Yes,0,9,3,rural
2020,Sierra,40 - 44 years,No,0,10,1,rural
2020,Sierra,40 - 44 years,Unknown,0,10,2,rural
2020,Sierra,40 - 44 years,Yes,0,10,3,rural
2020,Sierra,45 - 49 years,No,6,11,1,rural
2020,Sierra,45 - 49 years,Unknown,0,11,2,rural
2020,Sierra,45 - 49 years,Yes,0,11,3,rural
2020,Sierra,50 - 54 years,No,0,12,1,rural
2020,Sierra,50 - 54 years,Unknown,0,12,2,rural
2020,Sierra,50 - 54 years,Yes,0,12,3,rural
2020,Sierra,55 - 59 years,No,6,13,1,rural
2020,Sierra,55 - 59 years,Unknown,0,13,2,rural
2020,Sierra,55 - 59 years,Yes,0,13,3,rural
2020,Sierra,60 - 64 years,No,6,14,1,rural
2020,Sierra,60 - 64 years,Unknown,0,14,2,rural
2020,Sierra,60 - 64 years,Yes,0,14,3,rural
2020,Sierra,65 - 69 years,No,6,15,1,rural
2020,Sierra,65 - 69 years,Unknown,0,15,2,rural
2020,Sierra,65 - 69 years,Yes,6,15,3,rural
2020,Sierra,70 - 74 years,No,6,16,1,rural
2020,Sierra,70 - 74 years,Unknown,0,16,2,rural
2020,Sierra,70 - 74 years,Yes,6,16,3,rural
2020,Sierra,75 - 79 years,No,6,17,1,rural
2020,Sierra,75 - 79 years,Unknown,0,17,2,rural
2020,Sierra,75 - 79 years,Yes,6,17,3,rural
2020,Sierra,80 - 84 years,No,6,18,1,rural
2020,Sierra,80 - 84 years,Unknown,0,18,2,rural
2020,Sierra,80 - 84 years,Yes,0,18,3,rural
2020,Sierra,85 - 89 years,No,6,19,1,rural
2020,Sierra,85 - 89 years,Unknown,0,19,2,rural
2020,Sierra,85 - 89 years,Yes,0,19,3,rural
2020,Sierra,90 - 94 years,No,6,20,1,rural
2020,Sierra,90 - 94 years,Unknown,0,20,2,rural
2020,Sierra,90 - 94 years,Yes,6,20,3,rural
2020,Sierra,95 - 99 years,No,0,21,1,rural
2020,Sierra,95 - 99 years,Unknown,0,21,2,rural
2020,Sierra,95 - 99 years,Yes,0,21,3,rural
2020,Sierra,100 years and over,No,0,22,1,rural
2020,Sierra,100 years and over,Unknown,0,22,2,rural
2020,Sierra,100 years and over,Yes,0,22,3,rural
2020,Siskiyou,Less than 1 year,No,6,1,1,rural
2020,Siskiyou,Less than 1 year,Unknown,0,1,2,rural
2020,Siskiyou,Less than 1 year,Yes,0,1,3,rural
2020,Siskiyou,1 - 4 years,No,6,2,1,rural
2020,Siskiyou,1 - 4 years,Unknown,0,2,2,rural
2020,Siskiyou,1 - 4 years,Yes,0,2,3,rural
2020,Siskiyou,5 - 9 years,No,0,3,1,rural
2020,Siskiyou,5 - 9 years,Unknown,0,3,2,rural
2020,Siskiyou,5 - 9 years,Yes,0,3,3,rural
2020,Siskiyou,10 - 14 years,No,6,4,1,rural
2020,Siskiyou,10 - 14 years,Unknown,0,4,2,rural
2020,Siskiyou,10 - 14 years,Yes,0,4,3,rural
2020,Siskiyou,15 - 19 years,No,0,5,1,rural
2020,Siskiyou,15 - 19 years,Unknown,0,5,2,rural
2020,Siskiyou,15 - 19 years,Yes,0,5,3,rural
2020,Siskiyou,20 - 24 years,No,6,6,1,rural
2020,Siskiyou,20 - 24 years,Unknown,0,6,2,rural
2020,Siskiyou,20 - 24 years,Yes,0,6,3,rural
2020,Siskiyou,25 - 29 years,No,6,7,1,rural
2020,Siskiyou,25 - 29 years,Unknown,0,7,2,rural
2020,Siskiyou,25 - 29 years,Yes,0,7,3,rural
2020,Siskiyou,30 - 34 years,No,6,8,1,rural
2020,Siskiyou,30 - 34 years,Unknown,0,8,2,rural
2020,Siskiyou,30 - 34 years,Yes,0,8,3,rural
2020,Siskiyou,35 - 39 years,No,6,9,1,rural
2020,Siskiyou,35 - 39 years,Unknown,0,9,2,rural
2020,Siskiyou,35 - 39 years,Yes,6,9,3,rural
2020,Siskiyou,40 - 44 years,No,6,10,1,rural
2020,Siskiyou,40 - 44 years,Unknown,0,10,2,rural
2020,Siskiyou,40 - 44 years,Yes,0,10,3,rural
2020,Siskiyou,45 - 49 years,No,6,11,1,rural
2020,Siskiyou,45 - 49 years,Unknown,0,11,2,rural
2020,Siskiyou,45 - 49 years,Yes,6,11,3,rural
2020,Siskiyou,50 - 54 years,No,11,12,1,rural
