Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran,age_cat,veteran_cat,Description
2015,Santa Barbara,65 - 69 years,No,146,15,1,suburban
2015,Santa Barbara,65 - 69 years,Unknown,6,15,2,suburban
2015,Santa Barbara,70 - 74 years,No,168,16,1,suburban
2015,Santa Barbara,70 - 74 years,Unknown,0,16,2,suburban
2015,Santa Barbara,70 - 74 years,Yes,48,16,3,suburban
2015,Santa Barbara,75 - 79 years,Yes,81,17,3,suburban
2015,Santa Barbara,75 - 79 years,No,213,17,1,suburban
2015,Santa Barbara,75 - 79 years,Unknown,6,17,2,suburban
2015,Santa Barbara,80 - 84 years,Unknown,0,18,2,suburban
2015,Santa Barbara,80 - 84 years,Yes,141,18,3,suburban
2015,Santa Barbara,80 - 84 years,No,269,18,1,suburban
2015,Santa Barbara,85 - 89 years,No,352,19,1,suburban
2015,Santa Barbara,85 - 89 years,Unknown,6,19,2,suburban
2015,Santa Barbara,85 - 89 years,Yes,163,19,3,suburban
2015,Santa Barbara,90 - 94 years,No,330,20,1,suburban
2015,Santa Barbara,90 - 94 years,Yes,180,20,3,suburban
2015,Santa Barbara,90 - 94 years,Unknown,6,20,2,suburban
2015,Santa Barbara,95 - 99 years,No,165,21,1,suburban
2015,Santa Barbara,95 - 99 years,Unknown,0,21,2,suburban
2015,Santa Barbara,95 - 99 years,Yes,59,21,3,suburban
2015,Santa Barbara,100 years and over,Unknown,0,22,2,suburban
2015,Santa Barbara,100 years and over,No,41,22,1,suburban
2015,Santa Barbara,100 years and over,Yes,6,22,3,suburban
2015,Santa Clara,Less than 1 year,Unknown,0,1,2,urban
2015,Santa Clara,Less than 1 year,Yes,0,1,3,urban
2015,Santa Clara,Less than 1 year,No,76,1,1,urban
2015,Santa Clara,1 - 4 years,Unknown,0,2,2,urban
2015,Santa Clara,1 - 4 years,No,6,2,1,urban
2015,Santa Clara,1 - 4 years,Yes,0,2,3,urban
2015,Santa Clara,5 - 9 years,Yes,0,3,3,urban
2015,Santa Clara,5 - 9 years,No,6,3,1,urban
2015,Santa Clara,5 - 9 years,Unknown,0,3,2,urban
2015,Santa Clara,10 - 14 years,Unknown,0,4,2,urban
2015,Santa Clara,10 - 14 years,No,11,4,1,urban
2015,Santa Clara,10 - 14 years,Yes,0,4,3,urban
2015,Santa Clara,15 - 19 years,Yes,0,5,3,urban
2015,Santa Clara,15 - 19 years,Unknown,0,5,2,urban
2015,Santa Clara,15 - 19 years,No,39,5,1,urban
2015,Santa Clara,20 - 24 years,No,75,6,1,urban
2015,Santa Clara,20 - 24 years,Yes,6,6,3,urban
2015,Santa Clara,20 - 24 years,Unknown,0,6,2,urban
2015,Santa Clara,25 - 29 years,No,66,7,1,urban
2015,Santa Clara,25 - 29 years,Unknown,0,7,2,urban
2015,Santa Clara,25 - 29 years,Yes,0,7,3,urban
2015,Santa Clara,30 - 34 years,Unknown,0,8,2,urban
2015,Santa Clara,30 - 34 years,Yes,6,8,3,urban
2015,Santa Clara,30 - 34 years,No,72,8,1,urban
2015,Santa Clara,35 - 39 years,Unknown,6,9,2,urban
2015,Santa Clara,35 - 39 years,No,97,9,1,urban
2015,Santa Clara,35 - 39 years,Yes,6,9,3,urban
2015,Santa Clara,40 - 44 years,Yes,6,10,3,urban
2015,Santa Clara,40 - 44 years,Unknown,0,10,2,urban
2015,Santa Clara,40 - 44 years,No,139,10,1,urban
2015,Santa Clara,45 - 49 years,No,203,11,1,urban
2015,Santa Clara,45 - 49 years,Yes,6,11,3,urban
2015,Santa Clara,45 - 49 years,Unknown,6,11,2,urban
2015,Santa Clara,50 - 54 years,Yes,27,12,3,urban
2015,Santa Clara,50 - 54 years,No,358,12,1,urban
2015,Santa Clara,50 - 54 years,Unknown,6,12,2,urban
2015,Santa Clara,55 - 59 years,Unknown,6,13,2,urban
2015,Santa Clara,55 - 59 years,Yes,38,13,3,urban
2015,Santa Clara,55 - 59 years,No,459,13,1,urban
2015,Santa Clara,60 - 64 years,No,527,14,1,urban
2015,Santa Clara,60 - 64 years,Unknown,6,14,2,urban
2015,Santa Clara,60 - 64 years,Yes,75,14,3,urban
2015,Santa Clara,65 - 69 years,Yes,135,15,3,urban
2015,Santa Clara,65 - 69 years,No,610,15,1,urban
2015,Santa Clara,65 - 69 years,Unknown,6,15,2,urban
2015,Santa Clara,70 - 74 years,No,636,16,1,urban
2015,Santa Clara,70 - 74 years,Yes,158,16,3,urban
2015,Santa Clara,70 - 74 years,Unknown,6,16,2,urban
2015,Santa Clara,75 - 79 years,No,800,17,1,urban
2015,Santa Clara,75 - 79 years,Unknown,6,17,2,urban
2015,Santa Clara,75 - 79 years,Yes,215,17,3,urban
2015,Santa Clara,80 - 84 years,No,952,18,1,urban
2015,Santa Clara,80 - 84 years,Yes,349,18,3,urban
2015,Santa Clara,80 - 84 years,Unknown,6,18,2,urban
2015,Santa Clara,85 - 89 years,Unknown,6,19,2,urban
2015,Santa Clara,85 - 89 years,Yes,391,19,3,urban
2015,Santa Clara,85 - 89 years,No,1167,19,1,urban
2015,Santa Clara,90 - 94 years,No,1069,20,1,urban
2015,Santa Clara,90 - 94 years,Yes,383,20,3,urban
2015,Santa Clara,90 - 94 years,Unknown,6,20,2,urban
2015,Santa Clara,95 - 99 years,No,547,21,1,urban
2015,Santa Clara,95 - 99 years,Yes,131,21,3,urban
2015,Santa Clara,95 - 99 years,Unknown,0,21,2,urban
2015,Santa Clara,100 years and over,Unknown,0,22,2,urban
2015,Santa Clara,100 years and over,Yes,12,22,3,urban
2015,Santa Clara,100 years and over,No,123,22,1,urban
2015,Santa Cruz,Less than 1 year,Yes,0,1,3,suburban
2015,Santa Cruz,Less than 1 year,Unknown,0,1,2,suburban
2015,Santa Cruz,Less than 1 year,No,14,1,1,suburban
2015,Santa Cruz,1 - 4 years,Unknown,0,2,2,suburban
2015,Santa Cruz,1 - 4 years,Yes,0,2,3,suburban
2015,Santa Cruz,1 - 4 years,No,6,2,1,suburban
2015,Santa Cruz,5 - 9 years,Yes,0,3,3,suburban
2015,Santa Cruz,5 - 9 years,No,6,3,1,suburban
2015,Santa Cruz,5 - 9 years,Unknown,0,3,2,suburban
2015,Santa Cruz,10 - 14 years,Unknown,0,4,2,suburban
2015,Santa Cruz,10 - 14 years,No,6,4,1,suburban
2015,Santa Cruz,10 - 14 years,Yes,0,4,3,suburban
2015,Santa Cruz,15 - 19 years,Yes,0,5,3,suburban
2015,Santa Cruz,15 - 19 years,No,14,5,1,suburban
2015,Santa Cruz,15 - 19 years,Unknown,0,5,2,suburban
2015,Santa Cruz,20 - 24 years,Yes,0,6,3,suburban
2015,Santa Cruz,20 - 24 years,Unknown,0,6,2,suburban
2015,Santa Cruz,20 - 24 years,No,6,6,1,suburban
2015,Santa Cruz,25 - 29 years,Yes,0,7,3,suburban
2015,Santa Cruz,25 - 29 years,Unknown,0,7,2,suburban
2015,Santa Cruz,25 - 29 years,No,16,7,1,suburban
2015,Santa Cruz,30 - 34 years,Unknown,0,8,2,suburban
2015,Santa Cruz,30 - 34 years,Yes,0,8,3,suburban
2015,Santa Cruz,30 - 34 years,No,19,8,1,suburban
2015,Santa Cruz,35 - 39 years,No,19,9,1,suburban
2015,Santa Cruz,35 - 39 years,Unknown,0,9,2,suburban
2015,Santa Cruz,35 - 39 years,Yes,6,9,3,suburban
2015,Santa Cruz,40 - 44 years,No,22,10,1,suburban
2015,Santa Cruz,40 - 44 years,Unknown,0,10,2,suburban
2015,Santa Cruz,40 - 44 years,Yes,0,10,3,suburban
2015,Santa Cruz,45 - 49 years,Unknown,0,11,2,suburban
2015,Santa Cruz,45 - 49 years,Yes,6,11,3,suburban
2015,Santa Cruz,45 - 49 years,No,32,11,1,suburban
2015,Santa Cruz,50 - 54 years,Unknown,0,12,2,suburban
2015,Santa Cruz,50 - 54 years,No,63,12,1,suburban
2015,Santa Cruz,50 - 54 years,Yes,6,12,3,suburban
2015,Santa Cruz,55 - 59 years,Unknown,0,13,2,suburban
2015,Santa Cruz,55 - 59 years,No,76,13,1,suburban
2015,Santa Cruz,55 - 59 years,Yes,6,13,3,suburban
2015,Santa Cruz,60 - 64 years,Unknown,6,14,2,suburban
2015,Santa Cruz,60 - 64 years,No,135,14,1,suburban
2015,Santa Cruz,60 - 64 years,Yes,18,14,3,suburban
2015,Santa Cruz,65 - 69 years,No,121,15,1,suburban
2015,Santa Cruz,65 - 69 years,Yes,29,15,3,suburban
2015,Santa Cruz,65 - 69 years,Unknown,6,15,2,suburban
2015,Santa Cruz,70 - 74 years,Unknown,6,16,2,suburban
2015,Santa Cruz,70 - 74 years,Yes,31,16,3,suburban
2015,Santa Cruz,70 - 74 years,No,133,16,1,suburban
2015,Santa Cruz,75 - 79 years,Unknown,6,17,2,suburban
2015,Santa Cruz,75 - 79 years,Yes,41,17,3,suburban
2015,Santa Cruz,75 - 79 years,No,103,17,1,suburban
2015,Santa Cruz,80 - 84 years,No,129,18,1,suburban
2015,Santa Cruz,80 - 84 years,Unknown,0,18,2,suburban
2015,Santa Cruz,80 - 84 years,Yes,62,18,3,suburban
2015,Santa Cruz,85 - 89 years,No,170,19,1,suburban
2015,Santa Cruz,85 - 89 years,Yes,81,19,3,suburban
2015,Santa Cruz,85 - 89 years,Unknown,0,19,2,suburban
2015,Santa Cruz,90 - 94 years,Yes,73,20,3,suburban
2015,Santa Cruz,90 - 94 years,No,182,20,1,suburban
2015,Santa Cruz,90 - 94 years,Unknown,0,20,2,suburban
2015,Santa Cruz,95 - 99 years,Unknown,0,21,2,suburban
2015,Santa Cruz,95 - 99 years,No,99,21,1,suburban
2015,Santa Cruz,95 - 99 years,Yes,25,21,3,suburban
2015,Santa Cruz,100 years and over,No,25,22,1,suburban
2015,Santa Cruz,100 years and over,Yes,6,22,3,suburban
2015,Santa Cruz,100 years and over,Unknown,0,22,2,suburban
2015,Shasta,Less than 1 year,Yes,0,1,3,suburban
2015,Shasta,Less than 1 year,No,6,1,1,suburban
2015,Shasta,Less than 1 year,Unknown,0,1,2,suburban
2015,Shasta,1 - 4 years,Unknown,0,2,2,suburban
2015,Shasta,1 - 4 years,No,6,2,1,suburban
2015,Shasta,1 - 4 years,Yes,0,2,3,suburban
2015,Shasta,5 - 9 years,No,0,3,1,suburban
2015,Shasta,5 - 9 years,Yes,0,3,3,suburban
2015,Shasta,5 - 9 years,Unknown,0,3,2,suburban
2015,Shasta,10 - 14 years,Yes,0,4,3,suburban
2015,Shasta,10 - 14 years,No,6,4,1,suburban
2015,Shasta,10 - 14 years,Unknown,0,4,2,suburban
2015,Shasta,15 - 19 years,No,6,5,1,suburban
2015,Shasta,15 - 19 years,Yes,0,5,3,suburban
2015,Shasta,15 - 19 years,Unknown,0,5,2,suburban
2015,Shasta,20 - 24 years,Unknown,0,6,2,suburban
2015,Shasta,20 - 24 years,Yes,6,6,3,suburban
2015,Shasta,20 - 24 years,No,16,6,1,suburban
2015,Shasta,25 - 29 years,Unknown,0,7,2,suburban
2015,Shasta,25 - 29 years,Yes,6,7,3,suburban
2015,Shasta,25 - 29 years,No,12,7,1,suburban
2015,Shasta,30 - 34 years,Unknown,0,8,2,suburban
2015,Shasta,30 - 34 years,No,18,8,1,suburban
2015,Shasta,30 - 34 years,Yes,6,8,3,suburban
2015,Shasta,35 - 39 years,Yes,0,9,3,suburban
2015,Shasta,35 - 39 years,No,20,9,1,suburban
2015,Shasta,35 - 39 years,Unknown,0,9,2,suburban
2015,Shasta,40 - 44 years,Unknown,0,10,2,suburban
2015,Shasta,40 - 44 years,No,27,10,1,suburban
2015,Shasta,40 - 44 years,Yes,6,10,3,suburban
2015,Shasta,45 - 49 years,No,36,11,1,suburban
2015,Shasta,45 - 49 years,Yes,6,11,3,suburban
2015,Shasta,45 - 49 years,Unknown,0,11,2,suburban
2015,Shasta,50 - 54 years,Unknown,0,12,2,suburban
2015,Shasta,50 - 54 years,No,98,12,1,suburban
2015,Shasta,50 - 54 years,Yes,6,12,3,suburban
2015,Shasta,55 - 59 years,No,110,13,1,suburban
2015,Shasta,55 - 59 years,Yes,23,13,3,suburban
2015,Shasta,55 - 59 years,Unknown,6,13,2,suburban
2015,Shasta,60 - 64 years,Yes,28,14,3,suburban
2015,Shasta,60 - 64 years,No,123,14,1,suburban
2015,Shasta,60 - 64 years,Unknown,6,14,2,suburban
2015,Shasta,65 - 69 years,No,146,15,1,suburban
2015,Shasta,65 - 69 years,Unknown,6,15,2,suburban
2015,Shasta,65 - 69 years,Yes,60,15,3,suburban
2015,Shasta,70 - 74 years,No,169,16,1,suburban
2015,Shasta,70 - 74 years,Unknown,6,16,2,suburban
2015,Shasta,70 - 74 years,Yes,68,16,3,suburban
2015,Shasta,75 - 79 years,Unknown,6,17,2,suburban
2015,Shasta,75 - 79 years,No,143,17,1,suburban
2015,Shasta,75 - 79 years,Yes,76,17,3,suburban
2015,Shasta,80 - 84 years,Unknown,6,18,2,suburban
2015,Shasta,80 - 84 years,No,181,18,1,suburban
2015,Shasta,80 - 84 years,Yes,110,18,3,suburban
2015,Shasta,85 - 89 years,No,182,19,1,suburban
2015,Shasta,85 - 89 years,Yes,116,19,3,suburban
2015,Shasta,85 - 89 years,Unknown,6,19,2,suburban
2015,Shasta,90 - 94 years,No,152,20,1,suburban
2015,Shasta,90 - 94 years,Unknown,6,20,2,suburban
2015,Shasta,90 - 94 years,Yes,95,20,3,suburban
2015,Shasta,95 - 99 years,Unknown,0,21,2,suburban
2015,Shasta,95 - 99 years,Yes,6,21,3,suburban
2015,Shasta,95 - 99 years,No,69,21,1,suburban
2015,Shasta,100 years and over,Unknown,0,22,2,suburban
2015,Shasta,100 years and over,No,25,22,1,suburban
2015,Shasta,100 years and over,Yes,6,22,3,suburban
2015,Sierra,Less than 1 year,No,0,1,1,rural
2015,Sierra,Less than 1 year,Unknown,0,1,2,rural
2015,Sierra,Less than 1 year,Yes,0,1,3,rural
2015,Sierra,1 - 4 years,Unknown,0,2,2,rural
2015,Sierra,1 - 4 years,No,0,2,1,rural
2015,Sierra,1 - 4 years,Yes,0,2,3,rural
2015,Sierra,5 - 9 years,Yes,0,3,3,rural
2015,Sierra,5 - 9 years,Unknown,0,3,2,rural
2015,Sierra,5 - 9 years,No,0,3,1,rural
2015,Sierra,10 - 14 years,Yes,0,4,3,rural
2015,Sierra,10 - 14 years,Unknown,0,4,2,rural
2015,Sierra,10 - 14 years,No,0,4,1,rural
2015,Sierra,15 - 19 years,No,0,5,1,rural
2015,Sierra,15 - 19 years,Unknown,0,5,2,rural
2015,Sierra,15 - 19 years,Yes,0,5,3,rural
2015,Sierra,20 - 24 years,No,0,6,1,rural
2015,Sierra,20 - 24 years,Unknown,0,6,2,rural
2015,Sierra,20 - 24 years,Yes,0,6,3,rural
2015,Sierra,25 - 29 years,No,0,7,1,rural
2015,Sierra,25 - 29 years,Unknown,0,7,2,rural
2015,Sierra,25 - 29 years,Yes,0,7,3,rural
2015,Sierra,30 - 34 years,Unknown,0,8,2,rural
2015,Sierra,30 - 34 years,No,6,8,1,rural
2015,Sierra,30 - 34 years,Yes,0,8,3,rural
2015,Sierra,35 - 39 years,Yes,0,9,3,rural
2015,Sierra,35 - 39 years,No,0,9,1,rural
2015,Sierra,35 - 39 years,Unknown,0,9,2,rural
2015,Sierra,40 - 44 years,Unknown,0,10,2,rural
2015,Sierra,40 - 44 years,Yes,0,10,3,rural
2015,Sierra,40 - 44 years,No,6,10,1,rural
2015,Sierra,45 - 49 years,No,0,11,1,rural
2015,Sierra,45 - 49 years,Unknown,0,11,2,rural
2015,Sierra,45 - 49 years,Yes,0,11,3,rural
2015,Sierra,50 - 54 years,Unknown,0,12,2,rural
2015,Sierra,50 - 54 years,No,6,12,1,rural
2015,Sierra,50 - 54 years,Yes,0,12,3,rural
2015,Sierra,55 - 59 years,Yes,0,13,3,rural
2015,Sierra,55 - 59 years,No,0,13,1,rural
2015,Sierra,55 - 59 years,Unknown,0,13,2,rural
2015,Sierra,60 - 64 years,Yes,0,14,3,rural
2015,Sierra,60 - 64 years,Unknown,0,14,2,rural
2015,Sierra,60 - 64 years,No,6,14,1,rural
2015,Sierra,65 - 69 years,No,6,15,1,rural
2015,Sierra,65 - 69 years,Yes,6,15,3,rural
2015,Sierra,65 - 69 years,Unknown,0,15,2,rural
2015,Sierra,70 - 74 years,Unknown,0,16,2,rural
2015,Sierra,70 - 74 years,No,6,16,1,rural
2015,Sierra,70 - 74 years,Yes,6,16,3,rural
2015,Sierra,75 - 79 years,Yes,0,17,3,rural
2015,Sierra,75 - 79 years,Unknown,6,17,2,rural
2015,Sierra,75 - 79 years,No,6,17,1,rural
2015,Sierra,80 - 84 years,Yes,6,18,3,rural
2015,Sierra,80 - 84 years,Unknown,0,18,2,rural
2015,Sierra,80 - 84 years,No,6,18,1,rural
2015,Sierra,85 - 89 years,No,6,19,1,rural
2015,Sierra,85 - 89 years,Yes,6,19,3,rural
2015,Sierra,85 - 89 years,Unknown,0,19,2,rural
2015,Sierra,90 - 94 years,Unknown,0,20,2,rural
2015,Sierra,90 - 94 years,No,6,20,1,rural
2015,Sierra,90 - 94 years,Yes,0,20,3,rural
2015,Sierra,95 - 99 years,Yes,0,21,3,rural
2015,Sierra,95 - 99 years,No,0,21,1,rural
2015,Sierra,95 - 99 years,Unknown,0,21,2,rural
2015,Sierra,100 years and over,Yes,0,22,3,rural
2015,Sierra,100 years and over,Unknown,0,22,2,rural
2015,Sierra,100 years and over,No,0,22,1,rural
2015,Siskiyou,Less than 1 year,Yes,0,1,3,rural
2015,Siskiyou,Less than 1 year,Unknown,0,1,2,rural
2015,Siskiyou,Less than 1 year,No,6,1,1,rural
2015,Siskiyou,1 - 4 years,No,6,2,1,rural
2015,Siskiyou,1 - 4 years,Yes,0,2,3,rural
2015,Siskiyou,1 - 4 years,Unknown,0,2,2,rural
2015,Siskiyou,5 - 9 years,Unknown,0,3,2,rural
2015,Siskiyou,5 - 9 years,No,0,3,1,rural
2015,Siskiyou,5 - 9 years,Yes,0,3,3,rural
2015,Siskiyou,10 - 14 years,No,6,4,1,rural
2015,Siskiyou,10 - 14 years,Yes,0,4,3,rural
2015,Siskiyou,10 - 14 years,Unknown,0,4,2,rural
2015,Siskiyou,15 - 19 years,Unknown,0,5,2,rural
2015,Siskiyou,15 - 19 years,Yes,0,5,3,rural
2015,Siskiyou,15 - 19 years,No,0,5,1,rural
2015,Siskiyou,20 - 24 years,No,6,6,1,rural
2015,Siskiyou,20 - 24 years,Yes,0,6,3,rural
2015,Siskiyou,20 - 24 years,Unknown,0,6,2,rural
2015,Siskiyou,25 - 29 years,No,6,7,1,rural
2015,Siskiyou,25 - 29 years,Unknown,0,7,2,rural
2015,Siskiyou,25 - 29 years,Yes,6,7,3,rural
2015,Siskiyou,30 - 34 years,Yes,0,8,3,rural
2015,Siskiyou,30 - 34 years,No,6,8,1,rural
2015,Siskiyou,30 - 34 years,Unknown,0,8,2,rural
2015,Siskiyou,35 - 39 years,Unknown,0,9,2,rural
2015,Siskiyou,35 - 39 years,Yes,0,9,3,rural
2015,Siskiyou,35 - 39 years,No,6,9,1,rural
2015,Siskiyou,40 - 44 years,No,6,10,1,rural
2015,Siskiyou,40 - 44 years,Yes,0,10,3,rural
2015,Siskiyou,40 - 44 years,Unknown,0,10,2,rural
2015,Siskiyou,45 - 49 years,Unknown,0,11,2,rural
2015,Siskiyou,45 - 49 years,No,14,11,1,rural
2015,Siskiyou,45 - 49 years,Yes,6,11,3,rural
2015,Siskiyou,50 - 54 years,No,19,12,1,rural
2015,Siskiyou,50 - 54 years,Yes,6,12,3,rural
2015,Siskiyou,50 - 54 years,Unknown,0,12,2,rural
2015,Siskiyou,55 - 59 years,Unknown,0,13,2,rural
2015,Siskiyou,55 - 59 years,Yes,6,13,3,rural
2015,Siskiyou,55 - 59 years,No,33,13,1,rural
2015,Siskiyou,60 - 64 years,No,36,14,1,rural
2015,Siskiyou,60 - 64 years,Yes,6,14,3,rural
2015,Siskiyou,60 - 64 years,Unknown,0,14,2,rural
2015,Siskiyou,65 - 69 years,Unknown,6,15,2,rural
2015,Siskiyou,65 - 69 years,Yes,18,15,3,rural
2015,Siskiyou,65 - 69 years,No,44,15,1,rural
2015,Siskiyou,70 - 74 years,Yes,23,16,3,rural
2015,Siskiyou,70 - 74 years,No,31,16,1,rural
2015,Siskiyou,70 - 74 years,Unknown,0,16,2,rural
2015,Siskiyou,75 - 79 years,Unknown,6,17,2,rural
2015,Siskiyou,75 - 79 years,No,40,17,1,rural
2015,Siskiyou,75 - 79 years,Yes,13,17,3,rural
2015,Siskiyou,80 - 84 years,No,36,18,1,rural
2015,Siskiyou,80 - 84 years,Yes,37,18,3,rural
2015,Siskiyou,80 - 84 years,Unknown,0,18,2,rural
2015,Siskiyou,85 - 89 years,Unknown,0,19,2,rural
2015,Siskiyou,85 - 89 years,No,50,19,1,rural
2015,Siskiyou,85 - 89 years,Yes,25,19,3,rural
2015,Siskiyou,90 - 94 years,No,49,20,1,rural
2015,Siskiyou,90 - 94 years,Yes,22,20,3,rural
2015,Siskiyou,90 - 94 years,Unknown,0,20,2,rural
2015,Siskiyou,95 - 99 years,Unknown,0,21,2,rural
2015,Siskiyou,95 - 99 years,No,16,21,1,rural
2015,Siskiyou,95 - 99 years,Yes,6,21,3,rural
2015,Siskiyou,100 years and over,Yes,0,22,3,rural
2015,Siskiyou,100 years and over,Unknown,0,22,2,rural
2015,Siskiyou,100 years and over,No,6,22,1,rural
2015,Solano,Less than 1 year,Yes,0,1,3,suburban
2015,Solano,Less than 1 year,No,23,1,1,suburban
2015,Solano,Less than 1 year,Unknown,0,1,2,suburban
2015,Solano,1 - 4 years,No,6,2,1,suburban
2015,Solano,1 - 4 years,Unknown,0,2,2,suburban
2015,Solano,1 - 4 years,Yes,0,2,3,suburban
2015,Solano,5 - 9 years,Yes,0,3,3,suburban
2015,Solano,5 - 9 years,No,6,3,1,suburban
2015,Solano,5 - 9 years,Unknown,0,3,2,suburban
2015,Solano,10 - 14 years,Unknown,0,4,2,suburban
2015,Solano,10 - 14 years,No,6,4,1,suburban
2015,Solano,10 - 14 years,Yes,0,4,3,suburban
2015,Solano,15 - 19 years,Yes,6,5,3,suburban
2015,Solano,15 - 19 years,Unknown,0,5,2,suburban
2015,Solano,15 - 19 years,No,16,5,1,suburban
2015,Solano,20 - 24 years,No,26,6,1,suburban
2015,Solano,20 - 24 years,Unknown,0,6,2,suburban
2015,Solano,20 - 24 years,Yes,6,6,3,suburban
2015,Solano,25 - 29 years,No,36,7,1,suburban
2015,Solano,25 - 29 years,Unknown,0,7,2,suburban
2015,Solano,25 - 29 years,Yes,6,7,3,suburban
2015,Solano,30 - 34 years,Yes,6,8,3,suburban
2015,Solano,30 - 34 years,No,25,8,1,suburban
2015,Solano,30 - 34 years,Unknown,0,8,2,suburban
2015,Solano,35 - 39 years,Yes,6,9,3,suburban
2015,Solano,35 - 39 years,No,34,9,1,suburban
2015,Solano,35 - 39 years,Unknown,0,9,2,suburban
2015,Solano,40 - 44 years,No,39,10,1,suburban
2015,Solano,40 - 44 years,Yes,6,10,3,suburban
2015,Solano,40 - 44 years,Unknown,6,10,2,suburban
2015,Solano,45 - 49 years,No,67,11,1,suburban
2015,Solano,45 - 49 years,Unknown,6,11,2,suburban
2015,Solano,45 - 49 years,Yes,6,11,3,suburban
2015,Solano,50 - 54 years,Unknown,6,12,2,suburban
2015,Solano,50 - 54 years,No,122,12,1,suburban
2015,Solano,50 - 54 years,Yes,12,12,3,suburban
2015,Solano,55 - 59 years,No,165,13,1,suburban
2015,Solano,55 - 59 years,Unknown,6,13,2,suburban
2015,Solano,55 - 59 years,Yes,37,13,3,suburban
2015,Solano,60 - 64 years,No,189,14,1,suburban
2015,Solano,60 - 64 years,Unknown,6,14,2,suburban
2015,Solano,60 - 64 years,Yes,49,14,3,suburban
2015,Solano,65 - 69 years,No,215,15,1,suburban
2015,Solano,65 - 69 years,Unknown,6,15,2,suburban
2015,Solano,65 - 69 years,Yes,72,15,3,suburban
2015,Solano,70 - 74 years,No,229,16,1,suburban
2015,Solano,70 - 74 years,Unknown,6,16,2,suburban
2015,Solano,70 - 74 years,Yes,75,16,3,suburban
2015,Solano,75 - 79 years,No,222,17,1,suburban
2015,Solano,75 - 79 years,Yes,110,17,3,suburban
2015,Solano,75 - 79 years,Unknown,6,17,2,suburban
2015,Solano,80 - 84 years,Unknown,6,18,2,suburban
2015,Solano,80 - 84 years,No,268,18,1,suburban
2015,Solano,80 - 84 years,Yes,140,18,3,suburban
2015,Solano,85 - 89 years,No,281,19,1,suburban
2015,Solano,85 - 89 years,Unknown,0,19,2,suburban
2015,Solano,85 - 89 years,Yes,128,19,3,suburban
2015,Solano,90 - 94 years,Unknown,6,20,2,suburban
2015,Solano,90 - 94 years,No,267,20,1,suburban
2015,Solano,90 - 94 years,Yes,104,20,3,suburban
2015,Solano,95 - 99 years,No,102,21,1,suburban
2015,Solano,95 - 99 years,Unknown,0,21,2,suburban
2015,Solano,95 - 99 years,Yes,34,21,3,suburban
2015,Solano,100 years and over,No,17,22,1,suburban
2015,Solano,100 years and over,Unknown,0,22,2,suburban
2015,Solano,100 years and over,Yes,6,22,3,suburban
2015,Sonoma,Less than 1 year,No,20,1,1,suburban
2015,Sonoma,Less than 1 year,Yes,0,1,3,suburban
2015,Sonoma,Less than 1 year,Unknown,0,1,2,suburban
2015,Sonoma,1 - 4 years,No,6,2,1,suburban
2015,Sonoma,1 - 4 years,Unknown,0,2,2,suburban
2015,Sonoma,1 - 4 years,Yes,0,2,3,suburban
2015,Sonoma,5 - 9 years,Yes,0,3,3,suburban
2015,Sonoma,5 - 9 years,No,6,3,1,suburban
2015,Sonoma,5 - 9 years,Unknown,0,3,2,suburban
2015,Sonoma,10 - 14 years,Yes,0,4,3,suburban
2015,Sonoma,10 - 14 years,Unknown,0,4,2,suburban
2015,Sonoma,10 - 14 years,No,6,4,1,suburban
2015,Sonoma,15 - 19 years,Unknown,0,5,2,suburban
2015,Sonoma,15 - 19 years,Yes,0,5,3,suburban
2015,Sonoma,15 - 19 years,No,6,5,1,suburban
2015,Sonoma,20 - 24 years,Yes,0,6,3,suburban
2015,Sonoma,20 - 24 years,Unknown,6,6,2,suburban
2015,Sonoma,20 - 24 years,No,23,6,1,suburban
2015,Sonoma,25 - 29 years,No,28,7,1,suburban
2015,Sonoma,25 - 29 years,Unknown,0,7,2,suburban
2015,Sonoma,25 - 29 years,Yes,6,7,3,suburban
2015,Sonoma,30 - 34 years,Unknown,6,8,2,suburban
2015,Sonoma,30 - 34 years,Yes,6,8,3,suburban
2015,Sonoma,30 - 34 years,No,26,8,1,suburban
2015,Sonoma,35 - 39 years,Yes,6,9,3,suburban
2015,Sonoma,35 - 39 years,No,30,9,1,suburban
2015,Sonoma,35 - 39 years,Unknown,6,9,2,suburban
2015,Sonoma,40 - 44 years,Unknown,6,10,2,suburban
2015,Sonoma,40 - 44 years,Yes,6,10,3,suburban
2015,Sonoma,40 - 44 years,No,40,10,1,suburban
2015,Sonoma,45 - 49 years,Yes,0,11,3,suburban
2015,Sonoma,45 - 49 years,Unknown,6,11,2,suburban
2015,Sonoma,45 - 49 years,No,67,11,1,suburban
2015,Sonoma,50 - 54 years,Yes,13,12,3,suburban
2015,Sonoma,50 - 54 years,Unknown,6,12,2,suburban
2015,Sonoma,50 - 54 years,No,109,12,1,suburban
2015,Sonoma,55 - 59 years,No,192,13,1,suburban
2015,Sonoma,55 - 59 years,Unknown,6,13,2,suburban
2015,Sonoma,55 - 59 years,Yes,25,13,3,suburban
2015,Sonoma,60 - 64 years,Unknown,6,14,2,suburban
2015,Sonoma,60 - 64 years,No,233,14,1,suburban
2015,Sonoma,60 - 64 years,Yes,26,14,3,suburban
