Year_of_Death,County_of_Residence,Age,age_cat,bachelors_degree,graduate_degree,high_school_or_GED,less_than_high_school,some_college_credit,edu_unknown,asian,black_african_american,hispanic,multi_race,native_american,other_unknown,pi_native_hawaiian,white,foreign_born,united_states,immigration_unknown,divorced,married,never_married,marital_unknown,widowed,female,male,veteran_no,veteran_unknown,veteran_yes,Description,urban,rural,suburban
2015,Mono,20 - 24 years,6,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Mono,25 - 29 years,7,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,6,rural,0,1,0
2015,Mono,30 - 34 years,8,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Mono,35 - 39 years,9,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,6,6,0,0,rural,0,1,0
2015,Mono,40 - 44 years,10,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Mono,45 - 49 years,11,10,0,0,10,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,6,rural,0,1,0
2015,Mono,50 - 54 years,12,0,10,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,6,0,6,0,0,rural,0,1,0
2015,Mono,55 - 59 years,13,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,0,6,6,6,0,6,rural,0,1,0
2015,Mono,60 - 64 years,14,10,10,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2015,Mono,65 - 69 years,15,0,10,10,0,10,0,0,0,0,0,0,0,0,6,6,6,0,6,6,6,0,0,6,6,6,0,6,rural,0,1,0
2015,Mono,70 - 74 years,16,10,0,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,0,6,0,0,6,6,6,6,0,6,rural,0,1,0
2015,Mono,75 - 79 years,17,10,0,10,10,10,10,0,0,0,0,0,0,0,11,0,11,0,6,6,0,6,6,6,6,6,0,6,rural,0,1,0
2015,Mono,80 - 84 years,18,10,10,10,10,10,10,0,0,6,0,0,0,0,6,6,6,0,6,6,0,6,6,6,6,6,6,6,rural,0,1,0
2015,Mono,85 - 89 years,19,10,0,10,10,10,0,0,0,6,0,0,0,0,6,0,6,0,6,6,0,0,6,6,6,6,0,6,rural,0,1,0
2015,Mono,90 - 94 years,20,10,10,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2015,Mono,95 - 99 years,21,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2015,Mono,100 years and over,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Monterey,Less than 1 year,1,0,0,0,35,0,0,6,0,28,6,0,0,0,6,0,35,0,0,0,35,0,0,20,15,35,0,0,suburban,0,0,1
2015,Monterey,1 - 4 years,2,0,0,0,10,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2015,Monterey,5 - 9 years,3,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Monterey,10 - 14 years,4,0,0,0,10,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Monterey,15 - 19 years,5,0,0,10,10,10,0,6,6,12,6,0,0,0,6,6,12,0,0,0,17,0,0,6,14,17,0,0,suburban,0,0,1
2015,Monterey,20 - 24 years,6,10,0,19,10,10,0,6,6,27,0,0,0,0,6,13,22,0,6,6,31,0,0,6,28,34,0,6,suburban,0,0,1
2015,Monterey,25 - 29 years,7,10,10,10,15,11,0,0,6,27,6,0,0,0,11,16,26,0,6,6,37,0,0,11,31,40,0,6,suburban,0,0,1
2015,Monterey,30 - 34 years,8,10,0,10,11,10,0,6,0,18,0,0,0,0,6,13,12,0,6,6,16,6,0,6,19,23,0,6,suburban,0,0,1
2015,Monterey,35 - 39 years,9,10,0,13,13,10,0,0,6,19,6,0,0,0,13,11,23,0,6,6,22,0,6,6,30,34,0,0,suburban,0,0,1
2015,Monterey,40 - 44 years,10,10,0,14,11,10,0,6,6,14,0,0,0,6,16,6,33,0,11,17,11,0,6,6,31,37,0,6,suburban,0,0,1
2015,Monterey,45 - 49 years,11,10,10,17,20,12,10,6,6,32,6,0,0,0,14,30,23,0,6,24,20,0,0,20,33,53,0,0,suburban,0,0,1
2015,Monterey,50 - 54 years,12,10,10,45,20,24,10,6,6,48,0,6,0,6,44,30,73,0,28,41,30,6,6,47,56,98,6,6,suburban,0,0,1
2015,Monterey,55 - 59 years,13,16,10,54,35,37,10,11,14,50,6,0,0,6,73,46,103,6,34,70,36,0,6,65,85,126,0,24,suburban,0,0,1
2015,Monterey,60 - 64 years,14,15,13,67,37,35,10,15,6,55,6,0,6,6,90,53,117,0,53,70,32,6,12,79,91,152,6,16,suburban,0,0,1
2015,Monterey,65 - 69 years,15,21,14,56,26,60,10,6,12,48,6,0,0,0,116,30,149,0,39,91,25,6,23,64,115,134,0,45,suburban,0,0,1
2015,Monterey,70 - 74 years,16,24,21,62,46,46,10,6,6,62,0,6,0,0,128,48,154,6,47,100,15,6,38,93,110,158,6,42,suburban,0,0,1
2015,Monterey,75 - 79 years,17,34,21,71,49,51,10,22,6,45,6,6,0,6,147,55,172,6,40,99,15,6,73,112,117,167,6,61,suburban,0,0,1
2015,Monterey,80 - 84 years,18,42,47,110,67,57,10,31,11,69,6,6,0,6,208,101,221,6,43,145,6,0,130,154,171,220,0,105,suburban,0,0,1
2015,Monterey,85 - 89 years,19,50,47,145,104,71,10,36,13,78,6,6,0,6,287,112,305,6,44,158,13,6,203,222,197,290,0,129,suburban,0,0,1
2015,Monterey,90 - 94 years,20,60,38,117,75,63,10,34,6,50,6,6,0,0,262,87,265,6,23,79,17,6,237,225,132,254,6,102,suburban,0,0,1
2015,Monterey,95 - 99 years,21,22,22,46,33,27,0,6,6,19,6,0,0,0,123,27,122,6,6,13,6,0,123,108,42,122,0,28,suburban,0,0,1
2015,Monterey,100 years and over,22,10,10,10,10,10,0,6,0,6,0,0,0,0,31,6,30,0,6,6,0,0,34,27,6,30,0,6,suburban,0,0,1
2015,Napa,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Napa,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2015,Napa,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suburban,0,0,1
2015,Napa,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2015,Napa,15 - 19 years,5,0,0,0,10,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2015,Napa,20 - 24 years,6,10,0,10,10,10,0,6,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Napa,25 - 29 years,7,10,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Napa,30 - 34 years,8,10,0,10,0,10,10,0,0,6,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Napa,35 - 39 years,9,10,10,10,10,10,0,0,0,6,0,0,0,0,6,6,6,0,6,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2015,Napa,40 - 44 years,10,10,10,10,10,10,0,0,0,6,6,0,0,0,11,6,15,0,6,6,6,0,0,6,12,15,0,6,suburban,0,0,1
2015,Napa,45 - 49 years,11,10,0,10,10,12,0,6,6,6,6,0,0,0,20,6,22,0,6,11,6,0,0,6,19,24,0,6,suburban,0,0,1
2015,Napa,50 - 54 years,12,10,10,14,10,10,0,0,6,6,0,6,0,6,16,6,20,0,6,11,6,6,6,6,18,27,0,6,suburban,0,0,1
2015,Napa,55 - 59 years,13,10,10,22,11,10,10,6,0,6,0,6,0,0,39,6,41,6,18,12,14,6,6,15,31,41,6,6,suburban,0,0,1
2015,Napa,60 - 64 years,14,10,10,23,10,20,10,6,6,6,6,0,6,0,58,12,58,6,22,31,14,6,6,30,41,62,6,6,suburban,0,0,1
2015,Napa,65 - 69 years,15,19,10,38,11,33,10,6,6,6,6,6,0,0,91,14,94,0,37,49,12,0,6,37,71,76,0,32,suburban,0,0,1
2015,Napa,70 - 74 years,16,16,10,28,12,40,10,6,6,6,0,6,0,0,88,15,90,0,30,52,6,0,16,46,59,73,6,31,suburban,0,0,1
2015,Napa,75 - 79 years,17,22,10,38,15,33,10,6,6,6,0,6,0,0,100,17,98,6,24,58,6,0,31,52,66,82,0,36,suburban,0,0,1
2015,Napa,80 - 84 years,18,34,20,61,18,40,0,6,6,6,0,0,0,0,156,27,146,0,35,74,11,0,53,86,87,106,0,67,suburban,0,0,1
2015,Napa,85 - 89 years,19,32,24,89,24,41,10,6,0,6,6,0,0,0,194,26,185,6,37,70,6,0,102,108,104,122,6,88,suburban,0,0,1
2015,Napa,90 - 94 years,20,38,18,75,26,41,10,6,0,6,6,6,0,6,180,28,171,0,15,52,6,0,128,102,97,106,0,93,suburban,0,0,1
2015,Napa,95 - 99 years,21,18,10,31,11,19,10,6,0,6,0,0,0,0,83,6,77,0,6,6,6,0,70,53,33,56,6,29,suburban,0,0,1
2015,Napa,100 years and over,22,10,10,10,10,10,0,6,0,6,6,0,0,0,16,6,16,0,0,6,6,0,17,15,6,17,0,6,suburban,0,0,1
2015,Nevada,Less than 1 year,1,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Nevada,1 - 4 years,2,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2015,Nevada,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Nevada,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,0,rural,0,1,0
2015,Nevada,15 - 19 years,5,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Nevada,20 - 24 years,6,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Nevada,25 - 29 years,7,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,6,rural,0,1,0
2015,Nevada,30 - 34 years,8,0,0,10,0,10,0,6,0,0,6,0,0,0,6,6,6,0,0,0,6,0,0,0,6,6,0,6,rural,0,1,0
2015,Nevada,35 - 39 years,9,0,0,10,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Nevada,40 - 44 years,10,0,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Nevada,45 - 49 years,11,10,0,10,10,10,0,0,0,0,6,0,0,0,13,0,14,0,6,6,6,0,0,6,6,14,0,0,rural,0,1,0
2015,Nevada,50 - 54 years,12,10,0,10,10,12,0,0,0,6,0,0,0,0,25,0,26,0,11,6,6,0,6,11,15,21,6,6,rural,0,1,0
2015,Nevada,55 - 59 years,13,10,10,11,10,18,0,0,0,0,6,0,0,0,42,6,41,0,12,23,6,0,6,19,24,39,0,6,rural,0,1,0
2015,Nevada,60 - 64 years,14,10,10,26,10,26,0,0,0,6,6,0,0,0,64,6,62,6,24,31,6,0,6,21,46,56,6,6,rural,0,1,0
2015,Nevada,65 - 69 years,15,14,10,35,10,28,10,0,6,6,6,0,0,0,90,6,90,0,27,46,13,6,6,35,59,72,0,22,rural,0,1,0
2015,Nevada,70 - 74 years,16,18,10,44,10,24,10,0,0,6,0,6,6,0,98,6,96,6,23,59,6,6,16,46,57,70,6,31,rural,0,1,0
2015,Nevada,75 - 79 years,17,20,10,35,10,40,0,0,0,6,6,0,0,0,106,6,104,6,18,67,6,6,24,54,59,72,6,40,rural,0,1,0
2015,Nevada,80 - 84 years,18,14,11,38,12,37,10,6,0,6,6,6,0,0,107,12,100,6,16,46,6,0,49,64,49,79,6,33,rural,0,1,0
2015,Nevada,85 - 89 years,19,29,18,69,21,35,10,6,6,6,0,6,0,0,167,11,162,0,17,60,6,0,94,90,83,112,0,61,rural,0,1,0
2015,Nevada,90 - 94 years,20,22,17,75,24,50,10,0,0,6,0,0,0,0,186,6,180,0,11,42,6,0,136,113,77,110,6,79,rural,0,1,0
2015,Nevada,95 - 99 years,21,10,10,30,10,17,0,0,6,6,0,0,0,0,61,6,57,6,6,6,0,0,56,48,15,53,0,6,rural,0,1,0
2015,Nevada,100 years and over,22,10,10,10,10,10,0,0,0,0,0,0,0,0,19,6,15,0,6,6,0,0,17,16,6,17,0,6,rural,0,1,0
2015,Orange,Less than 1 year,1,0,0,0,115,0,0,17,6,61,6,0,6,0,26,0,115,0,0,0,115,0,0,57,58,114,0,6,urban,1,0,0
2015,Orange,1 - 4 years,2,0,0,0,26,0,0,6,0,12,6,0,0,0,6,0,26,0,0,0,26,0,0,13,13,26,0,0,urban,1,0,0
2015,Orange,5 - 9 years,3,0,0,0,19,0,0,6,0,11,0,0,0,0,6,6,14,0,0,0,19,0,0,6,13,19,0,0,urban,1,0,0
2015,Orange,10 - 14 years,4,0,0,0,16,0,0,6,6,6,0,0,0,0,6,0,16,0,0,0,16,0,0,6,6,16,0,0,urban,1,0,0
2015,Orange,15 - 19 years,5,0,0,19,30,10,0,6,6,29,0,0,0,0,17,6,45,6,0,0,56,0,0,24,32,56,0,0,urban,1,0,0
2015,Orange,20 - 24 years,6,11,10,56,10,48,10,11,6,57,6,6,6,6,47,24,103,0,0,6,117,0,0,33,94,126,0,6,urban,1,0,0
2015,Orange,25 - 29 years,7,22,10,46,26,43,0,6,6,58,6,0,0,6,63,30,108,6,6,19,115,0,0,34,105,132,0,6,urban,1,0,0
2015,Orange,30 - 34 years,8,18,14,59,25,52,10,16,6,50,6,6,0,6,90,33,134,6,13,41,113,6,0,53,116,157,6,6,urban,1,0,0
2015,Orange,35 - 39 years,9,27,10,61,43,39,10,16,6,75,6,0,0,0,80,69,110,6,23,68,85,6,6,63,117,176,6,6,urban,1,0,0
2015,Orange,40 - 44 years,10,36,15,72,42,58,10,41,6,61,6,0,6,6,109,87,137,6,28,105,90,6,6,90,135,212,6,11,urban,1,0,0
2015,Orange,45 - 49 years,11,81,31,156,81,105,10,53,13,140,6,6,6,6,236,153,306,6,81,206,165,6,6,161,301,436,6,21,urban,1,0,0
2015,Orange,50 - 54 years,12,113,48,212,130,152,13,89,15,180,6,6,6,6,370,234,426,6,144,315,189,6,13,252,416,634,11,23,urban,1,0,0
2015,Orange,55 - 59 years,13,142,59,310,158,248,33,110,28,199,11,6,6,6,591,268,654,28,222,457,200,21,50,355,595,861,24,65,urban,1,0,0
2015,Orange,60 - 64 years,14,191,110,330,176,310,33,147,27,205,6,6,6,6,748,333,787,30,293,589,196,19,53,453,697,1015,31,104,urban,1,0,0
2015,Orange,65 - 69 years,15,283,139,390,171,370,38,178,34,207,13,0,6,6,948,396,963,32,341,733,159,16,142,609,782,1108,22,261,urban,1,0,0
2015,Orange,70 - 74 years,16,306,223,451,177,408,30,228,24,207,13,6,6,6,1109,444,1123,28,377,850,106,15,247,705,890,1264,19,312,urban,1,0,0
2015,Orange,75 - 79 years,17,356,233,608,289,462,25,295,24,245,6,6,6,6,1384,604,1351,18,329,1049,100,6,486,920,1053,1501,17,455,urban,1,0,0
2015,Orange,80 - 84 years,18,487,275,849,365,537,37,345,36,290,6,6,6,6,1860,726,1799,25,321,1156,98,14,961,1295,1255,1806,13,731,urban,1,0,0
2015,Orange,85 - 89 years,19,558,312,1136,498,667,46,388,36,328,6,6,6,6,2449,816,2381,20,336,1102,94,6,1680,1816,1401,2277,15,925,urban,1,0,0
2015,Orange,90 - 94 years,20,437,259,1105,415,606,26,299,23,232,6,6,6,6,2274,665,2163,20,192,661,63,6,1928,1745,1103,2007,6,835,urban,1,0,0
2015,Orange,95 - 99 years,21,148,106,433,189,262,15,121,6,64,6,0,0,0,954,238,907,6,55,159,26,0,913,789,364,898,6,252,urban,1,0,0
2015,Orange,100 years and over,22,33,20,109,53,51,10,31,6,18,0,0,0,0,219,70,199,6,12,11,6,6,240,221,49,249,6,20,urban,1,0,0
2015,Placer,Less than 1 year,1,0,0,0,19,0,0,6,0,6,6,0,0,0,6,0,19,0,0,0,19,0,0,6,13,19,0,0,suburban,0,0,1
2015,Placer,1 - 4 years,2,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,suburban,0,0,1
2015,Placer,5 - 9 years,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,suburban,0,0,1
2015,Placer,10 - 14 years,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,6,0,0,suburban,0,0,1
2015,Placer,15 - 19 years,5,0,0,10,10,10,0,0,6,0,0,0,0,0,6,6,6,0,0,0,11,0,0,6,6,11,0,0,suburban,0,0,1
2015,Placer,20 - 24 years,6,0,0,10,10,10,0,6,0,6,0,0,0,0,6,6,13,0,0,0,15,0,0,6,11,14,0,6,suburban,0,0,1
2015,Placer,25 - 29 years,7,10,0,10,10,10,10,0,0,6,0,6,0,0,13,6,16,0,6,6,15,0,0,6,13,16,0,6,suburban,0,0,1
2015,Placer,30 - 34 years,8,10,0,10,10,10,0,0,0,6,0,0,0,0,14,6,14,0,6,6,6,0,0,6,6,15,0,0,suburban,0,0,1
2015,Placer,35 - 39 years,9,10,10,16,10,10,0,0,0,6,6,0,0,0,29,6,31,0,6,13,11,0,0,6,26,29,0,6,suburban,0,0,1
2015,Placer,40 - 44 years,10,10,10,10,0,16,0,6,0,6,0,0,0,0,27,6,27,0,6,13,6,0,0,12,17,28,0,6,suburban,0,0,1
2015,Placer,45 - 49 years,11,10,10,20,10,21,10,6,6,6,6,0,0,0,39,6,48,6,21,28,6,0,0,25,29,54,0,0,suburban,0,0,1
2015,Placer,50 - 54 years,12,10,10,33,13,25,10,6,6,6,6,0,0,0,72,6,79,0,28,40,17,0,6,36,50,80,0,6,suburban,0,0,1
2015,Placer,55 - 59 years,13,23,10,61,10,46,10,6,6,12,6,0,0,0,117,18,125,0,37,72,22,6,6,58,85,125,6,17,suburban,0,0,1
2015,Placer,60 - 64 years,14,27,11,62,14,69,10,6,6,11,0,6,0,6,161,12,173,6,56,95,25,6,6,75,111,157,0,29,suburban,0,0,1
2015,Placer,65 - 69 years,15,46,20,82,16,87,10,6,6,13,6,6,6,6,228,23,228,6,90,123,25,0,18,109,147,181,6,73,suburban,0,0,1
2015,Placer,70 - 74 years,16,42,28,109,23,97,10,6,6,6,6,6,0,0,279,26,274,6,67,174,12,6,47,135,168,222,0,81,suburban,0,0,1
2015,Placer,75 - 79 years,17,50,28,129,23,101,10,12,6,6,6,6,0,0,307,37,295,6,57,180,11,6,83,155,178,220,6,112,suburban,0,0,1
2015,Placer,80 - 84 years,18,81,47,189,47,118,10,12,6,30,6,6,0,6,430,45,438,6,61,230,6,6,184,245,239,305,6,177,suburban,0,0,1
2015,Placer,85 - 89 years,19,70,31,236,63,105,10,6,6,34,6,6,6,0,455,53,455,6,45,178,11,0,275,272,237,317,0,192,suburban,0,0,1
2015,Placer,90 - 94 years,20,43,30,196,47,107,10,21,6,17,6,6,0,0,384,32,395,6,28,96,6,0,296,269,160,285,0,144,suburban,0,0,1
2015,Placer,95 - 99 years,21,25,16,81,17,36,10,6,0,6,0,0,0,0,164,18,157,6,11,24,6,6,139,120,56,125,0,51,suburban,0,0,1
2015,Placer,100 years and over,22,10,0,13,10,10,0,0,6,6,0,6,0,6,28,6,24,0,6,6,0,0,29,27,6,31,0,6,suburban,0,0,1
2015,Plumas,Less than 1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Plumas,1 - 4 years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Plumas,5 - 9 years,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Plumas,10 - 14 years,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rural,0,1,0
2015,Plumas,15 - 19 years,5,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Plumas,20 - 24 years,6,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,rural,0,1,0
2015,Plumas,25 - 29 years,7,0,10,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,6,0,0,rural,0,1,0
2015,Plumas,30 - 34 years,8,0,0,10,0,0,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Plumas,35 - 39 years,9,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,6,rural,0,1,0
2015,Plumas,40 - 44 years,10,10,0,10,0,10,0,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Plumas,45 - 49 years,11,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,6,0,0,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Plumas,50 - 54 years,12,10,10,10,10,10,10,0,0,0,0,0,6,0,6,0,6,0,6,6,6,0,0,6,6,6,0,0,rural,0,1,0
2015,Plumas,55 - 59 years,13,0,10,10,10,10,0,0,0,6,0,0,0,0,13,0,13,6,6,6,6,0,0,6,6,13,0,6,rural,0,1,0
2015,Plumas,60 - 64 years,14,10,0,10,0,10,0,0,6,0,0,0,0,0,16,0,17,0,6,6,6,6,6,6,12,17,0,0,rural,0,1,0
2015,Plumas,65 - 69 years,15,10,10,11,10,13,10,0,0,6,0,0,0,0,32,6,31,0,6,13,6,6,6,15,18,21,6,6,rural,0,1,0
2015,Plumas,70 - 74 years,16,0,0,10,10,11,0,0,0,0,0,6,0,0,18,0,20,0,6,11,6,0,6,6,14,12,0,6,rural,0,1,0
2015,Plumas,75 - 79 years,17,10,10,15,10,10,0,0,0,0,0,0,0,0,28,0,28,0,6,15,6,0,6,13,15,21,0,6,rural,0,1,0
2015,Plumas,80 - 84 years,18,10,10,10,10,10,10,0,0,6,0,0,0,0,23,6,20,6,6,17,6,0,6,6,16,6,6,14,rural,0,1,0
2015,Plumas,85 - 89 years,19,10,10,10,10,10,0,6,6,6,0,0,0,0,29,6,26,6,6,15,0,0,14,15,17,19,0,13,rural,0,1,0
2015,Plumas,90 - 94 years,20,10,0,10,10,10,0,0,6,0,0,0,0,0,24,6,22,6,0,6,0,0,18,15,6,14,0,11,rural,0,1,0
2015,Plumas,95 - 99 years,21,10,0,10,10,10,0,0,0,0,0,0,0,0,13,0,12,6,0,6,0,0,12,6,6,6,0,6,rural,0,1,0
2015,Plumas,100 years and over,22,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,6,6,6,6,0,6,rural,0,1,0
2015,Riverside,Less than 1 year,1,0,0,0,114,0,10,6,6,69,6,0,6,0,31,0,115,0,0,0,115,0,0,48,67,115,0,0,urban,1,0,0
2015,Riverside,1 - 4 years,2,0,0,0,32,0,0,6,6,22,6,6,0,0,6,0,32,0,0,0,32,0,0,18,14,32,0,0,urban,1,0,0
2015,Riverside,5 - 9 years,3,0,0,0,15,0,0,6,6,6,6,0,0,0,6,0,15,0,0,0,15,0,0,6,6,15,0,0,urban,1,0,0
2015,Riverside,10 - 14 years,4,0,0,0,15,0,0,6,6,6,0,0,0,0,6,6,14,0,0,0,15,0,0,6,6,15,0,0,urban,1,0,0
2015,Riverside,15 - 19 years,5,0,0,18,39,14,0,6,6,46,0,0,0,0,22,6,66,0,0,0,71,0,0,11,60,71,0,0,urban,1,0,0
2015,Riverside,20 - 24 years,6,10,0,53,20,59,0,6,14,67,6,0,6,0,49,12,123,0,6,6,127,0,0,42,93,128,0,6,urban,1,0,0
2015,Riverside,25 - 29 years,7,10,10,63,33,58,0,6,20,68,6,0,0,6,65,14,147,6,6,24,132,0,6,43,119,152,0,6,urban,1,0,0
2015,Riverside,30 - 34 years,8,11,10,84,30,48,10,6,17,83,6,6,0,6,63,29,152,6,15,48,116,6,6,64,118,170,6,11,urban,1,0,0
2015,Riverside,35 - 39 years,9,17,10,76,48,52,10,14,27,84,6,6,0,0,72,47,155,0,23,78,99,6,6,70,132,189,0,13,urban,1,0,0
2015,Riverside,40 - 44 years,10,33,10,77,59,68,10,12,16,105,6,6,6,6,107,65,183,0,40,116,89,6,6,99,149,233,0,15,urban,1,0,0
2015,Riverside,45 - 49 years,11,28,15,152,75,96,10,14,39,134,6,6,0,6,182,85,284,6,83,176,99,6,11,157,216,348,6,23,urban,1,0,0
2015,Riverside,50 - 54 years,12,46,28,265,153,145,14,14,59,206,6,6,6,6,354,134,512,6,174,293,156,14,14,258,393,606,6,39,urban,1,0,0
2015,Riverside,55 - 59 years,13,71,48,327,191,239,34,25,88,236,14,11,6,6,531,177,725,6,238,429,169,26,48,342,568,787,12,111,urban,1,0,0
2015,Riverside,60 - 64 years,14,108,61,459,207,323,35,45,106,293,21,6,6,6,711,240,946,6,327,559,197,21,89,442,751,1012,6,173,urban,1,0,0
2015,Riverside,65 - 69 years,15,178,87,459,207,410,28,50,108,280,16,6,0,6,901,257,1106,6,352,693,144,14,166,594,775,1055,6,313,urban,1,0,0
2015,Riverside,70 - 74 years,16,190,122,490,300,472,26,77,116,284,6,6,6,6,1096,321,1275,6,404,792,110,12,282,679,921,1211,6,383,urban,1,0,0
2015,Riverside,75 - 79 years,17,198,124,686,319,478,31,62,102,306,12,6,6,6,1343,368,1459,6,317,879,91,19,530,839,997,1304,6,522,urban,1,0,0
2015,Riverside,80 - 84 years,18,245,161,748,414,517,33,68,84,365,14,12,6,0,1570,400,1710,6,326,919,74,6,793,1012,1106,1416,6,695,urban,1,0,0
2015,Riverside,85 - 89 years,19,253,155,841,524,506,30,79,101,336,19,6,6,6,1754,418,1876,15,242,788,87,6,1188,1267,1042,1556,6,748,urban,1,0,0
2015,Riverside,90 - 94 years,20,183,108,734,375,388,25,60,45,233,6,6,0,6,1468,319,1485,6,146,419,49,6,1191,1116,697,1247,6,564,urban,1,0,0
2015,Riverside,95 - 99 years,21,54,41,257,162,123,13,18,18,83,6,6,0,6,526,108,539,6,43,74,18,6,513,441,209,495,6,150,urban,1,0,0
