Year_of_Death,County_of_Residence,Age,Education_level,Total_Deaths_Education,age_cat,education_cat,Description
2016,Santa Barbara,85 - 89 years,High School Graduate or GED Completed,172,19,3,suburban
2016,Santa Barbara,85 - 89 years,Bachelor's Degree,96,19,1,suburban
2016,Santa Barbara,85 - 89 years,Graduate Degree,67,19,2,suburban
2016,Santa Barbara,85 - 89 years,Unknown,10,19,6,suburban
2016,Santa Barbara,85 - 89 years,"Some College Credit, No 4-Year Degree",124,19,5,suburban
2016,Santa Barbara,90 - 94 years,Less than High School,58,20,4,suburban
2016,Santa Barbara,90 - 94 years,High School Graduate or GED Completed,172,20,3,suburban
2016,Santa Barbara,90 - 94 years,"Some College Credit, No 4-Year Degree",120,20,5,suburban
2016,Santa Barbara,90 - 94 years,Bachelor's Degree,77,20,1,suburban
2016,Santa Barbara,90 - 94 years,Graduate Degree,65,20,2,suburban
2016,Santa Barbara,90 - 94 years,Unknown,10,20,6,suburban
2016,Santa Barbara,95 - 99 years,Less than High School,30,21,4,suburban
2016,Santa Barbara,95 - 99 years,High School Graduate or GED Completed,79,21,3,suburban
2016,Santa Barbara,95 - 99 years,"Some College Credit, No 4-Year Degree",81,21,5,suburban
2016,Santa Barbara,95 - 99 years,Bachelor's Degree,58,21,1,suburban
2016,Santa Barbara,95 - 99 years,Graduate Degree,35,21,2,suburban
2016,Santa Barbara,95 - 99 years,Unknown,10,21,6,suburban
2016,Santa Barbara,100 years and over,High School Graduate or GED Completed,17,22,3,suburban
2016,Santa Barbara,100 years and over,"Some College Credit, No 4-Year Degree",12,22,5,suburban
2016,Santa Barbara,100 years and over,Bachelor's Degree,10,22,1,suburban
2016,Santa Barbara,100 years and over,Unknown,0,22,6,suburban
2016,Santa Barbara,100 years and over,Less than High School,10,22,4,suburban
2016,Santa Barbara,100 years and over,Graduate Degree,10,22,2,suburban
2016,Santa Clara,Less than 1 year,Unknown,0,1,6,urban
2016,Santa Clara,Less than 1 year,Graduate Degree,0,1,2,urban
2016,Santa Clara,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,urban
2016,Santa Clara,Less than 1 year,Bachelor's Degree,0,1,1,urban
2016,Santa Clara,Less than 1 year,High School Graduate or GED Completed,0,1,3,urban
2016,Santa Clara,Less than 1 year,Less than High School,79,1,4,urban
2016,Santa Clara,1 - 4 years,Graduate Degree,0,2,2,urban
2016,Santa Clara,1 - 4 years,Unknown,0,2,6,urban
2016,Santa Clara,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,urban
2016,Santa Clara,1 - 4 years,Bachelor's Degree,0,2,1,urban
2016,Santa Clara,1 - 4 years,Less than High School,10,2,4,urban
2016,Santa Clara,1 - 4 years,High School Graduate or GED Completed,0,2,3,urban
2016,Santa Clara,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,urban
2016,Santa Clara,5 - 9 years,High School Graduate or GED Completed,0,3,3,urban
2016,Santa Clara,5 - 9 years,Bachelor's Degree,0,3,1,urban
2016,Santa Clara,5 - 9 years,Less than High School,10,3,4,urban
2016,Santa Clara,5 - 9 years,Graduate Degree,0,3,2,urban
2016,Santa Clara,5 - 9 years,Unknown,0,3,6,urban
2016,Santa Clara,10 - 14 years,Graduate Degree,0,4,2,urban
2016,Santa Clara,10 - 14 years,Bachelor's Degree,0,4,1,urban
2016,Santa Clara,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,urban
2016,Santa Clara,10 - 14 years,Unknown,0,4,6,urban
2016,Santa Clara,10 - 14 years,Less than High School,10,4,4,urban
2016,Santa Clara,10 - 14 years,High School Graduate or GED Completed,0,4,3,urban
2016,Santa Clara,15 - 19 years,Unknown,10,5,6,urban
2016,Santa Clara,15 - 19 years,"Some College Credit, No 4-Year Degree",10,5,5,urban
2016,Santa Clara,15 - 19 years,High School Graduate or GED Completed,10,5,3,urban
2016,Santa Clara,15 - 19 years,Less than High School,27,5,4,urban
2016,Santa Clara,15 - 19 years,Graduate Degree,0,5,2,urban
2016,Santa Clara,15 - 19 years,Bachelor's Degree,0,5,1,urban
2016,Santa Clara,20 - 24 years,Graduate Degree,10,6,2,urban
2016,Santa Clara,20 - 24 years,Bachelor's Degree,10,6,1,urban
2016,Santa Clara,20 - 24 years,"Some College Credit, No 4-Year Degree",25,6,5,urban
2016,Santa Clara,20 - 24 years,Less than High School,13,6,4,urban
2016,Santa Clara,20 - 24 years,High School Graduate or GED Completed,29,6,3,urban
2016,Santa Clara,20 - 24 years,Unknown,0,6,6,urban
2016,Santa Clara,25 - 29 years,Unknown,10,7,6,urban
2016,Santa Clara,25 - 29 years,Graduate Degree,10,7,2,urban
2016,Santa Clara,25 - 29 years,High School Graduate or GED Completed,26,7,3,urban
2016,Santa Clara,25 - 29 years,Less than High School,10,7,4,urban
2016,Santa Clara,25 - 29 years,Bachelor's Degree,15,7,1,urban
2016,Santa Clara,25 - 29 years,"Some College Credit, No 4-Year Degree",23,7,5,urban
2016,Santa Clara,30 - 34 years,Graduate Degree,12,8,2,urban
2016,Santa Clara,30 - 34 years,Bachelor's Degree,11,8,1,urban
2016,Santa Clara,30 - 34 years,Unknown,10,8,6,urban
2016,Santa Clara,30 - 34 years,Less than High School,13,8,4,urban
2016,Santa Clara,30 - 34 years,High School Graduate or GED Completed,13,8,3,urban
2016,Santa Clara,30 - 34 years,"Some College Credit, No 4-Year Degree",20,8,5,urban
2016,Santa Clara,35 - 39 years,Unknown,10,9,6,urban
2016,Santa Clara,35 - 39 years,"Some College Credit, No 4-Year Degree",28,9,5,urban
2016,Santa Clara,35 - 39 years,Bachelor's Degree,19,9,1,urban
2016,Santa Clara,35 - 39 years,High School Graduate or GED Completed,32,9,3,urban
2016,Santa Clara,35 - 39 years,Less than High School,24,9,4,urban
2016,Santa Clara,35 - 39 years,Graduate Degree,14,9,2,urban
2016,Santa Clara,40 - 44 years,Graduate Degree,12,10,2,urban
2016,Santa Clara,40 - 44 years,"Some College Credit, No 4-Year Degree",26,10,5,urban
2016,Santa Clara,40 - 44 years,Unknown,0,10,6,urban
2016,Santa Clara,40 - 44 years,High School Graduate or GED Completed,35,10,3,urban
2016,Santa Clara,40 - 44 years,Bachelor's Degree,20,10,1,urban
2016,Santa Clara,40 - 44 years,Less than High School,31,10,4,urban
2016,Santa Clara,45 - 49 years,Graduate Degree,20,11,2,urban
2016,Santa Clara,45 - 49 years,"Some College Credit, No 4-Year Degree",33,11,5,urban
2016,Santa Clara,45 - 49 years,High School Graduate or GED Completed,61,11,3,urban
2016,Santa Clara,45 - 49 years,Bachelor's Degree,44,11,1,urban
2016,Santa Clara,45 - 49 years,Less than High School,36,11,4,urban
2016,Santa Clara,45 - 49 years,Unknown,10,11,6,urban
2016,Santa Clara,50 - 54 years,Bachelor's Degree,56,12,1,urban
2016,Santa Clara,50 - 54 years,"Some College Credit, No 4-Year Degree",77,12,5,urban
2016,Santa Clara,50 - 54 years,Less than High School,49,12,4,urban
2016,Santa Clara,50 - 54 years,High School Graduate or GED Completed,122,12,3,urban
2016,Santa Clara,50 - 54 years,Graduate Degree,30,12,2,urban
2016,Santa Clara,50 - 54 years,Unknown,12,12,6,urban
2016,Santa Clara,55 - 59 years,"Some College Credit, No 4-Year Degree",140,13,5,urban
2016,Santa Clara,55 - 59 years,High School Graduate or GED Completed,165,13,3,urban
2016,Santa Clara,55 - 59 years,Less than High School,86,13,4,urban
2016,Santa Clara,55 - 59 years,Graduate Degree,46,13,2,urban
2016,Santa Clara,55 - 59 years,Unknown,23,13,6,urban
2016,Santa Clara,55 - 59 years,Bachelor's Degree,95,13,1,urban
2016,Santa Clara,60 - 64 years,Unknown,29,14,6,urban
2016,Santa Clara,60 - 64 years,Graduate Degree,65,14,2,urban
2016,Santa Clara,60 - 64 years,Bachelor's Degree,126,14,1,urban
2016,Santa Clara,60 - 64 years,"Some College Credit, No 4-Year Degree",161,14,5,urban
2016,Santa Clara,60 - 64 years,Less than High School,83,14,4,urban
2016,Santa Clara,60 - 64 years,High School Graduate or GED Completed,185,14,3,urban
2016,Santa Clara,65 - 69 years,Unknown,20,15,6,urban
2016,Santa Clara,65 - 69 years,"Some College Credit, No 4-Year Degree",182,15,5,urban
2016,Santa Clara,65 - 69 years,Bachelor's Degree,144,15,1,urban
2016,Santa Clara,65 - 69 years,Graduate Degree,94,15,2,urban
2016,Santa Clara,65 - 69 years,Less than High School,70,15,4,urban
2016,Santa Clara,65 - 69 years,High School Graduate or GED Completed,215,15,3,urban
2016,Santa Clara,70 - 74 years,Graduate Degree,115,16,2,urban
2016,Santa Clara,70 - 74 years,"Some College Credit, No 4-Year Degree",167,16,5,urban
2016,Santa Clara,70 - 74 years,Bachelor's Degree,145,16,1,urban
2016,Santa Clara,70 - 74 years,Less than High School,112,16,4,urban
2016,Santa Clara,70 - 74 years,High School Graduate or GED Completed,232,16,3,urban
2016,Santa Clara,70 - 74 years,Unknown,36,16,6,urban
2016,Santa Clara,75 - 79 years,Graduate Degree,161,17,2,urban
2016,Santa Clara,75 - 79 years,Unknown,17,17,6,urban
2016,Santa Clara,75 - 79 years,"Some College Credit, No 4-Year Degree",212,17,5,urban
2016,Santa Clara,75 - 79 years,High School Graduate or GED Completed,270,17,3,urban
2016,Santa Clara,75 - 79 years,Less than High School,146,17,4,urban
2016,Santa Clara,75 - 79 years,Bachelor's Degree,198,17,1,urban
2016,Santa Clara,80 - 84 years,Graduate Degree,197,18,2,urban
2016,Santa Clara,80 - 84 years,Less than High School,230,18,4,urban
2016,Santa Clara,80 - 84 years,"Some College Credit, No 4-Year Degree",219,18,5,urban
2016,Santa Clara,80 - 84 years,Bachelor's Degree,261,18,1,urban
2016,Santa Clara,80 - 84 years,Unknown,20,18,6,urban
2016,Santa Clara,80 - 84 years,High School Graduate or GED Completed,372,18,3,urban
2016,Santa Clara,85 - 89 years,Bachelor's Degree,305,19,1,urban
2016,Santa Clara,85 - 89 years,Unknown,18,19,6,urban
2016,Santa Clara,85 - 89 years,High School Graduate or GED Completed,477,19,3,urban
2016,Santa Clara,85 - 89 years,Graduate Degree,236,19,2,urban
2016,Santa Clara,85 - 89 years,Less than High School,308,19,4,urban
2016,Santa Clara,85 - 89 years,"Some College Credit, No 4-Year Degree",230,19,5,urban
2016,Santa Clara,90 - 94 years,High School Graduate or GED Completed,461,20,3,urban
2016,Santa Clara,90 - 94 years,Unknown,17,20,6,urban
2016,Santa Clara,90 - 94 years,Graduate Degree,218,20,2,urban
2016,Santa Clara,90 - 94 years,Less than High School,273,20,4,urban
2016,Santa Clara,90 - 94 years,"Some College Credit, No 4-Year Degree",236,20,5,urban
2016,Santa Clara,90 - 94 years,Bachelor's Degree,264,20,1,urban
2016,Santa Clara,95 - 99 years,High School Graduate or GED Completed,230,21,3,urban
2016,Santa Clara,95 - 99 years,Bachelor's Degree,113,21,1,urban
2016,Santa Clara,95 - 99 years,"Some College Credit, No 4-Year Degree",101,21,5,urban
2016,Santa Clara,95 - 99 years,Graduate Degree,91,21,2,urban
2016,Santa Clara,95 - 99 years,Unknown,10,21,6,urban
2016,Santa Clara,95 - 99 years,Less than High School,151,21,4,urban
2016,Santa Clara,100 years and over,High School Graduate or GED Completed,54,22,3,urban
2016,Santa Clara,100 years and over,Unknown,10,22,6,urban
2016,Santa Clara,100 years and over,Graduate Degree,16,22,2,urban
2016,Santa Clara,100 years and over,Bachelor's Degree,29,22,1,urban
2016,Santa Clara,100 years and over,Less than High School,42,22,4,urban
2016,Santa Clara,100 years and over,"Some College Credit, No 4-Year Degree",24,22,5,urban
2016,Santa Cruz,Less than 1 year,Graduate Degree,0,1,2,suburban
2016,Santa Cruz,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,suburban
2016,Santa Cruz,Less than 1 year,Less than High School,12,1,4,suburban
2016,Santa Cruz,Less than 1 year,High School Graduate or GED Completed,0,1,3,suburban
2016,Santa Cruz,Less than 1 year,Bachelor's Degree,0,1,1,suburban
2016,Santa Cruz,Less than 1 year,Unknown,0,1,6,suburban
2016,Santa Cruz,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,suburban
2016,Santa Cruz,1 - 4 years,Less than High School,0,2,4,suburban
2016,Santa Cruz,1 - 4 years,High School Graduate or GED Completed,0,2,3,suburban
2016,Santa Cruz,1 - 4 years,Bachelor's Degree,0,2,1,suburban
2016,Santa Cruz,1 - 4 years,Graduate Degree,0,2,2,suburban
2016,Santa Cruz,1 - 4 years,Unknown,0,2,6,suburban
2016,Santa Cruz,5 - 9 years,Less than High School,10,3,4,suburban
2016,Santa Cruz,5 - 9 years,Graduate Degree,0,3,2,suburban
2016,Santa Cruz,5 - 9 years,High School Graduate or GED Completed,0,3,3,suburban
2016,Santa Cruz,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,suburban
2016,Santa Cruz,5 - 9 years,Bachelor's Degree,0,3,1,suburban
2016,Santa Cruz,5 - 9 years,Unknown,0,3,6,suburban
2016,Santa Cruz,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,suburban
2016,Santa Cruz,10 - 14 years,Less than High School,10,4,4,suburban
2016,Santa Cruz,10 - 14 years,High School Graduate or GED Completed,0,4,3,suburban
2016,Santa Cruz,10 - 14 years,Bachelor's Degree,0,4,1,suburban
2016,Santa Cruz,10 - 14 years,Graduate Degree,0,4,2,suburban
2016,Santa Cruz,10 - 14 years,Unknown,0,4,6,suburban
2016,Santa Cruz,15 - 19 years,Less than High School,10,5,4,suburban
2016,Santa Cruz,15 - 19 years,Graduate Degree,0,5,2,suburban
2016,Santa Cruz,15 - 19 years,High School Graduate or GED Completed,0,5,3,suburban
2016,Santa Cruz,15 - 19 years,"Some College Credit, No 4-Year Degree",10,5,5,suburban
2016,Santa Cruz,15 - 19 years,Bachelor's Degree,0,5,1,suburban
2016,Santa Cruz,15 - 19 years,Unknown,0,5,6,suburban
2016,Santa Cruz,20 - 24 years,Graduate Degree,0,6,2,suburban
2016,Santa Cruz,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,suburban
2016,Santa Cruz,20 - 24 years,Less than High School,10,6,4,suburban
2016,Santa Cruz,20 - 24 years,High School Graduate or GED Completed,10,6,3,suburban
2016,Santa Cruz,20 - 24 years,Bachelor's Degree,10,6,1,suburban
2016,Santa Cruz,20 - 24 years,Unknown,0,6,6,suburban
2016,Santa Cruz,25 - 29 years,Less than High School,10,7,4,suburban
2016,Santa Cruz,25 - 29 years,Graduate Degree,0,7,2,suburban
2016,Santa Cruz,25 - 29 years,High School Graduate or GED Completed,10,7,3,suburban
2016,Santa Cruz,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,suburban
2016,Santa Cruz,25 - 29 years,Bachelor's Degree,10,7,1,suburban
2016,Santa Cruz,25 - 29 years,Unknown,0,7,6,suburban
2016,Santa Cruz,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,suburban
2016,Santa Cruz,30 - 34 years,Less than High School,10,8,4,suburban
2016,Santa Cruz,30 - 34 years,High School Graduate or GED Completed,10,8,3,suburban
2016,Santa Cruz,30 - 34 years,Bachelor's Degree,10,8,1,suburban
2016,Santa Cruz,30 - 34 years,Graduate Degree,10,8,2,suburban
2016,Santa Cruz,30 - 34 years,Unknown,0,8,6,suburban
2016,Santa Cruz,35 - 39 years,Graduate Degree,10,9,2,suburban
2016,Santa Cruz,35 - 39 years,Less than High School,10,9,4,suburban
2016,Santa Cruz,35 - 39 years,High School Graduate or GED Completed,10,9,3,suburban
2016,Santa Cruz,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,suburban
2016,Santa Cruz,35 - 39 years,Bachelor's Degree,10,9,1,suburban
2016,Santa Cruz,35 - 39 years,Unknown,0,9,6,suburban
2016,Santa Cruz,40 - 44 years,"Some College Credit, No 4-Year Degree",10,10,5,suburban
2016,Santa Cruz,40 - 44 years,Less than High School,10,10,4,suburban
2016,Santa Cruz,40 - 44 years,High School Graduate or GED Completed,10,10,3,suburban
2016,Santa Cruz,40 - 44 years,Bachelor's Degree,10,10,1,suburban
2016,Santa Cruz,40 - 44 years,Graduate Degree,0,10,2,suburban
2016,Santa Cruz,40 - 44 years,Unknown,0,10,6,suburban
2016,Santa Cruz,45 - 49 years,Graduate Degree,10,11,2,suburban
2016,Santa Cruz,45 - 49 years,Less than High School,10,11,4,suburban
2016,Santa Cruz,45 - 49 years,High School Graduate or GED Completed,10,11,3,suburban
2016,Santa Cruz,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,suburban
2016,Santa Cruz,45 - 49 years,Bachelor's Degree,10,11,1,suburban
2016,Santa Cruz,45 - 49 years,Unknown,10,11,6,suburban
2016,Santa Cruz,50 - 54 years,Less than High School,10,12,4,suburban
2016,Santa Cruz,50 - 54 years,"Some College Credit, No 4-Year Degree",16,12,5,suburban
2016,Santa Cruz,50 - 54 years,High School Graduate or GED Completed,22,12,3,suburban
2016,Santa Cruz,50 - 54 years,Bachelor's Degree,10,12,1,suburban
2016,Santa Cruz,50 - 54 years,Graduate Degree,10,12,2,suburban
2016,Santa Cruz,50 - 54 years,Unknown,0,12,6,suburban
2016,Santa Cruz,55 - 59 years,Less than High School,12,13,4,suburban
2016,Santa Cruz,55 - 59 years,Graduate Degree,10,13,2,suburban
2016,Santa Cruz,55 - 59 years,High School Graduate or GED Completed,37,13,3,suburban
2016,Santa Cruz,55 - 59 years,"Some College Credit, No 4-Year Degree",18,13,5,suburban
2016,Santa Cruz,55 - 59 years,Bachelor's Degree,12,13,1,suburban
2016,Santa Cruz,55 - 59 years,Unknown,10,13,6,suburban
2016,Santa Cruz,60 - 64 years,"Some College Credit, No 4-Year Degree",40,14,5,suburban
2016,Santa Cruz,60 - 64 years,Less than High School,14,14,4,suburban
2016,Santa Cruz,60 - 64 years,High School Graduate or GED Completed,39,14,3,suburban
2016,Santa Cruz,60 - 64 years,Bachelor's Degree,26,14,1,suburban
2016,Santa Cruz,60 - 64 years,Graduate Degree,10,14,2,suburban
2016,Santa Cruz,60 - 64 years,Unknown,10,14,6,suburban
2016,Santa Cruz,65 - 69 years,Graduate Degree,21,15,2,suburban
2016,Santa Cruz,65 - 69 years,Less than High School,21,15,4,suburban
2016,Santa Cruz,65 - 69 years,High School Graduate or GED Completed,44,15,3,suburban
2016,Santa Cruz,65 - 69 years,"Some College Credit, No 4-Year Degree",52,15,5,suburban
2016,Santa Cruz,65 - 69 years,Bachelor's Degree,22,15,1,suburban
2016,Santa Cruz,65 - 69 years,Unknown,10,15,6,suburban
2016,Santa Cruz,70 - 74 years,"Some College Credit, No 4-Year Degree",28,16,5,suburban
2016,Santa Cruz,70 - 74 years,Less than High School,19,16,4,suburban
2016,Santa Cruz,70 - 74 years,High School Graduate or GED Completed,39,16,3,suburban
2016,Santa Cruz,70 - 74 years,Bachelor's Degree,30,16,1,suburban
2016,Santa Cruz,70 - 74 years,Graduate Degree,34,16,2,suburban
2016,Santa Cruz,70 - 74 years,Unknown,10,16,6,suburban
2016,Santa Cruz,75 - 79 years,Graduate Degree,25,17,2,suburban
2016,Santa Cruz,75 - 79 years,Less than High School,11,17,4,suburban
2016,Santa Cruz,75 - 79 years,High School Graduate or GED Completed,37,17,3,suburban
2016,Santa Cruz,75 - 79 years,"Some College Credit, No 4-Year Degree",26,17,5,suburban
2016,Santa Cruz,75 - 79 years,Bachelor's Degree,31,17,1,suburban
2016,Santa Cruz,75 - 79 years,Unknown,10,17,6,suburban
2016,Santa Cruz,80 - 84 years,"Some College Credit, No 4-Year Degree",40,18,5,suburban
2016,Santa Cruz,80 - 84 years,Less than High School,21,18,4,suburban
2016,Santa Cruz,80 - 84 years,High School Graduate or GED Completed,54,18,3,suburban
2016,Santa Cruz,80 - 84 years,Bachelor's Degree,41,18,1,suburban
2016,Santa Cruz,80 - 84 years,Graduate Degree,36,18,2,suburban
2016,Santa Cruz,80 - 84 years,Unknown,10,18,6,suburban
2016,Santa Cruz,85 - 89 years,Graduate Degree,38,19,2,suburban
2016,Santa Cruz,85 - 89 years,High School Graduate or GED Completed,76,19,3,suburban
2016,Santa Cruz,85 - 89 years,"Some College Credit, No 4-Year Degree",46,19,5,suburban
2016,Santa Cruz,85 - 89 years,Bachelor's Degree,41,19,1,suburban
2016,Santa Cruz,85 - 89 years,Unknown,10,19,6,suburban
2016,Santa Cruz,85 - 89 years,Less than High School,35,19,4,suburban
2016,Santa Cruz,90 - 94 years,Less than High School,39,20,4,suburban
2016,Santa Cruz,90 - 94 years,High School Graduate or GED Completed,83,20,3,suburban
2016,Santa Cruz,90 - 94 years,Bachelor's Degree,53,20,1,suburban
2016,Santa Cruz,90 - 94 years,Graduate Degree,35,20,2,suburban
2016,Santa Cruz,90 - 94 years,Unknown,10,20,6,suburban
2016,Santa Cruz,90 - 94 years,"Some College Credit, No 4-Year Degree",57,20,5,suburban
2016,Santa Cruz,95 - 99 years,Less than High School,19,21,4,suburban
2016,Santa Cruz,95 - 99 years,High School Graduate or GED Completed,45,21,3,suburban
2016,Santa Cruz,95 - 99 years,"Some College Credit, No 4-Year Degree",29,21,5,suburban
2016,Santa Cruz,95 - 99 years,Bachelor's Degree,15,21,1,suburban
2016,Santa Cruz,95 - 99 years,Unknown,10,21,6,suburban
2016,Santa Cruz,95 - 99 years,Graduate Degree,11,21,2,suburban
2016,Santa Cruz,100 years and over,Less than High School,10,22,4,suburban
2016,Santa Cruz,100 years and over,High School Graduate or GED Completed,13,22,3,suburban
2016,Santa Cruz,100 years and over,Bachelor's Degree,10,22,1,suburban
2016,Santa Cruz,100 years and over,Graduate Degree,10,22,2,suburban
2016,Santa Cruz,100 years and over,Unknown,0,22,6,suburban
2016,Santa Cruz,100 years and over,"Some College Credit, No 4-Year Degree",10,22,5,suburban
2016,Shasta,Less than 1 year,High School Graduate or GED Completed,0,1,3,suburban
2016,Shasta,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,suburban
2016,Shasta,Less than 1 year,Bachelor's Degree,0,1,1,suburban
2016,Shasta,Less than 1 year,Unknown,0,1,6,suburban
2016,Shasta,Less than 1 year,Graduate Degree,0,1,2,suburban
2016,Shasta,Less than 1 year,Less than High School,13,1,4,suburban
2016,Shasta,1 - 4 years,Less than High School,10,2,4,suburban
2016,Shasta,1 - 4 years,High School Graduate or GED Completed,0,2,3,suburban
2016,Shasta,1 - 4 years,Bachelor's Degree,0,2,1,suburban
2016,Shasta,1 - 4 years,Graduate Degree,0,2,2,suburban
2016,Shasta,1 - 4 years,Unknown,0,2,6,suburban
2016,Shasta,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,suburban
2016,Shasta,5 - 9 years,High School Graduate or GED Completed,0,3,3,suburban
2016,Shasta,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,suburban
2016,Shasta,5 - 9 years,Bachelor's Degree,0,3,1,suburban
2016,Shasta,5 - 9 years,Unknown,0,3,6,suburban
2016,Shasta,5 - 9 years,Less than High School,0,3,4,suburban
2016,Shasta,5 - 9 years,Graduate Degree,0,3,2,suburban
2016,Shasta,10 - 14 years,Less than High School,10,4,4,suburban
2016,Shasta,10 - 14 years,High School Graduate or GED Completed,0,4,3,suburban
2016,Shasta,10 - 14 years,Bachelor's Degree,0,4,1,suburban
2016,Shasta,10 - 14 years,Graduate Degree,0,4,2,suburban
2016,Shasta,10 - 14 years,Unknown,0,4,6,suburban
2016,Shasta,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,suburban
2016,Shasta,15 - 19 years,High School Graduate or GED Completed,10,5,3,suburban
2016,Shasta,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,suburban
2016,Shasta,15 - 19 years,Bachelor's Degree,0,5,1,suburban
2016,Shasta,15 - 19 years,Graduate Degree,0,5,2,suburban
2016,Shasta,15 - 19 years,Unknown,0,5,6,suburban
2016,Shasta,15 - 19 years,Less than High School,10,5,4,suburban
2016,Shasta,20 - 24 years,Less than High School,10,6,4,suburban
2016,Shasta,20 - 24 years,High School Graduate or GED Completed,10,6,3,suburban
2016,Shasta,20 - 24 years,Bachelor's Degree,0,6,1,suburban
2016,Shasta,20 - 24 years,Graduate Degree,0,6,2,suburban
2016,Shasta,20 - 24 years,Unknown,0,6,6,suburban
2016,Shasta,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,suburban
2016,Shasta,25 - 29 years,High School Graduate or GED Completed,10,7,3,suburban
2016,Shasta,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,suburban
2016,Shasta,25 - 29 years,Bachelor's Degree,10,7,1,suburban
2016,Shasta,25 - 29 years,Unknown,0,7,6,suburban
2016,Shasta,25 - 29 years,Less than High School,10,7,4,suburban
2016,Shasta,25 - 29 years,Graduate Degree,10,7,2,suburban
2016,Shasta,30 - 34 years,Less than High School,10,8,4,suburban
2016,Shasta,30 - 34 years,High School Graduate or GED Completed,13,8,3,suburban
2016,Shasta,30 - 34 years,Bachelor's Degree,10,8,1,suburban
2016,Shasta,30 - 34 years,Graduate Degree,0,8,2,suburban
2016,Shasta,30 - 34 years,Unknown,0,8,6,suburban
2016,Shasta,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,suburban
2016,Shasta,35 - 39 years,High School Graduate or GED Completed,15,9,3,suburban
2016,Shasta,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,suburban
2016,Shasta,35 - 39 years,Bachelor's Degree,0,9,1,suburban
2016,Shasta,35 - 39 years,Unknown,10,9,6,suburban
2016,Shasta,35 - 39 years,Graduate Degree,0,9,2,suburban
2016,Shasta,35 - 39 years,Less than High School,10,9,4,suburban
2016,Shasta,40 - 44 years,Less than High School,10,10,4,suburban
2016,Shasta,40 - 44 years,High School Graduate or GED Completed,10,10,3,suburban
2016,Shasta,40 - 44 years,Bachelor's Degree,10,10,1,suburban
2016,Shasta,40 - 44 years,Graduate Degree,10,10,2,suburban
2016,Shasta,40 - 44 years,Unknown,10,10,6,suburban
2016,Shasta,40 - 44 years,"Some College Credit, No 4-Year Degree",11,10,5,suburban
2016,Shasta,45 - 49 years,High School Graduate or GED Completed,18,11,3,suburban
2016,Shasta,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,suburban
2016,Shasta,45 - 49 years,Bachelor's Degree,0,11,1,suburban
2016,Shasta,45 - 49 years,Unknown,10,11,6,suburban
2016,Shasta,45 - 49 years,Less than High School,12,11,4,suburban
2016,Shasta,45 - 49 years,Graduate Degree,10,11,2,suburban
2016,Shasta,50 - 54 years,Less than High School,18,12,4,suburban
2016,Shasta,50 - 54 years,High School Graduate or GED Completed,40,12,3,suburban
2016,Shasta,50 - 54 years,Bachelor's Degree,10,12,1,suburban
2016,Shasta,50 - 54 years,Graduate Degree,0,12,2,suburban
2016,Shasta,50 - 54 years,Unknown,10,12,6,suburban
2016,Shasta,50 - 54 years,"Some College Credit, No 4-Year Degree",19,12,5,suburban
2016,Shasta,55 - 59 years,High School Graduate or GED Completed,69,13,3,suburban
2016,Shasta,55 - 59 years,"Some College Credit, No 4-Year Degree",30,13,5,suburban
2016,Shasta,55 - 59 years,Bachelor's Degree,12,13,1,suburban
2016,Shasta,55 - 59 years,Unknown,10,13,6,suburban
2016,Shasta,55 - 59 years,Graduate Degree,10,13,2,suburban
2016,Shasta,55 - 59 years,Less than High School,27,13,4,suburban
2016,Shasta,60 - 64 years,Less than High School,16,14,4,suburban
2016,Shasta,60 - 64 years,High School Graduate or GED Completed,85,14,3,suburban
2016,Shasta,60 - 64 years,Bachelor's Degree,10,14,1,suburban
2016,Shasta,60 - 64 years,Graduate Degree,10,14,2,suburban
2016,Shasta,60 - 64 years,Unknown,11,14,6,suburban
2016,Shasta,60 - 64 years,"Some College Credit, No 4-Year Degree",53,14,5,suburban
