Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex,age_cat,sex_cat,Description
2014,Humboldt,1 - 4 years,Male,6,2,2,rural
2014,Humboldt,5 - 9 years,Male,0,3,2,rural
2014,Humboldt,5 - 9 years,Female,0,3,1,rural
2014,Humboldt,10 - 14 years,Male,6,4,2,rural
2014,Humboldt,10 - 14 years,Female,0,4,1,rural
2014,Humboldt,15 - 19 years,Male,6,5,2,rural
2014,Humboldt,15 - 19 years,Female,6,5,1,rural
2014,Humboldt,20 - 24 years,Male,6,6,2,rural
2014,Humboldt,20 - 24 years,Female,6,6,1,rural
2014,Humboldt,25 - 29 years,Male,6,7,2,rural
2014,Humboldt,25 - 29 years,Female,6,7,1,rural
2014,Humboldt,30 - 34 years,Female,6,8,1,rural
2014,Humboldt,30 - 34 years,Male,12,8,2,rural
2014,Humboldt,35 - 39 years,Male,6,9,2,rural
2014,Humboldt,35 - 39 years,Female,6,9,1,rural
2014,Humboldt,40 - 44 years,Female,6,10,1,rural
2014,Humboldt,40 - 44 years,Male,16,10,2,rural
2014,Humboldt,45 - 49 years,Female,14,11,1,rural
2014,Humboldt,45 - 49 years,Male,21,11,2,rural
2014,Humboldt,50 - 54 years,Female,19,12,1,rural
2014,Humboldt,50 - 54 years,Male,46,12,2,rural
2014,Humboldt,55 - 59 years,Male,54,13,2,rural
2014,Humboldt,55 - 59 years,Female,32,13,1,rural
2014,Humboldt,60 - 64 years,Female,42,14,1,rural
2014,Humboldt,60 - 64 years,Male,75,14,2,rural
2014,Humboldt,65 - 69 years,Female,54,15,1,rural
2014,Humboldt,65 - 69 years,Male,82,15,2,rural
2014,Humboldt,70 - 74 years,Female,47,16,1,rural
2014,Humboldt,70 - 74 years,Male,59,16,2,rural
2014,Humboldt,75 - 79 years,Female,58,17,1,rural
2014,Humboldt,75 - 79 years,Male,70,17,2,rural
2014,Humboldt,80 - 84 years,Male,70,18,2,rural
2014,Humboldt,80 - 84 years,Female,81,18,1,rural
2014,Humboldt,85 - 89 years,Female,103,19,1,rural
2014,Humboldt,85 - 89 years,Male,67,19,2,rural
2014,Humboldt,90 - 94 years,Male,50,20,2,rural
2014,Humboldt,90 - 94 years,Female,81,20,1,rural
2014,Humboldt,95 - 99 years,Male,15,21,2,rural
2014,Humboldt,95 - 99 years,Female,38,21,1,rural
2014,Humboldt,100 years and over,Male,6,22,2,rural
2014,Humboldt,100 years and over,Female,12,22,1,rural
2014,Imperial,Less than 1 year,Female,6,1,1,suburban
2014,Imperial,Less than 1 year,Male,6,1,2,suburban
2014,Imperial,1 - 4 years,Male,6,2,2,suburban
2014,Imperial,1 - 4 years,Female,6,2,1,suburban
2014,Imperial,5 - 9 years,Male,0,3,2,suburban
2014,Imperial,5 - 9 years,Female,6,3,1,suburban
2014,Imperial,10 - 14 years,Male,0,4,2,suburban
2014,Imperial,10 - 14 years,Female,0,4,1,suburban
2014,Imperial,15 - 19 years,Female,6,5,1,suburban
2014,Imperial,15 - 19 years,Male,6,5,2,suburban
2014,Imperial,20 - 24 years,Female,6,6,1,suburban
2014,Imperial,20 - 24 years,Male,6,6,2,suburban
2014,Imperial,25 - 29 years,Female,6,7,1,suburban
2014,Imperial,25 - 29 years,Male,6,7,2,suburban
2014,Imperial,30 - 34 years,Male,6,8,2,suburban
2014,Imperial,30 - 34 years,Female,6,8,1,suburban
2014,Imperial,35 - 39 years,Male,17,9,2,suburban
2014,Imperial,35 - 39 years,Female,6,9,1,suburban
2014,Imperial,40 - 44 years,Male,6,10,2,suburban
2014,Imperial,40 - 44 years,Female,6,10,1,suburban
2014,Imperial,45 - 49 years,Male,25,11,2,suburban
2014,Imperial,45 - 49 years,Female,6,11,1,suburban
2014,Imperial,50 - 54 years,Male,31,12,2,suburban
2014,Imperial,50 - 54 years,Female,21,12,1,suburban
2014,Imperial,55 - 59 years,Female,25,13,1,suburban
2014,Imperial,55 - 59 years,Male,49,13,2,suburban
2014,Imperial,60 - 64 years,Male,59,14,2,suburban
2014,Imperial,60 - 64 years,Female,30,14,1,suburban
2014,Imperial,65 - 69 years,Male,68,15,2,suburban
2014,Imperial,65 - 69 years,Female,33,15,1,suburban
2014,Imperial,70 - 74 years,Female,30,16,1,suburban
2014,Imperial,70 - 74 years,Male,58,16,2,suburban
2014,Imperial,75 - 79 years,Male,90,17,2,suburban
2014,Imperial,75 - 79 years,Female,44,17,1,suburban
2014,Imperial,80 - 84 years,Female,64,18,1,suburban
2014,Imperial,80 - 84 years,Male,72,18,2,suburban
2014,Imperial,85 - 89 years,Female,62,19,1,suburban
2014,Imperial,85 - 89 years,Male,73,19,2,suburban
2014,Imperial,90 - 94 years,Female,50,20,1,suburban
2014,Imperial,90 - 94 years,Male,41,20,2,suburban
2014,Imperial,95 - 99 years,Male,12,21,2,suburban
2014,Imperial,95 - 99 years,Female,14,21,1,suburban
2014,Imperial,100 years and over,Male,0,22,2,suburban
2014,Imperial,100 years and over,Female,12,22,1,suburban
2014,Inyo,Less than 1 year,Female,6,1,1,rural
2014,Inyo,Less than 1 year,Male,6,1,2,rural
2014,Inyo,1 - 4 years,Female,0,2,1,rural
2014,Inyo,1 - 4 years,Male,0,2,2,rural
2014,Inyo,5 - 9 years,Male,0,3,2,rural
2014,Inyo,5 - 9 years,Female,0,3,1,rural
2014,Inyo,10 - 14 years,Female,0,4,1,rural
2014,Inyo,10 - 14 years,Male,6,4,2,rural
2014,Inyo,15 - 19 years,Female,0,5,1,rural
2014,Inyo,15 - 19 years,Male,0,5,2,rural
2014,Inyo,20 - 24 years,Male,0,6,2,rural
2014,Inyo,20 - 24 years,Female,6,6,1,rural
2014,Inyo,25 - 29 years,Female,0,7,1,rural
2014,Inyo,25 - 29 years,Male,6,7,2,rural
2014,Inyo,30 - 34 years,Female,0,8,1,rural
2014,Inyo,30 - 34 years,Male,0,8,2,rural
2014,Inyo,35 - 39 years,Male,6,9,2,rural
2014,Inyo,35 - 39 years,Female,6,9,1,rural
2014,Inyo,40 - 44 years,Male,6,10,2,rural
2014,Inyo,40 - 44 years,Female,0,10,1,rural
2014,Inyo,45 - 49 years,Female,6,11,1,rural
2014,Inyo,45 - 49 years,Male,6,11,2,rural
2014,Inyo,50 - 54 years,Male,6,12,2,rural
2014,Inyo,50 - 54 years,Female,6,12,1,rural
2014,Inyo,55 - 59 years,Female,6,13,1,rural
2014,Inyo,55 - 59 years,Male,6,13,2,rural
2014,Inyo,60 - 64 years,Male,14,14,2,rural
2014,Inyo,60 - 64 years,Female,6,14,1,rural
2014,Inyo,65 - 69 years,Male,6,15,2,rural
2014,Inyo,65 - 69 years,Female,6,15,1,rural
2014,Inyo,70 - 74 years,Male,19,16,2,rural
2014,Inyo,70 - 74 years,Female,6,16,1,rural
2014,Inyo,75 - 79 years,Female,6,17,1,rural
2014,Inyo,75 - 79 years,Male,6,17,2,rural
2014,Inyo,80 - 84 years,Male,6,18,2,rural
2014,Inyo,80 - 84 years,Female,17,18,1,rural
2014,Inyo,85 - 89 years,Male,6,19,2,rural
2014,Inyo,85 - 89 years,Female,17,19,1,rural
2014,Inyo,90 - 94 years,Female,6,20,1,rural
2014,Inyo,90 - 94 years,Male,6,20,2,rural
2014,Inyo,95 - 99 years,Male,6,21,2,rural
2014,Inyo,95 - 99 years,Female,6,21,1,rural
2014,Inyo,100 years and over,Male,6,22,2,rural
2014,Inyo,100 years and over,Female,6,22,1,rural
2014,Kern,Less than 1 year,Female,39,1,1,suburban
2014,Kern,Less than 1 year,Male,42,1,2,suburban
2014,Kern,1 - 4 years,Male,6,2,2,suburban
2014,Kern,1 - 4 years,Female,6,2,1,suburban
2014,Kern,5 - 9 years,Male,6,3,2,suburban
2014,Kern,5 - 9 years,Female,6,3,1,suburban
2014,Kern,10 - 14 years,Female,6,4,1,suburban
2014,Kern,10 - 14 years,Male,6,4,2,suburban
2014,Kern,15 - 19 years,Female,6,5,1,suburban
2014,Kern,15 - 19 years,Male,37,5,2,suburban
2014,Kern,20 - 24 years,Male,53,6,2,suburban
2014,Kern,20 - 24 years,Female,19,6,1,suburban
2014,Kern,25 - 29 years,Male,52,7,2,suburban
2014,Kern,25 - 29 years,Female,17,7,1,suburban
2014,Kern,30 - 34 years,Female,21,8,1,suburban
2014,Kern,30 - 34 years,Male,58,8,2,suburban
2014,Kern,35 - 39 years,Male,51,9,2,suburban
2014,Kern,35 - 39 years,Female,34,9,1,suburban
2014,Kern,40 - 44 years,Female,48,10,1,suburban
2014,Kern,40 - 44 years,Male,75,10,2,suburban
2014,Kern,45 - 49 years,Male,117,11,2,suburban
2014,Kern,45 - 49 years,Female,80,11,1,suburban
2014,Kern,50 - 54 years,Female,106,12,1,suburban
2014,Kern,50 - 54 years,Male,199,12,2,suburban
2014,Kern,55 - 59 years,Male,260,13,2,suburban
2014,Kern,55 - 59 years,Female,158,13,1,suburban
2014,Kern,60 - 64 years,Female,198,14,1,suburban
2014,Kern,60 - 64 years,Male,319,14,2,suburban
2014,Kern,65 - 69 years,Male,270,15,2,suburban
2014,Kern,65 - 69 years,Female,199,15,1,suburban
2014,Kern,70 - 74 years,Female,258,16,1,suburban
2014,Kern,70 - 74 years,Male,331,16,2,suburban
2014,Kern,75 - 79 years,Female,301,17,1,suburban
2014,Kern,75 - 79 years,Male,299,17,2,suburban
2014,Kern,80 - 84 years,Male,365,18,2,suburban
2014,Kern,80 - 84 years,Female,331,18,1,suburban
2014,Kern,85 - 89 years,Female,426,19,1,suburban
2014,Kern,85 - 89 years,Male,298,19,2,suburban
2014,Kern,90 - 94 years,Female,289,20,1,suburban
2014,Kern,90 - 94 years,Male,172,20,2,suburban
2014,Kern,95 - 99 years,Female,122,21,1,suburban
2014,Kern,95 - 99 years,Male,38,21,2,suburban
2014,Kern,100 years and over,Male,6,22,2,suburban
2014,Kern,100 years and over,Female,26,22,1,suburban
2014,Kings,Less than 1 year,Male,6,1,2,rural
2014,Kings,Less than 1 year,Female,6,1,1,rural
2014,Kings,1 - 4 years,Female,6,2,1,rural
2014,Kings,1 - 4 years,Male,0,2,2,rural
2014,Kings,5 - 9 years,Male,0,3,2,rural
2014,Kings,5 - 9 years,Female,0,3,1,rural
2014,Kings,10 - 14 years,Female,0,4,1,rural
2014,Kings,10 - 14 years,Male,6,4,2,rural
2014,Kings,15 - 19 years,Female,6,5,1,rural
2014,Kings,15 - 19 years,Male,6,5,2,rural
2014,Kings,20 - 24 years,Female,6,6,1,rural
2014,Kings,20 - 24 years,Male,6,6,2,rural
2014,Kings,25 - 29 years,Male,6,7,2,rural
2014,Kings,25 - 29 years,Female,6,7,1,rural
2014,Kings,30 - 34 years,Male,6,8,2,rural
2014,Kings,30 - 34 years,Female,6,8,1,rural
2014,Kings,35 - 39 years,Female,6,9,1,rural
2014,Kings,35 - 39 years,Male,11,9,2,rural
2014,Kings,40 - 44 years,Male,6,10,2,rural
2014,Kings,40 - 44 years,Female,6,10,1,rural
2014,Kings,45 - 49 years,Female,13,11,1,rural
2014,Kings,45 - 49 years,Male,25,11,2,rural
2014,Kings,50 - 54 years,Male,26,12,2,rural
2014,Kings,50 - 54 years,Female,15,12,1,rural
2014,Kings,55 - 59 years,Female,18,13,1,rural
2014,Kings,55 - 59 years,Male,44,13,2,rural
2014,Kings,60 - 64 years,Male,46,14,2,rural
2014,Kings,60 - 64 years,Female,22,14,1,rural
2014,Kings,65 - 69 years,Female,28,15,1,rural
2014,Kings,65 - 69 years,Male,42,15,2,rural
2014,Kings,70 - 74 years,Male,42,16,2,rural
2014,Kings,70 - 74 years,Female,29,16,1,rural
2014,Kings,75 - 79 years,Female,38,17,1,rural
2014,Kings,75 - 79 years,Male,39,17,2,rural
2014,Kings,80 - 84 years,Male,46,18,2,rural
2014,Kings,80 - 84 years,Female,48,18,1,rural
2014,Kings,85 - 89 years,Male,42,19,2,rural
2014,Kings,85 - 89 years,Female,54,19,1,rural
2014,Kings,90 - 94 years,Male,23,20,2,rural
2014,Kings,90 - 94 years,Female,42,20,1,rural
2014,Kings,95 - 99 years,Female,19,21,1,rural
2014,Kings,95 - 99 years,Male,6,21,2,rural
2014,Kings,100 years and over,Male,6,22,2,rural
2014,Kings,100 years and over,Female,6,22,1,rural
2014,Lake,Less than 1 year,Female,0,1,1,rural
2014,Lake,Less than 1 year,Male,6,1,2,rural
2014,Lake,1 - 4 years,Female,6,2,1,rural
2014,Lake,1 - 4 years,Male,6,2,2,rural
2014,Lake,5 - 9 years,Female,0,3,1,rural
2014,Lake,5 - 9 years,Male,6,3,2,rural
2014,Lake,10 - 14 years,Male,6,4,2,rural
2014,Lake,10 - 14 years,Female,0,4,1,rural
2014,Lake,15 - 19 years,Male,6,5,2,rural
2014,Lake,15 - 19 years,Female,6,5,1,rural
2014,Lake,20 - 24 years,Male,6,6,2,rural
2014,Lake,20 - 24 years,Female,0,6,1,rural
2014,Lake,25 - 29 years,Female,6,7,1,rural
2014,Lake,25 - 29 years,Male,6,7,2,rural
2014,Lake,30 - 34 years,Female,6,8,1,rural
2014,Lake,30 - 34 years,Male,6,8,2,rural
2014,Lake,35 - 39 years,Female,6,9,1,rural
2014,Lake,35 - 39 years,Male,6,9,2,rural
2014,Lake,40 - 44 years,Male,6,10,2,rural
2014,Lake,40 - 44 years,Female,6,10,1,rural
2014,Lake,45 - 49 years,Female,6,11,1,rural
2014,Lake,45 - 49 years,Male,13,11,2,rural
2014,Lake,50 - 54 years,Female,15,12,1,rural
2014,Lake,50 - 54 years,Male,26,12,2,rural
2014,Lake,55 - 59 years,Male,30,13,2,rural
2014,Lake,55 - 59 years,Female,25,13,1,rural
2014,Lake,60 - 64 years,Male,41,14,2,rural
2014,Lake,60 - 64 years,Female,24,14,1,rural
2014,Lake,65 - 69 years,Male,47,15,2,rural
2014,Lake,65 - 69 years,Female,36,15,1,rural
2014,Lake,70 - 74 years,Female,34,16,1,rural
2014,Lake,70 - 74 years,Male,44,16,2,rural
2014,Lake,75 - 79 years,Female,45,17,1,rural
2014,Lake,75 - 79 years,Male,45,17,2,rural
2014,Lake,80 - 84 years,Female,40,18,1,rural
2014,Lake,80 - 84 years,Male,34,18,2,rural
2014,Lake,85 - 89 years,Female,50,19,1,rural
2014,Lake,85 - 89 years,Male,53,19,2,rural
2014,Lake,90 - 94 years,Male,23,20,2,rural
2014,Lake,90 - 94 years,Female,37,20,1,rural
2014,Lake,95 - 99 years,Female,25,21,1,rural
2014,Lake,95 - 99 years,Male,13,21,2,rural
2014,Lake,100 years and over,Female,6,22,1,rural
2014,Lake,100 years and over,Male,6,22,2,rural
2014,Lassen,Less than 1 year,Female,0,1,1,rural
2014,Lassen,Less than 1 year,Male,6,1,2,rural
2014,Lassen,1 - 4 years,Female,0,2,1,rural
2014,Lassen,1 - 4 years,Male,0,2,2,rural
2014,Lassen,5 - 9 years,Female,0,3,1,rural
2014,Lassen,5 - 9 years,Male,0,3,2,rural
2014,Lassen,10 - 14 years,Male,0,4,2,rural
2014,Lassen,10 - 14 years,Female,0,4,1,rural
2014,Lassen,15 - 19 years,Female,6,5,1,rural
2014,Lassen,15 - 19 years,Male,0,5,2,rural
2014,Lassen,20 - 24 years,Female,0,6,1,rural
2014,Lassen,20 - 24 years,Male,6,6,2,rural
2014,Lassen,25 - 29 years,Female,0,7,1,rural
2014,Lassen,25 - 29 years,Male,6,7,2,rural
2014,Lassen,30 - 34 years,Male,6,8,2,rural
2014,Lassen,30 - 34 years,Female,0,8,1,rural
2014,Lassen,35 - 39 years,Female,0,9,1,rural
2014,Lassen,35 - 39 years,Male,6,9,2,rural
2014,Lassen,40 - 44 years,Female,6,10,1,rural
2014,Lassen,40 - 44 years,Male,6,10,2,rural
2014,Lassen,45 - 49 years,Female,6,11,1,rural
2014,Lassen,45 - 49 years,Male,6,11,2,rural
2014,Lassen,50 - 54 years,Male,6,12,2,rural
2014,Lassen,50 - 54 years,Female,6,12,1,rural
2014,Lassen,55 - 59 years,Male,6,13,2,rural
2014,Lassen,55 - 59 years,Female,6,13,1,rural
2014,Lassen,60 - 64 years,Male,6,14,2,rural
2014,Lassen,60 - 64 years,Female,6,14,1,rural
2014,Lassen,65 - 69 years,Male,16,15,2,rural
2014,Lassen,65 - 69 years,Female,12,15,1,rural
2014,Lassen,70 - 74 years,Male,6,16,2,rural
2014,Lassen,70 - 74 years,Female,6,16,1,rural
2014,Lassen,75 - 79 years,Male,14,17,2,rural
2014,Lassen,75 - 79 years,Female,6,17,1,rural
2014,Lassen,80 - 84 years,Female,16,18,1,rural
2014,Lassen,80 - 84 years,Male,16,18,2,rural
2014,Lassen,85 - 89 years,Female,16,19,1,rural
2014,Lassen,85 - 89 years,Male,6,19,2,rural
2014,Lassen,90 - 94 years,Male,6,20,2,rural
2014,Lassen,90 - 94 years,Female,6,20,1,rural
2014,Lassen,95 - 99 years,Male,6,21,2,rural
2014,Lassen,95 - 99 years,Female,6,21,1,rural
2014,Lassen,100 years and over,Female,6,22,1,rural
2014,Lassen,100 years and over,Male,0,22,2,rural
2014,Los Angeles,Less than 1 year,Female,252,1,1,urban
2014,Los Angeles,Less than 1 year,Male,270,1,2,urban
2014,Los Angeles,1 - 4 years,Female,46,2,1,urban
2014,Los Angeles,1 - 4 years,Male,52,2,2,urban
2014,Los Angeles,5 - 9 years,Male,38,3,2,urban
2014,Los Angeles,5 - 9 years,Female,15,3,1,urban
2014,Los Angeles,10 - 14 years,Male,42,4,2,urban
2014,Los Angeles,10 - 14 years,Female,22,4,1,urban
2014,Los Angeles,15 - 19 years,Male,177,5,2,urban
2014,Los Angeles,15 - 19 years,Female,63,5,1,urban
2014,Los Angeles,20 - 24 years,Male,339,6,2,urban
2014,Los Angeles,20 - 24 years,Female,121,6,1,urban
2014,Los Angeles,25 - 29 years,Female,131,7,1,urban
2014,Los Angeles,25 - 29 years,Male,401,7,2,urban
2014,Los Angeles,30 - 34 years,Male,407,8,2,urban
2014,Los Angeles,30 - 34 years,Female,152,8,1,urban
2014,Los Angeles,35 - 39 years,Female,236,9,1,urban
2014,Los Angeles,35 - 39 years,Male,476,9,2,urban
2014,Los Angeles,40 - 44 years,Female,391,10,1,urban
2014,Los Angeles,40 - 44 years,Male,624,10,2,urban
2014,Los Angeles,45 - 49 years,Male,1003,11,2,urban
2014,Los Angeles,45 - 49 years,Female,641,11,1,urban
2014,Los Angeles,50 - 54 years,Female,988,12,1,urban
2014,Los Angeles,50 - 54 years,Male,1524,12,2,urban
2014,Los Angeles,55 - 59 years,Female,1411,13,1,urban
2014,Los Angeles,55 - 59 years,Male,2223,13,2,urban
2014,Los Angeles,60 - 64 years,Male,2591,14,2,urban
2014,Los Angeles,60 - 64 years,Female,1648,14,1,urban
2014,Los Angeles,65 - 69 years,Female,1941,15,1,urban
2014,Los Angeles,65 - 69 years,Male,2725,15,2,urban
2014,Los Angeles,70 - 74 years,Male,2745,16,2,urban
2014,Los Angeles,70 - 74 years,Female,2240,16,1,urban
2014,Los Angeles,75 - 79 years,Male,3193,17,2,urban
2014,Los Angeles,75 - 79 years,Female,2793,17,1,urban
2014,Los Angeles,80 - 84 years,Male,3564,18,2,urban
2014,Los Angeles,80 - 84 years,Female,3582,18,1,urban
2014,Los Angeles,85 - 89 years,Female,4777,19,1,urban
2014,Los Angeles,85 - 89 years,Male,3746,19,2,urban
2014,Los Angeles,90 - 94 years,Male,2785,20,2,urban
2014,Los Angeles,90 - 94 years,Female,4423,20,1,urban
2014,Los Angeles,95 - 99 years,Male,949,21,2,urban
2014,Los Angeles,95 - 99 years,Female,2029,21,1,urban
2014,Los Angeles,100 years and over,Male,161,22,2,urban
2014,Los Angeles,100 years and over,Female,602,22,1,urban
2014,Madera,Less than 1 year,Female,6,1,1,rural
2014,Madera,Less than 1 year,Male,6,1,2,rural
2014,Madera,1 - 4 years,Female,6,2,1,rural
2014,Madera,1 - 4 years,Male,6,2,2,rural
2014,Madera,5 - 9 years,Male,0,3,2,rural
2014,Madera,5 - 9 years,Female,0,3,1,rural
2014,Madera,10 - 14 years,Female,6,4,1,rural
2014,Madera,10 - 14 years,Male,6,4,2,rural
2014,Madera,15 - 19 years,Female,6,5,1,rural
2014,Madera,15 - 19 years,Male,6,5,2,rural
2014,Madera,20 - 24 years,Male,6,6,2,rural
2014,Madera,20 - 24 years,Female,6,6,1,rural
2014,Madera,25 - 29 years,Female,0,7,1,rural
2014,Madera,25 - 29 years,Male,6,7,2,rural
2014,Madera,30 - 34 years,Male,6,8,2,rural
2014,Madera,30 - 34 years,Female,6,8,1,rural
2014,Madera,35 - 39 years,Male,15,9,2,rural
2014,Madera,35 - 39 years,Female,6,9,1,rural
2014,Madera,40 - 44 years,Female,6,10,1,rural
2014,Madera,40 - 44 years,Male,13,10,2,rural
2014,Madera,45 - 49 years,Female,16,11,1,rural
2014,Madera,45 - 49 years,Male,19,11,2,rural
2014,Madera,50 - 54 years,Male,29,12,2,rural
2014,Madera,50 - 54 years,Female,15,12,1,rural
2014,Madera,55 - 59 years,Female,29,13,1,rural
2014,Madera,55 - 59 years,Male,34,13,2,rural
2014,Madera,60 - 64 years,Female,31,14,1,rural
2014,Madera,60 - 64 years,Male,49,14,2,rural
2014,Madera,65 - 69 years,Male,48,15,2,rural
2014,Madera,65 - 69 years,Female,27,15,1,rural
2014,Madera,70 - 74 years,Male,70,16,2,rural
2014,Madera,70 - 74 years,Female,33,16,1,rural
2014,Madera,75 - 79 years,Male,61,17,2,rural
2014,Madera,75 - 79 years,Female,54,17,1,rural
2014,Madera,80 - 84 years,Male,80,18,2,rural
2014,Madera,80 - 84 years,Female,55,18,1,rural
2014,Madera,85 - 89 years,Female,78,19,1,rural
2014,Madera,85 - 89 years,Male,67,19,2,rural
2014,Madera,90 - 94 years,Male,26,20,2,rural
2014,Madera,90 - 94 years,Female,52,20,1,rural
2014,Madera,95 - 99 years,Male,11,21,2,rural
2014,Madera,95 - 99 years,Female,23,21,1,rural
2014,Madera,100 years and over,Male,6,22,2,rural
2014,Madera,100 years and over,Female,6,22,1,rural
2014,Marin,Less than 1 year,Male,6,1,2,suburban
2014,Marin,Less than 1 year,Female,6,1,1,suburban
2014,Marin,1 - 4 years,Female,0,2,1,suburban
2014,Marin,1 - 4 years,Male,0,2,2,suburban
2014,Marin,5 - 9 years,Female,0,3,1,suburban
2014,Marin,5 - 9 years,Male,0,3,2,suburban
2014,Marin,10 - 14 years,Male,0,4,2,suburban
2014,Marin,10 - 14 years,Female,6,4,1,suburban
2014,Marin,15 - 19 years,Female,0,5,1,suburban
2014,Marin,15 - 19 years,Male,6,5,2,suburban
2014,Marin,20 - 24 years,Male,6,6,2,suburban
2014,Marin,20 - 24 years,Female,6,6,1,suburban
2014,Marin,25 - 29 years,Male,6,7,2,suburban
2014,Marin,25 - 29 years,Female,6,7,1,suburban
2014,Marin,30 - 34 years,Male,6,8,2,suburban
2014,Marin,30 - 34 years,Female,0,8,1,suburban
2014,Marin,35 - 39 years,Female,6,9,1,suburban
2014,Marin,35 - 39 years,Male,6,9,2,suburban
2014,Marin,40 - 44 years,Female,6,10,1,suburban
2014,Marin,40 - 44 years,Male,13,10,2,suburban
2014,Marin,45 - 49 years,Female,17,11,1,suburban
2014,Marin,45 - 49 years,Male,17,11,2,suburban
2014,Marin,50 - 54 years,Male,28,12,2,suburban
2014,Marin,50 - 54 years,Female,18,12,1,suburban
2014,Marin,55 - 59 years,Female,23,13,1,suburban
2014,Marin,55 - 59 years,Male,48,13,2,suburban
2014,Marin,60 - 64 years,Male,61,14,2,suburban
2014,Marin,60 - 64 years,Female,44,14,1,suburban
2014,Marin,65 - 69 years,Female,48,15,1,suburban
2014,Marin,65 - 69 years,Male,70,15,2,suburban
2014,Marin,70 - 74 years,Male,93,16,2,suburban
2014,Marin,70 - 74 years,Female,62,16,1,suburban
2014,Marin,75 - 79 years,Female,92,17,1,suburban
2014,Marin,75 - 79 years,Male,92,17,2,suburban
2014,Marin,80 - 84 years,Male,126,18,2,suburban
2014,Marin,80 - 84 years,Female,129,18,1,suburban
2014,Marin,85 - 89 years,Male,133,19,2,suburban
2014,Marin,85 - 89 years,Female,182,19,1,suburban
2014,Marin,90 - 94 years,Female,210,20,1,suburban
2014,Marin,90 - 94 years,Male,130,20,2,suburban
2014,Marin,95 - 99 years,Male,44,21,2,suburban
2014,Marin,95 - 99 years,Female,111,21,1,suburban
2014,Marin,100 years and over,Female,25,22,1,suburban
2014,Marin,100 years and over,Male,6,22,2,suburban
2014,Mariposa,Less than 1 year,Male,0,1,2,rural
2014,Mariposa,Less than 1 year,Female,0,1,1,rural
2014,Mariposa,1 - 4 years,Male,0,2,2,rural
2014,Mariposa,1 - 4 years,Female,0,2,1,rural
2014,Mariposa,5 - 9 years,Female,0,3,1,rural
2014,Mariposa,5 - 9 years,Male,0,3,2,rural
2014,Mariposa,10 - 14 years,Female,0,4,1,rural
2014,Mariposa,10 - 14 years,Male,0,4,2,rural
2014,Mariposa,15 - 19 years,Male,0,5,2,rural
2014,Mariposa,15 - 19 years,Female,6,5,1,rural
2014,Mariposa,20 - 24 years,Male,0,6,2,rural
2014,Mariposa,20 - 24 years,Female,0,6,1,rural
2014,Mariposa,25 - 29 years,Male,0,7,2,rural
2014,Mariposa,25 - 29 years,Female,0,7,1,rural
2014,Mariposa,30 - 34 years,Male,6,8,2,rural
2014,Mariposa,30 - 34 years,Female,0,8,1,rural
2014,Mariposa,35 - 39 years,Female,6,9,1,rural
2014,Mariposa,35 - 39 years,Male,6,9,2,rural
2014,Mariposa,40 - 44 years,Female,6,10,1,rural
2014,Mariposa,40 - 44 years,Male,6,10,2,rural
2014,Mariposa,45 - 49 years,Female,6,11,1,rural
2014,Mariposa,45 - 49 years,Male,6,11,2,rural
2014,Mariposa,50 - 54 years,Female,6,12,1,rural
2014,Mariposa,50 - 54 years,Male,6,12,2,rural
2014,Mariposa,55 - 59 years,Male,6,13,2,rural
2014,Mariposa,55 - 59 years,Female,6,13,1,rural
2014,Mariposa,60 - 64 years,Male,12,14,2,rural
2014,Mariposa,60 - 64 years,Female,6,14,1,rural
2014,Mariposa,65 - 69 years,Female,6,15,1,rural
2014,Mariposa,65 - 69 years,Male,6,15,2,rural
2014,Mariposa,70 - 74 years,Male,6,16,2,rural
2014,Mariposa,70 - 74 years,Female,6,16,1,rural
2014,Mariposa,75 - 79 years,Male,12,17,2,rural
2014,Mariposa,75 - 79 years,Female,6,17,1,rural
2014,Mariposa,80 - 84 years,Female,6,18,1,rural
2014,Mariposa,80 - 84 years,Male,18,18,2,rural
2014,Mariposa,85 - 89 years,Male,12,19,2,rural
2014,Mariposa,85 - 89 years,Female,13,19,1,rural
