Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran
2021,San Joaquin,60 - 64 years,No,201
2021,San Joaquin,60 - 64 years,Unknown,6
2021,San Joaquin,60 - 64 years,Yes,22
2021,San Joaquin,65 - 69 years,No,209
2021,San Joaquin,65 - 69 years,Unknown,13
2021,San Joaquin,65 - 69 years,Yes,30
2021,San Joaquin,70 - 74 years,No,244
2021,San Joaquin,70 - 74 years,Unknown,6
2021,San Joaquin,70 - 74 years,Yes,50
2021,San Joaquin,75 - 79 years,No,244
2021,San Joaquin,75 - 79 years,Unknown,6
2021,San Joaquin,75 - 79 years,Yes,61
2021,San Joaquin,80 - 84 years,No,228
2021,San Joaquin,80 - 84 years,Unknown,6
2021,San Joaquin,80 - 84 years,Yes,45
2021,San Joaquin,85 - 89 years,No,231
2021,San Joaquin,85 - 89 years,Unknown,6
2021,San Joaquin,85 - 89 years,Yes,84
2021,San Joaquin,90 - 94 years,No,162
2021,San Joaquin,90 - 94 years,Unknown,0
2021,San Joaquin,90 - 94 years,Yes,49
2021,San Joaquin,95 - 99 years,No,84
2021,San Joaquin,95 - 99 years,Unknown,6
2021,San Joaquin,95 - 99 years,Yes,22
2021,San Joaquin,100 years and over,No,17
2021,San Joaquin,100 years and over,Unknown,0
2021,San Joaquin,100 years and over,Yes,6
2021,San Luis Obispo,Less than 1 year,No,6
2021,San Luis Obispo,Less than 1 year,Unknown,0
2021,San Luis Obispo,Less than 1 year,Yes,0
2021,San Luis Obispo,1 - 4 years,No,0
2021,San Luis Obispo,1 - 4 years,Unknown,0
2021,San Luis Obispo,1 - 4 years,Yes,0
2021,San Luis Obispo,5 - 9 years,No,0
2021,San Luis Obispo,5 - 9 years,Unknown,0
2021,San Luis Obispo,5 - 9 years,Yes,0
2021,San Luis Obispo,10 - 14 years,No,0
2021,San Luis Obispo,10 - 14 years,Unknown,0
2021,San Luis Obispo,10 - 14 years,Yes,0
2021,San Luis Obispo,15 - 19 years,No,6
2021,San Luis Obispo,15 - 19 years,Unknown,0
2021,San Luis Obispo,15 - 19 years,Yes,0
2021,San Luis Obispo,20 - 24 years,No,6
2021,San Luis Obispo,20 - 24 years,Unknown,0
2021,San Luis Obispo,20 - 24 years,Yes,0
2021,San Luis Obispo,25 - 29 years,No,6
2021,San Luis Obispo,25 - 29 years,Unknown,0
2021,San Luis Obispo,25 - 29 years,Yes,0
2021,San Luis Obispo,30 - 34 years,No,6
2021,San Luis Obispo,30 - 34 years,Unknown,0
2021,San Luis Obispo,30 - 34 years,Yes,0
2021,San Luis Obispo,35 - 39 years,No,6
2021,San Luis Obispo,35 - 39 years,Unknown,0
2021,San Luis Obispo,35 - 39 years,Yes,6
2021,San Luis Obispo,40 - 44 years,No,11
2021,San Luis Obispo,40 - 44 years,Unknown,0
2021,San Luis Obispo,40 - 44 years,Yes,6
2021,San Luis Obispo,45 - 49 years,No,14
2021,San Luis Obispo,45 - 49 years,Unknown,6
2021,San Luis Obispo,45 - 49 years,Yes,0
2021,San Luis Obispo,50 - 54 years,No,28
2021,San Luis Obispo,50 - 54 years,Unknown,0
2021,San Luis Obispo,50 - 54 years,Yes,6
2021,San Luis Obispo,55 - 59 years,No,30
2021,San Luis Obispo,55 - 59 years,Unknown,6
2021,San Luis Obispo,55 - 59 years,Yes,6
2021,San Luis Obispo,60 - 64 years,No,70
2021,San Luis Obispo,60 - 64 years,Unknown,6
2021,San Luis Obispo,60 - 64 years,Yes,12
2021,San Luis Obispo,65 - 69 years,No,82
2021,San Luis Obispo,65 - 69 years,Unknown,6
2021,San Luis Obispo,65 - 69 years,Yes,6
2021,San Luis Obispo,70 - 74 years,No,70
2021,San Luis Obispo,70 - 74 years,Unknown,6
2021,San Luis Obispo,70 - 74 years,Yes,24
2021,San Luis Obispo,75 - 79 years,No,72
2021,San Luis Obispo,75 - 79 years,Unknown,6
2021,San Luis Obispo,75 - 79 years,Yes,29
2021,San Luis Obispo,80 - 84 years,No,81
2021,San Luis Obispo,80 - 84 years,Unknown,6
2021,San Luis Obispo,80 - 84 years,Yes,29
2021,San Luis Obispo,85 - 89 years,No,89
2021,San Luis Obispo,85 - 89 years,Unknown,0
2021,San Luis Obispo,85 - 89 years,Yes,31
2021,San Luis Obispo,90 - 94 years,No,87
2021,San Luis Obispo,90 - 94 years,Unknown,0
2021,San Luis Obispo,90 - 94 years,Yes,33
2021,San Luis Obispo,95 - 99 years,No,41
2021,San Luis Obispo,95 - 99 years,Unknown,6
2021,San Luis Obispo,95 - 99 years,Yes,19
2021,San Luis Obispo,100 years and over,No,6
2021,San Luis Obispo,100 years and over,Unknown,0
2021,San Luis Obispo,100 years and over,Yes,0
2021,San Mateo,Less than 1 year,No,6
2021,San Mateo,Less than 1 year,Unknown,0
2021,San Mateo,Less than 1 year,Yes,0
2021,San Mateo,1 - 4 years,No,0
2021,San Mateo,1 - 4 years,Unknown,0
2021,San Mateo,1 - 4 years,Yes,0
2021,San Mateo,5 - 9 years,No,0
2021,San Mateo,5 - 9 years,Unknown,0
2021,San Mateo,5 - 9 years,Yes,0
2021,San Mateo,10 - 14 years,No,6
2021,San Mateo,10 - 14 years,Unknown,0
2021,San Mateo,10 - 14 years,Yes,0
2021,San Mateo,15 - 19 years,No,6
2021,San Mateo,15 - 19 years,Unknown,0
2021,San Mateo,15 - 19 years,Yes,0
2021,San Mateo,20 - 24 years,No,12
2021,San Mateo,20 - 24 years,Unknown,0
2021,San Mateo,20 - 24 years,Yes,0
2021,San Mateo,25 - 29 years,No,6
2021,San Mateo,25 - 29 years,Unknown,6
2021,San Mateo,25 - 29 years,Yes,0
2021,San Mateo,30 - 34 years,No,20
2021,San Mateo,30 - 34 years,Unknown,0
2021,San Mateo,30 - 34 years,Yes,6
2021,San Mateo,35 - 39 years,No,20
2021,San Mateo,35 - 39 years,Unknown,0
2021,San Mateo,35 - 39 years,Yes,0
2021,San Mateo,40 - 44 years,No,23
2021,San Mateo,40 - 44 years,Unknown,0
2021,San Mateo,40 - 44 years,Yes,6
2021,San Mateo,45 - 49 years,No,42
2021,San Mateo,45 - 49 years,Unknown,0
2021,San Mateo,45 - 49 years,Yes,6
2021,San Mateo,50 - 54 years,No,47
2021,San Mateo,50 - 54 years,Unknown,0
2021,San Mateo,50 - 54 years,Yes,6
2021,San Mateo,55 - 59 years,No,74
2021,San Mateo,55 - 59 years,Unknown,6
2021,San Mateo,55 - 59 years,Yes,6
2021,San Mateo,60 - 64 years,No,100
2021,San Mateo,60 - 64 years,Unknown,0
2021,San Mateo,60 - 64 years,Yes,6
2021,San Mateo,65 - 69 years,No,128
2021,San Mateo,65 - 69 years,Unknown,6
2021,San Mateo,65 - 69 years,Yes,6
2021,San Mateo,70 - 74 years,No,168
2021,San Mateo,70 - 74 years,Unknown,0
2021,San Mateo,70 - 74 years,Yes,21
2021,San Mateo,75 - 79 years,No,151
2021,San Mateo,75 - 79 years,Unknown,6
2021,San Mateo,75 - 79 years,Yes,44
2021,San Mateo,80 - 84 years,No,201
2021,San Mateo,80 - 84 years,Unknown,6
2021,San Mateo,80 - 84 years,Yes,54
2021,San Mateo,85 - 89 years,No,244
2021,San Mateo,85 - 89 years,Unknown,6
2021,San Mateo,85 - 89 years,Yes,52
2021,San Mateo,90 - 94 years,No,191
2021,San Mateo,90 - 94 years,Unknown,6
2021,San Mateo,90 - 94 years,Yes,51
2021,San Mateo,95 - 99 years,No,136
2021,San Mateo,95 - 99 years,Unknown,6
2021,San Mateo,95 - 99 years,Yes,22
2021,San Mateo,100 years and over,No,36
2021,San Mateo,100 years and over,Unknown,0
2021,San Mateo,100 years and over,Yes,6
2021,Santa Barbara,Less than 1 year,No,6
2021,Santa Barbara,Less than 1 year,Unknown,0
2021,Santa Barbara,Less than 1 year,Yes,0
2021,Santa Barbara,1 - 4 years,No,0
2021,Santa Barbara,1 - 4 years,Unknown,0
2021,Santa Barbara,1 - 4 years,Yes,0
2021,Santa Barbara,5 - 9 years,No,0
2021,Santa Barbara,5 - 9 years,Unknown,0
2021,Santa Barbara,5 - 9 years,Yes,0
2021,Santa Barbara,10 - 14 years,No,0
2021,Santa Barbara,10 - 14 years,Unknown,0
2021,Santa Barbara,10 - 14 years,Yes,0
2021,Santa Barbara,15 - 19 years,No,6
2021,Santa Barbara,15 - 19 years,Unknown,0
2021,Santa Barbara,15 - 19 years,Yes,0
2021,Santa Barbara,20 - 24 years,No,11
2021,Santa Barbara,20 - 24 years,Unknown,0
2021,Santa Barbara,20 - 24 years,Yes,0
2021,Santa Barbara,25 - 29 years,No,6
2021,Santa Barbara,25 - 29 years,Unknown,0
2021,Santa Barbara,25 - 29 years,Yes,0
2021,Santa Barbara,30 - 34 years,No,6
2021,Santa Barbara,30 - 34 years,Unknown,0
2021,Santa Barbara,30 - 34 years,Yes,6
2021,Santa Barbara,35 - 39 years,No,6
2021,Santa Barbara,35 - 39 years,Unknown,0
2021,Santa Barbara,35 - 39 years,Yes,6
2021,Santa Barbara,40 - 44 years,No,23
2021,Santa Barbara,40 - 44 years,Unknown,0
2021,Santa Barbara,40 - 44 years,Yes,0
2021,Santa Barbara,45 - 49 years,No,17
2021,Santa Barbara,45 - 49 years,Unknown,0
2021,Santa Barbara,45 - 49 years,Yes,6
2021,Santa Barbara,50 - 54 years,No,39
2021,Santa Barbara,50 - 54 years,Unknown,6
2021,Santa Barbara,50 - 54 years,Yes,6
2021,Santa Barbara,55 - 59 years,No,58
2021,Santa Barbara,55 - 59 years,Unknown,0
2021,Santa Barbara,55 - 59 years,Yes,6
2021,Santa Barbara,60 - 64 years,No,67
2021,Santa Barbara,60 - 64 years,Unknown,6
2021,Santa Barbara,60 - 64 years,Yes,6
2021,Santa Barbara,65 - 69 years,No,82
2021,Santa Barbara,65 - 69 years,Unknown,6
2021,Santa Barbara,65 - 69 years,Yes,11
2021,Santa Barbara,70 - 74 years,No,93
2021,Santa Barbara,70 - 74 years,Unknown,6
2021,Santa Barbara,70 - 74 years,Yes,22
2021,Santa Barbara,75 - 79 years,No,107
2021,Santa Barbara,75 - 79 years,Unknown,6
2021,Santa Barbara,75 - 79 years,Yes,18
2021,Santa Barbara,80 - 84 years,No,130
2021,Santa Barbara,80 - 84 years,Unknown,6
2021,Santa Barbara,80 - 84 years,Yes,54
2021,Santa Barbara,85 - 89 years,No,137
2021,Santa Barbara,85 - 89 years,Unknown,6
2021,Santa Barbara,85 - 89 years,Yes,59
2021,Santa Barbara,90 - 94 years,No,122
2021,Santa Barbara,90 - 94 years,Unknown,0
2021,Santa Barbara,90 - 94 years,Yes,61
2021,Santa Barbara,95 - 99 years,No,88
2021,Santa Barbara,95 - 99 years,Unknown,0
2021,Santa Barbara,95 - 99 years,Yes,26
2021,Santa Barbara,100 years and over,No,19
2021,Santa Barbara,100 years and over,Unknown,0
2021,Santa Barbara,100 years and over,Yes,6
2021,Santa Clara,Less than 1 year,No,19
2021,Santa Clara,Less than 1 year,Unknown,0
2021,Santa Clara,Less than 1 year,Yes,0
2021,Santa Clara,1 - 4 years,No,6
2021,Santa Clara,1 - 4 years,Unknown,0
2021,Santa Clara,1 - 4 years,Yes,0
2021,Santa Clara,5 - 9 years,No,6
2021,Santa Clara,5 - 9 years,Unknown,0
2021,Santa Clara,5 - 9 years,Yes,0
2021,Santa Clara,10 - 14 years,No,6
2021,Santa Clara,10 - 14 years,Unknown,0
2021,Santa Clara,10 - 14 years,Yes,0
2021,Santa Clara,15 - 19 years,No,14
2021,Santa Clara,15 - 19 years,Unknown,0
2021,Santa Clara,15 - 19 years,Yes,0
2021,Santa Clara,20 - 24 years,No,29
2021,Santa Clara,20 - 24 years,Unknown,0
2021,Santa Clara,20 - 24 years,Yes,0
2021,Santa Clara,25 - 29 years,No,28
2021,Santa Clara,25 - 29 years,Unknown,0
2021,Santa Clara,25 - 29 years,Yes,0
2021,Santa Clara,30 - 34 years,No,32
2021,Santa Clara,30 - 34 years,Unknown,0
2021,Santa Clara,30 - 34 years,Yes,6
2021,Santa Clara,35 - 39 years,No,55
2021,Santa Clara,35 - 39 years,Unknown,0
2021,Santa Clara,35 - 39 years,Yes,0
2021,Santa Clara,40 - 44 years,No,52
2021,Santa Clara,40 - 44 years,Unknown,0
2021,Santa Clara,40 - 44 years,Yes,0
2021,Santa Clara,45 - 49 years,No,85
2021,Santa Clara,45 - 49 years,Unknown,0
2021,Santa Clara,45 - 49 years,Yes,6
2021,Santa Clara,50 - 54 years,No,148
2021,Santa Clara,50 - 54 years,Unknown,0
2021,Santa Clara,50 - 54 years,Yes,6
2021,Santa Clara,55 - 59 years,No,188
2021,Santa Clara,55 - 59 years,Unknown,6
2021,Santa Clara,55 - 59 years,Yes,6
2021,Santa Clara,60 - 64 years,No,245
2021,Santa Clara,60 - 64 years,Unknown,6
2021,Santa Clara,60 - 64 years,Yes,15
2021,Santa Clara,65 - 69 years,No,300
2021,Santa Clara,65 - 69 years,Unknown,6
2021,Santa Clara,65 - 69 years,Yes,23
2021,Santa Clara,70 - 74 years,No,342
2021,Santa Clara,70 - 74 years,Unknown,6
2021,Santa Clara,70 - 74 years,Yes,67
2021,Santa Clara,75 - 79 years,No,411
2021,Santa Clara,75 - 79 years,Unknown,6
2021,Santa Clara,75 - 79 years,Yes,76
2021,Santa Clara,80 - 84 years,No,430
2021,Santa Clara,80 - 84 years,Unknown,6
2021,Santa Clara,80 - 84 years,Yes,88
2021,Santa Clara,85 - 89 years,No,471
2021,Santa Clara,85 - 89 years,Unknown,6
2021,Santa Clara,85 - 89 years,Yes,145
2021,Santa Clara,90 - 94 years,No,447
2021,Santa Clara,90 - 94 years,Unknown,6
2021,Santa Clara,90 - 94 years,Yes,119
2021,Santa Clara,95 - 99 years,No,283
2021,Santa Clara,95 - 99 years,Unknown,0
2021,Santa Clara,95 - 99 years,Yes,55
2021,Santa Clara,100 years and over,No,71
2021,Santa Clara,100 years and over,Unknown,6
2021,Santa Clara,100 years and over,Yes,6
2021,Santa Cruz,Less than 1 year,No,6
2021,Santa Cruz,Less than 1 year,Unknown,0
2021,Santa Cruz,Less than 1 year,Yes,0
2021,Santa Cruz,1 - 4 years,No,0
2021,Santa Cruz,1 - 4 years,Unknown,0
2021,Santa Cruz,1 - 4 years,Yes,0
2021,Santa Cruz,5 - 9 years,No,0
2021,Santa Cruz,5 - 9 years,Unknown,0
2021,Santa Cruz,5 - 9 years,Yes,0
2021,Santa Cruz,10 - 14 years,No,0
2021,Santa Cruz,10 - 14 years,Unknown,0
2021,Santa Cruz,10 - 14 years,Yes,0
2021,Santa Cruz,15 - 19 years,No,6
2021,Santa Cruz,15 - 19 years,Unknown,0
2021,Santa Cruz,15 - 19 years,Yes,0
2021,Santa Cruz,20 - 24 years,No,6
2021,Santa Cruz,20 - 24 years,Unknown,0
2021,Santa Cruz,20 - 24 years,Yes,0
2021,Santa Cruz,25 - 29 years,No,6
2021,Santa Cruz,25 - 29 years,Unknown,0
2021,Santa Cruz,25 - 29 years,Yes,0
2021,Santa Cruz,30 - 34 years,No,6
2021,Santa Cruz,30 - 34 years,Unknown,0
2021,Santa Cruz,30 - 34 years,Yes,0
2021,Santa Cruz,35 - 39 years,No,6
2021,Santa Cruz,35 - 39 years,Unknown,0
2021,Santa Cruz,35 - 39 years,Yes,0
2021,Santa Cruz,40 - 44 years,No,15
2021,Santa Cruz,40 - 44 years,Unknown,0
2021,Santa Cruz,40 - 44 years,Yes,6
2021,Santa Cruz,45 - 49 years,No,6
2021,Santa Cruz,45 - 49 years,Unknown,0
2021,Santa Cruz,45 - 49 years,Yes,0
2021,Santa Cruz,50 - 54 years,No,15
2021,Santa Cruz,50 - 54 years,Unknown,6
2021,Santa Cruz,50 - 54 years,Yes,0
2021,Santa Cruz,55 - 59 years,No,44
2021,Santa Cruz,55 - 59 years,Unknown,6
2021,Santa Cruz,55 - 59 years,Yes,0
2021,Santa Cruz,60 - 64 years,No,56
2021,Santa Cruz,60 - 64 years,Unknown,6
2021,Santa Cruz,60 - 64 years,Yes,6
2021,Santa Cruz,65 - 69 years,No,55
2021,Santa Cruz,65 - 69 years,Unknown,6
2021,Santa Cruz,65 - 69 years,Yes,6
2021,Santa Cruz,70 - 74 years,No,61
2021,Santa Cruz,70 - 74 years,Unknown,6
2021,Santa Cruz,70 - 74 years,Yes,24
2021,Santa Cruz,75 - 79 years,No,80
2021,Santa Cruz,75 - 79 years,Unknown,0
2021,Santa Cruz,75 - 79 years,Yes,23
2021,Santa Cruz,80 - 84 years,No,74
2021,Santa Cruz,80 - 84 years,Unknown,6
2021,Santa Cruz,80 - 84 years,Yes,12
2021,Santa Cruz,85 - 89 years,No,65
2021,Santa Cruz,85 - 89 years,Unknown,0
2021,Santa Cruz,85 - 89 years,Yes,22
2021,Santa Cruz,90 - 94 years,No,76
2021,Santa Cruz,90 - 94 years,Unknown,0
2021,Santa Cruz,90 - 94 years,Yes,14
2021,Santa Cruz,95 - 99 years,No,32
2021,Santa Cruz,95 - 99 years,Unknown,0
2021,Santa Cruz,95 - 99 years,Yes,14
2021,Santa Cruz,100 years and over,No,6
2021,Santa Cruz,100 years and over,Unknown,0
2021,Santa Cruz,100 years and over,Yes,6
2021,Shasta,Less than 1 year,No,6
2021,Shasta,Less than 1 year,Unknown,0
2021,Shasta,Less than 1 year,Yes,0
2021,Shasta,1 - 4 years,No,0
2021,Shasta,1 - 4 years,Unknown,0
2021,Shasta,1 - 4 years,Yes,0
2021,Shasta,5 - 9 years,No,0
2021,Shasta,5 - 9 years,Unknown,0
2021,Shasta,5 - 9 years,Yes,0
2021,Shasta,10 - 14 years,No,0
2021,Shasta,10 - 14 years,Unknown,0
2021,Shasta,10 - 14 years,Yes,0
2021,Shasta,15 - 19 years,No,0
2021,Shasta,15 - 19 years,Unknown,0
2021,Shasta,15 - 19 years,Yes,0
2021,Shasta,20 - 24 years,No,6
2021,Shasta,20 - 24 years,Unknown,0
2021,Shasta,20 - 24 years,Yes,0
2021,Shasta,25 - 29 years,No,6
2021,Shasta,25 - 29 years,Unknown,0
2021,Shasta,25 - 29 years,Yes,6
2021,Shasta,30 - 34 years,No,6
2021,Shasta,30 - 34 years,Unknown,0
2021,Shasta,30 - 34 years,Yes,6
2021,Shasta,35 - 39 years,No,13
2021,Shasta,35 - 39 years,Unknown,0
2021,Shasta,35 - 39 years,Yes,0
2021,Shasta,40 - 44 years,No,6
2021,Shasta,40 - 44 years,Unknown,0
2021,Shasta,40 - 44 years,Yes,0
2021,Shasta,45 - 49 years,No,12
2021,Shasta,45 - 49 years,Unknown,6
2021,Shasta,45 - 49 years,Yes,6
2021,Shasta,50 - 54 years,No,15
2021,Shasta,50 - 54 years,Unknown,6
2021,Shasta,50 - 54 years,Yes,6
2021,Shasta,55 - 59 years,No,28
2021,Shasta,55 - 59 years,Unknown,6
2021,Shasta,55 - 59 years,Yes,6
2021,Shasta,60 - 64 years,No,72
2021,Shasta,60 - 64 years,Unknown,0
2021,Shasta,60 - 64 years,Yes,6
2021,Shasta,65 - 69 years,No,54
2021,Shasta,65 - 69 years,Unknown,6
2021,Shasta,65 - 69 years,Yes,19
2021,Shasta,70 - 74 years,No,69
2021,Shasta,70 - 74 years,Unknown,6
2021,Shasta,70 - 74 years,Yes,30
2021,Shasta,75 - 79 years,No,93
2021,Shasta,75 - 79 years,Unknown,6
2021,Shasta,75 - 79 years,Yes,26
2021,Shasta,80 - 84 years,No,89
2021,Shasta,80 - 84 years,Unknown,6
2021,Shasta,80 - 84 years,Yes,40
2021,Shasta,85 - 89 years,No,76
2021,Shasta,85 - 89 years,Unknown,6
2021,Shasta,85 - 89 years,Yes,33
2021,Shasta,90 - 94 years,No,79
2021,Shasta,90 - 94 years,Unknown,6
2021,Shasta,90 - 94 years,Yes,24
2021,Shasta,95 - 99 years,No,32
2021,Shasta,95 - 99 years,Unknown,0
2021,Shasta,95 - 99 years,Yes,6
2021,Shasta,100 years and over,No,6
2021,Shasta,100 years and over,Unknown,0
2021,Shasta,100 years and over,Yes,6
2021,Sierra,Less than 1 year,No,0
2021,Sierra,Less than 1 year,Unknown,0
2021,Sierra,Less than 1 year,Yes,0
2021,Sierra,1 - 4 years,No,0
2021,Sierra,1 - 4 years,Unknown,0
2021,Sierra,1 - 4 years,Yes,0
2021,Sierra,5 - 9 years,No,0
2021,Sierra,5 - 9 years,Unknown,0
2021,Sierra,5 - 9 years,Yes,0
2021,Sierra,10 - 14 years,No,0
2021,Sierra,10 - 14 years,Unknown,0
2021,Sierra,10 - 14 years,Yes,0
2021,Sierra,15 - 19 years,No,0
2021,Sierra,15 - 19 years,Unknown,0
2021,Sierra,15 - 19 years,Yes,0
2021,Sierra,20 - 24 years,No,0
2021,Sierra,20 - 24 years,Unknown,0
2021,Sierra,20 - 24 years,Yes,0
2021,Sierra,25 - 29 years,No,0
2021,Sierra,25 - 29 years,Unknown,0
2021,Sierra,25 - 29 years,Yes,0
2021,Sierra,30 - 34 years,No,0
2021,Sierra,30 - 34 years,Unknown,0
2021,Sierra,30 - 34 years,Yes,0
2021,Sierra,35 - 39 years,No,0
2021,Sierra,35 - 39 years,Unknown,0
2021,Sierra,35 - 39 years,Yes,0
2021,Sierra,40 - 44 years,No,0
2021,Sierra,40 - 44 years,Unknown,0
2021,Sierra,40 - 44 years,Yes,0
2021,Sierra,45 - 49 years,No,0
2021,Sierra,45 - 49 years,Unknown,0
2021,Sierra,45 - 49 years,Yes,0
2021,Sierra,50 - 54 years,No,0
2021,Sierra,50 - 54 years,Unknown,0
2021,Sierra,50 - 54 years,Yes,0
2021,Sierra,55 - 59 years,No,0
2021,Sierra,55 - 59 years,Unknown,0
2021,Sierra,55 - 59 years,Yes,0
2021,Sierra,60 - 64 years,No,0
2021,Sierra,60 - 64 years,Unknown,0
2021,Sierra,60 - 64 years,Yes,0
2021,Sierra,65 - 69 years,No,0
2021,Sierra,65 - 69 years,Unknown,0
2021,Sierra,65 - 69 years,Yes,6
2021,Sierra,70 - 74 years,No,0
2021,Sierra,70 - 74 years,Unknown,0
2021,Sierra,70 - 74 years,Yes,0
2021,Sierra,75 - 79 years,No,6
2021,Sierra,75 - 79 years,Unknown,0
2021,Sierra,75 - 79 years,Yes,6
2021,Sierra,80 - 84 years,No,6
2021,Sierra,80 - 84 years,Unknown,0
2021,Sierra,80 - 84 years,Yes,6
2021,Sierra,85 - 89 years,No,6
2021,Sierra,85 - 89 years,Unknown,0
2021,Sierra,85 - 89 years,Yes,0
2021,Sierra,90 - 94 years,No,0
2021,Sierra,90 - 94 years,Unknown,0
2021,Sierra,90 - 94 years,Yes,0
2021,Sierra,95 - 99 years,No,0
2021,Sierra,95 - 99 years,Unknown,0
2021,Sierra,95 - 99 years,Yes,0
2021,Sierra,100 years and over,No,0
2021,Sierra,100 years and over,Unknown,0
2021,Sierra,100 years and over,Yes,0
2021,Siskiyou,Less than 1 year,No,0
2021,Siskiyou,Less than 1 year,Unknown,0
2021,Siskiyou,Less than 1 year,Yes,0
2021,Siskiyou,1 - 4 years,No,0
2021,Siskiyou,1 - 4 years,Unknown,0
2021,Siskiyou,1 - 4 years,Yes,0
2021,Siskiyou,5 - 9 years,No,0
2021,Siskiyou,5 - 9 years,Unknown,0
2021,Siskiyou,5 - 9 years,Yes,0
2021,Siskiyou,10 - 14 years,No,0
2021,Siskiyou,10 - 14 years,Unknown,0
2021,Siskiyou,10 - 14 years,Yes,0
2021,Siskiyou,15 - 19 years,No,6
2021,Siskiyou,15 - 19 years,Unknown,0
2021,Siskiyou,15 - 19 years,Yes,0
2021,Siskiyou,20 - 24 years,No,6
2021,Siskiyou,20 - 24 years,Unknown,0
2021,Siskiyou,20 - 24 years,Yes,0
2021,Siskiyou,25 - 29 years,No,6
2021,Siskiyou,25 - 29 years,Unknown,0
2021,Siskiyou,25 - 29 years,Yes,0
2021,Siskiyou,30 - 34 years,No,6
2021,Siskiyou,30 - 34 years,Unknown,0
2021,Siskiyou,30 - 34 years,Yes,6
2021,Siskiyou,35 - 39 years,No,6
2021,Siskiyou,35 - 39 years,Unknown,0
2021,Siskiyou,35 - 39 years,Yes,0
2021,Siskiyou,40 - 44 years,No,6
2021,Siskiyou,40 - 44 years,Unknown,0
2021,Siskiyou,40 - 44 years,Yes,0
2021,Siskiyou,45 - 49 years,No,6
2021,Siskiyou,45 - 49 years,Unknown,0
2021,Siskiyou,45 - 49 years,Yes,0
2021,Siskiyou,50 - 54 years,No,6
2021,Siskiyou,50 - 54 years,Unknown,0
2021,Siskiyou,50 - 54 years,Yes,6
2021,Siskiyou,55 - 59 years,No,6
2021,Siskiyou,55 - 59 years,Unknown,0
2021,Siskiyou,55 - 59 years,Yes,6
2021,Siskiyou,60 - 64 years,No,23
2021,Siskiyou,60 - 64 years,Unknown,6
2021,Siskiyou,60 - 64 years,Yes,6
2021,Siskiyou,65 - 69 years,No,19
2021,Siskiyou,65 - 69 years,Unknown,6
2021,Siskiyou,65 - 69 years,Yes,6
2021,Siskiyou,70 - 74 years,No,19
2021,Siskiyou,70 - 74 years,Unknown,6
2021,Siskiyou,70 - 74 years,Yes,6
2021,Siskiyou,75 - 79 years,No,19
2021,Siskiyou,75 - 79 years,Unknown,0
2021,Siskiyou,75 - 79 years,Yes,11
2021,Siskiyou,80 - 84 years,No,14
2021,Siskiyou,80 - 84 years,Unknown,0
2021,Siskiyou,80 - 84 years,Yes,6
2021,Siskiyou,85 - 89 years,No,16
2021,Siskiyou,85 - 89 years,Unknown,0
2021,Siskiyou,85 - 89 years,Yes,6
2021,Siskiyou,90 - 94 years,No,16
2021,Siskiyou,90 - 94 years,Unknown,0
2021,Siskiyou,90 - 94 years,Yes,6
2021,Siskiyou,95 - 99 years,No,6
2021,Siskiyou,95 - 99 years,Unknown,0
2021,Siskiyou,95 - 99 years,Yes,6
2021,Siskiyou,100 years and over,No,6
2021,Siskiyou,100 years and over,Unknown,0
2021,Siskiyou,100 years and over,Yes,0
2021,Solano,Less than 1 year,No,6
2021,Solano,Less than 1 year,Unknown,0
2021,Solano,Less than 1 year,Yes,0
2021,Solano,1 - 4 years,No,6
2021,Solano,1 - 4 years,Unknown,0
2021,Solano,1 - 4 years,Yes,0
2021,Solano,5 - 9 years,No,6
2021,Solano,5 - 9 years,Unknown,0
2021,Solano,5 - 9 years,Yes,0
2021,Solano,10 - 14 years,No,0
2021,Solano,10 - 14 years,Unknown,0
2021,Solano,10 - 14 years,Yes,0
2021,Solano,15 - 19 years,No,6
2021,Solano,15 - 19 years,Unknown,0
2021,Solano,15 - 19 years,Yes,0
2021,Solano,20 - 24 years,No,6
2021,Solano,20 - 24 years,Unknown,0
2021,Solano,20 - 24 years,Yes,6
2021,Solano,25 - 29 years,No,16
2021,Solano,25 - 29 years,Unknown,0
2021,Solano,25 - 29 years,Yes,6
2021,Solano,30 - 34 years,No,15
2021,Solano,30 - 34 years,Unknown,0
2021,Solano,30 - 34 years,Yes,6
2021,Solano,35 - 39 years,No,15
2021,Solano,35 - 39 years,Unknown,0
2021,Solano,35 - 39 years,Yes,6
2021,Solano,40 - 44 years,No,15
2021,Solano,40 - 44 years,Unknown,0
2021,Solano,40 - 44 years,Yes,6
2021,Solano,45 - 49 years,No,38
2021,Solano,45 - 49 years,Unknown,0
2021,Solano,45 - 49 years,Yes,6
2021,Solano,50 - 54 years,No,30
2021,Solano,50 - 54 years,Unknown,0
2021,Solano,50 - 54 years,Yes,6
2021,Solano,55 - 59 years,No,66
2021,Solano,55 - 59 years,Unknown,6
2021,Solano,55 - 59 years,Yes,6
2021,Solano,60 - 64 years,No,100
2021,Solano,60 - 64 years,Unknown,6
2021,Solano,60 - 64 years,Yes,12
2021,Solano,65 - 69 years,No,113
2021,Solano,65 - 69 years,Unknown,6
2021,Solano,65 - 69 years,Yes,22
