Year_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths_veteran
2015,Santa Barbara,30 - 34 years,Yes,0
2015,Santa Barbara,35 - 39 years,No,29
2015,Santa Barbara,35 - 39 years,Unknown,0
2015,Santa Barbara,35 - 39 years,Yes,0
2015,Santa Barbara,40 - 44 years,No,46
2015,Santa Barbara,40 - 44 years,Unknown,6
2015,Santa Barbara,40 - 44 years,Yes,6
2015,Santa Barbara,45 - 49 years,No,55
2015,Santa Barbara,45 - 49 years,Unknown,0
2015,Santa Barbara,45 - 49 years,Yes,6
2015,Santa Barbara,50 - 54 years,No,81
2015,Santa Barbara,50 - 54 years,Unknown,6
2015,Santa Barbara,50 - 54 years,Yes,6
2015,Santa Barbara,55 - 59 years,No,110
2015,Santa Barbara,55 - 59 years,Unknown,6
2015,Santa Barbara,55 - 59 years,Yes,14
2015,Santa Barbara,60 - 64 years,No,176
2015,Santa Barbara,60 - 64 years,Unknown,6
2015,Santa Barbara,60 - 64 years,Yes,24
2015,Santa Barbara,65 - 69 years,No,146
2015,Santa Barbara,65 - 69 years,Unknown,6
2015,Santa Barbara,65 - 69 years,Yes,48
2015,Santa Barbara,70 - 74 years,No,168
2015,Santa Barbara,70 - 74 years,Unknown,0
2015,Santa Barbara,70 - 74 years,Yes,48
2015,Santa Barbara,75 - 79 years,No,213
2015,Santa Barbara,75 - 79 years,Unknown,6
2015,Santa Barbara,75 - 79 years,Yes,81
2015,Santa Barbara,80 - 84 years,No,269
2015,Santa Barbara,80 - 84 years,Unknown,0
2015,Santa Barbara,80 - 84 years,Yes,141
2015,Santa Barbara,85 - 89 years,No,352
2015,Santa Barbara,85 - 89 years,Unknown,6
2015,Santa Barbara,85 - 89 years,Yes,163
2015,Santa Barbara,90 - 94 years,No,330
2015,Santa Barbara,90 - 94 years,Unknown,6
2015,Santa Barbara,90 - 94 years,Yes,180
2015,Santa Barbara,95 - 99 years,No,165
2015,Santa Barbara,95 - 99 years,Unknown,0
2015,Santa Barbara,95 - 99 years,Yes,59
2015,Santa Barbara,100 years and over,No,41
2015,Santa Barbara,100 years and over,Unknown,0
2015,Santa Barbara,100 years and over,Yes,6
2015,Santa Clara,Less than 1 year,No,76
2015,Santa Clara,Less than 1 year,Unknown,0
2015,Santa Clara,Less than 1 year,Yes,0
2015,Santa Clara,1 - 4 years,No,6
2015,Santa Clara,1 - 4 years,Unknown,0
2015,Santa Clara,1 - 4 years,Yes,0
2015,Santa Clara,5 - 9 years,No,6
2015,Santa Clara,5 - 9 years,Unknown,0
2015,Santa Clara,5 - 9 years,Yes,0
2015,Santa Clara,10 - 14 years,No,11
2015,Santa Clara,10 - 14 years,Unknown,0
2015,Santa Clara,10 - 14 years,Yes,0
2015,Santa Clara,15 - 19 years,No,39
2015,Santa Clara,15 - 19 years,Unknown,0
2015,Santa Clara,15 - 19 years,Yes,0
2015,Santa Clara,20 - 24 years,No,75
2015,Santa Clara,20 - 24 years,Unknown,0
2015,Santa Clara,20 - 24 years,Yes,6
2015,Santa Clara,25 - 29 years,No,66
2015,Santa Clara,25 - 29 years,Unknown,0
2015,Santa Clara,25 - 29 years,Yes,0
2015,Santa Clara,30 - 34 years,No,72
2015,Santa Clara,30 - 34 years,Unknown,0
2015,Santa Clara,30 - 34 years,Yes,6
2015,Santa Clara,35 - 39 years,No,97
2015,Santa Clara,35 - 39 years,Unknown,6
2015,Santa Clara,35 - 39 years,Yes,6
2015,Santa Clara,40 - 44 years,No,139
2015,Santa Clara,40 - 44 years,Unknown,0
2015,Santa Clara,40 - 44 years,Yes,6
2015,Santa Clara,45 - 49 years,No,203
2015,Santa Clara,45 - 49 years,Unknown,6
2015,Santa Clara,45 - 49 years,Yes,6
2015,Santa Clara,50 - 54 years,No,358
2015,Santa Clara,50 - 54 years,Unknown,6
2015,Santa Clara,50 - 54 years,Yes,27
2015,Santa Clara,55 - 59 years,No,459
2015,Santa Clara,55 - 59 years,Unknown,6
2015,Santa Clara,55 - 59 years,Yes,38
2015,Santa Clara,60 - 64 years,No,527
2015,Santa Clara,60 - 64 years,Unknown,6
2015,Santa Clara,60 - 64 years,Yes,75
2015,Santa Clara,65 - 69 years,No,610
2015,Santa Clara,65 - 69 years,Unknown,6
2015,Santa Clara,65 - 69 years,Yes,135
2015,Santa Clara,70 - 74 years,No,636
2015,Santa Clara,70 - 74 years,Unknown,6
2015,Santa Clara,70 - 74 years,Yes,158
2015,Santa Clara,75 - 79 years,No,800
2015,Santa Clara,75 - 79 years,Unknown,6
2015,Santa Clara,75 - 79 years,Yes,215
2015,Santa Clara,80 - 84 years,No,952
2015,Santa Clara,80 - 84 years,Unknown,6
2015,Santa Clara,80 - 84 years,Yes,349
2015,Santa Clara,85 - 89 years,No,1167
2015,Santa Clara,85 - 89 years,Unknown,6
2015,Santa Clara,85 - 89 years,Yes,391
2015,Santa Clara,90 - 94 years,No,1069
2015,Santa Clara,90 - 94 years,Unknown,6
2015,Santa Clara,90 - 94 years,Yes,383
2015,Santa Clara,95 - 99 years,No,547
2015,Santa Clara,95 - 99 years,Unknown,0
2015,Santa Clara,95 - 99 years,Yes,131
2015,Santa Clara,100 years and over,No,123
2015,Santa Clara,100 years and over,Unknown,0
2015,Santa Clara,100 years and over,Yes,12
2015,Santa Cruz,Less than 1 year,No,14
2015,Santa Cruz,Less than 1 year,Unknown,0
2015,Santa Cruz,Less than 1 year,Yes,0
2015,Santa Cruz,1 - 4 years,No,6
2015,Santa Cruz,1 - 4 years,Unknown,0
2015,Santa Cruz,1 - 4 years,Yes,0
2015,Santa Cruz,5 - 9 years,No,6
2015,Santa Cruz,5 - 9 years,Unknown,0
2015,Santa Cruz,5 - 9 years,Yes,0
2015,Santa Cruz,10 - 14 years,No,6
2015,Santa Cruz,10 - 14 years,Unknown,0
2015,Santa Cruz,10 - 14 years,Yes,0
2015,Santa Cruz,15 - 19 years,No,14
2015,Santa Cruz,15 - 19 years,Unknown,0
2015,Santa Cruz,15 - 19 years,Yes,0
2015,Santa Cruz,20 - 24 years,No,6
2015,Santa Cruz,20 - 24 years,Unknown,0
2015,Santa Cruz,20 - 24 years,Yes,0
2015,Santa Cruz,25 - 29 years,No,16
2015,Santa Cruz,25 - 29 years,Unknown,0
2015,Santa Cruz,25 - 29 years,Yes,0
2015,Santa Cruz,30 - 34 years,No,19
2015,Santa Cruz,30 - 34 years,Unknown,0
2015,Santa Cruz,30 - 34 years,Yes,0
2015,Santa Cruz,35 - 39 years,No,19
2015,Santa Cruz,35 - 39 years,Unknown,0
2015,Santa Cruz,35 - 39 years,Yes,6
2015,Santa Cruz,40 - 44 years,No,22
2015,Santa Cruz,40 - 44 years,Unknown,0
2015,Santa Cruz,40 - 44 years,Yes,0
2015,Santa Cruz,45 - 49 years,No,32
2015,Santa Cruz,45 - 49 years,Unknown,0
2015,Santa Cruz,45 - 49 years,Yes,6
2015,Santa Cruz,50 - 54 years,No,63
2015,Santa Cruz,50 - 54 years,Unknown,0
2015,Santa Cruz,50 - 54 years,Yes,6
2015,Santa Cruz,55 - 59 years,No,76
2015,Santa Cruz,55 - 59 years,Unknown,0
2015,Santa Cruz,55 - 59 years,Yes,6
2015,Santa Cruz,60 - 64 years,No,135
2015,Santa Cruz,60 - 64 years,Unknown,6
2015,Santa Cruz,60 - 64 years,Yes,18
2015,Santa Cruz,65 - 69 years,No,121
2015,Santa Cruz,65 - 69 years,Unknown,6
2015,Santa Cruz,65 - 69 years,Yes,29
2015,Santa Cruz,70 - 74 years,No,133
2015,Santa Cruz,70 - 74 years,Unknown,6
2015,Santa Cruz,70 - 74 years,Yes,31
2015,Santa Cruz,75 - 79 years,No,103
2015,Santa Cruz,75 - 79 years,Unknown,6
2015,Santa Cruz,75 - 79 years,Yes,41
2015,Santa Cruz,80 - 84 years,No,129
2015,Santa Cruz,80 - 84 years,Unknown,0
2015,Santa Cruz,80 - 84 years,Yes,62
2015,Santa Cruz,85 - 89 years,No,170
2015,Santa Cruz,85 - 89 years,Unknown,0
2015,Santa Cruz,85 - 89 years,Yes,81
2015,Santa Cruz,90 - 94 years,No,182
2015,Santa Cruz,90 - 94 years,Unknown,0
2015,Santa Cruz,90 - 94 years,Yes,73
2015,Santa Cruz,95 - 99 years,No,99
2015,Santa Cruz,95 - 99 years,Unknown,0
2015,Santa Cruz,95 - 99 years,Yes,25
2015,Santa Cruz,100 years and over,No,25
2015,Santa Cruz,100 years and over,Unknown,0
2015,Santa Cruz,100 years and over,Yes,6
2015,Shasta,Less than 1 year,No,6
2015,Shasta,Less than 1 year,Unknown,0
2015,Shasta,Less than 1 year,Yes,0
2015,Shasta,1 - 4 years,No,6
2015,Shasta,1 - 4 years,Unknown,0
2015,Shasta,1 - 4 years,Yes,0
2015,Shasta,5 - 9 years,No,0
2015,Shasta,5 - 9 years,Unknown,0
2015,Shasta,5 - 9 years,Yes,0
2015,Shasta,10 - 14 years,No,6
2015,Shasta,10 - 14 years,Unknown,0
2015,Shasta,10 - 14 years,Yes,0
2015,Shasta,15 - 19 years,No,6
2015,Shasta,15 - 19 years,Unknown,0
2015,Shasta,15 - 19 years,Yes,0
2015,Shasta,20 - 24 years,No,16
2015,Shasta,20 - 24 years,Unknown,0
2015,Shasta,20 - 24 years,Yes,6
2015,Shasta,25 - 29 years,No,12
2015,Shasta,25 - 29 years,Unknown,0
2015,Shasta,25 - 29 years,Yes,6
2015,Shasta,30 - 34 years,No,18
2015,Shasta,30 - 34 years,Unknown,0
2015,Shasta,30 - 34 years,Yes,6
2015,Shasta,35 - 39 years,No,20
2015,Shasta,35 - 39 years,Unknown,0
2015,Shasta,35 - 39 years,Yes,0
2015,Shasta,40 - 44 years,No,27
2015,Shasta,40 - 44 years,Unknown,0
2015,Shasta,40 - 44 years,Yes,6
2015,Shasta,45 - 49 years,No,36
2015,Shasta,45 - 49 years,Unknown,0
2015,Shasta,45 - 49 years,Yes,6
2015,Shasta,50 - 54 years,No,98
2015,Shasta,50 - 54 years,Unknown,0
2015,Shasta,50 - 54 years,Yes,6
2015,Shasta,55 - 59 years,No,110
2015,Shasta,55 - 59 years,Unknown,6
2015,Shasta,55 - 59 years,Yes,23
2015,Shasta,60 - 64 years,No,123
2015,Shasta,60 - 64 years,Unknown,6
2015,Shasta,60 - 64 years,Yes,28
2015,Shasta,65 - 69 years,No,146
2015,Shasta,65 - 69 years,Unknown,6
2015,Shasta,65 - 69 years,Yes,60
2015,Shasta,70 - 74 years,No,169
2015,Shasta,70 - 74 years,Unknown,6
2015,Shasta,70 - 74 years,Yes,68
2015,Shasta,75 - 79 years,No,143
2015,Shasta,75 - 79 years,Unknown,6
2015,Shasta,75 - 79 years,Yes,76
2015,Shasta,80 - 84 years,No,181
2015,Shasta,80 - 84 years,Unknown,6
2015,Shasta,80 - 84 years,Yes,110
2015,Shasta,85 - 89 years,No,182
2015,Shasta,85 - 89 years,Unknown,6
2015,Shasta,85 - 89 years,Yes,116
2015,Shasta,90 - 94 years,No,152
2015,Shasta,90 - 94 years,Unknown,6
2015,Shasta,90 - 94 years,Yes,95
2015,Shasta,95 - 99 years,No,69
2015,Shasta,95 - 99 years,Unknown,0
2015,Shasta,95 - 99 years,Yes,6
2015,Shasta,100 years and over,No,25
2015,Shasta,100 years and over,Unknown,0
2015,Shasta,100 years and over,Yes,6
2015,Sierra,Less than 1 year,No,0
2015,Sierra,Less than 1 year,Unknown,0
2015,Sierra,Less than 1 year,Yes,0
2015,Sierra,1 - 4 years,No,0
2015,Sierra,1 - 4 years,Unknown,0
2015,Sierra,1 - 4 years,Yes,0
2015,Sierra,5 - 9 years,No,0
2015,Sierra,5 - 9 years,Unknown,0
2015,Sierra,5 - 9 years,Yes,0
2015,Sierra,10 - 14 years,No,0
2015,Sierra,10 - 14 years,Unknown,0
2015,Sierra,10 - 14 years,Yes,0
2015,Sierra,15 - 19 years,No,0
2015,Sierra,15 - 19 years,Unknown,0
2015,Sierra,15 - 19 years,Yes,0
2015,Sierra,20 - 24 years,No,0
2015,Sierra,20 - 24 years,Unknown,0
2015,Sierra,20 - 24 years,Yes,0
2015,Sierra,25 - 29 years,No,0
2015,Sierra,25 - 29 years,Unknown,0
2015,Sierra,25 - 29 years,Yes,0
2015,Sierra,30 - 34 years,No,6
2015,Sierra,30 - 34 years,Unknown,0
2015,Sierra,30 - 34 years,Yes,0
2015,Sierra,35 - 39 years,No,0
2015,Sierra,35 - 39 years,Unknown,0
2015,Sierra,35 - 39 years,Yes,0
2015,Sierra,40 - 44 years,No,6
2015,Sierra,40 - 44 years,Unknown,0
2015,Sierra,40 - 44 years,Yes,0
2015,Sierra,45 - 49 years,No,0
2015,Sierra,45 - 49 years,Unknown,0
2015,Sierra,45 - 49 years,Yes,0
2015,Sierra,50 - 54 years,No,6
2015,Sierra,50 - 54 years,Unknown,0
2015,Sierra,50 - 54 years,Yes,0
2015,Sierra,55 - 59 years,No,0
2015,Sierra,55 - 59 years,Unknown,0
2015,Sierra,55 - 59 years,Yes,0
2015,Sierra,60 - 64 years,No,6
2015,Sierra,60 - 64 years,Unknown,0
2015,Sierra,60 - 64 years,Yes,0
2015,Sierra,65 - 69 years,No,6
2015,Sierra,65 - 69 years,Unknown,0
2015,Sierra,65 - 69 years,Yes,6
2015,Sierra,70 - 74 years,No,6
2015,Sierra,70 - 74 years,Unknown,0
2015,Sierra,70 - 74 years,Yes,6
2015,Sierra,75 - 79 years,No,6
2015,Sierra,75 - 79 years,Unknown,6
2015,Sierra,75 - 79 years,Yes,0
2015,Sierra,80 - 84 years,No,6
2015,Sierra,80 - 84 years,Unknown,0
2015,Sierra,80 - 84 years,Yes,6
2015,Sierra,85 - 89 years,No,6
2015,Sierra,85 - 89 years,Unknown,0
2015,Sierra,85 - 89 years,Yes,6
2015,Sierra,90 - 94 years,No,6
2015,Sierra,90 - 94 years,Unknown,0
2015,Sierra,90 - 94 years,Yes,0
2015,Sierra,95 - 99 years,No,0
2015,Sierra,95 - 99 years,Unknown,0
2015,Sierra,95 - 99 years,Yes,0
2015,Sierra,100 years and over,No,0
2015,Sierra,100 years and over,Unknown,0
2015,Sierra,100 years and over,Yes,0
2015,Siskiyou,Less than 1 year,No,6
2015,Siskiyou,Less than 1 year,Unknown,0
2015,Siskiyou,Less than 1 year,Yes,0
2015,Siskiyou,1 - 4 years,No,6
2015,Siskiyou,1 - 4 years,Unknown,0
2015,Siskiyou,1 - 4 years,Yes,0
2015,Siskiyou,5 - 9 years,No,0
2015,Siskiyou,5 - 9 years,Unknown,0
2015,Siskiyou,5 - 9 years,Yes,0
2015,Siskiyou,10 - 14 years,No,6
2015,Siskiyou,10 - 14 years,Unknown,0
2015,Siskiyou,10 - 14 years,Yes,0
2015,Siskiyou,15 - 19 years,No,0
2015,Siskiyou,15 - 19 years,Unknown,0
2015,Siskiyou,15 - 19 years,Yes,0
2015,Siskiyou,20 - 24 years,No,6
2015,Siskiyou,20 - 24 years,Unknown,0
2015,Siskiyou,20 - 24 years,Yes,0
2015,Siskiyou,25 - 29 years,No,6
2015,Siskiyou,25 - 29 years,Unknown,0
2015,Siskiyou,25 - 29 years,Yes,6
2015,Siskiyou,30 - 34 years,No,6
2015,Siskiyou,30 - 34 years,Unknown,0
2015,Siskiyou,30 - 34 years,Yes,0
2015,Siskiyou,35 - 39 years,No,6
2015,Siskiyou,35 - 39 years,Unknown,0
2015,Siskiyou,35 - 39 years,Yes,0
2015,Siskiyou,40 - 44 years,No,6
2015,Siskiyou,40 - 44 years,Unknown,0
2015,Siskiyou,40 - 44 years,Yes,0
2015,Siskiyou,45 - 49 years,No,14
2015,Siskiyou,45 - 49 years,Unknown,0
2015,Siskiyou,45 - 49 years,Yes,6
2015,Siskiyou,50 - 54 years,No,19
2015,Siskiyou,50 - 54 years,Unknown,0
2015,Siskiyou,50 - 54 years,Yes,6
2015,Siskiyou,55 - 59 years,No,33
2015,Siskiyou,55 - 59 years,Unknown,0
2015,Siskiyou,55 - 59 years,Yes,6
2015,Siskiyou,60 - 64 years,No,36
2015,Siskiyou,60 - 64 years,Unknown,0
2015,Siskiyou,60 - 64 years,Yes,6
2015,Siskiyou,65 - 69 years,No,44
2015,Siskiyou,65 - 69 years,Unknown,6
2015,Siskiyou,65 - 69 years,Yes,18
2015,Siskiyou,70 - 74 years,No,31
2015,Siskiyou,70 - 74 years,Unknown,0
2015,Siskiyou,70 - 74 years,Yes,23
2015,Siskiyou,75 - 79 years,No,40
2015,Siskiyou,75 - 79 years,Unknown,6
2015,Siskiyou,75 - 79 years,Yes,13
2015,Siskiyou,80 - 84 years,No,36
2015,Siskiyou,80 - 84 years,Unknown,0
2015,Siskiyou,80 - 84 years,Yes,37
2015,Siskiyou,85 - 89 years,No,50
2015,Siskiyou,85 - 89 years,Unknown,0
2015,Siskiyou,85 - 89 years,Yes,25
2015,Siskiyou,90 - 94 years,No,49
2015,Siskiyou,90 - 94 years,Unknown,0
2015,Siskiyou,90 - 94 years,Yes,22
2015,Siskiyou,95 - 99 years,No,16
2015,Siskiyou,95 - 99 years,Unknown,0
2015,Siskiyou,95 - 99 years,Yes,6
2015,Siskiyou,100 years and over,No,6
2015,Siskiyou,100 years and over,Unknown,0
2015,Siskiyou,100 years and over,Yes,0
2015,Solano,Less than 1 year,No,23
2015,Solano,Less than 1 year,Unknown,0
2015,Solano,Less than 1 year,Yes,0
2015,Solano,1 - 4 years,No,6
2015,Solano,1 - 4 years,Unknown,0
2015,Solano,1 - 4 years,Yes,0
2015,Solano,5 - 9 years,No,6
2015,Solano,5 - 9 years,Unknown,0
2015,Solano,5 - 9 years,Yes,0
2015,Solano,10 - 14 years,No,6
2015,Solano,10 - 14 years,Unknown,0
2015,Solano,10 - 14 years,Yes,0
2015,Solano,15 - 19 years,No,16
2015,Solano,15 - 19 years,Unknown,0
2015,Solano,15 - 19 years,Yes,6
2015,Solano,20 - 24 years,No,26
2015,Solano,20 - 24 years,Unknown,0
2015,Solano,20 - 24 years,Yes,6
2015,Solano,25 - 29 years,No,36
2015,Solano,25 - 29 years,Unknown,0
2015,Solano,25 - 29 years,Yes,6
2015,Solano,30 - 34 years,No,25
2015,Solano,30 - 34 years,Unknown,0
2015,Solano,30 - 34 years,Yes,6
2015,Solano,35 - 39 years,No,34
2015,Solano,35 - 39 years,Unknown,0
2015,Solano,35 - 39 years,Yes,6
2015,Solano,40 - 44 years,No,39
2015,Solano,40 - 44 years,Unknown,6
2015,Solano,40 - 44 years,Yes,6
2015,Solano,45 - 49 years,No,67
2015,Solano,45 - 49 years,Unknown,6
2015,Solano,45 - 49 years,Yes,6
2015,Solano,50 - 54 years,No,122
2015,Solano,50 - 54 years,Unknown,6
2015,Solano,50 - 54 years,Yes,12
2015,Solano,55 - 59 years,No,165
2015,Solano,55 - 59 years,Unknown,6
2015,Solano,55 - 59 years,Yes,37
2015,Solano,60 - 64 years,No,189
2015,Solano,60 - 64 years,Unknown,6
2015,Solano,60 - 64 years,Yes,49
2015,Solano,65 - 69 years,No,215
2015,Solano,65 - 69 years,Unknown,6
2015,Solano,65 - 69 years,Yes,72
2015,Solano,70 - 74 years,No,229
2015,Solano,70 - 74 years,Unknown,6
2015,Solano,70 - 74 years,Yes,75
2015,Solano,75 - 79 years,No,222
2015,Solano,75 - 79 years,Unknown,6
2015,Solano,75 - 79 years,Yes,110
2015,Solano,80 - 84 years,No,268
2015,Solano,80 - 84 years,Unknown,6
2015,Solano,80 - 84 years,Yes,140
2015,Solano,85 - 89 years,No,281
2015,Solano,85 - 89 years,Unknown,0
2015,Solano,85 - 89 years,Yes,128
2015,Solano,90 - 94 years,No,267
2015,Solano,90 - 94 years,Unknown,6
2015,Solano,90 - 94 years,Yes,104
2015,Solano,95 - 99 years,No,102
2015,Solano,95 - 99 years,Unknown,0
2015,Solano,95 - 99 years,Yes,34
2015,Solano,100 years and over,No,17
2015,Solano,100 years and over,Unknown,0
2015,Solano,100 years and over,Yes,6
2015,Sonoma,Less than 1 year,No,20
2015,Sonoma,Less than 1 year,Unknown,0
2015,Sonoma,Less than 1 year,Yes,0
2015,Sonoma,1 - 4 years,No,6
2015,Sonoma,1 - 4 years,Unknown,0
2015,Sonoma,1 - 4 years,Yes,0
2015,Sonoma,5 - 9 years,No,6
2015,Sonoma,5 - 9 years,Unknown,0
2015,Sonoma,5 - 9 years,Yes,0
2015,Sonoma,10 - 14 years,No,6
2015,Sonoma,10 - 14 years,Unknown,0
2015,Sonoma,10 - 14 years,Yes,0
2015,Sonoma,15 - 19 years,No,6
2015,Sonoma,15 - 19 years,Unknown,0
2015,Sonoma,15 - 19 years,Yes,0
2015,Sonoma,20 - 24 years,No,23
2015,Sonoma,20 - 24 years,Unknown,6
2015,Sonoma,20 - 24 years,Yes,0
2015,Sonoma,25 - 29 years,No,28
2015,Sonoma,25 - 29 years,Unknown,0
2015,Sonoma,25 - 29 years,Yes,6
2015,Sonoma,30 - 34 years,No,26
2015,Sonoma,30 - 34 years,Unknown,6
2015,Sonoma,30 - 34 years,Yes,6
2015,Sonoma,35 - 39 years,No,30
2015,Sonoma,35 - 39 years,Unknown,6
2015,Sonoma,35 - 39 years,Yes,6
2015,Sonoma,40 - 44 years,No,40
2015,Sonoma,40 - 44 years,Unknown,6
2015,Sonoma,40 - 44 years,Yes,6
2015,Sonoma,45 - 49 years,No,67
2015,Sonoma,45 - 49 years,Unknown,6
2015,Sonoma,45 - 49 years,Yes,0
2015,Sonoma,50 - 54 years,No,109
2015,Sonoma,50 - 54 years,Unknown,6
2015,Sonoma,50 - 54 years,Yes,13
2015,Sonoma,55 - 59 years,No,192
2015,Sonoma,55 - 59 years,Unknown,6
2015,Sonoma,55 - 59 years,Yes,25
2015,Sonoma,60 - 64 years,No,233
2015,Sonoma,60 - 64 years,Unknown,6
2015,Sonoma,60 - 64 years,Yes,26
2015,Sonoma,65 - 69 years,No,259
2015,Sonoma,65 - 69 years,Unknown,6
2015,Sonoma,65 - 69 years,Yes,80
2015,Sonoma,70 - 74 years,No,270
2015,Sonoma,70 - 74 years,Unknown,6
2015,Sonoma,70 - 74 years,Yes,95
2015,Sonoma,75 - 79 years,No,285
2015,Sonoma,75 - 79 years,Unknown,6
2015,Sonoma,75 - 79 years,Yes,109
2015,Sonoma,80 - 84 years,No,347
2015,Sonoma,80 - 84 years,Unknown,6
2015,Sonoma,80 - 84 years,Yes,174
2015,Sonoma,85 - 89 years,No,404
2015,Sonoma,85 - 89 years,Unknown,6
2015,Sonoma,85 - 89 years,Yes,191
2015,Sonoma,90 - 94 years,No,444
2015,Sonoma,90 - 94 years,Unknown,6
2015,Sonoma,90 - 94 years,Yes,213
2015,Sonoma,95 - 99 years,No,197
2015,Sonoma,95 - 99 years,Unknown,6
2015,Sonoma,95 - 99 years,Yes,72
2015,Sonoma,100 years and over,No,67
2015,Sonoma,100 years and over,Unknown,0
2015,Sonoma,100 years and over,Yes,6
2015,Stanislaus,Less than 1 year,No,42
2015,Stanislaus,Less than 1 year,Unknown,0
2015,Stanislaus,Less than 1 year,Yes,0
2015,Stanislaus,1 - 4 years,No,6
2015,Stanislaus,1 - 4 years,Unknown,0
2015,Stanislaus,1 - 4 years,Yes,0
2015,Stanislaus,5 - 9 years,No,6
2015,Stanislaus,5 - 9 years,Unknown,0
2015,Stanislaus,5 - 9 years,Yes,0
2015,Stanislaus,10 - 14 years,No,6
2015,Stanislaus,10 - 14 years,Unknown,0
2015,Stanislaus,10 - 14 years,Yes,0
2015,Stanislaus,15 - 19 years,No,18
2015,Stanislaus,15 - 19 years,Unknown,0
2015,Stanislaus,15 - 19 years,Yes,6
2015,Stanislaus,20 - 24 years,No,39
2015,Stanislaus,20 - 24 years,Unknown,0
2015,Stanislaus,20 - 24 years,Yes,6
2015,Stanislaus,25 - 29 years,No,43
2015,Stanislaus,25 - 29 years,Unknown,0
2015,Stanislaus,25 - 29 years,Yes,0
2015,Stanislaus,30 - 34 years,No,51
2015,Stanislaus,30 - 34 years,Unknown,0
2015,Stanislaus,30 - 34 years,Yes,6
2015,Stanislaus,35 - 39 years,No,53
2015,Stanislaus,35 - 39 years,Unknown,0
2015,Stanislaus,35 - 39 years,Yes,6
2015,Stanislaus,40 - 44 years,No,70
2015,Stanislaus,40 - 44 years,Unknown,6
2015,Stanislaus,40 - 44 years,Yes,6
2015,Stanislaus,45 - 49 years,No,110
2015,Stanislaus,45 - 49 years,Unknown,6
2015,Stanislaus,45 - 49 years,Yes,6
2015,Stanislaus,50 - 54 years,No,175
2015,Stanislaus,50 - 54 years,Unknown,6
2015,Stanislaus,50 - 54 years,Yes,6
2015,Stanislaus,55 - 59 years,No,277
2015,Stanislaus,55 - 59 years,Unknown,6
2015,Stanislaus,55 - 59 years,Yes,16
2015,Stanislaus,60 - 64 years,No,279
2015,Stanislaus,60 - 64 years,Unknown,6
2015,Stanislaus,60 - 64 years,Yes,59
2015,Stanislaus,65 - 69 years,No,296
2015,Stanislaus,65 - 69 years,Unknown,6
2015,Stanislaus,65 - 69 years,Yes,84
2015,Stanislaus,70 - 74 years,No,317
2015,Stanislaus,70 - 74 years,Unknown,6
2015,Stanislaus,70 - 74 years,Yes,96
2015,Stanislaus,75 - 79 years,No,346
2015,Stanislaus,75 - 79 years,Unknown,6
2015,Stanislaus,75 - 79 years,Yes,96
2015,Stanislaus,80 - 84 years,No,376
2015,Stanislaus,80 - 84 years,Unknown,6
2015,Stanislaus,80 - 84 years,Yes,145
2015,Stanislaus,85 - 89 years,No,418
2015,Stanislaus,85 - 89 years,Unknown,6
2015,Stanislaus,85 - 89 years,Yes,149
2015,Stanislaus,90 - 94 years,No,310
2015,Stanislaus,90 - 94 years,Unknown,6
2015,Stanislaus,90 - 94 years,Yes,130
2015,Stanislaus,95 - 99 years,No,150
2015,Stanislaus,95 - 99 years,Unknown,6
2015,Stanislaus,95 - 99 years,Yes,39
2015,Stanislaus,100 years and over,No,28
2015,Stanislaus,100 years and over,Unknown,0
2015,Stanislaus,100 years and over,Yes,6
2015,Sutter,Less than 1 year,No,6
2015,Sutter,Less than 1 year,Unknown,0
2015,Sutter,Less than 1 year,Yes,0
2015,Sutter,1 - 4 years,No,0
2015,Sutter,1 - 4 years,Unknown,0
2015,Sutter,1 - 4 years,Yes,0
2015,Sutter,5 - 9 years,No,0
2015,Sutter,5 - 9 years,Unknown,0
2015,Sutter,5 - 9 years,Yes,0
2015,Sutter,10 - 14 years,No,0
2015,Sutter,10 - 14 years,Unknown,0
2015,Sutter,10 - 14 years,Yes,0
2015,Sutter,15 - 19 years,No,6
2015,Sutter,15 - 19 years,Unknown,0
2015,Sutter,15 - 19 years,Yes,0
2015,Sutter,20 - 24 years,No,6
2015,Sutter,20 - 24 years,Unknown,0
2015,Sutter,20 - 24 years,Yes,6
2015,Sutter,25 - 29 years,No,6
2015,Sutter,25 - 29 years,Unknown,0
2015,Sutter,25 - 29 years,Yes,0
2015,Sutter,30 - 34 years,No,6
2015,Sutter,30 - 34 years,Unknown,0
2015,Sutter,30 - 34 years,Yes,0
2015,Sutter,35 - 39 years,No,6
2015,Sutter,35 - 39 years,Unknown,0
2015,Sutter,35 - 39 years,Yes,6
2015,Sutter,40 - 44 years,No,15
2015,Sutter,40 - 44 years,Unknown,0
2015,Sutter,40 - 44 years,Yes,0
2015,Sutter,45 - 49 years,No,17
2015,Sutter,45 - 49 years,Unknown,0
2015,Sutter,45 - 49 years,Yes,0
2015,Sutter,50 - 54 years,No,25
2015,Sutter,50 - 54 years,Unknown,0
2015,Sutter,50 - 54 years,Yes,6
2015,Sutter,55 - 59 years,No,50
2015,Sutter,55 - 59 years,Unknown,0
2015,Sutter,55 - 59 years,Yes,6
2015,Sutter,60 - 64 years,No,60
2015,Sutter,60 - 64 years,Unknown,0
2015,Sutter,60 - 64 years,Yes,6
