Year_of_Death,County_of_Residence,Age,Total_Deaths
2020,Tehama,75 - 79 years,97
2020,Tehama,80 - 84 years,89
2020,Tehama,85 - 89 years,107
2020,Tehama,90 - 94 years,71
2020,Tehama,95 - 99 years,40
2020,Tehama,100 years and over,6
2020,Trinity,Less than 1 year,0
2020,Trinity,1 - 4 years,6
2020,Trinity,5 - 9 years,0
2020,Trinity,10 - 14 years,0
2020,Trinity,15 - 19 years,6
2020,Trinity,20 - 24 years,6
2020,Trinity,25 - 29 years,6
2020,Trinity,30 - 34 years,6
2020,Trinity,35 - 39 years,6
2020,Trinity,40 - 44 years,6
2020,Trinity,45 - 49 years,6
2020,Trinity,50 - 54 years,6
2020,Trinity,55 - 59 years,14
2020,Trinity,60 - 64 years,16
2020,Trinity,65 - 69 years,19
2020,Trinity,70 - 74 years,23
2020,Trinity,75 - 79 years,21
2020,Trinity,80 - 84 years,22
2020,Trinity,85 - 89 years,12
2020,Trinity,90 - 94 years,6
2020,Trinity,95 - 99 years,6
2020,Trinity,100 years and over,6
2020,Tulare,Less than 1 year,39
2020,Tulare,1 - 4 years,6
2020,Tulare,5 - 9 years,6
2020,Tulare,10 - 14 years,6
2020,Tulare,15 - 19 years,23
2020,Tulare,20 - 24 years,31
2020,Tulare,25 - 29 years,46
2020,Tulare,30 - 34 years,57
2020,Tulare,35 - 39 years,58
2020,Tulare,40 - 44 years,89
2020,Tulare,45 - 49 years,85
2020,Tulare,50 - 54 years,154
2020,Tulare,55 - 59 years,237
2020,Tulare,60 - 64 years,327
2020,Tulare,65 - 69 years,396
2020,Tulare,70 - 74 years,398
2020,Tulare,75 - 79 years,477
2020,Tulare,80 - 84 years,474
2020,Tulare,85 - 89 years,485
2020,Tulare,90 - 94 years,346
2020,Tulare,95 - 99 years,147
2020,Tulare,100 years and over,24
2020,Tuolumne,Less than 1 year,6
2020,Tuolumne,1 - 4 years,0
2020,Tuolumne,5 - 9 years,0
2020,Tuolumne,10 - 14 years,0
2020,Tuolumne,15 - 19 years,6
2020,Tuolumne,20 - 24 years,6
2020,Tuolumne,25 - 29 years,6
2020,Tuolumne,30 - 34 years,6
2020,Tuolumne,35 - 39 years,6
2020,Tuolumne,40 - 44 years,6
2020,Tuolumne,45 - 49 years,6
2020,Tuolumne,50 - 54 years,21
2020,Tuolumne,55 - 59 years,35
2020,Tuolumne,60 - 64 years,63
2020,Tuolumne,65 - 69 years,76
2020,Tuolumne,70 - 74 years,95
2020,Tuolumne,75 - 79 years,102
2020,Tuolumne,80 - 84 years,104
2020,Tuolumne,85 - 89 years,96
2020,Tuolumne,90 - 94 years,75
2020,Tuolumne,95 - 99 years,52
2020,Tuolumne,100 years and over,6
2020,Ventura,Less than 1 year,32
2020,Ventura,1 - 4 years,6
2020,Ventura,5 - 9 years,6
2020,Ventura,10 - 14 years,6
2020,Ventura,15 - 19 years,21
2020,Ventura,20 - 24 years,34
2020,Ventura,25 - 29 years,50
2020,Ventura,30 - 34 years,65
2020,Ventura,35 - 39 years,79
2020,Ventura,40 - 44 years,98
2020,Ventura,45 - 49 years,117
2020,Ventura,50 - 54 years,196
2020,Ventura,55 - 59 years,270
2020,Ventura,60 - 64 years,425
2020,Ventura,65 - 69 years,467
2020,Ventura,70 - 74 years,636
2020,Ventura,75 - 79 years,697
2020,Ventura,80 - 84 years,830
2020,Ventura,85 - 89 years,1037
2020,Ventura,90 - 94 years,906
2020,Ventura,95 - 99 years,501
2020,Ventura,100 years and over,108
2020,Yolo,Less than 1 year,6
2020,Yolo,1 - 4 years,6
2020,Yolo,5 - 9 years,6
2020,Yolo,10 - 14 years,6
2020,Yolo,15 - 19 years,6
2020,Yolo,20 - 24 years,12
2020,Yolo,25 - 29 years,15
2020,Yolo,30 - 34 years,21
2020,Yolo,35 - 39 years,20
2020,Yolo,40 - 44 years,18
2020,Yolo,45 - 49 years,23
2020,Yolo,50 - 54 years,47
2020,Yolo,55 - 59 years,63
2020,Yolo,60 - 64 years,114
2020,Yolo,65 - 69 years,128
2020,Yolo,70 - 74 years,145
2020,Yolo,75 - 79 years,191
2020,Yolo,80 - 84 years,158
2020,Yolo,85 - 89 years,205
2020,Yolo,90 - 94 years,177
2020,Yolo,95 - 99 years,102
2020,Yolo,100 years and over,33
2020,Yuba,Less than 1 year,6
2020,Yuba,1 - 4 years,6
2020,Yuba,5 - 9 years,6
2020,Yuba,10 - 14 years,0
2020,Yuba,15 - 19 years,6
2020,Yuba,20 - 24 years,6
2020,Yuba,25 - 29 years,6
2020,Yuba,30 - 34 years,6
2020,Yuba,35 - 39 years,11
2020,Yuba,40 - 44 years,12
2020,Yuba,45 - 49 years,15
2020,Yuba,50 - 54 years,32
2020,Yuba,55 - 59 years,52
2020,Yuba,60 - 64 years,66
2020,Yuba,65 - 69 years,86
2020,Yuba,70 - 74 years,86
2020,Yuba,75 - 79 years,73
2020,Yuba,80 - 84 years,62
2020,Yuba,85 - 89 years,73
2020,Yuba,90 - 94 years,45
2020,Yuba,95 - 99 years,21
2020,Yuba,100 years and over,6
2019,Alameda,Less than 1 year,60
2019,Alameda,1 - 4 years,6
2019,Alameda,5 - 9 years,6
2019,Alameda,10 - 14 years,6
2019,Alameda,15 - 19 years,37
2019,Alameda,20 - 24 years,79
2019,Alameda,25 - 29 years,96
2019,Alameda,30 - 34 years,115
2019,Alameda,35 - 39 years,125
2019,Alameda,40 - 44 years,132
2019,Alameda,45 - 49 years,204
2019,Alameda,50 - 54 years,324
2019,Alameda,55 - 59 years,531
2019,Alameda,60 - 64 years,702
2019,Alameda,65 - 69 years,861
2019,Alameda,70 - 74 years,1023
2019,Alameda,75 - 79 years,1022
2019,Alameda,80 - 84 years,1234
2019,Alameda,85 - 89 years,1365
2019,Alameda,90 - 94 years,1310
2019,Alameda,95 - 99 years,734
2019,Alameda,100 years and over,172
2019,Alpine,Less than 1 year,0
2019,Alpine,1 - 4 years,0
2019,Alpine,5 - 9 years,0
2019,Alpine,10 - 14 years,0
2019,Alpine,15 - 19 years,0
2019,Alpine,20 - 24 years,6
2019,Alpine,25 - 29 years,0
2019,Alpine,30 - 34 years,0
2019,Alpine,35 - 39 years,0
2019,Alpine,40 - 44 years,6
2019,Alpine,45 - 49 years,0
2019,Alpine,50 - 54 years,0
2019,Alpine,55 - 59 years,6
2019,Alpine,60 - 64 years,6
2019,Alpine,65 - 69 years,6
2019,Alpine,70 - 74 years,6
2019,Alpine,75 - 79 years,0
2019,Alpine,80 - 84 years,6
2019,Alpine,85 - 89 years,6
2019,Alpine,90 - 94 years,6
2019,Alpine,95 - 99 years,0
2019,Alpine,100 years and over,6
2019,Amador,Less than 1 year,6
2019,Amador,1 - 4 years,6
2019,Amador,5 - 9 years,0
2019,Amador,10 - 14 years,0
2019,Amador,15 - 19 years,6
2019,Amador,20 - 24 years,0
2019,Amador,25 - 29 years,6
2019,Amador,30 - 34 years,6
2019,Amador,35 - 39 years,6
2019,Amador,40 - 44 years,6
2019,Amador,45 - 49 years,6
2019,Amador,50 - 54 years,6
2019,Amador,55 - 59 years,31
2019,Amador,60 - 64 years,37
2019,Amador,65 - 69 years,46
2019,Amador,70 - 74 years,50
2019,Amador,75 - 79 years,56
2019,Amador,80 - 84 years,68
2019,Amador,85 - 89 years,52
2019,Amador,90 - 94 years,62
2019,Amador,95 - 99 years,32
2019,Amador,100 years and over,6
2019,Butte,Less than 1 year,6
2019,Butte,1 - 4 years,6
2019,Butte,5 - 9 years,6
2019,Butte,10 - 14 years,6
2019,Butte,15 - 19 years,6
2019,Butte,20 - 24 years,6
2019,Butte,25 - 29 years,6
2019,Butte,30 - 34 years,29
2019,Butte,35 - 39 years,28
2019,Butte,40 - 44 years,28
2019,Butte,45 - 49 years,43
2019,Butte,50 - 54 years,62
2019,Butte,55 - 59 years,115
2019,Butte,60 - 64 years,192
2019,Butte,65 - 69 years,211
2019,Butte,70 - 74 years,232
2019,Butte,75 - 79 years,242
2019,Butte,80 - 84 years,263
2019,Butte,85 - 89 years,259
2019,Butte,90 - 94 years,253
2019,Butte,95 - 99 years,130
2019,Butte,100 years and over,27
2019,Calaveras,Less than 1 year,6
2019,Calaveras,1 - 4 years,0
2019,Calaveras,5 - 9 years,0
2019,Calaveras,10 - 14 years,0
2019,Calaveras,15 - 19 years,0
2019,Calaveras,20 - 24 years,6
2019,Calaveras,25 - 29 years,6
2019,Calaveras,30 - 34 years,6
2019,Calaveras,35 - 39 years,6
2019,Calaveras,40 - 44 years,6
2019,Calaveras,45 - 49 years,18
2019,Calaveras,50 - 54 years,12
2019,Calaveras,55 - 59 years,29
2019,Calaveras,60 - 64 years,27
2019,Calaveras,65 - 69 years,59
2019,Calaveras,70 - 74 years,61
2019,Calaveras,75 - 79 years,79
2019,Calaveras,80 - 84 years,68
2019,Calaveras,85 - 89 years,53
2019,Calaveras,90 - 94 years,43
2019,Calaveras,95 - 99 years,28
2019,Calaveras,100 years and over,6
2019,Colusa,Less than 1 year,6
2019,Colusa,1 - 4 years,0
2019,Colusa,5 - 9 years,0
2019,Colusa,10 - 14 years,0
2019,Colusa,15 - 19 years,6
2019,Colusa,20 - 24 years,6
2019,Colusa,25 - 29 years,6
2019,Colusa,30 - 34 years,0
2019,Colusa,35 - 39 years,6
2019,Colusa,40 - 44 years,6
2019,Colusa,45 - 49 years,6
2019,Colusa,50 - 54 years,6
2019,Colusa,55 - 59 years,6
2019,Colusa,60 - 64 years,11
2019,Colusa,65 - 69 years,12
2019,Colusa,70 - 74 years,20
2019,Colusa,75 - 79 years,18
2019,Colusa,80 - 84 years,16
2019,Colusa,85 - 89 years,24
2019,Colusa,90 - 94 years,16
2019,Colusa,95 - 99 years,6
2019,Colusa,100 years and over,6
2019,Contra Costa,Less than 1 year,48
2019,Contra Costa,1 - 4 years,6
2019,Contra Costa,5 - 9 years,6
2019,Contra Costa,10 - 14 years,6
2019,Contra Costa,15 - 19 years,26
2019,Contra Costa,20 - 24 years,60
2019,Contra Costa,25 - 29 years,54
2019,Contra Costa,30 - 34 years,80
2019,Contra Costa,35 - 39 years,101
2019,Contra Costa,40 - 44 years,112
2019,Contra Costa,45 - 49 years,162
2019,Contra Costa,50 - 54 years,232
2019,Contra Costa,55 - 59 years,383
2019,Contra Costa,60 - 64 years,500
2019,Contra Costa,65 - 69 years,639
2019,Contra Costa,70 - 74 years,756
2019,Contra Costa,75 - 79 years,897
2019,Contra Costa,80 - 84 years,969
2019,Contra Costa,85 - 89 years,1168
2019,Contra Costa,90 - 94 years,1051
2019,Contra Costa,95 - 99 years,526
2019,Contra Costa,100 years and over,142
2019,Del Norte,Less than 1 year,0
2019,Del Norte,1 - 4 years,0
2019,Del Norte,5 - 9 years,0
2019,Del Norte,10 - 14 years,0
2019,Del Norte,15 - 19 years,6
2019,Del Norte,20 - 24 years,6
2019,Del Norte,25 - 29 years,6
2019,Del Norte,30 - 34 years,6
2019,Del Norte,35 - 39 years,6
2019,Del Norte,40 - 44 years,6
2019,Del Norte,45 - 49 years,6
2019,Del Norte,50 - 54 years,14
2019,Del Norte,55 - 59 years,27
2019,Del Norte,60 - 64 years,33
2019,Del Norte,65 - 69 years,35
2019,Del Norte,70 - 74 years,44
2019,Del Norte,75 - 79 years,35
2019,Del Norte,80 - 84 years,33
2019,Del Norte,85 - 89 years,42
2019,Del Norte,90 - 94 years,25
2019,Del Norte,95 - 99 years,12
2019,Del Norte,100 years and over,0
2019,El Dorado,Less than 1 year,6
2019,El Dorado,1 - 4 years,6
2019,El Dorado,5 - 9 years,0
2019,El Dorado,10 - 14 years,6
2019,El Dorado,15 - 19 years,6
2019,El Dorado,20 - 24 years,6
2019,El Dorado,25 - 29 years,11
2019,El Dorado,30 - 34 years,16
2019,El Dorado,35 - 39 years,19
2019,El Dorado,40 - 44 years,14
2019,El Dorado,45 - 49 years,28
2019,El Dorado,50 - 54 years,36
2019,El Dorado,55 - 59 years,78
2019,El Dorado,60 - 64 years,103
2019,El Dorado,65 - 69 years,151
2019,El Dorado,70 - 74 years,156
2019,El Dorado,75 - 79 years,193
2019,El Dorado,80 - 84 years,219
2019,El Dorado,85 - 89 years,234
2019,El Dorado,90 - 94 years,185
2019,El Dorado,95 - 99 years,116
2019,El Dorado,100 years and over,19
2019,Fresno,Less than 1 year,78
2019,Fresno,1 - 4 years,6
2019,Fresno,5 - 9 years,6
2019,Fresno,10 - 14 years,6
2019,Fresno,15 - 19 years,34
2019,Fresno,20 - 24 years,73
2019,Fresno,25 - 29 years,96
2019,Fresno,30 - 34 years,96
2019,Fresno,35 - 39 years,101
2019,Fresno,40 - 44 years,137
2019,Fresno,45 - 49 years,161
2019,Fresno,50 - 54 years,280
2019,Fresno,55 - 59 years,416
2019,Fresno,60 - 64 years,581
2019,Fresno,65 - 69 years,601
2019,Fresno,70 - 74 years,722
2019,Fresno,75 - 79 years,771
2019,Fresno,80 - 84 years,813
2019,Fresno,85 - 89 years,809
2019,Fresno,90 - 94 years,775
2019,Fresno,95 - 99 years,396
2019,Fresno,100 years and over,75
2019,Glenn,Less than 1 year,6
2019,Glenn,1 - 4 years,6
2019,Glenn,5 - 9 years,0
2019,Glenn,10 - 14 years,0
2019,Glenn,15 - 19 years,6
2019,Glenn,20 - 24 years,6
2019,Glenn,25 - 29 years,6
2019,Glenn,30 - 34 years,6
2019,Glenn,35 - 39 years,6
2019,Glenn,40 - 44 years,6
2019,Glenn,45 - 49 years,6
2019,Glenn,50 - 54 years,12
2019,Glenn,55 - 59 years,12
2019,Glenn,60 - 64 years,24
2019,Glenn,65 - 69 years,23
2019,Glenn,70 - 74 years,18
2019,Glenn,75 - 79 years,29
2019,Glenn,80 - 84 years,33
2019,Glenn,85 - 89 years,25
2019,Glenn,90 - 94 years,34
2019,Glenn,95 - 99 years,16
2019,Glenn,100 years and over,0
2019,Humboldt,Less than 1 year,6
2019,Humboldt,1 - 4 years,6
2019,Humboldt,5 - 9 years,6
2019,Humboldt,10 - 14 years,0
2019,Humboldt,15 - 19 years,6
2019,Humboldt,20 - 24 years,6
2019,Humboldt,25 - 29 years,18
2019,Humboldt,30 - 34 years,24
2019,Humboldt,35 - 39 years,17
2019,Humboldt,40 - 44 years,22
2019,Humboldt,45 - 49 years,36
2019,Humboldt,50 - 54 years,43
2019,Humboldt,55 - 59 years,89
2019,Humboldt,60 - 64 years,123
2019,Humboldt,65 - 69 years,156
2019,Humboldt,70 - 74 years,153
2019,Humboldt,75 - 79 years,161
2019,Humboldt,80 - 84 years,161
2019,Humboldt,85 - 89 years,162
2019,Humboldt,90 - 94 years,132
2019,Humboldt,95 - 99 years,68
2019,Humboldt,100 years and over,6
2019,Imperial,Less than 1 year,6
2019,Imperial,1 - 4 years,6
2019,Imperial,5 - 9 years,6
2019,Imperial,10 - 14 years,6
2019,Imperial,15 - 19 years,6
2019,Imperial,20 - 24 years,6
2019,Imperial,25 - 29 years,11
2019,Imperial,30 - 34 years,15
2019,Imperial,35 - 39 years,19
2019,Imperial,40 - 44 years,17
2019,Imperial,45 - 49 years,24
2019,Imperial,50 - 54 years,41
2019,Imperial,55 - 59 years,66
2019,Imperial,60 - 64 years,86
2019,Imperial,65 - 69 years,112
2019,Imperial,70 - 74 years,115
2019,Imperial,75 - 79 years,105
2019,Imperial,80 - 84 years,143
2019,Imperial,85 - 89 years,145
2019,Imperial,90 - 94 years,101
2019,Imperial,95 - 99 years,45
2019,Imperial,100 years and over,11
2019,Inyo,Less than 1 year,6
2019,Inyo,1 - 4 years,0
2019,Inyo,5 - 9 years,0
2019,Inyo,10 - 14 years,0
2019,Inyo,15 - 19 years,0
2019,Inyo,20 - 24 years,0
2019,Inyo,25 - 29 years,6
2019,Inyo,30 - 34 years,6
2019,Inyo,35 - 39 years,6
2019,Inyo,40 - 44 years,6
2019,Inyo,45 - 49 years,6
2019,Inyo,50 - 54 years,6
2019,Inyo,55 - 59 years,6
2019,Inyo,60 - 64 years,22
2019,Inyo,65 - 69 years,24
2019,Inyo,70 - 74 years,22
2019,Inyo,75 - 79 years,26
2019,Inyo,80 - 84 years,29
2019,Inyo,85 - 89 years,30
2019,Inyo,90 - 94 years,21
2019,Inyo,95 - 99 years,6
2019,Inyo,100 years and over,6
2019,Kern,Less than 1 year,89
2019,Kern,1 - 4 years,14
2019,Kern,5 - 9 years,11
2019,Kern,10 - 14 years,6
2019,Kern,15 - 19 years,34
2019,Kern,20 - 24 years,70
2019,Kern,25 - 29 years,105
2019,Kern,30 - 34 years,104
2019,Kern,35 - 39 years,129
2019,Kern,40 - 44 years,141
2019,Kern,45 - 49 years,202
2019,Kern,50 - 54 years,270
2019,Kern,55 - 59 years,439
2019,Kern,60 - 64 years,567
2019,Kern,65 - 69 years,675
2019,Kern,70 - 74 years,651
2019,Kern,75 - 79 years,703
2019,Kern,80 - 84 years,715
2019,Kern,85 - 89 years,649
2019,Kern,90 - 94 years,510
2019,Kern,95 - 99 years,221
2019,Kern,100 years and over,36
2019,Kings,Less than 1 year,6
2019,Kings,1 - 4 years,6
2019,Kings,5 - 9 years,6
2019,Kings,10 - 14 years,6
2019,Kings,15 - 19 years,6
2019,Kings,20 - 24 years,6
2019,Kings,25 - 29 years,6
2019,Kings,30 - 34 years,16
2019,Kings,35 - 39 years,20
2019,Kings,40 - 44 years,22
2019,Kings,45 - 49 years,30
2019,Kings,50 - 54 years,42
2019,Kings,55 - 59 years,70
2019,Kings,60 - 64 years,76
2019,Kings,65 - 69 years,89
2019,Kings,70 - 74 years,86
2019,Kings,75 - 79 years,99
2019,Kings,80 - 84 years,112
2019,Kings,85 - 89 years,95
2019,Kings,90 - 94 years,64
2019,Kings,95 - 99 years,28
2019,Kings,100 years and over,6
2019,Lake,Less than 1 year,6
2019,Lake,1 - 4 years,0
2019,Lake,5 - 9 years,0
2019,Lake,10 - 14 years,6
2019,Lake,15 - 19 years,6
2019,Lake,20 - 24 years,6
2019,Lake,25 - 29 years,6
2019,Lake,30 - 34 years,6
2019,Lake,35 - 39 years,6
2019,Lake,40 - 44 years,11
2019,Lake,45 - 49 years,20
2019,Lake,50 - 54 years,52
2019,Lake,55 - 59 years,69
2019,Lake,60 - 64 years,85
2019,Lake,65 - 69 years,103
2019,Lake,70 - 74 years,106
2019,Lake,75 - 79 years,119
2019,Lake,80 - 84 years,86
2019,Lake,85 - 89 years,85
2019,Lake,90 - 94 years,68
2019,Lake,95 - 99 years,35
2019,Lake,100 years and over,11
2019,Lassen,Less than 1 year,6
2019,Lassen,1 - 4 years,0
2019,Lassen,5 - 9 years,0
2019,Lassen,10 - 14 years,0
2019,Lassen,15 - 19 years,0
2019,Lassen,20 - 24 years,0
2019,Lassen,25 - 29 years,0
2019,Lassen,30 - 34 years,6
2019,Lassen,35 - 39 years,6
2019,Lassen,40 - 44 years,6
2019,Lassen,45 - 49 years,6
2019,Lassen,50 - 54 years,15
2019,Lassen,55 - 59 years,27
2019,Lassen,60 - 64 years,15
2019,Lassen,65 - 69 years,31
2019,Lassen,70 - 74 years,27
2019,Lassen,75 - 79 years,31
2019,Lassen,80 - 84 years,33
2019,Lassen,85 - 89 years,25
2019,Lassen,90 - 94 years,22
2019,Lassen,95 - 99 years,11
2019,Lassen,100 years and over,6
2019,Los Angeles,Less than 1 year,405
2019,Los Angeles,1 - 4 years,69
2019,Los Angeles,5 - 9 years,50
2019,Los Angeles,10 - 14 years,54
2019,Los Angeles,15 - 19 years,212
2019,Los Angeles,20 - 24 years,473
2019,Los Angeles,25 - 29 years,667
2019,Los Angeles,30 - 34 years,736
2019,Los Angeles,35 - 39 years,883
2019,Los Angeles,40 - 44 years,1104
2019,Los Angeles,45 - 49 years,1571
2019,Los Angeles,50 - 54 years,2343
2019,Los Angeles,55 - 59 years,3636
2019,Los Angeles,60 - 64 years,4728
2019,Los Angeles,65 - 69 years,5312
2019,Los Angeles,70 - 74 years,6145
2019,Los Angeles,75 - 79 years,6709
2019,Los Angeles,80 - 84 years,7791
2019,Los Angeles,85 - 89 years,8695
2019,Los Angeles,90 - 94 years,7855
2019,Los Angeles,95 - 99 years,4043
2019,Los Angeles,100 years and over,1019
2019,Madera,Less than 1 year,13
2019,Madera,1 - 4 years,6
2019,Madera,5 - 9 years,0
2019,Madera,10 - 14 years,6
2019,Madera,15 - 19 years,6
2019,Madera,20 - 24 years,18
2019,Madera,25 - 29 years,11
2019,Madera,30 - 34 years,13
2019,Madera,35 - 39 years,22
2019,Madera,40 - 44 years,22
2019,Madera,45 - 49 years,31
2019,Madera,50 - 54 years,37
2019,Madera,55 - 59 years,76
2019,Madera,60 - 64 years,86
2019,Madera,65 - 69 years,103
2019,Madera,70 - 74 years,112
2019,Madera,75 - 79 years,128
2019,Madera,80 - 84 years,142
2019,Madera,85 - 89 years,139
2019,Madera,90 - 94 years,82
2019,Madera,95 - 99 years,63
2019,Madera,100 years and over,6
2019,Marin,Less than 1 year,0
2019,Marin,1 - 4 years,6
2019,Marin,5 - 9 years,6
2019,Marin,10 - 14 years,6
2019,Marin,15 - 19 years,6
2019,Marin,20 - 24 years,6
2019,Marin,25 - 29 years,6
2019,Marin,30 - 34 years,6
2019,Marin,35 - 39 years,15
2019,Marin,40 - 44 years,13
2019,Marin,45 - 49 years,27
2019,Marin,50 - 54 years,43
2019,Marin,55 - 59 years,61
2019,Marin,60 - 64 years,90
2019,Marin,65 - 69 years,146
2019,Marin,70 - 74 years,188
2019,Marin,75 - 79 years,205
2019,Marin,80 - 84 years,248
2019,Marin,85 - 89 years,344
2019,Marin,90 - 94 years,334
2019,Marin,95 - 99 years,181
2019,Marin,100 years and over,34
2019,Mariposa,Less than 1 year,0
2019,Mariposa,1 - 4 years,0
2019,Mariposa,5 - 9 years,0
2019,Mariposa,10 - 14 years,0
2019,Mariposa,15 - 19 years,0
2019,Mariposa,20 - 24 years,6
2019,Mariposa,25 - 29 years,6
2019,Mariposa,30 - 34 years,6
2019,Mariposa,35 - 39 years,0
2019,Mariposa,40 - 44 years,6
2019,Mariposa,45 - 49 years,6
2019,Mariposa,50 - 54 years,6
2019,Mariposa,55 - 59 years,13
2019,Mariposa,60 - 64 years,20
2019,Mariposa,65 - 69 years,13
2019,Mariposa,70 - 74 years,28
2019,Mariposa,75 - 79 years,21
2019,Mariposa,80 - 84 years,28
2019,Mariposa,85 - 89 years,28
2019,Mariposa,90 - 94 years,14
2019,Mariposa,95 - 99 years,6
2019,Mariposa,100 years and over,6
2019,Mendocino,Less than 1 year,6
2019,Mendocino,1 - 4 years,6
2019,Mendocino,5 - 9 years,6
2019,Mendocino,10 - 14 years,6
2019,Mendocino,15 - 19 years,0
2019,Mendocino,20 - 24 years,6
2019,Mendocino,25 - 29 years,6
2019,Mendocino,30 - 34 years,6
2019,Mendocino,35 - 39 years,6
2019,Mendocino,40 - 44 years,14
2019,Mendocino,45 - 49 years,24
2019,Mendocino,50 - 54 years,31
2019,Mendocino,55 - 59 years,41
2019,Mendocino,60 - 64 years,67
2019,Mendocino,65 - 69 years,97
2019,Mendocino,70 - 74 years,122
2019,Mendocino,75 - 79 years,119
2019,Mendocino,80 - 84 years,104
2019,Mendocino,85 - 89 years,103
2019,Mendocino,90 - 94 years,86
2019,Mendocino,95 - 99 years,36
2019,Mendocino,100 years and over,13
2019,Merced,Less than 1 year,20
2019,Merced,1 - 4 years,6
2019,Merced,5 - 9 years,0
2019,Merced,10 - 14 years,6
2019,Merced,15 - 19 years,6
2019,Merced,20 - 24 years,19
2019,Merced,25 - 29 years,19
2019,Merced,30 - 34 years,25
2019,Merced,35 - 39 years,36
2019,Merced,40 - 44 years,42
2019,Merced,45 - 49 years,54
2019,Merced,50 - 54 years,75
2019,Merced,55 - 59 years,114
2019,Merced,60 - 64 years,150
2019,Merced,65 - 69 years,145
2019,Merced,70 - 74 years,165
2019,Merced,75 - 79 years,224
2019,Merced,80 - 84 years,233
2019,Merced,85 - 89 years,195
2019,Merced,90 - 94 years,140
2019,Merced,95 - 99 years,70
2019,Merced,100 years and over,23
2019,Modoc,Less than 1 year,0
2019,Modoc,1 - 4 years,6
2019,Modoc,5 - 9 years,0
2019,Modoc,10 - 14 years,0
2019,Modoc,15 - 19 years,0
2019,Modoc,20 - 24 years,0
2019,Modoc,25 - 29 years,0
2019,Modoc,30 - 34 years,6
2019,Modoc,35 - 39 years,6
2019,Modoc,40 - 44 years,6
2019,Modoc,45 - 49 years,6
2019,Modoc,50 - 54 years,6
2019,Modoc,55 - 59 years,6
2019,Modoc,60 - 64 years,6
2019,Modoc,65 - 69 years,6
2019,Modoc,70 - 74 years,23
2019,Modoc,75 - 79 years,6
2019,Modoc,80 - 84 years,22
2019,Modoc,85 - 89 years,13
2019,Modoc,90 - 94 years,13
2019,Modoc,95 - 99 years,6
2019,Modoc,100 years and over,6
2019,Mono,Less than 1 year,0
2019,Mono,1 - 4 years,0
2019,Mono,5 - 9 years,0
2019,Mono,10 - 14 years,0
2019,Mono,15 - 19 years,0
2019,Mono,20 - 24 years,6
2019,Mono,25 - 29 years,6
2019,Mono,30 - 34 years,6
2019,Mono,35 - 39 years,0
2019,Mono,40 - 44 years,0
2019,Mono,45 - 49 years,6
2019,Mono,50 - 54 years,6
2019,Mono,55 - 59 years,6
2019,Mono,60 - 64 years,6
2019,Mono,65 - 69 years,6
2019,Mono,70 - 74 years,6
2019,Mono,75 - 79 years,6
2019,Mono,80 - 84 years,6
2019,Mono,85 - 89 years,6
2019,Mono,90 - 94 years,6
2019,Mono,95 - 99 years,0
2019,Mono,100 years and over,6
2019,Monterey,Less than 1 year,24
2019,Monterey,1 - 4 years,6
2019,Monterey,5 - 9 years,6
2019,Monterey,10 - 14 years,6
2019,Monterey,15 - 19 years,13
2019,Monterey,20 - 24 years,20
2019,Monterey,25 - 29 years,28
2019,Monterey,30 - 34 years,29
2019,Monterey,35 - 39 years,30
2019,Monterey,40 - 44 years,41
2019,Monterey,45 - 49 years,62
