Year_of_Death,County_of_Residence,Age,Race_Ethnicity,Total_Deaths_ethnicity
2017,Lassen,75 - 79 years,Native American/Alaskan Native,0
2017,Lassen,75 - 79 years,Pacific Islander/Native Hawaiian,0
2017,Lassen,75 - 79 years,Other/Unknown,0
2017,Lassen,80 - 84 years,Hispanic,6
2017,Lassen,80 - 84 years,White,22
2017,Lassen,80 - 84 years,Asian,0
2017,Lassen,80 - 84 years,Black/African-American,0
2017,Lassen,80 - 84 years,Multi-Race,6
2017,Lassen,80 - 84 years,Native American/Alaskan Native,0
2017,Lassen,80 - 84 years,Pacific Islander/Native Hawaiian,0
2017,Lassen,80 - 84 years,Other/Unknown,6
2017,Lassen,85 - 89 years,Hispanic,6
2017,Lassen,85 - 89 years,White,29
2017,Lassen,85 - 89 years,Asian,0
2017,Lassen,85 - 89 years,Black/African-American,0
2017,Lassen,85 - 89 years,Multi-Race,0
2017,Lassen,85 - 89 years,Native American/Alaskan Native,0
2017,Lassen,85 - 89 years,Pacific Islander/Native Hawaiian,0
2017,Lassen,85 - 89 years,Other/Unknown,0
2017,Lassen,90 - 94 years,Hispanic,6
2017,Lassen,90 - 94 years,White,24
2017,Lassen,90 - 94 years,Asian,0
2017,Lassen,90 - 94 years,Black/African-American,0
2017,Lassen,90 - 94 years,Multi-Race,0
2017,Lassen,90 - 94 years,Native American/Alaskan Native,0
2017,Lassen,90 - 94 years,Pacific Islander/Native Hawaiian,0
2017,Lassen,90 - 94 years,Other/Unknown,0
2017,Lassen,95 - 99 years,Hispanic,0
2017,Lassen,95 - 99 years,White,6
2017,Lassen,95 - 99 years,Asian,0
2017,Lassen,95 - 99 years,Black/African-American,0
2017,Lassen,95 - 99 years,Multi-Race,0
2017,Lassen,95 - 99 years,Native American/Alaskan Native,0
2017,Lassen,95 - 99 years,Pacific Islander/Native Hawaiian,0
2017,Lassen,95 - 99 years,Other/Unknown,0
2017,Lassen,100 years and over,Hispanic,0
2017,Lassen,100 years and over,White,6
2017,Lassen,100 years and over,Asian,0
2017,Lassen,100 years and over,Black/African-American,0
2017,Lassen,100 years and over,Multi-Race,0
2017,Lassen,100 years and over,Native American/Alaskan Native,0
2017,Lassen,100 years and over,Pacific Islander/Native Hawaiian,0
2017,Lassen,100 years and over,Other/Unknown,0
2017,Los Angeles,Less than 1 year,Hispanic,281
2017,Los Angeles,Less than 1 year,White,54
2017,Los Angeles,Less than 1 year,Asian,43
2017,Los Angeles,Less than 1 year,Black/African-American,76
2017,Los Angeles,Less than 1 year,Multi-Race,6
2017,Los Angeles,Less than 1 year,Native American/Alaskan Native,0
2017,Los Angeles,Less than 1 year,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,Less than 1 year,Other/Unknown,6
2017,Los Angeles,1 - 4 years,Hispanic,32
2017,Los Angeles,1 - 4 years,White,14
2017,Los Angeles,1 - 4 years,Asian,6
2017,Los Angeles,1 - 4 years,Black/African-American,6
2017,Los Angeles,1 - 4 years,Multi-Race,6
2017,Los Angeles,1 - 4 years,Native American/Alaskan Native,0
2017,Los Angeles,1 - 4 years,Pacific Islander/Native Hawaiian,0
2017,Los Angeles,1 - 4 years,Other/Unknown,0
2017,Los Angeles,5 - 9 years,Hispanic,26
2017,Los Angeles,5 - 9 years,White,6
2017,Los Angeles,5 - 9 years,Asian,6
2017,Los Angeles,5 - 9 years,Black/African-American,6
2017,Los Angeles,5 - 9 years,Multi-Race,0
2017,Los Angeles,5 - 9 years,Native American/Alaskan Native,0
2017,Los Angeles,5 - 9 years,Pacific Islander/Native Hawaiian,0
2017,Los Angeles,5 - 9 years,Other/Unknown,0
2017,Los Angeles,10 - 14 years,Hispanic,44
2017,Los Angeles,10 - 14 years,White,6
2017,Los Angeles,10 - 14 years,Asian,6
2017,Los Angeles,10 - 14 years,Black/African-American,11
2017,Los Angeles,10 - 14 years,Multi-Race,6
2017,Los Angeles,10 - 14 years,Native American/Alaskan Native,0
2017,Los Angeles,10 - 14 years,Pacific Islander/Native Hawaiian,0
2017,Los Angeles,10 - 14 years,Other/Unknown,0
2017,Los Angeles,15 - 19 years,Hispanic,147
2017,Los Angeles,15 - 19 years,White,30
2017,Los Angeles,15 - 19 years,Asian,15
2017,Los Angeles,15 - 19 years,Black/African-American,38
2017,Los Angeles,15 - 19 years,Multi-Race,6
2017,Los Angeles,15 - 19 years,Native American/Alaskan Native,6
2017,Los Angeles,15 - 19 years,Pacific Islander/Native Hawaiian,0
2017,Los Angeles,15 - 19 years,Other/Unknown,0
2017,Los Angeles,20 - 24 years,Hispanic,303
2017,Los Angeles,20 - 24 years,White,94
2017,Los Angeles,20 - 24 years,Asian,35
2017,Los Angeles,20 - 24 years,Black/African-American,70
2017,Los Angeles,20 - 24 years,Multi-Race,11
2017,Los Angeles,20 - 24 years,Native American/Alaskan Native,0
2017,Los Angeles,20 - 24 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,20 - 24 years,Other/Unknown,6
2017,Los Angeles,25 - 29 years,Hispanic,348
2017,Los Angeles,25 - 29 years,White,162
2017,Los Angeles,25 - 29 years,Asian,31
2017,Los Angeles,25 - 29 years,Black/African-American,93
2017,Los Angeles,25 - 29 years,Multi-Race,6
2017,Los Angeles,25 - 29 years,Native American/Alaskan Native,0
2017,Los Angeles,25 - 29 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,25 - 29 years,Other/Unknown,6
2017,Los Angeles,30 - 34 years,Hispanic,309
2017,Los Angeles,30 - 34 years,White,152
2017,Los Angeles,30 - 34 years,Asian,59
2017,Los Angeles,30 - 34 years,Black/African-American,103
2017,Los Angeles,30 - 34 years,Multi-Race,17
2017,Los Angeles,30 - 34 years,Native American/Alaskan Native,0
2017,Los Angeles,30 - 34 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,30 - 34 years,Other/Unknown,6
2017,Los Angeles,35 - 39 years,Hispanic,388
2017,Los Angeles,35 - 39 years,White,190
2017,Los Angeles,35 - 39 years,Asian,66
2017,Los Angeles,35 - 39 years,Black/African-American,120
2017,Los Angeles,35 - 39 years,Multi-Race,6
2017,Los Angeles,35 - 39 years,Native American/Alaskan Native,0
2017,Los Angeles,35 - 39 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,35 - 39 years,Other/Unknown,6
2017,Los Angeles,40 - 44 years,Hispanic,495
2017,Los Angeles,40 - 44 years,White,244
2017,Los Angeles,40 - 44 years,Asian,77
2017,Los Angeles,40 - 44 years,Black/African-American,141
2017,Los Angeles,40 - 44 years,Multi-Race,6
2017,Los Angeles,40 - 44 years,Native American/Alaskan Native,6
2017,Los Angeles,40 - 44 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,40 - 44 years,Other/Unknown,6
2017,Los Angeles,45 - 49 years,Hispanic,753
2017,Los Angeles,45 - 49 years,White,431
2017,Los Angeles,45 - 49 years,Asian,163
2017,Los Angeles,45 - 49 years,Black/African-American,258
2017,Los Angeles,45 - 49 years,Multi-Race,15
2017,Los Angeles,45 - 49 years,Native American/Alaskan Native,6
2017,Los Angeles,45 - 49 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,45 - 49 years,Other/Unknown,6
2017,Los Angeles,50 - 54 years,Hispanic,940
2017,Los Angeles,50 - 54 years,White,742
2017,Los Angeles,50 - 54 years,Asian,221
2017,Los Angeles,50 - 54 years,Black/African-American,458
2017,Los Angeles,50 - 54 years,Multi-Race,27
2017,Los Angeles,50 - 54 years,Native American/Alaskan Native,14
2017,Los Angeles,50 - 54 years,Pacific Islander/Native Hawaiian,11
2017,Los Angeles,50 - 54 years,Other/Unknown,6
2017,Los Angeles,55 - 59 years,Hispanic,1260
2017,Los Angeles,55 - 59 years,White,1293
2017,Los Angeles,55 - 59 years,Asian,334
2017,Los Angeles,55 - 59 years,Black/African-American,647
2017,Los Angeles,55 - 59 years,Multi-Race,29
2017,Los Angeles,55 - 59 years,Native American/Alaskan Native,6
2017,Los Angeles,55 - 59 years,Pacific Islander/Native Hawaiian,20
2017,Los Angeles,55 - 59 years,Other/Unknown,21
2017,Los Angeles,60 - 64 years,Hispanic,1491
2017,Los Angeles,60 - 64 years,White,1788
2017,Los Angeles,60 - 64 years,Asian,480
2017,Los Angeles,60 - 64 years,Black/African-American,882
2017,Los Angeles,60 - 64 years,Multi-Race,37
2017,Los Angeles,60 - 64 years,Native American/Alaskan Native,16
2017,Los Angeles,60 - 64 years,Pacific Islander/Native Hawaiian,16
2017,Los Angeles,60 - 64 years,Other/Unknown,24
2017,Los Angeles,65 - 69 years,Hispanic,1473
2017,Los Angeles,65 - 69 years,White,2155
2017,Los Angeles,65 - 69 years,Asian,661
2017,Los Angeles,65 - 69 years,Black/African-American,914
2017,Los Angeles,65 - 69 years,Multi-Race,28
2017,Los Angeles,65 - 69 years,Native American/Alaskan Native,19
2017,Los Angeles,65 - 69 years,Pacific Islander/Native Hawaiian,20
2017,Los Angeles,65 - 69 years,Other/Unknown,33
2017,Los Angeles,70 - 74 years,Hispanic,1545
2017,Los Angeles,70 - 74 years,White,2703
2017,Los Angeles,70 - 74 years,Asian,631
2017,Los Angeles,70 - 74 years,Black/African-American,798
2017,Los Angeles,70 - 74 years,Multi-Race,36
2017,Los Angeles,70 - 74 years,Native American/Alaskan Native,15
2017,Los Angeles,70 - 74 years,Pacific Islander/Native Hawaiian,19
2017,Los Angeles,70 - 74 years,Other/Unknown,36
2017,Los Angeles,75 - 79 years,Hispanic,1710
2017,Los Angeles,75 - 79 years,White,2894
2017,Los Angeles,75 - 79 years,Asian,825
2017,Los Angeles,75 - 79 years,Black/African-American,869
2017,Los Angeles,75 - 79 years,Multi-Race,23
2017,Los Angeles,75 - 79 years,Native American/Alaskan Native,6
2017,Los Angeles,75 - 79 years,Pacific Islander/Native Hawaiian,25
2017,Los Angeles,75 - 79 years,Other/Unknown,31
2017,Los Angeles,80 - 84 years,Hispanic,1854
2017,Los Angeles,80 - 84 years,White,3713
2017,Los Angeles,80 - 84 years,Asian,1120
2017,Los Angeles,80 - 84 years,Black/African-American,945
2017,Los Angeles,80 - 84 years,Multi-Race,33
2017,Los Angeles,80 - 84 years,Native American/Alaskan Native,16
2017,Los Angeles,80 - 84 years,Pacific Islander/Native Hawaiian,18
2017,Los Angeles,80 - 84 years,Other/Unknown,31
2017,Los Angeles,85 - 89 years,Hispanic,2037
2017,Los Angeles,85 - 89 years,White,4687
2017,Los Angeles,85 - 89 years,Asian,1346
2017,Los Angeles,85 - 89 years,Black/African-American,778
2017,Los Angeles,85 - 89 years,Multi-Race,28
2017,Los Angeles,85 - 89 years,Native American/Alaskan Native,6
2017,Los Angeles,85 - 89 years,Pacific Islander/Native Hawaiian,15
2017,Los Angeles,85 - 89 years,Other/Unknown,36
2017,Los Angeles,90 - 94 years,Hispanic,1544
2017,Los Angeles,90 - 94 years,White,4588
2017,Los Angeles,90 - 94 years,Asian,1201
2017,Los Angeles,90 - 94 years,Black/African-American,575
2017,Los Angeles,90 - 94 years,Multi-Race,24
2017,Los Angeles,90 - 94 years,Native American/Alaskan Native,11
2017,Los Angeles,90 - 94 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,90 - 94 years,Other/Unknown,30
2017,Los Angeles,95 - 99 years,Hispanic,655
2017,Los Angeles,95 - 99 years,White,2236
2017,Los Angeles,95 - 99 years,Asian,625
2017,Los Angeles,95 - 99 years,Black/African-American,306
2017,Los Angeles,95 - 99 years,Multi-Race,12
2017,Los Angeles,95 - 99 years,Native American/Alaskan Native,6
2017,Los Angeles,95 - 99 years,Pacific Islander/Native Hawaiian,6
2017,Los Angeles,95 - 99 years,Other/Unknown,6
2017,Los Angeles,100 years and over,Hispanic,150
2017,Los Angeles,100 years and over,White,503
2017,Los Angeles,100 years and over,Asian,154
2017,Los Angeles,100 years and over,Black/African-American,100
2017,Los Angeles,100 years and over,Multi-Race,6
2017,Los Angeles,100 years and over,Native American/Alaskan Native,6
2017,Los Angeles,100 years and over,Pacific Islander/Native Hawaiian,0
2017,Los Angeles,100 years and over,Other/Unknown,6
2017,Madera,Less than 1 year,Hispanic,6
2017,Madera,Less than 1 year,White,6
2017,Madera,Less than 1 year,Asian,0
2017,Madera,Less than 1 year,Black/African-American,6
2017,Madera,Less than 1 year,Multi-Race,0
2017,Madera,Less than 1 year,Native American/Alaskan Native,0
2017,Madera,Less than 1 year,Pacific Islander/Native Hawaiian,0
2017,Madera,Less than 1 year,Other/Unknown,0
2017,Madera,1 - 4 years,Hispanic,6
2017,Madera,1 - 4 years,White,0
2017,Madera,1 - 4 years,Asian,0
2017,Madera,1 - 4 years,Black/African-American,6
2017,Madera,1 - 4 years,Multi-Race,0
2017,Madera,1 - 4 years,Native American/Alaskan Native,0
2017,Madera,1 - 4 years,Pacific Islander/Native Hawaiian,0
2017,Madera,1 - 4 years,Other/Unknown,0
2017,Madera,5 - 9 years,Hispanic,0
2017,Madera,5 - 9 years,White,0
2017,Madera,5 - 9 years,Asian,0
2017,Madera,5 - 9 years,Black/African-American,0
2017,Madera,5 - 9 years,Multi-Race,6
2017,Madera,5 - 9 years,Native American/Alaskan Native,0
2017,Madera,5 - 9 years,Pacific Islander/Native Hawaiian,0
2017,Madera,5 - 9 years,Other/Unknown,0
2017,Madera,10 - 14 years,Hispanic,6
2017,Madera,10 - 14 years,White,0
2017,Madera,10 - 14 years,Asian,0
2017,Madera,10 - 14 years,Black/African-American,0
2017,Madera,10 - 14 years,Multi-Race,0
2017,Madera,10 - 14 years,Native American/Alaskan Native,0
2017,Madera,10 - 14 years,Pacific Islander/Native Hawaiian,0
2017,Madera,10 - 14 years,Other/Unknown,0
2017,Madera,15 - 19 years,Hispanic,6
2017,Madera,15 - 19 years,White,6
2017,Madera,15 - 19 years,Asian,0
2017,Madera,15 - 19 years,Black/African-American,0
2017,Madera,15 - 19 years,Multi-Race,0
2017,Madera,15 - 19 years,Native American/Alaskan Native,0
2017,Madera,15 - 19 years,Pacific Islander/Native Hawaiian,0
2017,Madera,15 - 19 years,Other/Unknown,0
2017,Madera,20 - 24 years,Hispanic,6
2017,Madera,20 - 24 years,White,6
2017,Madera,20 - 24 years,Asian,0
2017,Madera,20 - 24 years,Black/African-American,6
2017,Madera,20 - 24 years,Multi-Race,0
2017,Madera,20 - 24 years,Native American/Alaskan Native,0
2017,Madera,20 - 24 years,Pacific Islander/Native Hawaiian,0
2017,Madera,20 - 24 years,Other/Unknown,0
2017,Madera,25 - 29 years,Hispanic,6
2017,Madera,25 - 29 years,White,6
2017,Madera,25 - 29 years,Asian,0
2017,Madera,25 - 29 years,Black/African-American,0
2017,Madera,25 - 29 years,Multi-Race,0
2017,Madera,25 - 29 years,Native American/Alaskan Native,0
2017,Madera,25 - 29 years,Pacific Islander/Native Hawaiian,0
2017,Madera,25 - 29 years,Other/Unknown,0
2017,Madera,30 - 34 years,Hispanic,6
2017,Madera,30 - 34 years,White,6
2017,Madera,30 - 34 years,Asian,0
2017,Madera,30 - 34 years,Black/African-American,6
2017,Madera,30 - 34 years,Multi-Race,0
2017,Madera,30 - 34 years,Native American/Alaskan Native,0
2017,Madera,30 - 34 years,Pacific Islander/Native Hawaiian,0
2017,Madera,30 - 34 years,Other/Unknown,0
2017,Madera,35 - 39 years,Hispanic,6
2017,Madera,35 - 39 years,White,6
2017,Madera,35 - 39 years,Asian,0
2017,Madera,35 - 39 years,Black/African-American,6
2017,Madera,35 - 39 years,Multi-Race,0
2017,Madera,35 - 39 years,Native American/Alaskan Native,0
2017,Madera,35 - 39 years,Pacific Islander/Native Hawaiian,0
2017,Madera,35 - 39 years,Other/Unknown,0
2017,Madera,40 - 44 years,Hispanic,14
2017,Madera,40 - 44 years,White,6
2017,Madera,40 - 44 years,Asian,0
2017,Madera,40 - 44 years,Black/African-American,0
2017,Madera,40 - 44 years,Multi-Race,0
2017,Madera,40 - 44 years,Native American/Alaskan Native,6
2017,Madera,40 - 44 years,Pacific Islander/Native Hawaiian,0
2017,Madera,40 - 44 years,Other/Unknown,0
2017,Madera,45 - 49 years,Hispanic,12
2017,Madera,45 - 49 years,White,12
2017,Madera,45 - 49 years,Asian,0
2017,Madera,45 - 49 years,Black/African-American,0
2017,Madera,45 - 49 years,Multi-Race,0
2017,Madera,45 - 49 years,Native American/Alaskan Native,0
2017,Madera,45 - 49 years,Pacific Islander/Native Hawaiian,0
2017,Madera,45 - 49 years,Other/Unknown,0
2017,Madera,50 - 54 years,Hispanic,22
2017,Madera,50 - 54 years,White,21
2017,Madera,50 - 54 years,Asian,0
2017,Madera,50 - 54 years,Black/African-American,6
2017,Madera,50 - 54 years,Multi-Race,0
2017,Madera,50 - 54 years,Native American/Alaskan Native,6
2017,Madera,50 - 54 years,Pacific Islander/Native Hawaiian,0
2017,Madera,50 - 54 years,Other/Unknown,0
2017,Madera,55 - 59 years,Hispanic,24
2017,Madera,55 - 59 years,White,44
2017,Madera,55 - 59 years,Asian,0
2017,Madera,55 - 59 years,Black/African-American,6
2017,Madera,55 - 59 years,Multi-Race,0
2017,Madera,55 - 59 years,Native American/Alaskan Native,6
2017,Madera,55 - 59 years,Pacific Islander/Native Hawaiian,0
2017,Madera,55 - 59 years,Other/Unknown,0
2017,Madera,60 - 64 years,Hispanic,26
2017,Madera,60 - 64 years,White,56
2017,Madera,60 - 64 years,Asian,0
2017,Madera,60 - 64 years,Black/African-American,6
2017,Madera,60 - 64 years,Multi-Race,0
2017,Madera,60 - 64 years,Native American/Alaskan Native,6
2017,Madera,60 - 64 years,Pacific Islander/Native Hawaiian,0
2017,Madera,60 - 64 years,Other/Unknown,0
2017,Madera,65 - 69 years,Hispanic,23
2017,Madera,65 - 69 years,White,65
2017,Madera,65 - 69 years,Asian,6
2017,Madera,65 - 69 years,Black/African-American,6
2017,Madera,65 - 69 years,Multi-Race,6
2017,Madera,65 - 69 years,Native American/Alaskan Native,6
2017,Madera,65 - 69 years,Pacific Islander/Native Hawaiian,0
2017,Madera,65 - 69 years,Other/Unknown,0
2017,Madera,70 - 74 years,Hispanic,23
2017,Madera,70 - 74 years,White,96
2017,Madera,70 - 74 years,Asian,0
2017,Madera,70 - 74 years,Black/African-American,6
2017,Madera,70 - 74 years,Multi-Race,0
2017,Madera,70 - 74 years,Native American/Alaskan Native,6
2017,Madera,70 - 74 years,Pacific Islander/Native Hawaiian,0
2017,Madera,70 - 74 years,Other/Unknown,0
2017,Madera,75 - 79 years,Hispanic,38
2017,Madera,75 - 79 years,White,92
2017,Madera,75 - 79 years,Asian,0
2017,Madera,75 - 79 years,Black/African-American,6
2017,Madera,75 - 79 years,Multi-Race,0
2017,Madera,75 - 79 years,Native American/Alaskan Native,6
2017,Madera,75 - 79 years,Pacific Islander/Native Hawaiian,0
2017,Madera,75 - 79 years,Other/Unknown,0
2017,Madera,80 - 84 years,Hispanic,26
2017,Madera,80 - 84 years,White,117
2017,Madera,80 - 84 years,Asian,6
2017,Madera,80 - 84 years,Black/African-American,6
2017,Madera,80 - 84 years,Multi-Race,0
2017,Madera,80 - 84 years,Native American/Alaskan Native,0
2017,Madera,80 - 84 years,Pacific Islander/Native Hawaiian,6
2017,Madera,80 - 84 years,Other/Unknown,0
2017,Madera,85 - 89 years,Hispanic,29
2017,Madera,85 - 89 years,White,86
2017,Madera,85 - 89 years,Asian,6
2017,Madera,85 - 89 years,Black/African-American,6
2017,Madera,85 - 89 years,Multi-Race,0
2017,Madera,85 - 89 years,Native American/Alaskan Native,0
2017,Madera,85 - 89 years,Pacific Islander/Native Hawaiian,0
2017,Madera,85 - 89 years,Other/Unknown,0
2017,Madera,90 - 94 years,Hispanic,16
2017,Madera,90 - 94 years,White,84
2017,Madera,90 - 94 years,Asian,6
2017,Madera,90 - 94 years,Black/African-American,6
2017,Madera,90 - 94 years,Multi-Race,6
2017,Madera,90 - 94 years,Native American/Alaskan Native,0
2017,Madera,90 - 94 years,Pacific Islander/Native Hawaiian,0
2017,Madera,90 - 94 years,Other/Unknown,0
2017,Madera,95 - 99 years,Hispanic,6
2017,Madera,95 - 99 years,White,43
2017,Madera,95 - 99 years,Asian,6
2017,Madera,95 - 99 years,Black/African-American,6
2017,Madera,95 - 99 years,Multi-Race,0
2017,Madera,95 - 99 years,Native American/Alaskan Native,6
2017,Madera,95 - 99 years,Pacific Islander/Native Hawaiian,0
2017,Madera,95 - 99 years,Other/Unknown,0
2017,Madera,100 years and over,Hispanic,6
2017,Madera,100 years and over,White,6
2017,Madera,100 years and over,Asian,6
2017,Madera,100 years and over,Black/African-American,0
2017,Madera,100 years and over,Multi-Race,0
2017,Madera,100 years and over,Native American/Alaskan Native,0
2017,Madera,100 years and over,Pacific Islander/Native Hawaiian,0
2017,Madera,100 years and over,Other/Unknown,0
2017,Marin,Less than 1 year,Hispanic,0
2017,Marin,Less than 1 year,White,6
2017,Marin,Less than 1 year,Asian,0
2017,Marin,Less than 1 year,Black/African-American,0
2017,Marin,Less than 1 year,Multi-Race,0
2017,Marin,Less than 1 year,Native American/Alaskan Native,0
2017,Marin,Less than 1 year,Pacific Islander/Native Hawaiian,0
2017,Marin,Less than 1 year,Other/Unknown,0
2017,Marin,1 - 4 years,Hispanic,0
2017,Marin,1 - 4 years,White,0
2017,Marin,1 - 4 years,Asian,0
2017,Marin,1 - 4 years,Black/African-American,0
2017,Marin,1 - 4 years,Multi-Race,0
2017,Marin,1 - 4 years,Native American/Alaskan Native,0
2017,Marin,1 - 4 years,Pacific Islander/Native Hawaiian,0
2017,Marin,1 - 4 years,Other/Unknown,0
2017,Marin,5 - 9 years,Hispanic,0
2017,Marin,5 - 9 years,White,0
2017,Marin,5 - 9 years,Asian,0
2017,Marin,5 - 9 years,Black/African-American,0
2017,Marin,5 - 9 years,Multi-Race,0
2017,Marin,5 - 9 years,Native American/Alaskan Native,0
2017,Marin,5 - 9 years,Pacific Islander/Native Hawaiian,0
2017,Marin,5 - 9 years,Other/Unknown,0
2017,Marin,10 - 14 years,Hispanic,6
2017,Marin,10 - 14 years,White,0
2017,Marin,10 - 14 years,Asian,0
2017,Marin,10 - 14 years,Black/African-American,0
2017,Marin,10 - 14 years,Multi-Race,0
2017,Marin,10 - 14 years,Native American/Alaskan Native,0
2017,Marin,10 - 14 years,Pacific Islander/Native Hawaiian,0
2017,Marin,10 - 14 years,Other/Unknown,0
2017,Marin,15 - 19 years,Hispanic,0
2017,Marin,15 - 19 years,White,6
2017,Marin,15 - 19 years,Asian,0
2017,Marin,15 - 19 years,Black/African-American,0
2017,Marin,15 - 19 years,Multi-Race,6
2017,Marin,15 - 19 years,Native American/Alaskan Native,0
2017,Marin,15 - 19 years,Pacific Islander/Native Hawaiian,0
2017,Marin,15 - 19 years,Other/Unknown,0
2017,Marin,20 - 24 years,Hispanic,6
2017,Marin,20 - 24 years,White,6
2017,Marin,20 - 24 years,Asian,6
2017,Marin,20 - 24 years,Black/African-American,6
2017,Marin,20 - 24 years,Multi-Race,0
2017,Marin,20 - 24 years,Native American/Alaskan Native,0
2017,Marin,20 - 24 years,Pacific Islander/Native Hawaiian,0
2017,Marin,20 - 24 years,Other/Unknown,0
2017,Marin,25 - 29 years,Hispanic,6
2017,Marin,25 - 29 years,White,6
2017,Marin,25 - 29 years,Asian,0
2017,Marin,25 - 29 years,Black/African-American,0
2017,Marin,25 - 29 years,Multi-Race,0
2017,Marin,25 - 29 years,Native American/Alaskan Native,0
2017,Marin,25 - 29 years,Pacific Islander/Native Hawaiian,0
2017,Marin,25 - 29 years,Other/Unknown,0
2017,Marin,30 - 34 years,Hispanic,6
2017,Marin,30 - 34 years,White,6
2017,Marin,30 - 34 years,Asian,0
2017,Marin,30 - 34 years,Black/African-American,0
2017,Marin,30 - 34 years,Multi-Race,6
2017,Marin,30 - 34 years,Native American/Alaskan Native,0
2017,Marin,30 - 34 years,Pacific Islander/Native Hawaiian,0
2017,Marin,30 - 34 years,Other/Unknown,0
2017,Marin,35 - 39 years,Hispanic,6
2017,Marin,35 - 39 years,White,6
2017,Marin,35 - 39 years,Asian,0
2017,Marin,35 - 39 years,Black/African-American,6
2017,Marin,35 - 39 years,Multi-Race,0
2017,Marin,35 - 39 years,Native American/Alaskan Native,6
2017,Marin,35 - 39 years,Pacific Islander/Native Hawaiian,0
2017,Marin,35 - 39 years,Other/Unknown,0
2017,Marin,40 - 44 years,Hispanic,6
2017,Marin,40 - 44 years,White,6
2017,Marin,40 - 44 years,Asian,0
2017,Marin,40 - 44 years,Black/African-American,6
2017,Marin,40 - 44 years,Multi-Race,0
2017,Marin,40 - 44 years,Native American/Alaskan Native,0
2017,Marin,40 - 44 years,Pacific Islander/Native Hawaiian,0
2017,Marin,40 - 44 years,Other/Unknown,6
2017,Marin,45 - 49 years,Hispanic,6
2017,Marin,45 - 49 years,White,22
2017,Marin,45 - 49 years,Asian,6
2017,Marin,45 - 49 years,Black/African-American,6
2017,Marin,45 - 49 years,Multi-Race,0
2017,Marin,45 - 49 years,Native American/Alaskan Native,0
2017,Marin,45 - 49 years,Pacific Islander/Native Hawaiian,0
2017,Marin,45 - 49 years,Other/Unknown,0
2017,Marin,50 - 54 years,Hispanic,6
2017,Marin,50 - 54 years,White,26
2017,Marin,50 - 54 years,Asian,6
2017,Marin,50 - 54 years,Black/African-American,6
2017,Marin,50 - 54 years,Multi-Race,6
2017,Marin,50 - 54 years,Native American/Alaskan Native,0
2017,Marin,50 - 54 years,Pacific Islander/Native Hawaiian,6
2017,Marin,50 - 54 years,Other/Unknown,0
2017,Marin,55 - 59 years,Hispanic,6
2017,Marin,55 - 59 years,White,55
2017,Marin,55 - 59 years,Asian,6
2017,Marin,55 - 59 years,Black/African-American,6
2017,Marin,55 - 59 years,Multi-Race,6
2017,Marin,55 - 59 years,Native American/Alaskan Native,6
2017,Marin,55 - 59 years,Pacific Islander/Native Hawaiian,0
2017,Marin,55 - 59 years,Other/Unknown,0
2017,Marin,60 - 64 years,Hispanic,6
2017,Marin,60 - 64 years,White,84
2017,Marin,60 - 64 years,Asian,6
2017,Marin,60 - 64 years,Black/African-American,6
2017,Marin,60 - 64 years,Multi-Race,6
2017,Marin,60 - 64 years,Native American/Alaskan Native,0
2017,Marin,60 - 64 years,Pacific Islander/Native Hawaiian,6
2017,Marin,60 - 64 years,Other/Unknown,6
2017,Marin,65 - 69 years,Hispanic,6
2017,Marin,65 - 69 years,White,131
2017,Marin,65 - 69 years,Asian,6
2017,Marin,65 - 69 years,Black/African-American,6
2017,Marin,65 - 69 years,Multi-Race,0
2017,Marin,65 - 69 years,Native American/Alaskan Native,0
2017,Marin,65 - 69 years,Pacific Islander/Native Hawaiian,0
2017,Marin,65 - 69 years,Other/Unknown,6
2017,Marin,70 - 74 years,Hispanic,6
2017,Marin,70 - 74 years,White,169
2017,Marin,70 - 74 years,Asian,6
2017,Marin,70 - 74 years,Black/African-American,6
2017,Marin,70 - 74 years,Multi-Race,0
2017,Marin,70 - 74 years,Native American/Alaskan Native,0
2017,Marin,70 - 74 years,Pacific Islander/Native Hawaiian,6
2017,Marin,70 - 74 years,Other/Unknown,6
2017,Marin,75 - 79 years,Hispanic,12
2017,Marin,75 - 79 years,White,198
2017,Marin,75 - 79 years,Asian,6
2017,Marin,75 - 79 years,Black/African-American,6
2017,Marin,75 - 79 years,Multi-Race,6
2017,Marin,75 - 79 years,Native American/Alaskan Native,0
2017,Marin,75 - 79 years,Pacific Islander/Native Hawaiian,0
2017,Marin,75 - 79 years,Other/Unknown,6
2017,Marin,80 - 84 years,Hispanic,6
2017,Marin,80 - 84 years,White,211
2017,Marin,80 - 84 years,Asian,6
2017,Marin,80 - 84 years,Black/African-American,6
2017,Marin,80 - 84 years,Multi-Race,0
2017,Marin,80 - 84 years,Native American/Alaskan Native,0
2017,Marin,80 - 84 years,Pacific Islander/Native Hawaiian,0
