Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital
2017,Ventura,25 - 29 years,Unknown,0
2017,Ventura,30 - 34 years,Married (including SRDP),6
2017,Ventura,30 - 34 years,Widowed,0
2017,Ventura,30 - 34 years,Divorced,6
2017,Ventura,30 - 34 years,Never Married,33
2017,Ventura,30 - 34 years,Unknown,0
2017,Ventura,35 - 39 years,Married (including SRDP),16
2017,Ventura,35 - 39 years,Widowed,6
2017,Ventura,35 - 39 years,Divorced,12
2017,Ventura,35 - 39 years,Never Married,29
2017,Ventura,35 - 39 years,Unknown,0
2017,Ventura,40 - 44 years,Married (including SRDP),29
2017,Ventura,40 - 44 years,Widowed,0
2017,Ventura,40 - 44 years,Divorced,6
2017,Ventura,40 - 44 years,Never Married,42
2017,Ventura,40 - 44 years,Unknown,0
2017,Ventura,45 - 49 years,Married (including SRDP),47
2017,Ventura,45 - 49 years,Widowed,0
2017,Ventura,45 - 49 years,Divorced,33
2017,Ventura,45 - 49 years,Never Married,40
2017,Ventura,45 - 49 years,Unknown,6
2017,Ventura,50 - 54 years,Married (including SRDP),85
2017,Ventura,50 - 54 years,Widowed,6
2017,Ventura,50 - 54 years,Divorced,46
2017,Ventura,50 - 54 years,Never Married,46
2017,Ventura,50 - 54 years,Unknown,6
2017,Ventura,55 - 59 years,Married (including SRDP),132
2017,Ventura,55 - 59 years,Widowed,11
2017,Ventura,55 - 59 years,Divorced,91
2017,Ventura,55 - 59 years,Never Married,64
2017,Ventura,55 - 59 years,Unknown,6
2017,Ventura,60 - 64 years,Married (including SRDP),184
2017,Ventura,60 - 64 years,Widowed,25
2017,Ventura,60 - 64 years,Divorced,88
2017,Ventura,60 - 64 years,Never Married,63
2017,Ventura,60 - 64 years,Unknown,6
2017,Ventura,65 - 69 years,Married (including SRDP),224
2017,Ventura,65 - 69 years,Widowed,53
2017,Ventura,65 - 69 years,Divorced,105
2017,Ventura,65 - 69 years,Never Married,49
2017,Ventura,65 - 69 years,Unknown,6
2017,Ventura,70 - 74 years,Married (including SRDP),280
2017,Ventura,70 - 74 years,Widowed,87
2017,Ventura,70 - 74 years,Divorced,139
2017,Ventura,70 - 74 years,Never Married,45
2017,Ventura,70 - 74 years,Unknown,6
2017,Ventura,75 - 79 years,Married (including SRDP),302
2017,Ventura,75 - 79 years,Widowed,154
2017,Ventura,75 - 79 years,Divorced,106
2017,Ventura,75 - 79 years,Never Married,27
2017,Ventura,75 - 79 years,Unknown,6
2017,Ventura,80 - 84 years,Married (including SRDP),321
2017,Ventura,80 - 84 years,Widowed,274
2017,Ventura,80 - 84 years,Divorced,114
2017,Ventura,80 - 84 years,Never Married,27
2017,Ventura,80 - 84 years,Unknown,0
2017,Ventura,85 - 89 years,Married (including SRDP),317
2017,Ventura,85 - 89 years,Widowed,455
2017,Ventura,85 - 89 years,Divorced,107
2017,Ventura,85 - 89 years,Never Married,30
2017,Ventura,85 - 89 years,Unknown,0
2017,Ventura,90 - 94 years,Married (including SRDP),172
2017,Ventura,90 - 94 years,Widowed,565
2017,Ventura,90 - 94 years,Divorced,67
2017,Ventura,90 - 94 years,Never Married,22
2017,Ventura,90 - 94 years,Unknown,6
2017,Ventura,95 - 99 years,Married (including SRDP),55
2017,Ventura,95 - 99 years,Widowed,309
2017,Ventura,95 - 99 years,Divorced,18
2017,Ventura,95 - 99 years,Never Married,6
2017,Ventura,95 - 99 years,Unknown,0
2017,Ventura,100 years and over,Married (including SRDP),6
2017,Ventura,100 years and over,Widowed,72
2017,Ventura,100 years and over,Divorced,6
2017,Ventura,100 years and over,Never Married,6
2017,Ventura,100 years and over,Unknown,0
2017,Yolo,Less than 1 year,Married (including SRDP),0
2017,Yolo,Less than 1 year,Widowed,0
2017,Yolo,Less than 1 year,Divorced,0
2017,Yolo,Less than 1 year,Never Married,6
2017,Yolo,Less than 1 year,Unknown,0
2017,Yolo,1 - 4 years,Married (including SRDP),0
2017,Yolo,1 - 4 years,Widowed,0
2017,Yolo,1 - 4 years,Divorced,0
2017,Yolo,1 - 4 years,Never Married,6
2017,Yolo,1 - 4 years,Unknown,0
2017,Yolo,5 - 9 years,Married (including SRDP),0
2017,Yolo,5 - 9 years,Widowed,0
2017,Yolo,5 - 9 years,Divorced,0
2017,Yolo,5 - 9 years,Never Married,6
2017,Yolo,5 - 9 years,Unknown,0
2017,Yolo,10 - 14 years,Married (including SRDP),0
2017,Yolo,10 - 14 years,Widowed,0
2017,Yolo,10 - 14 years,Divorced,0
2017,Yolo,10 - 14 years,Never Married,6
2017,Yolo,10 - 14 years,Unknown,0
2017,Yolo,15 - 19 years,Married (including SRDP),0
2017,Yolo,15 - 19 years,Widowed,0
2017,Yolo,15 - 19 years,Divorced,0
2017,Yolo,15 - 19 years,Never Married,6
2017,Yolo,15 - 19 years,Unknown,0
2017,Yolo,20 - 24 years,Married (including SRDP),0
2017,Yolo,20 - 24 years,Widowed,0
2017,Yolo,20 - 24 years,Divorced,0
2017,Yolo,20 - 24 years,Never Married,6
2017,Yolo,20 - 24 years,Unknown,0
2017,Yolo,25 - 29 years,Married (including SRDP),6
2017,Yolo,25 - 29 years,Widowed,0
2017,Yolo,25 - 29 years,Divorced,0
2017,Yolo,25 - 29 years,Never Married,6
2017,Yolo,25 - 29 years,Unknown,0
2017,Yolo,30 - 34 years,Married (including SRDP),6
2017,Yolo,30 - 34 years,Widowed,0
2017,Yolo,30 - 34 years,Divorced,0
2017,Yolo,30 - 34 years,Never Married,6
2017,Yolo,30 - 34 years,Unknown,0
2017,Yolo,35 - 39 years,Married (including SRDP),6
2017,Yolo,35 - 39 years,Widowed,0
2017,Yolo,35 - 39 years,Divorced,6
2017,Yolo,35 - 39 years,Never Married,6
2017,Yolo,35 - 39 years,Unknown,0
2017,Yolo,40 - 44 years,Married (including SRDP),6
2017,Yolo,40 - 44 years,Widowed,6
2017,Yolo,40 - 44 years,Divorced,6
2017,Yolo,40 - 44 years,Never Married,11
2017,Yolo,40 - 44 years,Unknown,0
2017,Yolo,45 - 49 years,Married (including SRDP),20
2017,Yolo,45 - 49 years,Widowed,0
2017,Yolo,45 - 49 years,Divorced,6
2017,Yolo,45 - 49 years,Never Married,13
2017,Yolo,45 - 49 years,Unknown,6
2017,Yolo,50 - 54 years,Married (including SRDP),15
2017,Yolo,50 - 54 years,Widowed,0
2017,Yolo,50 - 54 years,Divorced,11
2017,Yolo,50 - 54 years,Never Married,18
2017,Yolo,50 - 54 years,Unknown,0
2017,Yolo,55 - 59 years,Married (including SRDP),26
2017,Yolo,55 - 59 years,Widowed,6
2017,Yolo,55 - 59 years,Divorced,23
2017,Yolo,55 - 59 years,Never Married,14
2017,Yolo,55 - 59 years,Unknown,0
2017,Yolo,60 - 64 years,Married (including SRDP),42
2017,Yolo,60 - 64 years,Widowed,6
2017,Yolo,60 - 64 years,Divorced,25
2017,Yolo,60 - 64 years,Never Married,22
2017,Yolo,60 - 64 years,Unknown,6
2017,Yolo,65 - 69 years,Married (including SRDP),52
2017,Yolo,65 - 69 years,Widowed,6
2017,Yolo,65 - 69 years,Divorced,32
2017,Yolo,65 - 69 years,Never Married,12
2017,Yolo,65 - 69 years,Unknown,6
2017,Yolo,70 - 74 years,Married (including SRDP),62
2017,Yolo,70 - 74 years,Widowed,18
2017,Yolo,70 - 74 years,Divorced,17
2017,Yolo,70 - 74 years,Never Married,6
2017,Yolo,70 - 74 years,Unknown,6
2017,Yolo,75 - 79 years,Married (including SRDP),62
2017,Yolo,75 - 79 years,Widowed,53
2017,Yolo,75 - 79 years,Divorced,23
2017,Yolo,75 - 79 years,Never Married,6
2017,Yolo,75 - 79 years,Unknown,6
2017,Yolo,80 - 84 years,Married (including SRDP),75
2017,Yolo,80 - 84 years,Widowed,68
2017,Yolo,80 - 84 years,Divorced,16
2017,Yolo,80 - 84 years,Never Married,6
2017,Yolo,80 - 84 years,Unknown,0
2017,Yolo,85 - 89 years,Married (including SRDP),75
2017,Yolo,85 - 89 years,Widowed,105
2017,Yolo,85 - 89 years,Divorced,33
2017,Yolo,85 - 89 years,Never Married,6
2017,Yolo,85 - 89 years,Unknown,6
2017,Yolo,90 - 94 years,Married (including SRDP),34
2017,Yolo,90 - 94 years,Widowed,122
2017,Yolo,90 - 94 years,Divorced,13
2017,Yolo,90 - 94 years,Never Married,6
2017,Yolo,90 - 94 years,Unknown,0
2017,Yolo,95 - 99 years,Married (including SRDP),11
2017,Yolo,95 - 99 years,Widowed,67
2017,Yolo,95 - 99 years,Divorced,6
2017,Yolo,95 - 99 years,Never Married,6
2017,Yolo,95 - 99 years,Unknown,0
2017,Yolo,100 years and over,Married (including SRDP),6
2017,Yolo,100 years and over,Widowed,14
2017,Yolo,100 years and over,Divorced,6
2017,Yolo,100 years and over,Never Married,0
2017,Yolo,100 years and over,Unknown,0
2017,Yuba,Less than 1 year,Married (including SRDP),0
2017,Yuba,Less than 1 year,Widowed,0
2017,Yuba,Less than 1 year,Divorced,0
2017,Yuba,Less than 1 year,Never Married,6
2017,Yuba,Less than 1 year,Unknown,0
2017,Yuba,1 - 4 years,Married (including SRDP),0
2017,Yuba,1 - 4 years,Widowed,0
2017,Yuba,1 - 4 years,Divorced,0
2017,Yuba,1 - 4 years,Never Married,6
2017,Yuba,1 - 4 years,Unknown,0
2017,Yuba,5 - 9 years,Married (including SRDP),0
2017,Yuba,5 - 9 years,Widowed,0
2017,Yuba,5 - 9 years,Divorced,0
2017,Yuba,5 - 9 years,Never Married,6
2017,Yuba,5 - 9 years,Unknown,0
2017,Yuba,10 - 14 years,Married (including SRDP),0
2017,Yuba,10 - 14 years,Widowed,0
2017,Yuba,10 - 14 years,Divorced,0
2017,Yuba,10 - 14 years,Never Married,6
2017,Yuba,10 - 14 years,Unknown,0
2017,Yuba,15 - 19 years,Married (including SRDP),0
2017,Yuba,15 - 19 years,Widowed,0
2017,Yuba,15 - 19 years,Divorced,0
2017,Yuba,15 - 19 years,Never Married,6
2017,Yuba,15 - 19 years,Unknown,0
2017,Yuba,20 - 24 years,Married (including SRDP),0
2017,Yuba,20 - 24 years,Widowed,0
2017,Yuba,20 - 24 years,Divorced,0
2017,Yuba,20 - 24 years,Never Married,6
2017,Yuba,20 - 24 years,Unknown,0
2017,Yuba,25 - 29 years,Married (including SRDP),6
2017,Yuba,25 - 29 years,Widowed,0
2017,Yuba,25 - 29 years,Divorced,6
2017,Yuba,25 - 29 years,Never Married,11
2017,Yuba,25 - 29 years,Unknown,0
2017,Yuba,30 - 34 years,Married (including SRDP),6
2017,Yuba,30 - 34 years,Widowed,0
2017,Yuba,30 - 34 years,Divorced,6
2017,Yuba,30 - 34 years,Never Married,6
2017,Yuba,30 - 34 years,Unknown,0
2017,Yuba,35 - 39 years,Married (including SRDP),6
2017,Yuba,35 - 39 years,Widowed,0
2017,Yuba,35 - 39 years,Divorced,6
2017,Yuba,35 - 39 years,Never Married,6
2017,Yuba,35 - 39 years,Unknown,0
2017,Yuba,40 - 44 years,Married (including SRDP),6
2017,Yuba,40 - 44 years,Widowed,0
2017,Yuba,40 - 44 years,Divorced,6
2017,Yuba,40 - 44 years,Never Married,6
2017,Yuba,40 - 44 years,Unknown,0
2017,Yuba,45 - 49 years,Married (including SRDP),6
2017,Yuba,45 - 49 years,Widowed,6
2017,Yuba,45 - 49 years,Divorced,6
2017,Yuba,45 - 49 years,Never Married,6
2017,Yuba,45 - 49 years,Unknown,0
2017,Yuba,50 - 54 years,Married (including SRDP),11
2017,Yuba,50 - 54 years,Widowed,6
2017,Yuba,50 - 54 years,Divorced,6
2017,Yuba,50 - 54 years,Never Married,6
2017,Yuba,50 - 54 years,Unknown,6
2017,Yuba,55 - 59 years,Married (including SRDP),27
2017,Yuba,55 - 59 years,Widowed,6
2017,Yuba,55 - 59 years,Divorced,20
2017,Yuba,55 - 59 years,Never Married,6
2017,Yuba,55 - 59 years,Unknown,0
2017,Yuba,60 - 64 years,Married (including SRDP),35
2017,Yuba,60 - 64 years,Widowed,6
2017,Yuba,60 - 64 years,Divorced,29
2017,Yuba,60 - 64 years,Never Married,6
2017,Yuba,60 - 64 years,Unknown,6
2017,Yuba,65 - 69 years,Married (including SRDP),29
2017,Yuba,65 - 69 years,Widowed,18
2017,Yuba,65 - 69 years,Divorced,21
2017,Yuba,65 - 69 years,Never Married,15
2017,Yuba,65 - 69 years,Unknown,0
2017,Yuba,70 - 74 years,Married (including SRDP),33
2017,Yuba,70 - 74 years,Widowed,16
2017,Yuba,70 - 74 years,Divorced,20
2017,Yuba,70 - 74 years,Never Married,6
2017,Yuba,70 - 74 years,Unknown,6
2017,Yuba,75 - 79 years,Married (including SRDP),38
2017,Yuba,75 - 79 years,Widowed,22
2017,Yuba,75 - 79 years,Divorced,17
2017,Yuba,75 - 79 years,Never Married,6
2017,Yuba,75 - 79 years,Unknown,6
2017,Yuba,80 - 84 years,Married (including SRDP),36
2017,Yuba,80 - 84 years,Widowed,37
2017,Yuba,80 - 84 years,Divorced,14
2017,Yuba,80 - 84 years,Never Married,6
2017,Yuba,80 - 84 years,Unknown,0
2017,Yuba,85 - 89 years,Married (including SRDP),24
2017,Yuba,85 - 89 years,Widowed,43
2017,Yuba,85 - 89 years,Divorced,6
2017,Yuba,85 - 89 years,Never Married,0
2017,Yuba,85 - 89 years,Unknown,0
2017,Yuba,90 - 94 years,Married (including SRDP),6
2017,Yuba,90 - 94 years,Widowed,32
2017,Yuba,90 - 94 years,Divorced,6
2017,Yuba,90 - 94 years,Never Married,0
2017,Yuba,90 - 94 years,Unknown,0
2017,Yuba,95 - 99 years,Married (including SRDP),6
2017,Yuba,95 - 99 years,Widowed,13
2017,Yuba,95 - 99 years,Divorced,6
2017,Yuba,95 - 99 years,Never Married,0
2017,Yuba,95 - 99 years,Unknown,0
2017,Yuba,100 years and over,Married (including SRDP),0
2017,Yuba,100 years and over,Widowed,6
2017,Yuba,100 years and over,Divorced,0
2017,Yuba,100 years and over,Never Married,0
2017,Yuba,100 years and over,Unknown,0
2016,Alameda,Less than 1 year,Married (including SRDP),0
2016,Alameda,Less than 1 year,Widowed,0
2016,Alameda,Less than 1 year,Divorced,0
2016,Alameda,Less than 1 year,Never Married,71
2016,Alameda,Less than 1 year,Unknown,0
2016,Alameda,1 - 4 years,Married (including SRDP),0
2016,Alameda,1 - 4 years,Widowed,0
2016,Alameda,1 - 4 years,Divorced,0
2016,Alameda,1 - 4 years,Never Married,6
2016,Alameda,1 - 4 years,Unknown,0
2016,Alameda,5 - 9 years,Married (including SRDP),0
2016,Alameda,5 - 9 years,Widowed,0
2016,Alameda,5 - 9 years,Divorced,0
2016,Alameda,5 - 9 years,Never Married,6
2016,Alameda,5 - 9 years,Unknown,0
2016,Alameda,10 - 14 years,Married (including SRDP),0
2016,Alameda,10 - 14 years,Widowed,0
2016,Alameda,10 - 14 years,Divorced,0
2016,Alameda,10 - 14 years,Never Married,6
2016,Alameda,10 - 14 years,Unknown,0
2016,Alameda,15 - 19 years,Married (including SRDP),0
2016,Alameda,15 - 19 years,Widowed,0
2016,Alameda,15 - 19 years,Divorced,0
2016,Alameda,15 - 19 years,Never Married,36
2016,Alameda,15 - 19 years,Unknown,0
2016,Alameda,20 - 24 years,Married (including SRDP),6
2016,Alameda,20 - 24 years,Widowed,0
2016,Alameda,20 - 24 years,Divorced,0
2016,Alameda,20 - 24 years,Never Married,76
2016,Alameda,20 - 24 years,Unknown,0
2016,Alameda,25 - 29 years,Married (including SRDP),6
2016,Alameda,25 - 29 years,Widowed,0
2016,Alameda,25 - 29 years,Divorced,6
2016,Alameda,25 - 29 years,Never Married,91
2016,Alameda,25 - 29 years,Unknown,0
2016,Alameda,30 - 34 years,Married (including SRDP),34
2016,Alameda,30 - 34 years,Widowed,0
2016,Alameda,30 - 34 years,Divorced,11
2016,Alameda,30 - 34 years,Never Married,68
2016,Alameda,30 - 34 years,Unknown,6
2016,Alameda,35 - 39 years,Married (including SRDP),34
2016,Alameda,35 - 39 years,Widowed,0
2016,Alameda,35 - 39 years,Divorced,11
2016,Alameda,35 - 39 years,Never Married,68
2016,Alameda,35 - 39 years,Unknown,6
2016,Alameda,40 - 44 years,Married (including SRDP),64
2016,Alameda,40 - 44 years,Widowed,6
2016,Alameda,40 - 44 years,Divorced,16
2016,Alameda,40 - 44 years,Never Married,70
2016,Alameda,40 - 44 years,Unknown,6
2016,Alameda,45 - 49 years,Married (including SRDP),96
2016,Alameda,45 - 49 years,Widowed,6
2016,Alameda,45 - 49 years,Divorced,35
2016,Alameda,45 - 49 years,Never Married,101
2016,Alameda,45 - 49 years,Unknown,6
2016,Alameda,50 - 54 years,Married (including SRDP),139
2016,Alameda,50 - 54 years,Widowed,6
2016,Alameda,50 - 54 years,Divorced,78
2016,Alameda,50 - 54 years,Never Married,127
2016,Alameda,50 - 54 years,Unknown,6
2016,Alameda,55 - 59 years,Married (including SRDP),208
2016,Alameda,55 - 59 years,Widowed,26
2016,Alameda,55 - 59 years,Divorced,110
2016,Alameda,55 - 59 years,Never Married,168
2016,Alameda,55 - 59 years,Unknown,14
2016,Alameda,60 - 64 years,Married (including SRDP),329
2016,Alameda,60 - 64 years,Widowed,43
2016,Alameda,60 - 64 years,Divorced,170
2016,Alameda,60 - 64 years,Never Married,171
2016,Alameda,60 - 64 years,Unknown,24
2016,Alameda,65 - 69 years,Married (including SRDP),353
2016,Alameda,65 - 69 years,Widowed,83
2016,Alameda,65 - 69 years,Divorced,230
2016,Alameda,65 - 69 years,Never Married,145
2016,Alameda,65 - 69 years,Unknown,26
2016,Alameda,70 - 74 years,Married (including SRDP),426
2016,Alameda,70 - 74 years,Widowed,150
2016,Alameda,70 - 74 years,Divorced,214
2016,Alameda,70 - 74 years,Never Married,108
2016,Alameda,70 - 74 years,Unknown,14
2016,Alameda,75 - 79 years,Married (including SRDP),434
2016,Alameda,75 - 79 years,Widowed,268
2016,Alameda,75 - 79 years,Divorced,207
2016,Alameda,75 - 79 years,Never Married,85
2016,Alameda,75 - 79 years,Unknown,11
2016,Alameda,80 - 84 years,Married (including SRDP),458
2016,Alameda,80 - 84 years,Widowed,420
2016,Alameda,80 - 84 years,Divorced,175
2016,Alameda,80 - 84 years,Never Married,73
2016,Alameda,80 - 84 years,Unknown,6
2016,Alameda,85 - 89 years,Married (including SRDP),416
2016,Alameda,85 - 89 years,Widowed,710
2016,Alameda,85 - 89 years,Divorced,176
2016,Alameda,85 - 89 years,Never Married,74
2016,Alameda,85 - 89 years,Unknown,6
2016,Alameda,90 - 94 years,Married (including SRDP),271
2016,Alameda,90 - 94 years,Widowed,844
2016,Alameda,90 - 94 years,Divorced,132
2016,Alameda,90 - 94 years,Never Married,46
2016,Alameda,90 - 94 years,Unknown,6
2016,Alameda,95 - 99 years,Married (including SRDP),80
2016,Alameda,95 - 99 years,Widowed,494
2016,Alameda,95 - 99 years,Divorced,45
2016,Alameda,95 - 99 years,Never Married,24
2016,Alameda,95 - 99 years,Unknown,6
2016,Alameda,100 years and over,Married (including SRDP),13
2016,Alameda,100 years and over,Widowed,112
2016,Alameda,100 years and over,Divorced,6
2016,Alameda,100 years and over,Never Married,6
2016,Alameda,100 years and over,Unknown,0
2016,Alpine,Less than 1 year,Married (including SRDP),0
2016,Alpine,Less than 1 year,Widowed,0
2016,Alpine,Less than 1 year,Divorced,0
2016,Alpine,Less than 1 year,Never Married,0
2016,Alpine,Less than 1 year,Unknown,0
2016,Alpine,1 - 4 years,Married (including SRDP),0
2016,Alpine,1 - 4 years,Widowed,0
2016,Alpine,1 - 4 years,Divorced,0
2016,Alpine,1 - 4 years,Never Married,0
2016,Alpine,1 - 4 years,Unknown,0
2016,Alpine,5 - 9 years,Married (including SRDP),0
2016,Alpine,5 - 9 years,Widowed,0
2016,Alpine,5 - 9 years,Divorced,0
2016,Alpine,5 - 9 years,Never Married,0
2016,Alpine,5 - 9 years,Unknown,0
2016,Alpine,10 - 14 years,Married (including SRDP),0
2016,Alpine,10 - 14 years,Widowed,0
2016,Alpine,10 - 14 years,Divorced,0
2016,Alpine,10 - 14 years,Never Married,0
2016,Alpine,10 - 14 years,Unknown,0
2016,Alpine,15 - 19 years,Married (including SRDP),0
2016,Alpine,15 - 19 years,Widowed,0
2016,Alpine,15 - 19 years,Divorced,0
2016,Alpine,15 - 19 years,Never Married,0
2016,Alpine,15 - 19 years,Unknown,0
2016,Alpine,20 - 24 years,Married (including SRDP),0
2016,Alpine,20 - 24 years,Widowed,0
2016,Alpine,20 - 24 years,Divorced,0
2016,Alpine,20 - 24 years,Never Married,0
2016,Alpine,20 - 24 years,Unknown,0
2016,Alpine,25 - 29 years,Married (including SRDP),0
2016,Alpine,25 - 29 years,Widowed,0
2016,Alpine,25 - 29 years,Divorced,0
2016,Alpine,25 - 29 years,Never Married,0
2016,Alpine,25 - 29 years,Unknown,0
2016,Alpine,30 - 34 years,Married (including SRDP),0
2016,Alpine,30 - 34 years,Widowed,0
2016,Alpine,30 - 34 years,Divorced,0
2016,Alpine,30 - 34 years,Never Married,6
2016,Alpine,30 - 34 years,Unknown,0
2016,Alpine,35 - 39 years,Married (including SRDP),0
2016,Alpine,35 - 39 years,Widowed,0
2016,Alpine,35 - 39 years,Divorced,0
2016,Alpine,35 - 39 years,Never Married,0
2016,Alpine,35 - 39 years,Unknown,0
2016,Alpine,40 - 44 years,Married (including SRDP),0
2016,Alpine,40 - 44 years,Widowed,0
2016,Alpine,40 - 44 years,Divorced,0
2016,Alpine,40 - 44 years,Never Married,0
2016,Alpine,40 - 44 years,Unknown,0
2016,Alpine,45 - 49 years,Married (including SRDP),0
2016,Alpine,45 - 49 years,Widowed,0
2016,Alpine,45 - 49 years,Divorced,6
2016,Alpine,45 - 49 years,Never Married,6
2016,Alpine,45 - 49 years,Unknown,0
2016,Alpine,50 - 54 years,Married (including SRDP),0
2016,Alpine,50 - 54 years,Widowed,0
2016,Alpine,50 - 54 years,Divorced,6
2016,Alpine,50 - 54 years,Never Married,0
2016,Alpine,50 - 54 years,Unknown,0
2016,Alpine,55 - 59 years,Married (including SRDP),6
2016,Alpine,55 - 59 years,Widowed,0
2016,Alpine,55 - 59 years,Divorced,0
2016,Alpine,55 - 59 years,Never Married,0
2016,Alpine,55 - 59 years,Unknown,0
2016,Alpine,60 - 64 years,Married (including SRDP),6
2016,Alpine,60 - 64 years,Widowed,0
2016,Alpine,60 - 64 years,Divorced,6
2016,Alpine,60 - 64 years,Never Married,0
2016,Alpine,60 - 64 years,Unknown,0
2016,Alpine,65 - 69 years,Married (including SRDP),6
2016,Alpine,65 - 69 years,Widowed,0
2016,Alpine,65 - 69 years,Divorced,6
2016,Alpine,65 - 69 years,Never Married,0
2016,Alpine,65 - 69 years,Unknown,0
2016,Alpine,70 - 74 years,Married (including SRDP),0
2016,Alpine,70 - 74 years,Widowed,0
2016,Alpine,70 - 74 years,Divorced,6
2016,Alpine,70 - 74 years,Never Married,6
2016,Alpine,70 - 74 years,Unknown,0
2016,Alpine,75 - 79 years,Married (including SRDP),6
2016,Alpine,75 - 79 years,Widowed,6
2016,Alpine,75 - 79 years,Divorced,6
2016,Alpine,75 - 79 years,Never Married,6
2016,Alpine,75 - 79 years,Unknown,0
2016,Alpine,80 - 84 years,Married (including SRDP),6
2016,Alpine,80 - 84 years,Widowed,6
2016,Alpine,80 - 84 years,Divorced,0
2016,Alpine,80 - 84 years,Never Married,0
2016,Alpine,80 - 84 years,Unknown,0
2016,Alpine,85 - 89 years,Married (including SRDP),6
2016,Alpine,85 - 89 years,Widowed,0
2016,Alpine,85 - 89 years,Divorced,0
2016,Alpine,85 - 89 years,Never Married,0
2016,Alpine,85 - 89 years,Unknown,0
2016,Alpine,90 - 94 years,Married (including SRDP),0
2016,Alpine,90 - 94 years,Widowed,6
2016,Alpine,90 - 94 years,Divorced,0
2016,Alpine,90 - 94 years,Never Married,0
2016,Alpine,90 - 94 years,Unknown,0
2016,Alpine,95 - 99 years,Married (including SRDP),0
2016,Alpine,95 - 99 years,Widowed,0
2016,Alpine,95 - 99 years,Divorced,0
