Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex
2016,Sutter,1 - 4 years,Male,0
2016,Sutter,5 - 9 years,Female,0
2016,Sutter,5 - 9 years,Male,0
2016,Sutter,10 - 14 years,Female,6
2016,Sutter,10 - 14 years,Male,0
2016,Sutter,15 - 19 years,Female,6
2016,Sutter,15 - 19 years,Male,6
2016,Sutter,20 - 24 years,Female,6
2016,Sutter,20 - 24 years,Male,6
2016,Sutter,25 - 29 years,Female,6
2016,Sutter,25 - 29 years,Male,6
2016,Sutter,30 - 34 years,Female,6
2016,Sutter,30 - 34 years,Male,6
2016,Sutter,35 - 39 years,Female,6
2016,Sutter,35 - 39 years,Male,6
2016,Sutter,40 - 44 years,Female,6
2016,Sutter,40 - 44 years,Male,6
2016,Sutter,45 - 49 years,Female,6
2016,Sutter,45 - 49 years,Male,15
2016,Sutter,50 - 54 years,Female,13
2016,Sutter,50 - 54 years,Male,17
2016,Sutter,55 - 59 years,Female,16
2016,Sutter,55 - 59 years,Male,33
2016,Sutter,60 - 64 years,Female,31
2016,Sutter,60 - 64 years,Male,46
2016,Sutter,65 - 69 years,Female,28
2016,Sutter,65 - 69 years,Male,45
2016,Sutter,70 - 74 years,Female,43
2016,Sutter,70 - 74 years,Male,45
2016,Sutter,75 - 79 years,Female,43
2016,Sutter,75 - 79 years,Male,44
2016,Sutter,80 - 84 years,Female,53
2016,Sutter,80 - 84 years,Male,63
2016,Sutter,85 - 89 years,Female,63
2016,Sutter,85 - 89 years,Male,70
2016,Sutter,90 - 94 years,Female,51
2016,Sutter,90 - 94 years,Male,27
2016,Sutter,95 - 99 years,Female,35
2016,Sutter,95 - 99 years,Male,15
2016,Sutter,100 years and over,Female,6
2016,Sutter,100 years and over,Male,6
2016,Tehama,Less than 1 year,Female,6
2016,Tehama,Less than 1 year,Male,6
2016,Tehama,1 - 4 years,Female,6
2016,Tehama,1 - 4 years,Male,0
2016,Tehama,5 - 9 years,Female,0
2016,Tehama,5 - 9 years,Male,0
2016,Tehama,10 - 14 years,Female,0
2016,Tehama,10 - 14 years,Male,0
2016,Tehama,15 - 19 years,Female,6
2016,Tehama,15 - 19 years,Male,6
2016,Tehama,20 - 24 years,Female,6
2016,Tehama,20 - 24 years,Male,6
2016,Tehama,25 - 29 years,Female,0
2016,Tehama,25 - 29 years,Male,6
2016,Tehama,30 - 34 years,Female,6
2016,Tehama,30 - 34 years,Male,6
2016,Tehama,35 - 39 years,Female,6
2016,Tehama,35 - 39 years,Male,6
2016,Tehama,40 - 44 years,Female,6
2016,Tehama,40 - 44 years,Male,6
2016,Tehama,45 - 49 years,Female,6
2016,Tehama,45 - 49 years,Male,6
2016,Tehama,50 - 54 years,Female,6
2016,Tehama,50 - 54 years,Male,17
2016,Tehama,55 - 59 years,Female,19
2016,Tehama,55 - 59 years,Male,34
2016,Tehama,60 - 64 years,Female,32
2016,Tehama,60 - 64 years,Male,32
2016,Tehama,65 - 69 years,Female,38
2016,Tehama,65 - 69 years,Male,53
2016,Tehama,70 - 74 years,Female,39
2016,Tehama,70 - 74 years,Male,44
2016,Tehama,75 - 79 years,Female,25
2016,Tehama,75 - 79 years,Male,53
2016,Tehama,80 - 84 years,Female,53
2016,Tehama,80 - 84 years,Male,55
2016,Tehama,85 - 89 years,Female,55
2016,Tehama,85 - 89 years,Male,45
2016,Tehama,90 - 94 years,Female,48
2016,Tehama,90 - 94 years,Male,41
2016,Tehama,95 - 99 years,Female,15
2016,Tehama,95 - 99 years,Male,12
2016,Tehama,100 years and over,Female,6
2016,Tehama,100 years and over,Male,0
2016,Trinity,Less than 1 year,Female,0
2016,Trinity,Less than 1 year,Male,6
2016,Trinity,1 - 4 years,Female,0
2016,Trinity,1 - 4 years,Male,6
2016,Trinity,5 - 9 years,Female,0
2016,Trinity,5 - 9 years,Male,0
2016,Trinity,10 - 14 years,Female,0
2016,Trinity,10 - 14 years,Male,0
2016,Trinity,15 - 19 years,Female,0
2016,Trinity,15 - 19 years,Male,0
2016,Trinity,20 - 24 years,Female,6
2016,Trinity,20 - 24 years,Male,6
2016,Trinity,25 - 29 years,Female,0
2016,Trinity,25 - 29 years,Male,6
2016,Trinity,30 - 34 years,Female,6
2016,Trinity,30 - 34 years,Male,6
2016,Trinity,35 - 39 years,Female,0
2016,Trinity,35 - 39 years,Male,6
2016,Trinity,40 - 44 years,Female,6
2016,Trinity,40 - 44 years,Male,6
2016,Trinity,45 - 49 years,Female,6
2016,Trinity,45 - 49 years,Male,6
2016,Trinity,50 - 54 years,Female,6
2016,Trinity,50 - 54 years,Male,6
2016,Trinity,55 - 59 years,Female,6
2016,Trinity,55 - 59 years,Male,6
2016,Trinity,60 - 64 years,Female,6
2016,Trinity,60 - 64 years,Male,6
2016,Trinity,65 - 69 years,Female,6
2016,Trinity,65 - 69 years,Male,15
2016,Trinity,70 - 74 years,Female,6
2016,Trinity,70 - 74 years,Male,17
2016,Trinity,75 - 79 years,Female,6
2016,Trinity,75 - 79 years,Male,12
2016,Trinity,80 - 84 years,Female,6
2016,Trinity,80 - 84 years,Male,6
2016,Trinity,85 - 89 years,Female,6
2016,Trinity,85 - 89 years,Male,6
2016,Trinity,90 - 94 years,Female,6
2016,Trinity,90 - 94 years,Male,6
2016,Trinity,95 - 99 years,Female,6
2016,Trinity,95 - 99 years,Male,6
2016,Trinity,100 years and over,Female,0
2016,Trinity,100 years and over,Male,0
2016,Tulare,Less than 1 year,Female,25
2016,Tulare,Less than 1 year,Male,22
2016,Tulare,1 - 4 years,Female,6
2016,Tulare,1 - 4 years,Male,6
2016,Tulare,5 - 9 years,Female,6
2016,Tulare,5 - 9 years,Male,6
2016,Tulare,10 - 14 years,Female,6
2016,Tulare,10 - 14 years,Male,6
2016,Tulare,15 - 19 years,Female,6
2016,Tulare,15 - 19 years,Male,12
2016,Tulare,20 - 24 years,Female,6
2016,Tulare,20 - 24 years,Male,26
2016,Tulare,25 - 29 years,Female,12
2016,Tulare,25 - 29 years,Male,24
2016,Tulare,30 - 34 years,Female,14
2016,Tulare,30 - 34 years,Male,28
2016,Tulare,35 - 39 years,Female,16
2016,Tulare,35 - 39 years,Male,34
2016,Tulare,40 - 44 years,Female,20
2016,Tulare,40 - 44 years,Male,37
2016,Tulare,45 - 49 years,Female,30
2016,Tulare,45 - 49 years,Male,64
2016,Tulare,50 - 54 years,Female,50
2016,Tulare,50 - 54 years,Male,93
2016,Tulare,55 - 59 years,Female,70
2016,Tulare,55 - 59 years,Male,116
2016,Tulare,60 - 64 years,Female,97
2016,Tulare,60 - 64 years,Male,176
2016,Tulare,65 - 69 years,Female,127
2016,Tulare,65 - 69 years,Male,152
2016,Tulare,70 - 74 years,Female,113
2016,Tulare,70 - 74 years,Male,158
2016,Tulare,75 - 79 years,Female,139
2016,Tulare,75 - 79 years,Male,160
2016,Tulare,80 - 84 years,Female,198
2016,Tulare,80 - 84 years,Male,177
2016,Tulare,85 - 89 years,Female,226
2016,Tulare,85 - 89 years,Male,155
2016,Tulare,90 - 94 years,Female,181
2016,Tulare,90 - 94 years,Male,119
2016,Tulare,95 - 99 years,Female,87
2016,Tulare,95 - 99 years,Male,32
2016,Tulare,100 years and over,Female,20
2016,Tulare,100 years and over,Male,6
2016,Tuolumne,Less than 1 year,Female,0
2016,Tuolumne,Less than 1 year,Male,6
2016,Tuolumne,1 - 4 years,Female,0
2016,Tuolumne,1 - 4 years,Male,0
2016,Tuolumne,5 - 9 years,Female,0
2016,Tuolumne,5 - 9 years,Male,0
2016,Tuolumne,10 - 14 years,Female,0
2016,Tuolumne,10 - 14 years,Male,0
2016,Tuolumne,15 - 19 years,Female,6
2016,Tuolumne,15 - 19 years,Male,6
2016,Tuolumne,20 - 24 years,Female,6
2016,Tuolumne,20 - 24 years,Male,6
2016,Tuolumne,25 - 29 years,Female,6
2016,Tuolumne,25 - 29 years,Male,6
2016,Tuolumne,30 - 34 years,Female,6
2016,Tuolumne,30 - 34 years,Male,6
2016,Tuolumne,35 - 39 years,Female,6
2016,Tuolumne,35 - 39 years,Male,6
2016,Tuolumne,40 - 44 years,Female,6
2016,Tuolumne,40 - 44 years,Male,6
2016,Tuolumne,45 - 49 years,Female,6
2016,Tuolumne,45 - 49 years,Male,6
2016,Tuolumne,50 - 54 years,Female,6
2016,Tuolumne,50 - 54 years,Male,15
2016,Tuolumne,55 - 59 years,Female,14
2016,Tuolumne,55 - 59 years,Male,31
2016,Tuolumne,60 - 64 years,Female,16
2016,Tuolumne,60 - 64 years,Male,20
2016,Tuolumne,65 - 69 years,Female,24
2016,Tuolumne,65 - 69 years,Male,38
2016,Tuolumne,70 - 74 years,Female,21
2016,Tuolumne,70 - 74 years,Male,44
2016,Tuolumne,75 - 79 years,Female,29
2016,Tuolumne,75 - 79 years,Male,40
2016,Tuolumne,80 - 84 years,Female,49
2016,Tuolumne,80 - 84 years,Male,38
2016,Tuolumne,85 - 89 years,Female,53
2016,Tuolumne,85 - 89 years,Male,57
2016,Tuolumne,90 - 94 years,Female,48
2016,Tuolumne,90 - 94 years,Male,22
2016,Tuolumne,95 - 99 years,Female,23
2016,Tuolumne,95 - 99 years,Male,14
2016,Tuolumne,100 years and over,Female,6
2016,Tuolumne,100 years and over,Male,6
2016,Ventura,Less than 1 year,Female,6
2016,Ventura,Less than 1 year,Male,19
2016,Ventura,1 - 4 years,Female,0
2016,Ventura,1 - 4 years,Male,6
2016,Ventura,5 - 9 years,Female,6
2016,Ventura,5 - 9 years,Male,6
2016,Ventura,10 - 14 years,Female,6
2016,Ventura,10 - 14 years,Male,6
2016,Ventura,15 - 19 years,Female,6
2016,Ventura,15 - 19 years,Male,13
2016,Ventura,20 - 24 years,Female,6
2016,Ventura,20 - 24 years,Male,38
2016,Ventura,25 - 29 years,Female,6
2016,Ventura,25 - 29 years,Male,41
2016,Ventura,30 - 34 years,Female,18
2016,Ventura,30 - 34 years,Male,31
2016,Ventura,35 - 39 years,Female,25
2016,Ventura,35 - 39 years,Male,36
2016,Ventura,40 - 44 years,Female,29
2016,Ventura,40 - 44 years,Male,43
2016,Ventura,45 - 49 years,Female,35
2016,Ventura,45 - 49 years,Male,68
2016,Ventura,50 - 54 years,Female,75
2016,Ventura,50 - 54 years,Male,146
2016,Ventura,55 - 59 years,Female,91
2016,Ventura,55 - 59 years,Male,152
2016,Ventura,60 - 64 years,Female,126
2016,Ventura,60 - 64 years,Male,218
2016,Ventura,65 - 69 years,Female,181
2016,Ventura,65 - 69 years,Male,272
2016,Ventura,70 - 74 years,Female,202
2016,Ventura,70 - 74 years,Male,282
2016,Ventura,75 - 79 years,Female,290
2016,Ventura,75 - 79 years,Male,307
2016,Ventura,80 - 84 years,Female,340
2016,Ventura,80 - 84 years,Male,338
2016,Ventura,85 - 89 years,Female,477
2016,Ventura,85 - 89 years,Male,398
2016,Ventura,90 - 94 years,Female,519
2016,Ventura,90 - 94 years,Male,296
2016,Ventura,95 - 99 years,Female,246
2016,Ventura,95 - 99 years,Male,97
2016,Ventura,100 years and over,Female,63
2016,Ventura,100 years and over,Male,16
2016,Yolo,Less than 1 year,Female,6
2016,Yolo,Less than 1 year,Male,6
2016,Yolo,1 - 4 years,Female,0
2016,Yolo,1 - 4 years,Male,6
2016,Yolo,5 - 9 years,Female,0
2016,Yolo,5 - 9 years,Male,0
2016,Yolo,10 - 14 years,Female,0
2016,Yolo,10 - 14 years,Male,6
2016,Yolo,15 - 19 years,Female,6
2016,Yolo,15 - 19 years,Male,6
2016,Yolo,20 - 24 years,Female,6
2016,Yolo,20 - 24 years,Male,6
2016,Yolo,25 - 29 years,Female,6
2016,Yolo,25 - 29 years,Male,13
2016,Yolo,30 - 34 years,Female,6
2016,Yolo,30 - 34 years,Male,6
2016,Yolo,35 - 39 years,Female,6
2016,Yolo,35 - 39 years,Male,12
2016,Yolo,40 - 44 years,Female,6
2016,Yolo,40 - 44 years,Male,6
2016,Yolo,45 - 49 years,Female,6
2016,Yolo,45 - 49 years,Male,16
2016,Yolo,50 - 54 years,Female,19
2016,Yolo,50 - 54 years,Male,27
2016,Yolo,55 - 59 years,Female,19
2016,Yolo,55 - 59 years,Male,42
2016,Yolo,60 - 64 years,Female,44
2016,Yolo,60 - 64 years,Male,54
2016,Yolo,65 - 69 years,Female,39
2016,Yolo,65 - 69 years,Male,62
2016,Yolo,70 - 74 years,Female,39
2016,Yolo,70 - 74 years,Male,58
2016,Yolo,75 - 79 years,Female,73
2016,Yolo,75 - 79 years,Male,65
2016,Yolo,80 - 84 years,Female,88
2016,Yolo,80 - 84 years,Male,79
2016,Yolo,85 - 89 years,Female,82
2016,Yolo,85 - 89 years,Male,79
2016,Yolo,90 - 94 years,Female,111
2016,Yolo,90 - 94 years,Male,81
2016,Yolo,95 - 99 years,Female,64
2016,Yolo,95 - 99 years,Male,28
2016,Yolo,100 years and over,Female,13
2016,Yolo,100 years and over,Male,6
2016,Yuba,Less than 1 year,Female,6
2016,Yuba,Less than 1 year,Male,6
2016,Yuba,1 - 4 years,Female,0
2016,Yuba,1 - 4 years,Male,0
2016,Yuba,5 - 9 years,Female,0
2016,Yuba,5 - 9 years,Male,0
2016,Yuba,10 - 14 years,Female,0
2016,Yuba,10 - 14 years,Male,0
2016,Yuba,15 - 19 years,Female,6
2016,Yuba,15 - 19 years,Male,0
2016,Yuba,20 - 24 years,Female,6
2016,Yuba,20 - 24 years,Male,6
2016,Yuba,25 - 29 years,Female,6
2016,Yuba,25 - 29 years,Male,6
2016,Yuba,30 - 34 years,Female,0
2016,Yuba,30 - 34 years,Male,6
2016,Yuba,35 - 39 years,Female,6
2016,Yuba,35 - 39 years,Male,6
2016,Yuba,40 - 44 years,Female,6
2016,Yuba,40 - 44 years,Male,6
2016,Yuba,45 - 49 years,Female,6
2016,Yuba,45 - 49 years,Male,15
2016,Yuba,50 - 54 years,Female,14
2016,Yuba,50 - 54 years,Male,28
2016,Yuba,55 - 59 years,Female,23
2016,Yuba,55 - 59 years,Male,29
2016,Yuba,60 - 64 years,Female,26
2016,Yuba,60 - 64 years,Male,38
2016,Yuba,65 - 69 years,Female,28
2016,Yuba,65 - 69 years,Male,38
2016,Yuba,70 - 74 years,Female,34
2016,Yuba,70 - 74 years,Male,41
2016,Yuba,75 - 79 years,Female,31
2016,Yuba,75 - 79 years,Male,38
2016,Yuba,80 - 84 years,Female,37
2016,Yuba,80 - 84 years,Male,37
2016,Yuba,85 - 89 years,Female,30
2016,Yuba,85 - 89 years,Male,26
2016,Yuba,90 - 94 years,Female,31
2016,Yuba,90 - 94 years,Male,21
2016,Yuba,95 - 99 years,Female,11
2016,Yuba,95 - 99 years,Male,6
2016,Yuba,100 years and over,Female,6
2016,Yuba,100 years and over,Male,0
2015,Alameda,Less than 1 year,Female,35
2015,Alameda,Less than 1 year,Male,40
2015,Alameda,1 - 4 years,Female,6
2015,Alameda,1 - 4 years,Male,6
2015,Alameda,5 - 9 years,Female,6
2015,Alameda,5 - 9 years,Male,6
2015,Alameda,10 - 14 years,Female,6
2015,Alameda,10 - 14 years,Male,6
2015,Alameda,15 - 19 years,Female,12
2015,Alameda,15 - 19 years,Male,34
2015,Alameda,20 - 24 years,Female,12
2015,Alameda,20 - 24 years,Male,70
2015,Alameda,25 - 29 years,Female,22
2015,Alameda,25 - 29 years,Male,59
2015,Alameda,30 - 34 years,Female,30
2015,Alameda,30 - 34 years,Male,64
2015,Alameda,35 - 39 years,Female,55
2015,Alameda,35 - 39 years,Male,82
2015,Alameda,40 - 44 years,Female,63
2015,Alameda,40 - 44 years,Male,79
2015,Alameda,45 - 49 years,Female,82
2015,Alameda,45 - 49 years,Male,133
2015,Alameda,50 - 54 years,Female,157
2015,Alameda,50 - 54 years,Male,222
2015,Alameda,55 - 59 years,Female,219
2015,Alameda,55 - 59 years,Male,348
2015,Alameda,60 - 64 years,Female,305
2015,Alameda,60 - 64 years,Male,419
2015,Alameda,65 - 69 years,Female,369
2015,Alameda,65 - 69 years,Male,479
2015,Alameda,70 - 74 years,Female,386
2015,Alameda,70 - 74 years,Male,455
2015,Alameda,75 - 79 years,Female,440
2015,Alameda,75 - 79 years,Male,467
2015,Alameda,80 - 84 years,Female,575
2015,Alameda,80 - 84 years,Male,576
2015,Alameda,85 - 89 years,Female,830
2015,Alameda,85 - 89 years,Male,589
2015,Alameda,90 - 94 years,Female,867
2015,Alameda,90 - 94 years,Male,465
2015,Alameda,95 - 99 years,Female,418
2015,Alameda,95 - 99 years,Male,159
2015,Alameda,100 years and over,Female,117
2015,Alameda,100 years and over,Male,29
2015,Alpine,Less than 1 year,Female,0
2015,Alpine,Less than 1 year,Male,0
2015,Alpine,1 - 4 years,Female,6
2015,Alpine,1 - 4 years,Male,0
2015,Alpine,5 - 9 years,Female,0
2015,Alpine,5 - 9 years,Male,0
2015,Alpine,10 - 14 years,Female,0
2015,Alpine,10 - 14 years,Male,0
2015,Alpine,15 - 19 years,Female,0
2015,Alpine,15 - 19 years,Male,0
2015,Alpine,20 - 24 years,Female,0
2015,Alpine,20 - 24 years,Male,6
2015,Alpine,25 - 29 years,Female,0
2015,Alpine,25 - 29 years,Male,0
2015,Alpine,30 - 34 years,Female,0
2015,Alpine,30 - 34 years,Male,0
2015,Alpine,35 - 39 years,Female,0
2015,Alpine,35 - 39 years,Male,0
2015,Alpine,40 - 44 years,Female,0
2015,Alpine,40 - 44 years,Male,6
2015,Alpine,45 - 49 years,Female,0
2015,Alpine,45 - 49 years,Male,6
2015,Alpine,50 - 54 years,Female,6
2015,Alpine,50 - 54 years,Male,6
2015,Alpine,55 - 59 years,Female,6
2015,Alpine,55 - 59 years,Male,0
2015,Alpine,60 - 64 years,Female,6
2015,Alpine,60 - 64 years,Male,0
2015,Alpine,65 - 69 years,Female,6
2015,Alpine,65 - 69 years,Male,6
2015,Alpine,70 - 74 years,Female,0
2015,Alpine,70 - 74 years,Male,0
2015,Alpine,75 - 79 years,Female,0
2015,Alpine,75 - 79 years,Male,0
2015,Alpine,80 - 84 years,Female,0
2015,Alpine,80 - 84 years,Male,6
2015,Alpine,85 - 89 years,Female,6
2015,Alpine,85 - 89 years,Male,6
2015,Alpine,90 - 94 years,Female,0
2015,Alpine,90 - 94 years,Male,0
2015,Alpine,95 - 99 years,Female,0
2015,Alpine,95 - 99 years,Male,0
2015,Alpine,100 years and over,Female,0
2015,Alpine,100 years and over,Male,0
2015,Amador,Less than 1 year,Female,6
2015,Amador,Less than 1 year,Male,0
2015,Amador,1 - 4 years,Female,0
2015,Amador,1 - 4 years,Male,0
2015,Amador,5 - 9 years,Female,0
2015,Amador,5 - 9 years,Male,0
2015,Amador,10 - 14 years,Female,0
2015,Amador,10 - 14 years,Male,0
2015,Amador,15 - 19 years,Female,0
2015,Amador,15 - 19 years,Male,6
2015,Amador,20 - 24 years,Female,6
2015,Amador,20 - 24 years,Male,6
2015,Amador,25 - 29 years,Female,0
2015,Amador,25 - 29 years,Male,6
2015,Amador,30 - 34 years,Female,0
2015,Amador,30 - 34 years,Male,6
2015,Amador,35 - 39 years,Female,0
2015,Amador,35 - 39 years,Male,6
2015,Amador,40 - 44 years,Female,0
2015,Amador,40 - 44 years,Male,6
2015,Amador,45 - 49 years,Female,0
2015,Amador,45 - 49 years,Male,6
2015,Amador,50 - 54 years,Female,6
2015,Amador,50 - 54 years,Male,6
2015,Amador,55 - 59 years,Female,13
2015,Amador,55 - 59 years,Male,16
2015,Amador,60 - 64 years,Female,6
2015,Amador,60 - 64 years,Male,16
2015,Amador,65 - 69 years,Female,6
2015,Amador,65 - 69 years,Male,22
2015,Amador,70 - 74 years,Female,19
2015,Amador,70 - 74 years,Male,23
2015,Amador,75 - 79 years,Female,27
2015,Amador,75 - 79 years,Male,32
2015,Amador,80 - 84 years,Female,27
2015,Amador,80 - 84 years,Male,41
2015,Amador,85 - 89 years,Female,32
2015,Amador,85 - 89 years,Male,25
2015,Amador,90 - 94 years,Female,34
2015,Amador,90 - 94 years,Male,25
2015,Amador,95 - 99 years,Female,6
2015,Amador,95 - 99 years,Male,13
2015,Amador,100 years and over,Female,6
2015,Amador,100 years and over,Male,6
2015,Butte,Less than 1 year,Female,6
2015,Butte,Less than 1 year,Male,6
2015,Butte,1 - 4 years,Female,6
2015,Butte,1 - 4 years,Male,6
2015,Butte,5 - 9 years,Female,0
2015,Butte,5 - 9 years,Male,6
2015,Butte,10 - 14 years,Female,6
2015,Butte,10 - 14 years,Male,0
2015,Butte,15 - 19 years,Female,6
2015,Butte,15 - 19 years,Male,6
2015,Butte,20 - 24 years,Female,6
2015,Butte,20 - 24 years,Male,13
2015,Butte,25 - 29 years,Female,6
2015,Butte,25 - 29 years,Male,19
2015,Butte,30 - 34 years,Female,6
2015,Butte,30 - 34 years,Male,6
2015,Butte,35 - 39 years,Female,6
2015,Butte,35 - 39 years,Male,16
2015,Butte,40 - 44 years,Female,6
2015,Butte,40 - 44 years,Male,19
2015,Butte,45 - 49 years,Female,17
2015,Butte,45 - 49 years,Male,40
2015,Butte,50 - 54 years,Female,36
2015,Butte,50 - 54 years,Male,47
2015,Butte,55 - 59 years,Female,59
2015,Butte,55 - 59 years,Male,83
2015,Butte,60 - 64 years,Female,71
2015,Butte,60 - 64 years,Male,116
2015,Butte,65 - 69 years,Female,83
2015,Butte,65 - 69 years,Male,141
2015,Butte,70 - 74 years,Female,98
2015,Butte,70 - 74 years,Male,108
2015,Butte,75 - 79 years,Female,127
2015,Butte,75 - 79 years,Male,133
2015,Butte,80 - 84 years,Female,145
2015,Butte,80 - 84 years,Male,148
2015,Butte,85 - 89 years,Female,197
2015,Butte,85 - 89 years,Male,156
2015,Butte,90 - 94 years,Female,201
2015,Butte,90 - 94 years,Male,115
2015,Butte,95 - 99 years,Female,94
2015,Butte,95 - 99 years,Male,37
2015,Butte,100 years and over,Female,17
2015,Butte,100 years and over,Male,6
2015,Calaveras,Less than 1 year,Female,0
2015,Calaveras,Less than 1 year,Male,6
2015,Calaveras,1 - 4 years,Female,0
2015,Calaveras,1 - 4 years,Male,0
2015,Calaveras,5 - 9 years,Female,0
2015,Calaveras,5 - 9 years,Male,0
2015,Calaveras,10 - 14 years,Female,0
2015,Calaveras,10 - 14 years,Male,0
2015,Calaveras,15 - 19 years,Female,6
2015,Calaveras,15 - 19 years,Male,6
2015,Calaveras,20 - 24 years,Female,6
2015,Calaveras,20 - 24 years,Male,6
2015,Calaveras,25 - 29 years,Female,6
2015,Calaveras,25 - 29 years,Male,6
2015,Calaveras,30 - 34 years,Female,6
2015,Calaveras,30 - 34 years,Male,6
2015,Calaveras,35 - 39 years,Female,0
2015,Calaveras,35 - 39 years,Male,6
2015,Calaveras,40 - 44 years,Female,6
2015,Calaveras,40 - 44 years,Male,6
2015,Calaveras,45 - 49 years,Female,6
2015,Calaveras,45 - 49 years,Male,6
2015,Calaveras,50 - 54 years,Female,6
2015,Calaveras,50 - 54 years,Male,6
2015,Calaveras,55 - 59 years,Female,6
2015,Calaveras,55 - 59 years,Male,18
2015,Calaveras,60 - 64 years,Female,15
2015,Calaveras,60 - 64 years,Male,22
2015,Calaveras,65 - 69 years,Female,17
2015,Calaveras,65 - 69 years,Male,27
2015,Calaveras,70 - 74 years,Female,27
2015,Calaveras,70 - 74 years,Male,29
2015,Calaveras,75 - 79 years,Female,22
2015,Calaveras,75 - 79 years,Male,37
2015,Calaveras,80 - 84 years,Female,22
2015,Calaveras,80 - 84 years,Male,53
2015,Calaveras,85 - 89 years,Female,27
2015,Calaveras,85 - 89 years,Male,35
2015,Calaveras,90 - 94 years,Female,31
2015,Calaveras,90 - 94 years,Male,13
2015,Calaveras,95 - 99 years,Female,6
2015,Calaveras,95 - 99 years,Male,6
2015,Calaveras,100 years and over,Female,6
2015,Calaveras,100 years and over,Male,6
2015,Colusa,Less than 1 year,Female,0
2015,Colusa,Less than 1 year,Male,6
2015,Colusa,1 - 4 years,Female,0
2015,Colusa,1 - 4 years,Male,6
2015,Colusa,5 - 9 years,Female,0
2015,Colusa,5 - 9 years,Male,0
2015,Colusa,10 - 14 years,Female,0
2015,Colusa,10 - 14 years,Male,0
2015,Colusa,15 - 19 years,Female,6
2015,Colusa,15 - 19 years,Male,0
2015,Colusa,20 - 24 years,Female,0
2015,Colusa,20 - 24 years,Male,0
2015,Colusa,25 - 29 years,Female,0
2015,Colusa,25 - 29 years,Male,0
2015,Colusa,30 - 34 years,Female,0
2015,Colusa,30 - 34 years,Male,6
2015,Colusa,35 - 39 years,Female,6
2015,Colusa,35 - 39 years,Male,6
2015,Colusa,40 - 44 years,Female,0
2015,Colusa,40 - 44 years,Male,6
2015,Colusa,45 - 49 years,Female,6
2015,Colusa,45 - 49 years,Male,6
2015,Colusa,50 - 54 years,Female,6
2015,Colusa,50 - 54 years,Male,6
2015,Colusa,55 - 59 years,Female,6
2015,Colusa,55 - 59 years,Male,6
2015,Colusa,60 - 64 years,Female,6
2015,Colusa,60 - 64 years,Male,6
2015,Colusa,65 - 69 years,Female,6
2015,Colusa,65 - 69 years,Male,6
2015,Colusa,70 - 74 years,Female,6
2015,Colusa,70 - 74 years,Male,13
2015,Colusa,75 - 79 years,Female,12
2015,Colusa,75 - 79 years,Male,15
2015,Colusa,80 - 84 years,Female,15
2015,Colusa,80 - 84 years,Male,11
2015,Colusa,85 - 89 years,Female,12
2015,Colusa,85 - 89 years,Male,11
2015,Colusa,90 - 94 years,Female,6
2015,Colusa,90 - 94 years,Male,6
2015,Colusa,95 - 99 years,Female,6
2015,Colusa,95 - 99 years,Male,6
2015,Colusa,100 years and over,Female,6
2015,Colusa,100 years and over,Male,6
2015,Contra Costa,Less than 1 year,Female,17
2015,Contra Costa,Less than 1 year,Male,25
2015,Contra Costa,1 - 4 years,Female,6
2015,Contra Costa,1 - 4 years,Male,6
2015,Contra Costa,5 - 9 years,Female,0
2015,Contra Costa,5 - 9 years,Male,6
2015,Contra Costa,10 - 14 years,Female,6
2015,Contra Costa,10 - 14 years,Male,6
2015,Contra Costa,15 - 19 years,Female,6
2015,Contra Costa,15 - 19 years,Male,22
2015,Contra Costa,20 - 24 years,Female,6
2015,Contra Costa,20 - 24 years,Male,46
2015,Contra Costa,25 - 29 years,Female,20
2015,Contra Costa,25 - 29 years,Male,52
2015,Contra Costa,30 - 34 years,Female,16
2015,Contra Costa,30 - 34 years,Male,41
2015,Contra Costa,35 - 39 years,Female,28
2015,Contra Costa,35 - 39 years,Male,49
2015,Contra Costa,40 - 44 years,Female,44
2015,Contra Costa,40 - 44 years,Male,54
2015,Contra Costa,45 - 49 years,Female,77
2015,Contra Costa,45 - 49 years,Male,91
2015,Contra Costa,50 - 54 years,Female,118
2015,Contra Costa,50 - 54 years,Male,161
2015,Contra Costa,55 - 59 years,Female,148
2015,Contra Costa,55 - 59 years,Male,245
2015,Contra Costa,60 - 64 years,Female,215
2015,Contra Costa,60 - 64 years,Male,301
2015,Contra Costa,65 - 69 years,Female,245
2015,Contra Costa,65 - 69 years,Male,369
2015,Contra Costa,70 - 74 years,Female,284
2015,Contra Costa,70 - 74 years,Male,413
2015,Contra Costa,75 - 79 years,Female,358
2015,Contra Costa,75 - 79 years,Male,435
2015,Contra Costa,80 - 84 years,Female,505
2015,Contra Costa,80 - 84 years,Male,515
2015,Contra Costa,85 - 89 years,Female,656
2015,Contra Costa,85 - 89 years,Male,497
2015,Contra Costa,90 - 94 years,Female,714
2015,Contra Costa,90 - 94 years,Male,430
2015,Contra Costa,95 - 99 years,Female,341
2015,Contra Costa,95 - 99 years,Male,153
2015,Contra Costa,100 years and over,Female,99
2015,Contra Costa,100 years and over,Male,21
2015,Del Norte,Less than 1 year,Female,0
2015,Del Norte,Less than 1 year,Male,0
2015,Del Norte,1 - 4 years,Female,0
2015,Del Norte,1 - 4 years,Male,0
