Year_of_Death,County_of_Residence,Age,Sex,Total_Deaths_sex
2019,Mono,100 years and over,Male,0
2019,Monterey,Less than 1 year,Female,12
2019,Monterey,Less than 1 year,Male,12
2019,Monterey,1 - 4 years,Female,6
2019,Monterey,1 - 4 years,Male,6
2019,Monterey,5 - 9 years,Female,6
2019,Monterey,5 - 9 years,Male,0
2019,Monterey,10 - 14 years,Female,6
2019,Monterey,10 - 14 years,Male,6
2019,Monterey,15 - 19 years,Female,6
2019,Monterey,15 - 19 years,Male,12
2019,Monterey,20 - 24 years,Female,6
2019,Monterey,20 - 24 years,Male,14
2019,Monterey,25 - 29 years,Female,6
2019,Monterey,25 - 29 years,Male,21
2019,Monterey,30 - 34 years,Female,6
2019,Monterey,30 - 34 years,Male,22
2019,Monterey,35 - 39 years,Female,18
2019,Monterey,35 - 39 years,Male,12
2019,Monterey,40 - 44 years,Female,16
2019,Monterey,40 - 44 years,Male,25
2019,Monterey,45 - 49 years,Female,20
2019,Monterey,45 - 49 years,Male,42
2019,Monterey,50 - 54 years,Female,25
2019,Monterey,50 - 54 years,Male,50
2019,Monterey,55 - 59 years,Female,45
2019,Monterey,55 - 59 years,Male,85
2019,Monterey,60 - 64 years,Female,74
2019,Monterey,60 - 64 years,Male,103
2019,Monterey,65 - 69 years,Female,84
2019,Monterey,65 - 69 years,Male,126
2019,Monterey,70 - 74 years,Female,108
2019,Monterey,70 - 74 years,Male,137
2019,Monterey,75 - 79 years,Female,113
2019,Monterey,75 - 79 years,Male,144
2019,Monterey,80 - 84 years,Female,145
2019,Monterey,80 - 84 years,Male,159
2019,Monterey,85 - 89 years,Female,218
2019,Monterey,85 - 89 years,Male,186
2019,Monterey,90 - 94 years,Female,201
2019,Monterey,90 - 94 years,Male,125
2019,Monterey,95 - 99 years,Female,129
2019,Monterey,95 - 99 years,Male,47
2019,Monterey,100 years and over,Female,24
2019,Monterey,100 years and over,Male,6
2019,Napa,Less than 1 year,Female,6
2019,Napa,Less than 1 year,Male,6
2019,Napa,1 - 4 years,Female,0
2019,Napa,1 - 4 years,Male,0
2019,Napa,5 - 9 years,Female,6
2019,Napa,5 - 9 years,Male,0
2019,Napa,10 - 14 years,Female,0
2019,Napa,10 - 14 years,Male,0
2019,Napa,15 - 19 years,Female,0
2019,Napa,15 - 19 years,Male,6
2019,Napa,20 - 24 years,Female,6
2019,Napa,20 - 24 years,Male,6
2019,Napa,25 - 29 years,Female,0
2019,Napa,25 - 29 years,Male,6
2019,Napa,30 - 34 years,Female,6
2019,Napa,30 - 34 years,Male,6
2019,Napa,35 - 39 years,Female,6
2019,Napa,35 - 39 years,Male,6
2019,Napa,40 - 44 years,Female,6
2019,Napa,40 - 44 years,Male,6
2019,Napa,45 - 49 years,Female,6
2019,Napa,45 - 49 years,Male,13
2019,Napa,50 - 54 years,Female,15
2019,Napa,50 - 54 years,Male,18
2019,Napa,55 - 59 years,Female,12
2019,Napa,55 - 59 years,Male,24
2019,Napa,60 - 64 years,Female,34
2019,Napa,60 - 64 years,Male,41
2019,Napa,65 - 69 years,Female,31
2019,Napa,65 - 69 years,Male,60
2019,Napa,70 - 74 years,Female,43
2019,Napa,70 - 74 years,Male,71
2019,Napa,75 - 79 years,Female,60
2019,Napa,75 - 79 years,Male,92
2019,Napa,80 - 84 years,Female,94
2019,Napa,80 - 84 years,Male,98
2019,Napa,85 - 89 years,Female,101
2019,Napa,85 - 89 years,Male,89
2019,Napa,90 - 94 years,Female,106
2019,Napa,90 - 94 years,Male,81
2019,Napa,95 - 99 years,Female,57
2019,Napa,95 - 99 years,Male,35
2019,Napa,100 years and over,Female,14
2019,Napa,100 years and over,Male,6
2019,Nevada,Less than 1 year,Female,6
2019,Nevada,Less than 1 year,Male,6
2019,Nevada,1 - 4 years,Female,6
2019,Nevada,1 - 4 years,Male,0
2019,Nevada,5 - 9 years,Female,0
2019,Nevada,5 - 9 years,Male,0
2019,Nevada,10 - 14 years,Female,0
2019,Nevada,10 - 14 years,Male,6
2019,Nevada,15 - 19 years,Female,0
2019,Nevada,15 - 19 years,Male,6
2019,Nevada,20 - 24 years,Female,6
2019,Nevada,20 - 24 years,Male,6
2019,Nevada,25 - 29 years,Female,6
2019,Nevada,25 - 29 years,Male,6
2019,Nevada,30 - 34 years,Female,6
2019,Nevada,30 - 34 years,Male,6
2019,Nevada,35 - 39 years,Female,6
2019,Nevada,35 - 39 years,Male,6
2019,Nevada,40 - 44 years,Female,6
2019,Nevada,40 - 44 years,Male,12
2019,Nevada,45 - 49 years,Female,6
2019,Nevada,45 - 49 years,Male,11
2019,Nevada,50 - 54 years,Female,12
2019,Nevada,50 - 54 years,Male,15
2019,Nevada,55 - 59 years,Female,20
2019,Nevada,55 - 59 years,Male,23
2019,Nevada,60 - 64 years,Female,27
2019,Nevada,60 - 64 years,Male,46
2019,Nevada,65 - 69 years,Female,29
2019,Nevada,65 - 69 years,Male,53
2019,Nevada,70 - 74 years,Female,50
2019,Nevada,70 - 74 years,Male,62
2019,Nevada,75 - 79 years,Female,48
2019,Nevada,75 - 79 years,Male,55
2019,Nevada,80 - 84 years,Female,58
2019,Nevada,80 - 84 years,Male,69
2019,Nevada,85 - 89 years,Female,75
2019,Nevada,85 - 89 years,Male,57
2019,Nevada,90 - 94 years,Female,91
2019,Nevada,90 - 94 years,Male,60
2019,Nevada,95 - 99 years,Female,53
2019,Nevada,95 - 99 years,Male,34
2019,Nevada,100 years and over,Female,17
2019,Nevada,100 years and over,Male,6
2019,Orange,Less than 1 year,Female,54
2019,Orange,Less than 1 year,Male,49
2019,Orange,1 - 4 years,Female,6
2019,Orange,1 - 4 years,Male,6
2019,Orange,5 - 9 years,Female,6
2019,Orange,5 - 9 years,Male,6
2019,Orange,10 - 14 years,Female,6
2019,Orange,10 - 14 years,Male,6
2019,Orange,15 - 19 years,Female,13
2019,Orange,15 - 19 years,Male,34
2019,Orange,20 - 24 years,Female,34
2019,Orange,20 - 24 years,Male,84
2019,Orange,25 - 29 years,Female,46
2019,Orange,25 - 29 years,Male,126
2019,Orange,30 - 34 years,Female,60
2019,Orange,30 - 34 years,Male,124
2019,Orange,35 - 39 years,Female,61
2019,Orange,35 - 39 years,Male,159
2019,Orange,40 - 44 years,Female,98
2019,Orange,40 - 44 years,Male,153
2019,Orange,45 - 49 years,Female,156
2019,Orange,45 - 49 years,Male,248
2019,Orange,50 - 54 years,Female,215
2019,Orange,50 - 54 years,Male,432
2019,Orange,55 - 59 years,Female,366
2019,Orange,55 - 59 years,Male,591
2019,Orange,60 - 64 years,Female,461
2019,Orange,60 - 64 years,Male,736
2019,Orange,65 - 69 years,Female,583
2019,Orange,65 - 69 years,Male,819
2019,Orange,70 - 74 years,Female,768
2019,Orange,70 - 74 years,Male,1037
2019,Orange,75 - 79 years,Female,984
2019,Orange,75 - 79 years,Male,1215
2019,Orange,80 - 84 years,Female,1377
2019,Orange,80 - 84 years,Male,1368
2019,Orange,85 - 89 years,Female,1716
2019,Orange,85 - 89 years,Male,1522
2019,Orange,90 - 94 years,Female,1797
2019,Orange,90 - 94 years,Male,1127
2019,Orange,95 - 99 years,Female,1013
2019,Orange,95 - 99 years,Male,498
2019,Orange,100 years and over,Female,214
2019,Orange,100 years and over,Male,66
2019,Placer,Less than 1 year,Female,6
2019,Placer,Less than 1 year,Male,6
2019,Placer,1 - 4 years,Female,0
2019,Placer,1 - 4 years,Male,6
2019,Placer,5 - 9 years,Female,6
2019,Placer,5 - 9 years,Male,0
2019,Placer,10 - 14 years,Female,6
2019,Placer,10 - 14 years,Male,6
2019,Placer,15 - 19 years,Female,6
2019,Placer,15 - 19 years,Male,6
2019,Placer,20 - 24 years,Female,6
2019,Placer,20 - 24 years,Male,12
2019,Placer,25 - 29 years,Female,6
2019,Placer,25 - 29 years,Male,20
2019,Placer,30 - 34 years,Female,6
2019,Placer,30 - 34 years,Male,16
2019,Placer,35 - 39 years,Female,15
2019,Placer,35 - 39 years,Male,18
2019,Placer,40 - 44 years,Female,12
2019,Placer,40 - 44 years,Male,16
2019,Placer,45 - 49 years,Female,18
2019,Placer,45 - 49 years,Male,34
2019,Placer,50 - 54 years,Female,38
2019,Placer,50 - 54 years,Male,43
2019,Placer,55 - 59 years,Female,54
2019,Placer,55 - 59 years,Male,59
2019,Placer,60 - 64 years,Female,72
2019,Placer,60 - 64 years,Male,96
2019,Placer,65 - 69 years,Female,94
2019,Placer,65 - 69 years,Male,133
2019,Placer,70 - 74 years,Female,141
2019,Placer,70 - 74 years,Male,177
2019,Placer,75 - 79 years,Female,199
2019,Placer,75 - 79 years,Male,221
2019,Placer,80 - 84 years,Female,218
2019,Placer,80 - 84 years,Male,237
2019,Placer,85 - 89 years,Female,295
2019,Placer,85 - 89 years,Male,261
2019,Placer,90 - 94 years,Female,246
2019,Placer,90 - 94 years,Male,198
2019,Placer,95 - 99 years,Female,147
2019,Placer,95 - 99 years,Male,74
2019,Placer,100 years and over,Female,34
2019,Placer,100 years and over,Male,6
2019,Plumas,Less than 1 year,Female,6
2019,Plumas,Less than 1 year,Male,6
2019,Plumas,1 - 4 years,Female,0
2019,Plumas,1 - 4 years,Male,0
2019,Plumas,5 - 9 years,Female,0
2019,Plumas,5 - 9 years,Male,6
2019,Plumas,10 - 14 years,Female,0
2019,Plumas,10 - 14 years,Male,0
2019,Plumas,15 - 19 years,Female,0
2019,Plumas,15 - 19 years,Male,0
2019,Plumas,20 - 24 years,Female,0
2019,Plumas,20 - 24 years,Male,0
2019,Plumas,25 - 29 years,Female,6
2019,Plumas,25 - 29 years,Male,6
2019,Plumas,30 - 34 years,Female,6
2019,Plumas,30 - 34 years,Male,0
2019,Plumas,35 - 39 years,Female,0
2019,Plumas,35 - 39 years,Male,6
2019,Plumas,40 - 44 years,Female,0
2019,Plumas,40 - 44 years,Male,6
2019,Plumas,45 - 49 years,Female,0
2019,Plumas,45 - 49 years,Male,6
2019,Plumas,50 - 54 years,Female,6
2019,Plumas,50 - 54 years,Male,6
2019,Plumas,55 - 59 years,Female,6
2019,Plumas,55 - 59 years,Male,6
2019,Plumas,60 - 64 years,Female,6
2019,Plumas,60 - 64 years,Male,15
2019,Plumas,65 - 69 years,Female,6
2019,Plumas,65 - 69 years,Male,13
2019,Plumas,70 - 74 years,Female,6
2019,Plumas,70 - 74 years,Male,15
2019,Plumas,75 - 79 years,Female,6
2019,Plumas,75 - 79 years,Male,12
2019,Plumas,80 - 84 years,Female,6
2019,Plumas,80 - 84 years,Male,17
2019,Plumas,85 - 89 years,Female,16
2019,Plumas,85 - 89 years,Male,15
2019,Plumas,90 - 94 years,Female,15
2019,Plumas,90 - 94 years,Male,6
2019,Plumas,95 - 99 years,Female,6
2019,Plumas,95 - 99 years,Male,6
2019,Plumas,100 years and over,Female,6
2019,Plumas,100 years and over,Male,0
2019,Riverside,Less than 1 year,Female,63
2019,Riverside,Less than 1 year,Male,67
2019,Riverside,1 - 4 years,Female,6
2019,Riverside,1 - 4 years,Male,19
2019,Riverside,5 - 9 years,Female,6
2019,Riverside,5 - 9 years,Male,6
2019,Riverside,10 - 14 years,Female,12
2019,Riverside,10 - 14 years,Male,18
2019,Riverside,15 - 19 years,Female,20
2019,Riverside,15 - 19 years,Male,46
2019,Riverside,20 - 24 years,Female,38
2019,Riverside,20 - 24 years,Male,111
2019,Riverside,25 - 29 years,Female,47
2019,Riverside,25 - 29 years,Male,154
2019,Riverside,30 - 34 years,Female,65
2019,Riverside,30 - 34 years,Male,159
2019,Riverside,35 - 39 years,Female,86
2019,Riverside,35 - 39 years,Male,156
2019,Riverside,40 - 44 years,Female,107
2019,Riverside,40 - 44 years,Male,162
2019,Riverside,45 - 49 years,Female,157
2019,Riverside,45 - 49 years,Male,253
2019,Riverside,50 - 54 years,Female,195
2019,Riverside,50 - 54 years,Male,360
2019,Riverside,55 - 59 years,Female,359
2019,Riverside,55 - 59 years,Male,583
2019,Riverside,60 - 64 years,Female,503
2019,Riverside,60 - 64 years,Male,807
2019,Riverside,65 - 69 years,Female,626
2019,Riverside,65 - 69 years,Male,891
2019,Riverside,70 - 74 years,Female,762
2019,Riverside,70 - 74 years,Male,1081
2019,Riverside,75 - 79 years,Female,936
2019,Riverside,75 - 79 years,Male,1165
2019,Riverside,80 - 84 years,Female,1073
2019,Riverside,80 - 84 years,Male,1191
2019,Riverside,85 - 89 years,Female,1225
2019,Riverside,85 - 89 years,Male,1109
2019,Riverside,90 - 94 years,Female,1089
2019,Riverside,90 - 94 years,Male,787
2019,Riverside,95 - 99 years,Female,511
2019,Riverside,95 - 99 years,Male,289
2019,Riverside,100 years and over,Female,122
2019,Riverside,100 years and over,Male,48
2019,Sacramento,Less than 1 year,Female,49
2019,Sacramento,Less than 1 year,Male,52
2019,Sacramento,1 - 4 years,Female,12
2019,Sacramento,1 - 4 years,Male,6
2019,Sacramento,5 - 9 years,Female,0
2019,Sacramento,5 - 9 years,Male,6
2019,Sacramento,10 - 14 years,Female,6
2019,Sacramento,10 - 14 years,Male,6
2019,Sacramento,15 - 19 years,Female,11
2019,Sacramento,15 - 19 years,Male,26
2019,Sacramento,20 - 24 years,Female,24
2019,Sacramento,20 - 24 years,Male,63
2019,Sacramento,25 - 29 years,Female,27
2019,Sacramento,25 - 29 years,Male,95
2019,Sacramento,30 - 34 years,Female,53
2019,Sacramento,30 - 34 years,Male,95
2019,Sacramento,35 - 39 years,Female,69
2019,Sacramento,35 - 39 years,Male,126
2019,Sacramento,40 - 44 years,Female,72
2019,Sacramento,40 - 44 years,Male,141
2019,Sacramento,45 - 49 years,Female,121
2019,Sacramento,45 - 49 years,Male,168
2019,Sacramento,50 - 54 years,Female,172
2019,Sacramento,50 - 54 years,Male,247
2019,Sacramento,55 - 59 years,Female,264
2019,Sacramento,55 - 59 years,Male,423
2019,Sacramento,60 - 64 years,Female,391
2019,Sacramento,60 - 64 years,Male,566
2019,Sacramento,65 - 69 years,Female,472
2019,Sacramento,65 - 69 years,Male,639
2019,Sacramento,70 - 74 years,Female,583
2019,Sacramento,70 - 74 years,Male,637
2019,Sacramento,75 - 79 years,Female,559
2019,Sacramento,75 - 79 years,Male,691
2019,Sacramento,80 - 84 years,Female,755
2019,Sacramento,80 - 84 years,Male,684
2019,Sacramento,85 - 89 years,Female,819
2019,Sacramento,85 - 89 years,Male,684
2019,Sacramento,90 - 94 years,Female,781
2019,Sacramento,90 - 94 years,Male,513
2019,Sacramento,95 - 99 years,Female,459
2019,Sacramento,95 - 99 years,Male,209
2019,Sacramento,100 years and over,Female,108
2019,Sacramento,100 years and over,Male,22
2019,San Benito,Less than 1 year,Female,0
2019,San Benito,Less than 1 year,Male,6
2019,San Benito,1 - 4 years,Female,6
2019,San Benito,1 - 4 years,Male,0
2019,San Benito,5 - 9 years,Female,0
2019,San Benito,5 - 9 years,Male,0
2019,San Benito,10 - 14 years,Female,6
2019,San Benito,10 - 14 years,Male,0
2019,San Benito,15 - 19 years,Female,6
2019,San Benito,15 - 19 years,Male,6
2019,San Benito,20 - 24 years,Female,6
2019,San Benito,20 - 24 years,Male,6
2019,San Benito,25 - 29 years,Female,0
2019,San Benito,25 - 29 years,Male,6
2019,San Benito,30 - 34 years,Female,6
2019,San Benito,30 - 34 years,Male,6
2019,San Benito,35 - 39 years,Female,0
2019,San Benito,35 - 39 years,Male,6
2019,San Benito,40 - 44 years,Female,6
2019,San Benito,40 - 44 years,Male,6
2019,San Benito,45 - 49 years,Female,6
2019,San Benito,45 - 49 years,Male,6
2019,San Benito,50 - 54 years,Female,6
2019,San Benito,50 - 54 years,Male,15
2019,San Benito,55 - 59 years,Female,12
2019,San Benito,55 - 59 years,Male,6
2019,San Benito,60 - 64 years,Female,6
2019,San Benito,60 - 64 years,Male,18
2019,San Benito,65 - 69 years,Female,14
2019,San Benito,65 - 69 years,Male,16
2019,San Benito,70 - 74 years,Female,11
2019,San Benito,70 - 74 years,Male,29
2019,San Benito,75 - 79 years,Female,18
2019,San Benito,75 - 79 years,Male,22
2019,San Benito,80 - 84 years,Female,15
2019,San Benito,80 - 84 years,Male,24
2019,San Benito,85 - 89 years,Female,30
2019,San Benito,85 - 89 years,Male,23
2019,San Benito,90 - 94 years,Female,22
2019,San Benito,90 - 94 years,Male,15
2019,San Benito,95 - 99 years,Female,13
2019,San Benito,95 - 99 years,Male,15
2019,San Benito,100 years and over,Female,6
2019,San Benito,100 years and over,Male,0
2019,San Bernardino,Less than 1 year,Female,78
2019,San Bernardino,Less than 1 year,Male,79
2019,San Bernardino,1 - 4 years,Female,6
2019,San Bernardino,1 - 4 years,Male,13
2019,San Bernardino,5 - 9 years,Female,6
2019,San Bernardino,5 - 9 years,Male,6
2019,San Bernardino,10 - 14 years,Female,6
2019,San Bernardino,10 - 14 years,Male,14
2019,San Bernardino,15 - 19 years,Female,28
2019,San Bernardino,15 - 19 years,Male,55
2019,San Bernardino,20 - 24 years,Female,46
2019,San Bernardino,20 - 24 years,Male,122
2019,San Bernardino,25 - 29 years,Female,48
2019,San Bernardino,25 - 29 years,Male,180
2019,San Bernardino,30 - 34 years,Female,64
2019,San Bernardino,30 - 34 years,Male,165
2019,San Bernardino,35 - 39 years,Female,83
2019,San Bernardino,35 - 39 years,Male,170
2019,San Bernardino,40 - 44 years,Female,104
2019,San Bernardino,40 - 44 years,Male,186
2019,San Bernardino,45 - 49 years,Female,138
2019,San Bernardino,45 - 49 years,Male,281
2019,San Bernardino,50 - 54 years,Female,243
2019,San Bernardino,50 - 54 years,Male,385
2019,San Bernardino,55 - 59 years,Female,398
2019,San Bernardino,55 - 59 years,Male,621
2019,San Bernardino,60 - 64 years,Female,572
2019,San Bernardino,60 - 64 years,Male,786
2019,San Bernardino,65 - 69 years,Female,549
2019,San Bernardino,65 - 69 years,Male,869
2019,San Bernardino,70 - 74 years,Female,679
2019,San Bernardino,70 - 74 years,Male,932
2019,San Bernardino,75 - 79 years,Female,732
2019,San Bernardino,75 - 79 years,Male,811
2019,San Bernardino,80 - 84 years,Female,913
2019,San Bernardino,80 - 84 years,Male,850
2019,San Bernardino,85 - 89 years,Female,906
2019,San Bernardino,85 - 89 years,Male,751
2019,San Bernardino,90 - 94 years,Female,797
2019,San Bernardino,90 - 94 years,Male,493
2019,San Bernardino,95 - 99 years,Female,387
2019,San Bernardino,95 - 99 years,Male,158
2019,San Bernardino,100 years and over,Female,80
2019,San Bernardino,100 years and over,Male,23
2019,San Diego,Less than 1 year,Female,65
2019,San Diego,Less than 1 year,Male,77
2019,San Diego,1 - 4 years,Female,14
2019,San Diego,1 - 4 years,Male,15
2019,San Diego,5 - 9 years,Female,12
2019,San Diego,5 - 9 years,Male,6
2019,San Diego,10 - 14 years,Female,6
2019,San Diego,10 - 14 years,Male,13
2019,San Diego,15 - 19 years,Female,13
2019,San Diego,15 - 19 years,Male,46
2019,San Diego,20 - 24 years,Female,30
2019,San Diego,20 - 24 years,Male,124
2019,San Diego,25 - 29 years,Female,59
2019,San Diego,25 - 29 years,Male,145
2019,San Diego,30 - 34 years,Female,69
2019,San Diego,30 - 34 years,Male,172
2019,San Diego,35 - 39 years,Female,80
2019,San Diego,35 - 39 years,Male,177
2019,San Diego,40 - 44 years,Female,118
2019,San Diego,40 - 44 years,Male,202
2019,San Diego,45 - 49 years,Female,147
2019,San Diego,45 - 49 years,Male,280
2019,San Diego,50 - 54 years,Female,240
2019,San Diego,50 - 54 years,Male,425
2019,San Diego,55 - 59 years,Female,391
2019,San Diego,55 - 59 years,Male,697
2019,San Diego,60 - 64 years,Female,570
2019,San Diego,60 - 64 years,Male,923
2019,San Diego,65 - 69 years,Female,707
2019,San Diego,65 - 69 years,Male,1043
2019,San Diego,70 - 74 years,Female,908
2019,San Diego,70 - 74 years,Male,1247
2019,San Diego,75 - 79 years,Female,1055
2019,San Diego,75 - 79 years,Male,1296
2019,San Diego,80 - 84 years,Female,1329
2019,San Diego,80 - 84 years,Male,1375
2019,San Diego,85 - 89 years,Female,1707
2019,San Diego,85 - 89 years,Male,1560
2019,San Diego,90 - 94 years,Female,1820
2019,San Diego,90 - 94 years,Male,1175
2019,San Diego,95 - 99 years,Female,989
2019,San Diego,95 - 99 years,Male,472
2019,San Diego,100 years and over,Female,267
2019,San Diego,100 years and over,Male,84
2019,San Francisco,Less than 1 year,Female,6
2019,San Francisco,Less than 1 year,Male,18
2019,San Francisco,1 - 4 years,Female,0
2019,San Francisco,1 - 4 years,Male,0
2019,San Francisco,5 - 9 years,Female,6
2019,San Francisco,5 - 9 years,Male,0
2019,San Francisco,10 - 14 years,Female,6
2019,San Francisco,10 - 14 years,Male,6
2019,San Francisco,15 - 19 years,Female,6
2019,San Francisco,15 - 19 years,Male,6
2019,San Francisco,20 - 24 years,Female,6
2019,San Francisco,20 - 24 years,Male,17
2019,San Francisco,25 - 29 years,Female,13
2019,San Francisco,25 - 29 years,Male,30
2019,San Francisco,30 - 34 years,Female,25
2019,San Francisco,30 - 34 years,Male,49
2019,San Francisco,35 - 39 years,Female,18
2019,San Francisco,35 - 39 years,Male,68
2019,San Francisco,40 - 44 years,Female,28
2019,San Francisco,40 - 44 years,Male,68
2019,San Francisco,45 - 49 years,Female,33
2019,San Francisco,45 - 49 years,Male,103
2019,San Francisco,50 - 54 years,Female,82
2019,San Francisco,50 - 54 years,Male,146
2019,San Francisco,55 - 59 years,Female,94
2019,San Francisco,55 - 59 years,Male,201
2019,San Francisco,60 - 64 years,Female,122
2019,San Francisco,60 - 64 years,Male,251
2019,San Francisco,65 - 69 years,Female,166
2019,San Francisco,65 - 69 years,Male,299
2019,San Francisco,70 - 74 years,Female,193
2019,San Francisco,70 - 74 years,Male,306
2019,San Francisco,75 - 79 years,Female,211
2019,San Francisco,75 - 79 years,Male,290
2019,San Francisco,80 - 84 years,Female,325
2019,San Francisco,80 - 84 years,Male,356
2019,San Francisco,85 - 89 years,Female,423
2019,San Francisco,85 - 89 years,Male,462
2019,San Francisco,90 - 94 years,Female,544
2019,San Francisco,90 - 94 years,Male,315
2019,San Francisco,95 - 99 years,Female,306
2019,San Francisco,95 - 99 years,Male,150
2019,San Francisco,100 years and over,Female,96
2019,San Francisco,100 years and over,Male,18
2019,San Joaquin,Less than 1 year,Female,26
2019,San Joaquin,Less than 1 year,Male,41
2019,San Joaquin,1 - 4 years,Female,6
2019,San Joaquin,1 - 4 years,Male,6
2019,San Joaquin,5 - 9 years,Female,6
2019,San Joaquin,5 - 9 years,Male,6
2019,San Joaquin,10 - 14 years,Female,6
2019,San Joaquin,10 - 14 years,Male,6
2019,San Joaquin,15 - 19 years,Female,11
2019,San Joaquin,15 - 19 years,Male,22
2019,San Joaquin,20 - 24 years,Female,13
2019,San Joaquin,20 - 24 years,Male,42
2019,San Joaquin,25 - 29 years,Female,20
2019,San Joaquin,25 - 29 years,Male,40
2019,San Joaquin,30 - 34 years,Female,11
2019,San Joaquin,30 - 34 years,Male,51
2019,San Joaquin,35 - 39 years,Female,32
2019,San Joaquin,35 - 39 years,Male,92
2019,San Joaquin,40 - 44 years,Female,43
2019,San Joaquin,40 - 44 years,Male,71
2019,San Joaquin,45 - 49 years,Female,55
2019,San Joaquin,45 - 49 years,Male,101
2019,San Joaquin,50 - 54 years,Female,92
2019,San Joaquin,50 - 54 years,Male,142
2019,San Joaquin,55 - 59 years,Female,128
2019,San Joaquin,55 - 59 years,Male,223
2019,San Joaquin,60 - 64 years,Female,168
2019,San Joaquin,60 - 64 years,Male,278
2019,San Joaquin,65 - 69 years,Female,229
2019,San Joaquin,65 - 69 years,Male,307
2019,San Joaquin,70 - 74 years,Female,257
2019,San Joaquin,70 - 74 years,Male,360
2019,San Joaquin,75 - 79 years,Female,284
2019,San Joaquin,75 - 79 years,Male,366
2019,San Joaquin,80 - 84 years,Female,314
2019,San Joaquin,80 - 84 years,Male,308
2019,San Joaquin,85 - 89 years,Female,342
2019,San Joaquin,85 - 89 years,Male,309
2019,San Joaquin,90 - 94 years,Female,367
2019,San Joaquin,90 - 94 years,Male,175
2019,San Joaquin,95 - 99 years,Female,194
2019,San Joaquin,95 - 99 years,Male,98
2019,San Joaquin,100 years and over,Female,41
2019,San Joaquin,100 years and over,Male,16
2019,San Luis Obispo,Less than 1 year,Female,6
2019,San Luis Obispo,Less than 1 year,Male,6
2019,San Luis Obispo,1 - 4 years,Female,0
2019,San Luis Obispo,1 - 4 years,Male,6
2019,San Luis Obispo,5 - 9 years,Female,0
2019,San Luis Obispo,5 - 9 years,Male,6
2019,San Luis Obispo,10 - 14 years,Female,0
2019,San Luis Obispo,10 - 14 years,Male,6
2019,San Luis Obispo,15 - 19 years,Female,6
2019,San Luis Obispo,15 - 19 years,Male,6
2019,San Luis Obispo,20 - 24 years,Female,6
2019,San Luis Obispo,20 - 24 years,Male,11
2019,San Luis Obispo,25 - 29 years,Female,6
2019,San Luis Obispo,25 - 29 years,Male,16
2019,San Luis Obispo,30 - 34 years,Female,6
2019,San Luis Obispo,30 - 34 years,Male,6
2019,San Luis Obispo,35 - 39 years,Female,6
2019,San Luis Obispo,35 - 39 years,Male,11
2019,San Luis Obispo,40 - 44 years,Female,6
2019,San Luis Obispo,40 - 44 years,Male,17
2019,San Luis Obispo,45 - 49 years,Female,15
2019,San Luis Obispo,45 - 49 years,Male,19
2019,San Luis Obispo,50 - 54 years,Female,23
2019,San Luis Obispo,50 - 54 years,Male,34
2019,San Luis Obispo,55 - 59 years,Female,30
2019,San Luis Obispo,55 - 59 years,Male,70
2019,San Luis Obispo,60 - 64 years,Female,60
2019,San Luis Obispo,60 - 64 years,Male,90
2019,San Luis Obispo,65 - 69 years,Female,68
2019,San Luis Obispo,65 - 69 years,Male,137
2019,San Luis Obispo,70 - 74 years,Female,79
2019,San Luis Obispo,70 - 74 years,Male,143
2019,San Luis Obispo,75 - 79 years,Female,104
2019,San Luis Obispo,75 - 79 years,Male,153
2019,San Luis Obispo,80 - 84 years,Female,154
2019,San Luis Obispo,80 - 84 years,Male,159
2019,San Luis Obispo,85 - 89 years,Female,199
2019,San Luis Obispo,85 - 89 years,Male,177
2019,San Luis Obispo,90 - 94 years,Female,201
2019,San Luis Obispo,90 - 94 years,Male,146
2019,San Luis Obispo,95 - 99 years,Female,132
2019,San Luis Obispo,95 - 99 years,Male,60
2019,San Luis Obispo,100 years and over,Female,26
2019,San Luis Obispo,100 years and over,Male,6
2019,San Mateo,Less than 1 year,Female,6
2019,San Mateo,Less than 1 year,Male,21
2019,San Mateo,1 - 4 years,Female,6
2019,San Mateo,1 - 4 years,Male,6
2019,San Mateo,5 - 9 years,Female,6
2019,San Mateo,5 - 9 years,Male,6
2019,San Mateo,10 - 14 years,Female,6
2019,San Mateo,10 - 14 years,Male,6
2019,San Mateo,15 - 19 years,Female,0
2019,San Mateo,15 - 19 years,Male,6
2019,San Mateo,20 - 24 years,Female,6
2019,San Mateo,20 - 24 years,Male,12
2019,San Mateo,25 - 29 years,Female,6
2019,San Mateo,25 - 29 years,Male,23
2019,San Mateo,30 - 34 years,Female,6
2019,San Mateo,30 - 34 years,Male,35
2019,San Mateo,35 - 39 years,Female,15
2019,San Mateo,35 - 39 years,Male,30
2019,San Mateo,40 - 44 years,Female,16
2019,San Mateo,40 - 44 years,Male,32
2019,San Mateo,45 - 49 years,Female,19
2019,San Mateo,45 - 49 years,Male,44
2019,San Mateo,50 - 54 years,Female,46
2019,San Mateo,50 - 54 years,Male,66
2019,San Mateo,55 - 59 years,Female,75
2019,San Mateo,55 - 59 years,Male,107
2019,San Mateo,60 - 64 years,Female,95
2019,San Mateo,60 - 64 years,Male,178
2019,San Mateo,65 - 69 years,Female,107
2019,San Mateo,65 - 69 years,Male,192
2019,San Mateo,70 - 74 years,Female,191
2019,San Mateo,70 - 74 years,Male,258
2019,San Mateo,75 - 79 years,Female,226
